"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2022","Abilene Christian",70.8138,83,71.1053,63,98.9271,226,100.437,236,93.4097,42,98.5283,76,1.90837,142
"2022","Air Force",63.0654,352,63.7605,342,93.2156,295,95.2232,322,95.2323,59,103.253,160,-8.02992,268
"2022","Akron",66.0545,304,65.0841,324,104.655,107,105.841,127,100.007,159,103.284,161,2.55776,135
"2022","Alabama",73.6328,14,72.4085,24,111.794,23,117.875,9,101.187,183,96.9919,55,20.8835,17
"2022","Alabama A&M",68.6509,191,67.3289,243,86.8285,342,90.081,353,100.05,160,104.655,192,-14.5742,322
"2022","Alabama St.",72.2102,41,71.5559,50,91.2478,314,93.8792,333,106.71,288,108.954,289,-15.075,326
"2022","Albany",67.1425,271,67.1081,262,89.6556,329,92.7126,340,99.429,146,103.413,163,-10.7004,296
"2022","Alcorn St.",68.2858,213,68.2006,190,89.892,327,97.382,296,106.592,286,105.599,217,-8.2171,271
"2022","American",67.7488,246,66.9535,268,93.0987,298,95.8349,316,112.453,338,112.836,340,-17.0007,337
"2022","Appalachian St.",64.8525,334,64.0938,338,97.2563,245,100.592,234,103.962,239,103.437,165,-2.84554,206
"2022","Arizona",75.2591,3,74.7282,3,117.268,5,116.697,14,84.7659,4,90.9033,12,25.794,6
"2022","Arizona St.",68.1572,221,68.721,165,91.3734,313,102.652,195,98.1376,120,96.877,53,5.77515,115
"2022","Arkansas",73.4266,18,73.5679,11,109.719,40,111.444,46,95.482,63,97.6639,64,13.7798,44
"2022","Arkansas Pine Bluff",68.6892,189,68.0181,204,87.2409,338,92.211,343,118.546,358,118.766,357,-26.5546,356
"2022","Arkansas St.",70.0308,115,69.351,136,103.025,137,104.07,165,100.627,173,105.594,216,-1.52403,187
"2022","Army",70.8523,81,70.9186,69,98.2237,235,99.606,249,101.581,197,106.501,240,-6.89476,250
"2022","Auburn",72.4014,39,71.7729,38,109.25,45,115.092,19,88.396,15,89.3571,7,25.7353,7
"2022","Austin Peay",68.5307,202,69.1044,156,92.8632,300,96.9572,305,107.707,300,109.868,306,-12.9106,306
"2022","Ball St.",72.525,38,70.8572,73,101.876,165,102.682,194,108.194,304,110.115,310,-7.43234,256
"2022","Baylor",69.9219,122,69.436,130,116.334,8,120.751,4,86.0207,8,90.5089,9,30.2425,2
"2022","Bellarmine",65.5083,322,64.052,340,99.8691,213,106.522,116,114.199,345,109.684,300,-3.16299,211
"2022","Belmont",70.9669,76,70.278,89,112.25,21,113.06,30,96.5618,83,98.8667,83,14.1929,42
"2022","Bethune Cookman",67.3429,261,66.9586,267,87.0044,340,91.6472,347,106.247,281,111.623,329,-19.9759,347
"2022","Binghamton",67.8283,243,67.2604,251,96.6931,255,97.5064,291,105.981,272,110.621,315,-13.1141,312
"2022","Boise St.",66.8685,282,67.1791,254,101.552,176,106.637,113,87.6949,12,92.2413,16,14.3955,40
"2022","Boston College",65.3063,326,65.9928,310,103.663,125,105.702,131,100.178,164,104.119,178,1.58333,147
"2022","Boston University",64.5724,338,65.2513,321,103.07,135,103.818,171,99.3475,144,105.824,223,-2.00534,193
"2022","Bowling Green",73.9686,9,72.9659,18,104.977,100,106.636,114,105.722,266,106.925,251,-0.288959,163
"2022","Bradley",69.0722,167,68.6723,169,102.28,155,104.053,166,95.8769,73,99.4402,92,4.61321,123
"2022","Brown",69.0211,170,69.1285,153,98.9858,222,101.089,226,100.115,163,101.174,120,-0.0843294,162
"2022","Bryant",70.6983,88,71.7071,42,98.2642,233,103.061,188,108.024,302,108.023,274,-4.96151,231
"2022","Bucknell",70.3237,102,70.1118,95,98.8715,228,98.9718,260,113.07,342,114.963,345,-15.9908,332
"2022","Buffalo",72.7271,33,72.8074,19,109.304,44,111.196,50,105.142,258,104.213,181,6.98302,107
