Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079161281,VaderBear01,960,39.98,QB Jalen Hurts RB Travis Etienne Jr. RB Najee Harris WR Joshua Palmer WR Jakobi Meyers WR A.J. Brown TE Pat Freiermuth FLEX Michael Pittman Jr. BN D'Andre Swift BN Tyler Lockett BN David Montgomery BN Jordan Love BN Greg Dulcich BN Kenneth Gainwell BN Devin Singletary BN Jayden Reed BN Mac Jones BN Hunter Henry BN Ronald Jones II BN Ty Montgomery II,,Michael Pittman Jr.,BN,41.67%,0
2,4079155631,DeepSeaMike,908,27.400002,QB Justin Herbert RB Ty Chandler RB Joshua Kelley WR Justin Jefferson WR DeVonta Smith WR Keenan Allen TE Gerald Everett FLEX Kenneth Walker III BN D'Andre Swift BN Mike Evans BN Courtland Sutton BN Khalil Herbert BN Samaje Perine BN Elijah Mitchell BN Dawson Knox BN Dalton Kincaid BN Matthew Stafford BN Jonathan Mingo BN Puka Nacua BN Michael Wilson,,Jordan Love,BN,33.33%,0
3,4079170655,spook775,1140,27.1,QB Justin Fields RB Bijan Robinson RB Javonte Williams WR Davante Adams WR DJ Moore WR Brandon Aiyuk TE George Kittle FLEX Jahan Dotson BN Damien Harris BN JuJu Smith-Schuster BN Cole Kmet BN Antonio Gibson BN Dawson Knox BN DJ Chark Jr. BN Brock Purdy BN Desmond Ridder BN Jerome Ford BN Mack Hollins BN Evan Hull BN Puka Nacua,,D'Andre Swift,RB,25.00%,0
4,4079155630,mammola,1088,22.18,QB Jalen Hurts RB Christian McCaffrey RB D'Andre Swift WR Jakobi Meyers WR DK Metcalf WR Drake London TE T.J. Hockenson FLEX Dallas Goedert BN Zay Flowers BN AJ Dillon BN Tyler Allgeier BN Tyler Boyd BN Adam Thielen BN Roschon Johnson BN Curtis Samuel BN Kareem Hunt BN Khalil Shakir BN Sam Howell BN Allen Robinson II BN Pierre Strong Jr.,,Tyler Allgeier,BN,25.00%,0
5,4079170654,Saussonie,1140,17.5,QB Patrick Mahomes RB Zamir White RB Isiah Pacheco WR DK Metcalf WR DeAndre Hopkins WR Michael Pittman Jr. TE Travis Kelce FLEX Brandon Aiyuk BN James Cook BN Rashaad Penny BN Brian Robinson Jr. BN Romeo Doubs BN Rashee Rice BN Sam Howell BN Sam LaPorta BN Allen Robinson II BN Deuce Vaughn BN Luke Musgrave BN Justyn Ross BN DeVante Parker,,Sam Howell,BN,25.00%,0
6,4079179800,EricX,968.1,15.299999,QB Tua Tagovailoa RB Rhamondre Stevenson RB Alexander Mattison WR A.J. Brown WR CeeDee Lamb WR Keenan Allen TE Michael Mayer FLEX Irv Smith Jr. BN George Kittle BN Marquise Brown BN AJ Dillon BN Anthony Richardson BN Elijah Mitchell BN Marquez Valdes-Scantling BN Rashid Shaheed BN Mike Gesicki BN Jimmy Garoppolo BN Jerick McKinnon BN Kyren Williams BN Calvin Austin III,,Allen Robinson II,BN,25.00%,0
7,4079179795,pdpeepants,1140,9.1,QB Dak Prescott RB Tony Pollard RB Najee Harris WR Tyreek Hill WR DJ Moore WR Terry McLaurin TE Gerald Everett FLEX Michael Pittman Jr. BN Brandin Cooks BN Damien Harris BN Jamaal Williams BN Dalton Schultz BN Zay Jones BN Taysom Hill BN Matthew Stafford BN Tim Patrick BN Chuba Hubbard BN Brock Purdy BN Zach Evans BN Mac Jones,,Keenan Allen,WR,25.00%,0
8,4079161285,Jhick22,1036.2,5.7,QB Joe Burrow RB Josh Jacobs RB Alvin Kamara WR Ja'Marr Chase WR K.J. Osborn WR Calvin Ridley TE Luke Musgrave FLEX DJ Moore BN Marquise Brown BN Gabe Davis BN Khalil Herbert BN Tyler Allgeier BN Jordan Love BN Nico Collins BN Tank Bigsby BN Mecole Hardman Jr. BN Kyren Williams BN Cade Otton BN DeVante Parker BN Chris Evans,,Tua Tagovailoa,BN,25.00%,0
9,4079170653,redneckmother,1114,2.9,QB Tua Tagovailoa RB Jonathan Taylor RB Josh Jacobs WR Jordan Addison WR Tyreek Hill WR Jerry Jeudy TE Dalton Kincaid FLEX Aaron Jones BN Michael Pittman Jr. BN Zach Charbonnet BN Brian Robinson Jr. BN Darnell Mooney BN Trey Lance BN C.J. Stroud BN Michael Gallup BN Mike Gesicki BN Marvin Mims Jr. BN Tyler Conklin BN Tank Dell BN Justyn Ross,,Greg Dulcich,TE,25.00%,0
10,4079155633,pusha101,1200,0,QB Dak Prescott RB Derrick Henry RB Tyler Allgeier WR Stefon Diggs WR Amari Cooper WR Christian Kirk TE Greg Dulcich FLEX Michael Pittman Jr. BN Tyler Lockett BN Tua Tagovailoa BN De'Von Achane BN D'Onta Foreman BN Jordan Love BN Trey Lance BN Kendre Miller BN Rondale Moore BN Van Jefferson BN Noah Fant BN Jelani Woods BN Jerome Ford,,DJ Moore,WR,25.00%,0
