Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079564609,chuds128,1053.3,13.9,QB Anthony Richardson RB Bijan Robinson RB Cam Akers WR A.J. Brown WR DeAndre Hopkins WR Keenan Allen TE Michael Mayer FLEX George Pickens BN Evan Engram BN James Conner BN Jameson Williams BN AJ Dillon BN Dalton Schultz BN Alec Pierce BN Ezekiel Elliott BN Josh Downs BN Sam Howell BN Brock Purdy BN Darius Slayton BN Latavius Murray,,Keenan Allen,WR,50.00%,0
2,4079558239,Kraken1627,900,13.1,QB Justin Herbert RB Joshua Kelley RB D'Andre Swift WR Quentin Johnston WR CeeDee Lamb WR Garrett Wilson TE Darren Waller FLEX Mike Williams BN Keenan Allen BN Zach Charbonnet BN Damien Harris BN Brian Robinson Jr. BN Chig Okonkwo BN Devin Singletary BN Rondale Moore BN Rashee Rice BN Kareem Hunt BN Ryan Tannehill BN DeVante Parker BN Puka Nacua,,CeeDee Lamb,WR,33.33%,0
3,4079574759,dcrit,1118.24,12.6,QB Lamar Jackson RB Chase Brown RB Isiah Pacheco WR CeeDee Lamb WR Amon-Ra St. Brown WR Marquise Brown TE T.J. Hockenson FLEX Rachaad White BN Kadarius Toney BN Pat Freiermuth BN Alexander Mattison BN Darnell Mooney BN Adam Thielen BN C.J. Stroud BN Kendre Miller BN Kenny Pickett BN Josh Downs BN Mike Gesicki BN Jerome Ford BN Allen Robinson II,,Bijan Robinson,RB,33.33%,0
4,4079583745,djpop10,1090.71,12.099999,QB Josh Allen RB Aaron Jones RB Khalil Herbert WR Jordan Addison WR Justin Jefferson WR Jaylen Waddle TE T.J. Hockenson FLEX Odell Beckham Jr. BN Kirk Cousins BN Tyler Allgeier BN Raheem Mostert BN Ezekiel Elliott BN Nico Collins BN Mike Gesicki BN Jake Ferguson BN Jayden Reed BN Mac Jones BN Robert Woods BN Mack Hollins BN Kendrick Bourne,,Pat Freiermuth,BN,33.33%,0
5,4079564610,DeepSeaMike,1085.77,1.6,QB Justin Fields RB Joe Mixon RB Dalvin Cook WR Stefon Diggs WR Garrett Wilson WR Keenan Allen TE Pat Freiermuth FLEX David Montgomery BN George Pickens BN Tyler Allgeier BN Antonio Gibson BN Nico Collins BN Kenny Pickett BN Jake Ferguson BN Chase Claypool BN Van Jefferson BN Jerome Ford BN Luke Musgrave BN Darius Slayton BN Chris Evans,,Sam Howell,BN,33.33%,0
6,4079558237,prestonhaught,1200,0,QB Lamar Jackson RB Jahmyr Gibbs RB Javonte Williams WR CeeDee Lamb WR Garrett Wilson WR Michael Pittman Jr. TE Dawson Knox FLEX Marquise Brown BN Zach Charbonnet BN Michael Thomas BN Skyy Moore BN Raheem Mostert BN Dalton Kincaid BN Jaylen Warren BN Khalil Shakir BN Michael Carter BN Brock Purdy BN Tyler Conklin BN Clyde Edwards-Helaire BN Michael Wilson,,Garrett Wilson,WR,25.00%,0
6,4079574761,BigBucks647373,1200,0,QB Justin Fields RB Bijan Robinson RB Rashaad Penny WR CeeDee Lamb WR DJ Moore WR Michael Pittman Jr. TE George Kittle FLEX Kyle Pitts BN Brandon Aiyuk BN AJ Dillon BN Anthony Richardson BN Cole Kmet BN D'Onta Foreman BN Alec Pierce BN Ezekiel Elliott BN Josh Downs BN Isaiah Hodgins BN Desmond Ridder BN Greg Dortch BN Keaontay Ingram,,Michael Pittman Jr.,FLEX,25.00%,0
6,4079574760,italiantocansam2,1173.3,0,QB Tua Tagovailoa RB Rhamondre Stevenson RB Travis Etienne Jr. WR Stefon Diggs WR Jaylen Waddle WR Terry McLaurin TE Pat Freiermuth FLEX Tyler Lockett BN Jahan Dotson BN Brian Robinson Jr. BN Cole Kmet BN Raheem Mostert BN Tyler Higbee BN Curtis Samuel BN Tyquan Thornton BN Cordarrelle Patterson BN Sam Howell BN Mac Jones BN DeVante Parker BN Trenton Irwin,,Raheem Mostert,BN,25.00%,0
6,4079583744,RichTucker,1173.3,0,QB Russell Wilson RB Bijan Robinson RB Travis Etienne Jr. WR A.J. Brown WR Jerry Jeudy WR Michael Pittman Jr. TE David Njoku FLEX Chris Godwin BN Cam Akers BN Jahan Dotson BN Tyler Allgeier BN Jamaal Williams BN Derek Carr BN Donovan Peoples-Jones BN Taysom Hill BN Hayden Hurst BN Sam Howell BN Allen Robinson II BN Greg Dortch BN Zack Moss,,Brock Purdy,BN,25.00%,0
6,4079574762,DaredevilEbe,1113.3,0,QB Tua Tagovailoa RB Breece Hall RB Derrick Henry WR Tyreek Hill WR Keenan Allen WR Terry McLaurin TE Cole Kmet FLEX Mike Evans BN Jahan Dotson BN Jared Goff BN JuJu Smith-Schuster BN Antonio Gibson BN Chig Okonkwo BN Kendre Miller BN Sam Howell BN Chuba Hubbard BN Robert Woods BN Hunter Henry BN Chris Evans BN Latavius Murray,,Brian Robinson Jr.,RB,25.00%,0
