Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079283983,DeepSeaMike,940.6,38.9,QB Justin Herbert RB Kenneth Walker III RB Travis Etienne Jr. WR Joshua Palmer WR Quentin Johnston WR Jordan Addison TE Irv Smith Jr. FLEX A.J. Brown BN CeeDee Lamb BN DeAndre Hopkins BN Kirk Cousins BN Elijah Mitchell BN Antonio Gibson BN Dalton Kincaid BN Ezekiel Elliott BN Devin Singletary BN Rashee Rice BN Jake Ferguson BN Parris Campbell BN Darius Slayton,,Joe Mixon,RB,33.33%,1.7
2,4079303038,tonychip444,939.89996,26.58,QB Lamar Jackson RB Austin Ekeler RB Joe Mixon WR Jakobi Meyers WR Garrett Wilson WR Terry McLaurin TE Irv Smith Jr. FLEX James Conner BN Courtland Sutton BN Alvin Kamara BN Odell Beckham Jr. BN Tyler Boyd BN Adam Thielen BN Curtis Samuel BN Jimmy Garoppolo BN Jake Ferguson BN Sam Howell BN Noah Fant BN Jerick McKinnon BN Evan Hull,,Marvin Mims Jr.,BN,33.33%,0
3,4079293563,mwhope23,1113.3,17.5,QB Daniel Jones RB Zamir White RB Breece Hall WR Cooper Kupp WR Amon-Ra St. Brown WR Deebo Samuel TE George Kittle FLEX Drake London BN Kyle Pitts BN Javonte Williams BN Tyler Boyd BN De'Von Achane BN Darnell Mooney BN Roschon Johnson BN Romeo Doubs BN Matthew Stafford BN Wan'Dale Robinson BN Devin Singletary BN Khalil Shakir BN Chuba Hubbard,,Darius Slayton,BN,33.33%,0
4,4079293560,yungezybreezy,1027.3,17.08,QB Lamar Jackson RB Bijan Robinson RB Dameon Pierce WR Jakobi Meyers WR CeeDee Lamb WR Amari Cooper TE Irv Smith Jr. FLEX Drake London BN Dak Prescott BN Rashod Bateman BN Zay Flowers BN Alexander Mattison BN Darnell Mooney BN Kenneth Gainwell BN Devin Singletary BN Marvin Mims Jr. BN Isaiah Likely BN Noah Fant BN Deuce Vaughn BN Marvin Jones Jr.,,Lamar Jackson,QB,33.33%,0
5,4079283982,BELLA1BULLY,1173.3,6.1,QB Lamar Jackson RB Chase Brown RB Bijan Robinson WR Deebo Samuel WR Brandon Aiyuk WR Tyler Lockett TE Dalton Schultz FLEX Saquon Barkley BN Jahan Dotson BN Zay Flowers BN Brian Robinson Jr. BN Anthony Richardson BN Alec Pierce BN Tyler Higbee BN Kareem Hunt BN Marvin Mims Jr. BN Tyler Conklin BN Richie James Jr. BN Darius Slayton BN Cade Otton,,Devin Singletary,BN,33.33%,0
5,4079303036,ADS827,1113.3,6.1,QB Jalen Hurts RB Chase Brown RB Dameon Pierce WR A.J. Brown WR Amari Cooper WR Keenan Allen TE Dallas Goedert FLEX David Montgomery BN Marquise Brown BN Courtland Sutton BN Damien Harris BN Allen Lazard BN Antonio Gibson BN Roschon Johnson BN Taysom Hill BN Josh Downs BN Sam Howell BN Gus Edwards BN Darius Slayton BN Quez Watkins,,Alvin Kamara,BN,25.00%,0
7,4079278462,Brandon143,1146.6,3,QB Geno Smith RB Joe Mixon RB D'Andre Swift WR K.J. Osborn WR Stefon Diggs WR Garrett Wilson TE Evan Engram FLEX DK Metcalf BN Jaxon Smith-Njigba BN Alvin Kamara BN D'Onta Foreman BN Bryce Young BN C.J. Stroud BN Nico Collins BN Hayden Hurst BN Jayden Reed BN Noah Fant BN Robert Woods BN Richie James Jr. BN Greg Dortch,,D'Onta Foreman,BN,25.00%,0
8,4079278460,chopper038,1173.3,1.7,QB Trevor Lawrence RB Joe Mixon RB Nick Chubb WR Tyreek Hill WR DeAndre Hopkins WR Elijah Moore TE Mark Andrews FLEX Rachaad White BN Alvin Kamara BN Jamaal Williams BN Russell Wilson BN D'Onta Foreman BN Juwan Johnson BN Tim Patrick BN Isaiah Hodgins BN John Metchie III BN Marvin Mims Jr. BN Tank Dell BN Cade Otton BN Latavius Murray,,Stefon Diggs,WR,25.00%,0
8,4079303037,15bdaury,1173.3,1.7,QB Dak Prescott RB Joe Mixon RB Nick Chubb WR CeeDee Lamb WR Chris Godwin WR Brandin Cooks TE George Kittle FLEX Rhamondre Stevenson BN David Njoku BN Jameson Williams BN Darnell Mooney BN Adam Thielen BN D'Onta Foreman BN Jordan Love BN Marvin Mims Jr. BN Chase Claypool BN Jayden Reed BN Clyde Edwards-Helaire BN Pierre Strong Jr. BN Gardner Minshew II,,Bijan Robinson,RB,25.00%,0
10,4079293561,bigmeich,1174,0,QB Joe Burrow RB De'Von Achane RB Antonio Gibson WR Tyreek Hill WR Garrett Wilson WR Christian Kirk TE Mark Andrews FLEX Tyler Lockett BN Zay Flowers BN Zay Jones BN Raheem Mostert BN Trey Lance BN Juwan Johnson BN Ezekiel Elliott BN Matthew Stafford BN Jonathan Mingo BN Leonard Fournette BN Mac Jones BN Jerick McKinnon BN Darnell Washington,,Deebo Samuel,WR,25.00%,0
10,4079303040,binghab,1174,0,QB Lamar Jackson RB Tony Pollard RB Travis Etienne Jr. WR Stefon Diggs WR Michael Thomas WR Odell Beckham Jr. TE Dallas Goedert FLEX Evan Engram BN Alexander Mattison BN Geno Smith BN Kyler Murray BN Ezekiel Elliott BN Devin Singletary BN Michael Gallup BN Rondale Moore BN Khalil Shakir BN Sam LaPorta BN Tank Dell BN DeVante Parker BN Rico Dowdle,,Jake Ferguson,BN,25.00%,0
10,4079278461,Howdy15,1080,0,QB Daniel Jones RB Bijan Robinson RB Miles Sanders WR Stefon Diggs WR Deebo Samuel WR Keenan Allen TE Taysom Hill FLEX Mike Evans BN James Conner BN Michael Thomas BN Kyler Murray BN Derek Carr BN Jeff Wilson Jr. BN Tyjae Spears BN Rondale Moore BN Jake Ferguson BN Isaiah Likely BN Jerick McKinnon BN Zach Ertz BN Darius Slayton,,Jerick McKinnon,BN,25.00%,0
,,,,,,,Garrett Wilson,WR,25.00%,0
,,,,,,,Noah Fant,BN,25.00%,0
,,,,,,,Zay Flowers,BN,25.00%,0
,,,,,,,CeeDee Lamb,WR,25.00%,0
,,,,,,,Antonio Gibson,BN,25.00%,0
,,,,,,,Ezekiel Elliott,BN,25.00%,0
,,,,,,,Irv Smith Jr.,BN,25.00%,1.4
,,,,,,,Darnell Mooney,BN,25.00%,0
,,,,,,,Tyreek Hill,WR,16.67%,0
,,,,,,,Nick Chubb,RB,16.67%,0
,,,,,,,Mark Andrews,TE,16.67%,0
,,,,,,,DeAndre Hopkins,WR,16.67%,0
,,,,,,,Juwan Johnson,BN,16.67%,0
,,,,,,,Tank Dell,BN,16.67%,0
,,,,,,,Cade Otton,BN,16.67%,0
,,,,,,,Keenan Allen,WR,16.67%,0
,,,,,,,Daniel Jones,QB,16.67%,0
,,,,,,,James Conner,BN,16.67%,0
,,,,,,,Michael Thomas,BN,16.67%,0
,,,,,,,Kyler Murray,BN,16.67%,0
,,,,,,,Taysom Hill,TE,16.67%,0
,,,,,,,Rondale Moore,BN,16.67%,0
,,,,,,,Isaiah Likely,BN,16.67%,0
,,,,,,,Evan Engram,TE,16.67%,0
,,,,,,,Geno Smith,QB,16.67%,0
,,,,,,,Jayden Reed,BN,16.67%,0
,,,,,,,Richie James Jr.,BN,16.67%,0
,,,,,,,Tyler Lockett,WR,16.67%,0
,,,,,,,Chase Brown,BN,16.67%,6.1
,,,,,,,A.J. Brown,WR,16.67%,0
,,,,,,,Travis Etienne Jr.,RB,16.67%,0
,,,,,,,Amari Cooper,WR,16.67%,0
,,,,,,,Drake London,WR,16.67%,0
,,,,,,,Dameon Pierce,RB,16.67%,0
,,,,,,,Dak Prescott,BN,16.67%,0
,,,,,,,Alexander Mattison,FLEX,16.67%,0
,,,,,,,Jakobi Meyers,BN,16.67%,15.68
,,,,,,,De'Von Achane,RB,16.67%,0
,,,,,,,Matthew Stafford,BN,16.67%,0
,,,,,,,George Kittle,TE,16.67%,0
,,,,,,,Tyler Boyd,BN,16.67%,0
,,,,,,,Roschon Johnson,BN,16.67%,0
,,,,,,,Khalil Shakir,BN,16.67%,0
,,,,,,,Dallas Goedert,TE,16.67%,0
,,,,,,,Courtland Sutton,BN,16.67%,0
,,,,,,,Sam Howell,BN,16.67%,0
,,,,,,,Adam Thielen,BN,16.67%,0
,,,,,,,Odell Beckham Jr.,BN,16.67%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Rachaad White,FLEX,8.33%,0
,,,,,,,Elijah Moore,WR,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Tim Patrick,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Latavius Murray,BN,8.33%,0
,,,,,,,Miles Sanders,RB,8.33%,0
,,,,,,,Mike Evans,FLEX,8.33%,0
,,,,,,,Derek Carr,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Zach Ertz,BN,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Jaxon Smith-Njigba,FLEX,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,1.3
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Greg Dortch,BN,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Jahan Dotson,FLEX,8.33%,0
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Anthony Richardson,BN,8.33%,0
,,,,,,,Dalton Schultz,TE,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Tyler Higbee,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Justin Herbert,QB,8.33%,0
,,,,,,,Jordan Addison,BN,8.33%,2.9
,,,,,,,Kirk Cousins,BN,8.33%,0
,,,,,,,Quentin Johnston,FLEX,8.33%,10.3
,,,,,,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,24.3
,,,,,,,Rashee Rice,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,Darnell Washington,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,0
,,,,,,,Breece Hall,RB,8.33%,0
,,,,,,,Kyle Pitts,BN,8.33%,0
,,,,,,,Javonte Williams,RB,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Wan'Dale Robinson,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,17.5
