Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079378526,PokerbuzzAA,965.77,53.18,QB Patrick Mahomes RB Christian McCaffrey RB Alexander Mattison WR Joshua Palmer WR Jakobi Meyers WR Quentin Johnston TE Dallas Goedert FLEX Jordan Addison BN DeVonta Smith BN DeAndre Hopkins BN Samaje Perine BN Elijah Mitchell BN D'Onta Foreman BN Dalton Kincaid BN Taysom Hill BN C.J. Stroud BN Kenny Pickett BN Jake Ferguson BN Puka Nacua BN Latavius Murray,,Jaylen Warren,RB,41.67%,0
2,4079399521,mkramer27,1020,44.6,QB Daniel Jones RB Zamir White RB Javonte Williams WR Davante Adams WR Amon-Ra St. Brown WR Calvin Ridley TE George Kittle FLEX Keenan Allen BN Brandon Aiyuk BN Brandin Cooks BN AJ Dillon BN Tyler Allgeier BN Skyy Moore BN C.J. Stroud BN Tyjae Spears BN Devin Singletary BN Josh Downs BN Mike Gesicki BN Brock Purdy BN Pierre Strong Jr.,,Jerome Ford,BN,41.67%,0
3,4079399522,ColdAsIce86,1025.77,42.78,QB Lamar Jackson RB Miles Sanders RB David Montgomery WR Davante Adams WR Jakobi Meyers WR CeeDee Lamb TE David Njoku FLEX Deebo Samuel BN Cam Akers BN James Cook BN Pat Freiermuth BN Tyler Boyd BN Darnell Mooney BN Trey Lance BN Ezekiel Elliott BN Kenny Pickett BN Chase Claypool BN Jayden Reed BN Jerome Ford BN Will Dissly,,Elijah Mitchell,BN,33.33%,0
4,4079393793,camhenry34,1140,24.3,QB Trevor Lawrence RB Christian McCaffrey RB Nick Chubb WR Joshua Palmer WR Calvin Ridley WR Christian Watson TE Dalton Schultz FLEX Chris Godwin BN Isiah Pacheco BN Alvin Kamara BN Elijah Moore BN Marquez Valdes-Scantling BN Rashid Shaheed BN Jaylen Warren BN Nico Collins BN Mike Gesicki BN Kareem Hunt BN Mac Jones BN Jerome Ford BN Eric Gray,,Dak Prescott,BN,33.33%,0
4,4079393795,DeepSeaMike,1080,24.3,QB Dak Prescott RB Josh Jacobs RB Travis Etienne Jr. WR Joshua Palmer WR A.J. Brown WR CeeDee Lamb TE Dalton Kincaid FLEX D'Andre Swift BN David Montgomery BN Diontae Johnson BN Gabe Davis BN Daniel Jones BN Rashod Bateman BN Jalin Hyatt BN Jake Ferguson BN Isaiah Hodgins BN Cordarrelle Patterson BN Jerome Ford BN Hunter Henry BN Daniel Bellinger,,CeeDee Lamb,WR,33.33%,0
6,4079388659,ravensrule22,1140,15.68,QB Lamar Jackson RB Saquon Barkley RB Breece Hall WR Jakobi Meyers WR CeeDee Lamb WR Amari Cooper TE Kyle Pitts FLEX George Pickens BN Zay Flowers BN AJ Dillon BN Anthony Richardson BN Jaylen Warren BN Michael Gallup BN Curtis Samuel BN Isaiah Hodgins BN Isaiah Likely BN Gus Edwards BN Jerome Ford BN Kyren Williams BN Trent Sherfield,,Christian McCaffrey,RB,25.00%,0
7,4079378529,gortyr,1112.47,15.5,QB Deshaun Watson RB Joe Mixon RB Elijah Mitchell WR CeeDee Lamb WR Garrett Wilson WR Amari Cooper TE Michael Mayer FLEX Jaxon Smith-Njigba BN Brandon Aiyuk BN Dak Prescott BN Jahan Dotson BN Chig Okonkwo BN Raheem Mostert BN Donovan Peoples-Jones BN Kendre Miller BN Jaylen Warren BN Wan'Dale Robinson BN Kyren Williams BN Cade Otton BN Jalen Tolbert,,Jakobi Meyers,BN,25.00%,15.68
8,4079388657,Kyle497,1118.24,7.9,QB Joe Burrow RB Jonathan Taylor RB Rhamondre Stevenson WR Tyreek Hill WR Treylon Burks WR Michael Thomas TE T.J. Hockenson FLEX Irv Smith Jr. BN D'Andre Swift BN AJ Dillon BN Jordan Love BN Raheem Mostert BN Romeo Doubs BN Alec Pierce BN Wan'Dale Robinson BN Rondale Moore BN Trey McBride BN Michael Carter BN Chase Claypool BN Darius Slayton,,Dalton Kincaid,BN,25.00%,0
8,4079399523,rhballs17,1084.94,7.9,QB Jalen Hurts RB Christian McCaffrey RB Aaron Jones WR Calvin Ridley WR Mike Evans WR Odell Beckham Jr. TE T.J. Hockenson FLEX Irv Smith Jr. BN Dak Prescott BN Javonte Williams BN Jameson Williams BN Samaje Perine BN Elijah Mitchell BN Romeo Doubs BN DJ Chark Jr. BN Devin Singletary BN Michael Gallup BN Gus Edwards BN Noah Fant BN Colt McCoy,,Joshua Palmer,BN,25.00%,24.3
10,4079388658,offcel1,1172.47,6.5,QB Deshaun Watson RB Tony Pollard RB Elijah Mitchell WR Tyreek Hill WR Chris Olave WR DJ Moore TE T.J. Hockenson FLEX Mike Evans BN Treylon Burks BN Tua Tagovailoa BN De'Von Achane BN Donovan Peoples-Jones BN Rashid Shaheed BN Jaylen Warren BN Mac Jones BN Noah Fant BN Cedric Tillman BN Jerome Ford BN Pierre Strong Jr. BN DeVante Parker,,Jake Ferguson,BN,25.00%,0
