Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079187969,j_hensch14,1062.2,28.699999,QB Kirk Cousins RB Tony Pollard RB Alvin Kamara WR Joshua Palmer WR Ja'Marr Chase WR DJ Moore TE Mark Andrews FLEX Mike Evans BN Marquise Brown BN Alexander Mattison BN Jared Goff BN Cole Kmet BN Dalton Kincaid BN Kendre Miller BN Michael Gallup BN Tyquan Thornton BN Michael Carter BN Brock Purdy BN Mac Jones BN Chase Edmonds,,Cole Kmet,BN,41.67%,0
2,4079187968,mullaner,1054,27.68,QB Josh Allen RB Joe Mixon RB Jonathan Taylor WR Jakobi Meyers WR Quentin Johnston WR DK Metcalf TE Evan Engram FLEX Michael Pittman Jr. BN Lamar Jackson BN James Cook BN De'Von Achane BN Bryce Young BN Alec Pierce BN Trey Lance BN Tyler Higbee BN Devin Singletary BN Khalil Shakir BN Trey McBride BN Gus Edwards BN Darius Slayton,,Raheem Mostert,BN,41.67%,0
3,4079199373,vanquisher2020,1080,27.1,QB Deshaun Watson RB Breece Hall RB Jahmyr Gibbs WR Davante Adams WR CeeDee Lamb WR Marquise Brown TE George Kittle FLEX Brian Robinson Jr. BN Dak Prescott BN Dalton Schultz BN Adam Thielen BN Kendre Miller BN Wan'Dale Robinson BN Isaiah Hodgins BN Sam Howell BN Chuba Hubbard BN Baker Mayfield BN Deuce Vaughn BN Corey Davis BN Zack Moss,,George Kittle,TE,33.33%,0
4,4079199371,nludrift,1088.1,27,QB Joe Burrow RB Kenneth Walker III RB Alvin Kamara WR Joshua Palmer WR Justin Jefferson WR Brandin Cooks TE Cole Kmet FLEX Courtland Sutton BN Lamar Jackson BN De'Von Achane BN Adam Thielen BN Taysom Hill BN C.J. Stroud BN Cordarrelle Patterson BN Marvin Mims Jr. BN Allen Robinson II BN Tank Dell BN Hunter Henry BN Zack Moss BN A.T. Perry,,Josh Allen,QB,33.33%,0
5,4079178703,DeepSeaMike,994,25.599998,QB Justin Herbert RB Kenneth Walker III RB Dalvin Cook WR Joshua Palmer WR K.J. Osborn WR Tyreek Hill TE George Kittle FLEX Calvin Ridley BN Keenan Allen BN D'Andre Swift BN Treylon Burks BN Tua Tagovailoa BN Ezekiel Elliott BN Tyjae Spears BN Jaylen Warren BN Parris Campbell BN Hunter Henry BN Deonte Harty BN Josh Reynolds BN Durham Smythe,,D'Andre Swift,RB,25.00%,0
6,4079193166,royzy33,1062,10.9,QB Trevor Lawrence RB Joe Mixon RB Derrick Henry WR Justin Jefferson WR George Pickens WR Courtland Sutton TE T.J. Hockenson FLEX Josh Jacobs BN Elijah Moore BN Jared Goff BN Zay Jones BN Raheem Mostert BN Juwan Johnson BN Kenneth Gainwell BN Nico Collins BN Jake Ferguson BN Robert Woods BN Greg Dortch BN Robert Tonyan BN KaVontae Turpin,,Evan Engram,TE,25.00%,0
7,4079178702,dan1864,1088,9.1,QB Trevor Lawrence RB Austin Ekeler RB Tony Pollard WR K.J. Osborn WR DK Metcalf WR Brandon Aiyuk TE Evan Engram FLEX Travis Etienne Jr. BN Gabe Davis BN Michael Thomas BN Tyler Boyd BN Raheem Mostert BN Romeo Doubs BN Ezekiel Elliott BN Kenny Pickett BN Mike Gesicki BN Mac Jones BN Cade Otton BN Zack Moss BN Michael Wilson,,Gabe Davis,FLEX,25.00%,0
8,4079193167,danding0,1174,2.9,QB Josh Allen RB Travis Etienne Jr. RB Khalil Herbert WR Jordan Addison WR Stefon Diggs WR DK Metcalf TE George Kittle FLEX Mike Evans BN Odell Beckham Jr. BN Geno Smith BN Brian Robinson Jr. BN Cole Kmet BN Dawson Knox BN DJ Chark Jr. BN Desmond Ridder BN Gus Edwards BN Clyde Edwards-Helaire BN Sam Darnold BN Mack Hollins BN Evan Hull,,De'Von Achane,BN,25.00%,0
9,4079199375,Turnski2,1148,1.4,QB Josh Allen RB Travis Etienne Jr. RB D'Andre Swift WR Tyreek Hill WR Brandon Aiyuk WR Odell Beckham Jr. TE Irv Smith Jr. FLEX George Kittle BN Isiah Pacheco BN Dak Prescott BN Tyler Allgeier BN Tyler Boyd BN Greg Dulcich BN Raheem Mostert BN DJ Chark Jr. BN Kareem Hunt BN Chase Claypool BN Robert Woods BN DeVante Parker BN Melvin Gordon III,,DeVante Parker,BN,25.00%,0
10,4079187970,Sethy,1200,0,QB Josh Allen RB Christian McCaffrey RB James Cook WR Jaylen Waddle WR Terry McLaurin WR Gabe Davis TE Pat Freiermuth FLEX Alvin Kamara BN Michael Thomas BN Brian Robinson Jr. BN JuJu Smith-Schuster BN Cole Kmet BN Roschon Johnson BN Raheem Mostert BN Juwan Johnson BN C.J. Stroud BN Khalil Shakir BN Robert Woods BN DeVante Parker BN Mack Hollins,,Tony Pollard,RB,25.00%,0
