Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079152956,DeepSeaMike,984.1,24.699999,QB Joe Burrow RB Ty Chandler RB Chase Brown WR Ja'Marr Chase WR DeVonta Smith WR Keenan Allen TE Irv Smith Jr. FLEX D'Andre Swift BN Tyler Lockett BN Diontae Johnson BN Khalil Herbert BN AJ Dillon BN Geno Smith BN Tyler Boyd BN Elijah Mitchell BN Raheem Mostert BN Sam LaPorta BN Hunter Henry BN Justyn Ross BN Michael Wilson,,George Kittle,TE,33.33%,0
2,4079137809,austinryan11,1028.1,19.599998,QB Lamar Jackson RB Joshua Kelley RB Kenneth Walker III WR Jordan Addison WR Tyreek Hill WR Garrett Wilson TE Michael Mayer FLEX George Kittle BN Jahan Dotson BN Rashod Bateman BN Alexander Mattison BN Damien Harris BN De'Von Achane BN Romeo Doubs BN Alec Pierce BN Marvin Mims Jr. BN Sam Howell BN Brock Purdy BN Jerome Ford BN Deon Jackson,,Brandon Aiyuk,FLEX,33.33%,0
3,4079152957,goforit1018,1028.1,18.9,QB Geno Smith RB Zamir White RB Bijan Robinson WR DJ Moore WR Keenan Allen WR Brandon Aiyuk TE Irv Smith Jr. FLEX Tony Pollard BN George Pickens BN Cam Akers BN Marquise Brown BN Evan Engram BN Brandin Cooks BN Tyler Allgeier BN Dalton Schultz BN Jalin Hyatt BN DJ Chark Jr. BN C.J. Stroud BN Kenny Pickett BN Hunter Henry,,Brock Purdy,BN,33.33%,0
4,4079146834,tuscany42,1088,14.500001,QB Trevor Lawrence RB Rhamondre Stevenson RB Elijah Mitchell WR Quentin Johnston WR Jordan Addison WR K.J. Osborn TE George Kittle FLEX Tyreek Hill BN Jaylen Waddle BN Deebo Samuel BN Tua Tagovailoa BN De'Von Achane BN Dawson Knox BN Dalton Kincaid BN Tyjae Spears BN Kenneth Gainwell BN Cordarrelle Patterson BN Brock Purdy BN DeVante Parker BN Cedrick Wilson Jr.,,De'Von Achane,BN,33.33%,0
5,4079146836,prairiedog1972,968,2.6999998,QB Patrick Mahomes RB Josh Jacobs RB Alvin Kamara WR K.J. Osborn WR DJ Moore WR DeAndre Hopkins TE Irv Smith Jr. FLEX Travis Kelce BN Marquise Brown BN Dak Prescott BN Odell Beckham Jr. BN De'Von Achane BN Dawson Knox BN Jaylen Warren BN Michael Gallup BN Hunter Renfrow BN Cordarrelle Patterson BN Chase Claypool BN Corey Davis BN Ryan Tannehill,,DeAndre Hopkins,WR,25.00%,0
6,4079128439,paragawd,1200,0,QB Josh Allen RB Aaron Jones RB Zach Charbonnet WR Cooper Kupp WR Chris Olave WR DeAndre Hopkins TE Dallas Goedert FLEX George Pickens BN Alvin Kamara BN Jameson Williams BN Jordan Love BN Raheem Mostert BN Dalton Kincaid BN Rashee Rice BN Tim Patrick BN Leonard Fournette BN Trey McBride BN Tyquan Thornton BN Gus Edwards BN Justyn Ross,,Dallas Goedert,TE,25.00%,0
6,4079128440,Barryllevy,1200,0,QB Jared Goff RB Breece Hall RB David Montgomery WR Garrett Wilson WR Amon-Ra St. Brown WR Deebo Samuel TE George Kittle FLEX Brandon Aiyuk BN Javonte Williams BN Elijah Moore BN JuJu Smith-Schuster BN Kyler Murray BN Rondale Moore BN Mike Gesicki BN Mecole Hardman Jr. BN Brock Purdy BN Jerome Ford BN Hunter Henry BN Sam Darnold BN Keaontay Ingram,,George Pickens,FLEX,25.00%,0
6,4079137811,MadDog119,1200,0,QB Russell Wilson RB Rachaad White RB James Cook WR A.J. Brown WR CeeDee Lamb WR DeAndre Hopkins TE Kyle Pitts FLEX Jerry Jeudy BN Brandon Aiyuk BN Jamaal Williams BN Jalin Hyatt BN Greg Dulcich BN Roschon Johnson BN Tim Patrick BN Brock Purdy BN Desmond Ridder BN Parris Campbell BN Jerick McKinnon BN Tank Dell BN Mack Hollins,,Raheem Mostert,BN,25.00%,0
6,4079146837,moklovin,1174.1,0,QB Dak Prescott RB Najee Harris RB Cam Akers WR A.J. Brown WR CeeDee Lamb WR Amari Cooper TE George Kittle FLEX Brandin Cooks BN Rashod Bateman BN Samaje Perine BN De'Von Achane BN Dawson Knox BN Matthew Stafford BN Michael Gallup BN Mike Gesicki BN Leonard Fournette BN Van Jefferson BN Baker Mayfield BN DeVante Parker BN Puka Nacua,,Dalton Kincaid,BN,25.00%,0
6,4079137810,LucasGibbs,1140,0,QB Jalen Hurts RB Breece Hall RB Josh Jacobs WR Tyreek Hill WR Brandon Aiyuk WR George Pickens TE Dallas Goedert FLEX Rachaad White BN Jahan Dotson BN Rashaad Penny BN Cole Kmet BN Greg Dulcich BN Rashid Shaheed BN Curtis Samuel BN Khalil Shakir BN John Metchie III BN Sam Howell BN Zach Evans BN Jerick McKinnon BN Terrace Marshall Jr.,,Amon-Ra St. Brown,WR,25.00%,0
