Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079333377,tiggy,900,37.399998,QB Justin Herbert RB Joshua Kelley RB Jahmyr Gibbs WR Joshua Palmer WR Quentin Johnston WR CeeDee Lamb TE Pat Freiermuth FLEX Amon-Ra St. Brown BN Keenan Allen BN Marquise Brown BN Brandin Cooks BN Jared Goff BN Elijah Mitchell BN Ezekiel Elliott BN Michael Gallup BN Kenny Pickett BN Hayden Hurst BN Chuba Hubbard BN Sam LaPorta BN Deuce Vaughn,,CeeDee Lamb,WR,50.00%,0
2,4079333378,jords34,1026.6,36.5,QB Justin Fields RB Josh Jacobs RB Dameon Pierce WR Davante Adams WR Jordan Addison WR Tyreek Hill TE T.J. Hockenson FLEX Treylon Burks BN Jahan Dotson BN Rashaad Penny BN Elijah Moore BN Raheem Mostert BN Nico Collins BN Isaiah Hodgins BN Chuba Hubbard BN Van Jefferson BN Hunter Henry BN DeVante Parker BN Mack Hollins BN Michael Wilson,,Amon-Ra St. Brown,WR,33.33%,0
3,4079318449,scottgrierson,1053.3,30.880001,QB Trevor Lawrence RB Chase Brown RB Jahmyr Gibbs WR Jakobi Meyers WR CeeDee Lamb WR Amon-Ra St. Brown TE Gerald Everett FLEX Calvin Ridley BN Terry McLaurin BN Dak Prescott BN Brandin Cooks BN Damien Harris BN Samaje Perine BN Rashee Rice BN Jake Ferguson BN Michael Carter BN Chuba Hubbard BN Tyler Conklin BN Jerick McKinnon BN Michael Wilson,,Trevor Lawrence,QB,33.33%,0
4,4079333380,marl_ayson,1140,27.1,QB Trevor Lawrence RB Travis Etienne Jr. RB J.K. Dobbins WR Davante Adams WR CeeDee Lamb WR Amari Cooper TE Evan Engram FLEX Michael Pittman Jr. BN Mike Evans BN JuJu Smith-Schuster BN Jamaal Williams BN Darnell Mooney BN Matthew Stafford BN Devin Singletary BN Kareem Hunt BN Sam LaPorta BN Mac Jones BN Baker Mayfield BN Kyren Williams BN Cole Turner,,Chuba Hubbard,BN,33.33%,0
4,4079343296,Jerry-gall,1086.6,27.1,QB Joe Burrow RB Dalvin Cook RB James Cook WR Davante Adams WR CeeDee Lamb WR Deebo Samuel TE Pat Freiermuth FLEX Jaxon Smith-Njigba BN Brandon Aiyuk BN Alexander Mattison BN Jared Goff BN Brian Robinson Jr. BN Trey Lance BN Rashid Shaheed BN Jaylen Warren BN Curtis Samuel BN Leonard Fournette BN Hayden Hurst BN Sam LaPorta BN Ryan Tannehill,,Mike Evans,BN,33.33%,0
6,4079343298,Bodabaas,993.3,10.700001,QB Bryce Young RB Austin Ekeler RB Bijan Robinson WR Jordan Addison WR Deebo Samuel WR Keenan Allen TE George Kittle FLEX Brandon Aiyuk BN Mike Evans BN Kadarius Toney BN Khalil Herbert BN Trey Lance BN Tyler Higbee BN Kendre Miller BN Rashid Shaheed BN Jimmy Garoppolo BN John Metchie III BN Marvin Mims Jr. BN Brock Purdy BN Puka Nacua,,Sam LaPorta,BN,33.33%,0
7,4079318451,DeepSeaMike,1020,9.1,QB Justin Herbert RB Breece Hall RB David Montgomery WR Garrett Wilson WR Amon-Ra St. Brown WR Amari Cooper TE Gerald Everett FLEX Keenan Allen BN Javonte Williams BN Khalil Herbert BN Jared Goff BN Brian Robinson Jr. BN Darnell Mooney BN Marvin Mims Jr. BN Jayden Reed BN Hunter Henry BN Luke Musgrave BN Darius Slayton BN Puka Nacua BN Calvin Austin III,,Rashid Shaheed,BN,33.33%,0
8,4079318453,4kYz401k,1093.2,6.1,QB Joe Burrow RB Chase Brown RB Christian McCaffrey WR Tee Higgins WR Calvin Ridley WR Jahan Dotson TE David Njoku FLEX Rhamondre Stevenson BN Trevor Lawrence BN Courtland Sutton BN Elijah Moore BN Tyler Boyd BN De'Von Achane BN Greg Dulcich BN Roschon Johnson BN Tyler Higbee BN Curtis Samuel BN Mecole Hardman Jr. BN Chuba Hubbard BN Parris Campbell,,Jahmyr Gibbs,RB,25.00%,0
9,4079343299,Tizzycsgo,1119.8999,2.9,QB Patrick Mahomes RB Tony Pollard RB James Conner WR Jordan Addison WR DJ Moore WR Tyler Lockett TE Mark Andrews FLEX Kyle Pitts BN Kirk Cousins BN Jameson Williams BN Tyler Allgeier BN Tyler Boyd BN Adam Thielen BN Ezekiel Elliott BN Rashid Shaheed BN Devin Singletary BN Hayden Hurst BN Mac Jones BN Kyren Williams BN Michael Wilson,,Michael Wilson,BN,25.00%,0
10,4079323892,Dance_Pancake,1200,0,QB Dak Prescott RB Jahmyr Gibbs RB Dameon Pierce WR CeeDee Lamb WR Amon-Ra St. Brown WR Jerry Jeudy TE Dalton Kincaid FLEX George Pickens BN James Conner BN Jahan Dotson BN Khalil Herbert BN Jonathan Mingo BN Rashee Rice BN Tyquan Thornton BN Cordarrelle Patterson BN Sam LaPorta BN Desmond Ridder BN Clyde Edwards-Helaire BN Tank Dell BN Noah Gray,,Keenan Allen,WR,25.00%,0
