Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079272947,PhoneSurgeons,693.3,60.5,QB Justin Herbert RB Isiah Pacheco RB Cam Akers WR Davante Adams WR Joshua Palmer WR CeeDee Lamb TE Gerald Everett FLEX Mike Williams BN Keenan Allen BN Dak Prescott BN Antonio Gibson BN Taysom Hill BN Juwan Johnson BN Michael Gallup BN Jimmy Garoppolo BN Hunter Renfrow BN Jake Ferguson BN Zach Evans BN Jerick McKinnon BN Zack Moss,,CeeDee Lamb,WR,50.00%,0
2,4079258327,StackyVengeance,1033.2,25.4,QB Dak Prescott RB Ty Chandler RB Chase Brown WR A.J. Brown WR CeeDee Lamb WR Keenan Allen TE T.J. Hockenson FLEX D'Andre Swift BN Diontae Johnson BN Brandin Cooks BN Daniel Jones BN Antonio Gibson BN Jalin Hyatt BN Tyler Higbee BN Jaylen Warren BN Devin Singletary BN Rashee Rice BN DeWayne McBride BN Darius Slayton BN Justyn Ross,,Keenan Allen,WR,41.67%,0
3,4079272948,WeirdFrank,993.3,21,QB Daniel Jones RB Austin Ekeler RB Samaje Perine WR Quentin Johnston WR Jordan Addison WR Amon-Ra St. Brown TE George Kittle FLEX Jerry Jeudy BN Keenan Allen BN Tyler Lockett BN Russell Wilson BN Raheem Mostert BN Ezekiel Elliott BN Tyjae Spears BN Jaylen Warren BN Mike Gesicki BN Sam LaPorta BN Tank Dell BN Darius Slayton BN Tutu Atwell,,Chuba Hubbard,BN,33.33%,0
4,4079267897,deezbuffalonutz,1119.9,10.9,QB Kirk Cousins RB Tony Pollard RB Najee Harris WR Ja'Marr Chase WR DeVonta Smith WR Michael Pittman Jr. TE T.J. Hockenson FLEX Mike Evans BN Samaje Perine BN Jamaal Williams BN Dalton Schultz BN Jalin Hyatt BN Taysom Hill BN Trey Lance BN Michael Gallup BN Kenny Pickett BN Tank Bigsby BN John Metchie III BN Baker Mayfield BN Pierre Strong Jr.,,Isiah Pacheco,RB,25.00%,0
5,4079248487,mccloskey19,993.3,10.3,QB Joe Burrow RB Derrick Henry RB Rashaad Penny WR Quentin Johnston WR CeeDee Lamb WR Mike Williams TE George Kittle FLEX Keenan Allen BN Tyler Lockett BN Jamaal Williams BN De'Von Achane BN Adam Thielen BN Jonathan Mingo BN Brock Purdy BN Tyler Conklin BN Parris Campbell BN Clyde Edwards-Helaire BN Luke Musgrave BN Sterling Shepard BN Latavius Murray,,De'Von Achane,BN,25.00%,0
6,4079258328,Tmonty15,1119.8999,9.4,QB Dak Prescott RB Breece Hall RB Jahmyr Gibbs WR Jordan Addison WR CeeDee Lamb WR Amon-Ra St. Brown TE T.J. Hockenson FLEX Drake London BN Jahan Dotson BN Kirk Cousins BN Rashaad Penny BN Damien Harris BN Greg Dulcich BN Michael Gallup BN Jake Ferguson BN Marvin Mims Jr. BN Chuba Hubbard BN Kyren Williams BN Josh Reynolds BN Jalen Tolbert,,Jonathan Mingo,BN,25.00%,0
7,4079267899,DeepSeaMike,1053.3,1.7,QB Josh Allen RB Joe Mixon RB Josh Jacobs WR Stefon Diggs WR Brandon Aiyuk WR Tyler Lockett TE George Kittle FLEX Dalvin Cook BN David Montgomery BN Odell Beckham Jr. BN Dawson Knox BN Zay Jones BN Romeo Doubs BN Ezekiel Elliott BN Kenneth Gainwell BN Jonathan Mingo BN Zach Ertz BN Kendrick Bourne BN Clayton Tune BN Rico Dowdle,,George Kittle,TE,25.00%,0
8,4079258325,bal12,1146.6001,1.3,QB Jalen Hurts RB Jahmyr Gibbs RB J.K. Dobbins WR K.J. Osborn WR CeeDee Lamb WR Deebo Samuel TE David Njoku FLEX Mike Evans BN Anthony Richardson BN De'Von Achane BN Cole Kmet BN Adam Thielen BN Kenny Pickett BN Cordarrelle Patterson BN Sam LaPorta BN Zach Evans BN Gus Edwards BN Allen Robinson II BN Chris Evans BN A.T. Perry,,Tyler Lockett,FLEX,25.00%,0
9,4079267898,Iloverap69,1200,0,QB Geno Smith RB Bijan Robinson RB Isiah Pacheco WR CeeDee Lamb WR DK Metcalf WR Deebo Samuel TE Evan Engram FLEX Terry McLaurin BN Brandon Aiyuk BN Zay Flowers BN JuJu Smith-Schuster BN Taysom Hill BN Kenny Pickett BN Tank Bigsby BN Leonard Fournette BN Michael Carter BN Chuba Hubbard BN Isaiah Likely BN Robert Woods BN Latavius Murray,,Kenny Pickett,BN,25.00%,0
9,4079248486,Khoff1123,1173.3,0,QB Justin Fields RB Isiah Pacheco RB Javonte Williams WR Tyreek Hill WR DeVonta Smith WR Tee Higgins TE Kyle Pitts FLEX DJ Moore BN Zay Flowers BN Khalil Herbert BN De'Von Achane BN Cole Kmet BN Tyjae Spears BN Matthew Stafford BN Wan'Dale Robinson BN Jonathan Mingo BN Chuba Hubbard BN Chase Claypool BN Desmond Ridder BN Puka Nacua,,Daniel Jones,QB,25.00%,0
