Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079282844,TeaBagTheTame,1080,24.3,QB Anthony Richardson RB Miles Sanders RB Rachaad White WR Joshua Palmer WR CeeDee Lamb WR Garrett Wilson TE George Kittle FLEX Calvin Ridley BN Keenan Allen BN Evan Engram BN Jahan Dotson BN Dawson Knox BN Jalin Hyatt BN Jaylen Warren BN Matthew Stafford BN Devin Singletary BN Tank Bigsby BN Mecole Hardman Jr. BN Mac Jones BN Foster Moreau,,Evan Engram,TE,41.67%,0
2,4079277193,mrbeastmode,1080,13.9,QB Jalen Hurts RB Christian McCaffrey RB Miles Sanders WR DeVonta Smith WR Brandon Aiyuk WR Diontae Johnson TE Michael Mayer FLEX Rachaad White BN Evan Engram BN Pat Freiermuth BN JuJu Smith-Schuster BN Allen Lazard BN Derek Carr BN Matthew Stafford BN Devin Singletary BN Rashee Rice BN Trey McBride BN John Metchie III BN Sam Howell BN Marvin Jones Jr.,,Brandon Aiyuk,WR,33.33%,0
3,4079292471,HobbesElTigre,1086.6,13.200001,QB Justin Fields RB Saquon Barkley RB James Conner WR Quentin Johnston WR Jordan Addison WR Stefon Diggs TE Pat Freiermuth FLEX DJ Moore BN Tyler Lockett BN Jamaal Williams BN Raheem Mostert BN C.J. Stroud BN Marquez Valdes-Scantling BN Tyjae Spears BN Mac Jones BN Jerome Ford BN Hunter Henry BN Luke Musgrave BN Chris Evans BN Zack Moss,,Luke Musgrave,BN,33.33%,0
4,4079301929,michael7805,946.5,12.099999,QB Dak Prescott RB Derrick Henry RB Josh Jacobs WR Jordan Addison WR Justin Jefferson WR Jonathan Mingo TE T.J. Hockenson FLEX Evan Engram BN Kirk Cousins BN Alexander Mattison BN Kyler Murray BN Ezekiel Elliott BN Rashee Rice BN Cordarrelle Patterson BN Marvin Mims Jr. BN Jayden Reed BN Cedric Tillman BN Zach Ertz BN Puka Nacua BN Trey Palmer,,Raheem Mostert,BN,33.33%,0
5,4079292469,blakeb45,1026.6,10.700001,QB Kirk Cousins RB Austin Ekeler RB Tony Pollard WR Jordan Addison WR DeAndre Hopkins WR Drake London TE Evan Engram FLEX Keenan Allen BN Courtland Sutton BN Rashaad Penny BN Russell Wilson BN Dawson Knox BN D'Onta Foreman BN Matthew Stafford BN Van Jefferson BN Gus Edwards BN Jelani Woods BN Pierre Strong Jr. BN Greg Dortch BN Puka Nacua,,Pat Freiermuth,BN,33.33%,0
6,4079277192,robert_warner2,1140,9.1,QB Geno Smith RB Tony Pollard RB Dalvin Cook WR CeeDee Lamb WR Deebo Samuel WR Drake London TE Gerald Everett FLEX Terry McLaurin BN Tyler Lockett BN Javonte Williams BN Zach Charbonnet BN Jordan Love BN Raheem Mostert BN C.J. Stroud BN Sam LaPorta BN Chase Claypool BN Allen Robinson II BN Tank Dell BN Luke Musgrave BN Calvin Austin III,,Matthew Stafford,BN,33.33%,0
7,4079277191,Rhodes92,1146.6,7.8,QB Jalen Hurts RB Chase Brown RB Joe Mixon WR Tyreek Hill WR Brandon Aiyuk WR Chris Godwin TE Evan Engram FLEX Rhamondre Stevenson BN Rachaad White BN James Cook BN Khalil Herbert BN Zay Jones BN Jordan Love BN Rashid Shaheed BN Mecole Hardman Jr. BN Sam LaPorta BN Jayden Reed BN Luke Musgrave BN Greg Dortch BN Sam Darnold,,Jordan Addison,FLEX,33.33%,2.9
8,4079301927,TheeVault,1066.5,3,QB Daniel Jones RB Joe Mixon RB Dameon Pierce WR K.J. Osborn WR Stefon Diggs WR Amon-Ra St. Brown TE Pat Freiermuth FLEX Tee Higgins BN Christian Kirk BN David Montgomery BN Kirk Cousins BN Alexander Mattison BN C.J. Stroud BN Wan'Dale Robinson BN Jake Ferguson BN John Metchie III BN Jayden Reed BN Robert Woods BN Tank Dell BN Kyren Williams,,Jalen Hurts,QB,25.00%,0
9,4079301930,DeepSeaMike,1113.3,2.9,QB Jalen Hurts RB Jonathan Taylor RB Breece Hall WR Jordan Addison WR A.J. Brown WR Brandon Aiyuk TE Dallas Goedert FLEX Travis Etienne Jr. BN Daniel Jones BN Jameson Williams BN Rashod Bateman BN Taysom Hill BN Ezekiel Elliott BN Tyjae Spears BN Jaylen Warren BN Rashee Rice BN Corey Davis BN Luke Musgrave BN Darius Slayton BN Quez Watkins,,Rachaad White,FLEX,25.00%,0
10,4079282845,justinmi,1173.3,1.4,QB Lamar Jackson RB Saquon Barkley RB Breece Hall WR Stefon Diggs WR Deebo Samuel WR Gabe Davis TE Irv Smith Jr. FLEX Dalvin Cook BN David Njoku BN Jameson Williams BN Zay Flowers BN Dawson Knox BN Bryce Young BN Raheem Mostert BN DJ Chark Jr. BN Kenneth Gainwell BN Nico Collins BN Josh Downs BN Clyde Edwards-Helaire BN Ryan Tannehill,,Sam LaPorta,BN,25.00%,0
11,4079292468,joshrg04,1200,0,QB Lamar Jackson RB Christian McCaffrey RB Zach Charbonnet WR Jaylen Waddle WR Christian Kirk WR Tyler Lockett TE George Kittle FLEX George Pickens BN Zay Flowers BN Brian Robinson Jr. BN Zay Jones BN Raheem Mostert BN Jaylen Warren BN Jonathan Mingo BN Josh Downs BN Trey McBride BN Chuba Hubbard BN Brock Purdy BN Isaiah Likely BN Nelson Agholor,,Jayden Reed,BN,25.00%,0
11,4079282843,asto7878,1140,0,QB Matthew Stafford RB Christian McCaffrey RB Tony Pollard WR Jaylen Waddle WR Keenan Allen WR Terry McLaurin TE Pat Freiermuth FLEX Brandon Aiyuk BN George Pickens BN Brandin Cooks BN Zach Charbonnet BN Rashod Bateman BN Jeff Wilson Jr. BN Wan'Dale Robinson BN Khalil Shakir BN Sam Howell BN Sam LaPorta BN Tyler Conklin BN Mac Jones BN Sam Darnold,,Tony Pollard,RB,25.00%,0
,,,,,,,Tyler Lockett,BN,25.00%,0
,,,,,,,Zach Charbonnet,BN,25.00%,0
,,,,,,,C.J. Stroud,BN,25.00%,0
,,,,,,,Christian McCaffrey,RB,25.00%,0
,,,,,,,Rashee Rice,BN,25.00%,0
,,,,,,,Keenan Allen,WR,25.00%,0
,,,,,,,Mac Jones,BN,25.00%,0
,,,,,,,Dawson Knox,BN,25.00%,0
,,,,,,,Jaylen Warren,BN,25.00%,0
,,,,,,,Stefon Diggs,WR,25.00%,0
,,,,,,,Kirk Cousins,QB,25.00%,0
,,,,,,,Joe Mixon,RB,16.67%,1.7
,,,,,,,Zay Jones,BN,16.67%,0
,,,,,,,Jordan Love,BN,16.67%,0
,,,,,,,Mecole Hardman Jr.,BN,16.67%,0
,,,,,,,Greg Dortch,BN,16.67%,0
,,,,,,,Sam Darnold,BN,16.67%,0
,,,,,,,CeeDee Lamb,WR,16.67%,0
,,,,,,,Deebo Samuel,WR,16.67%,0
,,,,,,,Drake London,FLEX,16.67%,0
,,,,,,,Terry McLaurin,WR,16.67%,0
,,,,,,,Dalvin Cook,BN,16.67%,0
,,,,,,,Tank Dell,BN,16.67%,0
,,,,,,,Miles Sanders,FLEX,16.67%,0
,,,,,,,Devin Singletary,BN,16.67%,0
,,,,,,,Trey McBride,BN,16.67%,0
,,,,,,,John Metchie III,BN,16.67%,0
,,,,,,,Sam Howell,BN,16.67%,0
,,,,,,,Jaylen Waddle,WR,16.67%,0
,,,,,,,George Pickens,BN,16.67%,0
,,,,,,,Rashod Bateman,BN,16.67%,0
,,,,,,,Wan'Dale Robinson,BN,16.67%,0
,,,,,,,George Kittle,TE,16.67%,0
,,,,,,,Saquon Barkley,RB,16.67%,0
,,,,,,,Breece Hall,RB,16.67%,0
,,,,,,,Lamar Jackson,QB,16.67%,0
,,,,,,,Jameson Williams,BN,16.67%,0
,,,,,,,Zay Flowers,BN,16.67%,0
,,,,,,,Josh Downs,BN,16.67%,0
,,,,,,,Christian Kirk,WR,16.67%,0
,,,,,,,Jonathan Mingo,BN,16.67%,0
,,,,,,,Puka Nacua,BN,16.67%,0
