Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079486837,dluca,1052.47,27.1,QB Geno Smith RB Rhamondre Stevenson RB David Montgomery WR Davante Adams WR Amon-Ra St. Brown WR Mike Williams TE Dawson Knox FLEX Tyler Lockett BN Gabe Davis BN Alvin Kamara BN De'Von Achane BN Zay Jones BN Adam Thielen BN Jordan Love BN Dalton Kincaid BN Chuba Hubbard BN Luke Musgrave BN Darius Slayton BN Chris Evans BN Kendrick Bourne,,Taysom Hill,TE,33.33%,0
2,4079486836,chckstein,1112.47,15.5,QB Jalen Hurts RB Joe Mixon RB Miles Sanders WR A.J. Brown WR Deebo Samuel WR DJ Moore TE Michael Mayer FLEX Rachaad White BN Jahan Dotson BN Pat Freiermuth BN Devin Singletary BN Kenny Pickett BN Rashee Rice BN Curtis Samuel BN Tyquan Thornton BN Brock Purdy BN Jerick McKinnon BN Allen Robinson II BN Pierre Strong Jr. BN Deon Jackson,,Brock Purdy,BN,33.33%,0
3,4079505642,soxandgators,1144.94,10.9,QB Geno Smith RB Rachaad White RB James Cook WR Ja'Marr Chase WR Chris Olave WR Deebo Samuel TE T.J. Hockenson FLEX Jaxon Smith-Njigba BN De'Von Achane BN Antonio Gibson BN Dawson Knox BN Jaylen Warren BN Isaiah Hodgins BN Sam Howell BN Brock Purdy BN Jayden Reed BN Cade Otton BN DeVante Parker BN Zack Moss BN Michael Wilson,,Deebo Samuel,WR,33.33%,0
4,4079510702,acalbre,992.47,2.9,QB Justin Herbert RB Tony Pollard RB Najee Harris WR Jordan Addison WR Keenan Allen WR Courtland Sutton TE Travis Kelce FLEX James Conner BN JuJu Smith-Schuster BN De'Von Achane BN Adam Thielen BN Bryce Young BN Trey Lance BN Jaylen Warren BN Mike Gesicki BN Hunter Renfrow BN Hayden Hurst BN Zach Evans BN Cedric Tillman BN Boston Scott,,Alvin Kamara,RB,33.33%,0
5,4079495693,JuicyJuiceMan,1200,0,QB Patrick Mahomes RB Saquon Barkley RB Alvin Kamara WR Deebo Samuel WR Jerry Jeudy WR Michael Pittman Jr. TE Dawson Knox FLEX Chris Godwin BN Mike Evans BN Brian Robinson Jr. BN Russell Wilson BN D'Onta Foreman BN Tyler Higbee BN Nico Collins BN Kareem Hunt BN Tim Patrick BN Jelani Woods BN Parris Campbell BN Bailey Zappe BN Zack Moss,,De'Von Achane,BN,33.33%,0
5,4079510703,tsharp,1200,0,QB Lamar Jackson RB Saquon Barkley RB Breece Hall WR Stefon Diggs WR Brandon Aiyuk WR Tyler Lockett TE Cole Kmet FLEX David Montgomery BN James Cook BN Khalil Herbert BN Skyy Moore BN Dalton Kincaid BN Taysom Hill BN Marquez Valdes-Scantling BN Matthew Stafford BN Cordarrelle Patterson BN Parris Campbell BN Justyn Ross BN Nick Westbrook-Ikhine BN Latavius Murray,,Christian McCaffrey,RB,25.00%,0
5,4079486835,travyroo73,1172.47,0,QB Tua Tagovailoa RB Christian McCaffrey RB Tony Pollard WR DeAndre Hopkins WR Christian Kirk WR Terry McLaurin TE Taysom Hill FLEX Derrick Henry BN Michael Pittman Jr. BN Marquise Brown BN AJ Dillon BN Kyler Murray BN Tyler Boyd BN Antonio Gibson BN Kenny Pickett BN Jake Ferguson BN Brock Purdy BN Isaiah Likely BN Darius Slayton BN Logan Thomas,,Derrick Henry,RB,25.00%,0
5,4079510704,DeepSeaMike,1144.94,0,QB Justin Fields RB Christian McCaffrey RB Derrick Henry WR Calvin Ridley WR DeAndre Hopkins WR Zay Flowers TE George Kittle FLEX Isiah Pacheco BN Samaje Perine BN Skyy Moore BN Darnell Mooney BN Romeo Doubs BN Josh Downs BN Rashee Rice BN Brock Purdy BN Chase Claypool BN Jerome Ford BN Luke Musgrave BN Chris Evans BN Myles Gaskin,,Kenny Pickett,BN,25.00%,0
5,4079495695,ebird3,1140,0,QB Trevor Lawrence RB Bijan Robinson RB Josh Jacobs WR Garrett Wilson WR Jaxon Smith-Njigba WR Tyler Lockett TE Darren Waller FLEX Alvin Kamara BN Pat Freiermuth BN Anthony Richardson BN Kyler Murray BN Elijah Mitchell BN De'Von Achane BN Jalin Hyatt BN Taysom Hill BN Ezekiel Elliott BN Rashid Shaheed BN Curtis Samuel BN Puka Nacua BN Ke'Shawn Vaughn,,Rachaad White,FLEX,25.00%,0
5,4079495696,VTsanddollar,1140,0,QB Jalen Hurts RB Christian McCaffrey RB Alvin Kamara WR Keenan Allen WR Terry McLaurin WR Jahan Dotson TE Noah Fant FLEX Michael Thomas BN Odell Beckham Jr. BN Khalil Herbert BN Elijah Mitchell BN Adam Thielen BN Roschon Johnson BN Sam Howell BN Gus Edwards BN Robert Woods BN Deuce Vaughn BN Logan Thomas BN Raheem Blackshear BN Cole Turner,,Tyler Lockett,FLEX,25.00%,0
5,4079505643,RunDDD,1140,0,QB Justin Herbert RB Jonathan Taylor RB Derrick Henry WR Stefon Diggs WR Deebo Samuel WR George Pickens TE Kyle Pitts FLEX Rachaad White BN AJ Dillon BN Donovan Peoples-Jones BN Romeo Doubs BN Taysom Hill BN Rashid Shaheed BN Kenny Pickett BN Isaiah Hodgins BN Chuba Hubbard BN Sam LaPorta BN Chase Claypool BN Zack Moss BN Ihmir Smith-Marsette,,David Montgomery,BN,25.00%,0
5,4079505641,zszlabon10,1112.47,0,QB Trevor Lawrence RB Jonathan Taylor RB David Montgomery WR Tyreek Hill WR Christian Watson WR Keenan Allen TE Mark Andrews FLEX Cam Akers BN Tua Tagovailoa BN Rashaad Penny BN Russell Wilson BN Cole Kmet BN Jordan Love BN Donovan Peoples-Jones BN Jaylen Warren BN Hayden Hurst BN Jayden Reed BN Noah Fant BN Deuce Vaughn BN Greg Dortch,,Dawson Knox,BN,25.00%,0
,,,,,,,Adam Thielen,BN,25.00%,0
