Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079177254,forteez,994,31.28,QB Trevor Lawrence RB Joe Mixon RB J.K. Dobbins WR Jakobi Meyers WR Garrett Wilson WR DeVonta Smith TE Michael Mayer FLEX Travis Kelce BN Michael Pittman Jr. BN Isiah Pacheco BN Courtland Sutton BN Aaron Rodgers BN Allen Lazard BN Adam Thielen BN Raheem Mostert BN Jeff Wilson Jr. BN Gus Edwards BN Zach Ertz BN Will Levis BN Zach Wilson,,Jonathan Mingo,BN,33.33%,0
2,4079167974,ctothenetto,1140,27.1,QB Jared Goff RB Rhamondre Stevenson RB Travis Etienne Jr. WR Davante Adams WR CeeDee Lamb WR Michael Pittman Jr. TE George Kittle FLEX Brandin Cooks BN Jahan Dotson BN Jameson Williams BN Brian Robinson Jr. BN Kendre Miller BN Jonathan Mingo BN Jake Ferguson BN Leonard Fournette BN Chuba Hubbard BN Brock Purdy BN Mac Jones BN Hunter Henry BN Tutu Atwell,,DeVonta Smith,WR,33.33%,0
3,4079177256,UNLVRebel,960,26.279999,QB Justin Fields RB Austin Ekeler RB Joshua Kelley WR Jakobi Meyers WR Chris Olave WR Drake London TE Juwan Johnson FLEX Keenan Allen BN Chris Godwin BN David Montgomery BN Alvin Kamara BN Elijah Moore BN Derek Carr BN Jalin Hyatt BN Roschon Johnson BN Raheem Mostert BN Hunter Henry BN Kyren Williams BN DeVante Parker BN Adam Trautman,,Gus Edwards,BN,33.33%,0
4,4079186705,iconick88,1028,24,QB Jalen Hurts RB Zamir White RB D'Andre Swift WR A.J. Brown WR Keenan Allen WR George Pickens TE T.J. Hockenson FLEX Dallas Goedert BN David Montgomery BN Brian Robinson Jr. BN Tyler Boyd BN Jaylen Warren BN Nico Collins BN Devin Singletary BN Kenny Pickett BN Isaiah Hodgins BN Tyquan Thornton BN Marvin Mims Jr. BN Gus Edwards BN Pierre Strong Jr.,,David Montgomery,BN,33.33%,0
5,4079186704,dash81986,1140,17.5,QB Dak Prescott RB Zamir White RB Breece Hall WR CeeDee Lamb WR Amon-Ra St. Brown WR Michael Pittman Jr. TE Mark Andrews FLEX Jaxon Smith-Njigba BN Chris Godwin BN Khalil Herbert BN Tyler Allgeier BN Anthony Richardson BN De'Von Achane BN Dawson Knox BN Alec Pierce BN Michael Gallup BN Tyquan Thornton BN Gus Edwards BN Cedric Tillman BN Deuce Vaughn,,Joe Mixon,RB,25.00%,1.7
6,4079191858,tharveyks27,1096,12.2,QB Tua Tagovailoa RB Chase Brown RB Joe Mixon WR Ja'Marr Chase WR DeVonta Smith WR Terry McLaurin TE Taysom Hill FLEX Breece Hall BN David Montgomery BN Mike Evans BN Geno Smith BN Brian Robinson Jr. BN Tyler Boyd BN Bryce Young BN Wan'Dale Robinson BN Tim Patrick BN Michael Carter BN Sam LaPorta BN Isaiah Likely BN Gus Edwards,,Jordan Addison,WR,25.00%,2.9
7,4079167975,TyWildes,1114,7.8,QB Josh Allen RB Austin Ekeler RB Rhamondre Stevenson WR Christian Watson WR Mike Evans WR Gabe Davis TE Dalton Kincaid FLEX Zay Flowers BN Alexander Mattison BN C.J. Stroud BN Tyjae Spears BN Nico Collins BN Jonathan Mingo BN Rashee Rice BN Leonard Fournette BN John Metchie III BN Sam LaPorta BN Tank Dell BN Evan Hull BN Denzel Mims,,Nico Collins,BN,25.00%,0
8,4079177253,jakearver,1148,7.3999996,QB Jalen Hurts RB Chase Brown RB Travis Etienne Jr. WR K.J. Osborn WR A.J. Brown WR DeVonta Smith TE George Kittle FLEX Tyler Lockett BN Evan Engram BN James Conner BN JuJu Smith-Schuster BN Anthony Richardson BN Zay Jones BN D'Onta Foreman BN Romeo Doubs BN Devin Singletary BN Josh Downs BN Jelani Woods BN Richie James Jr. BN Latavius Murray,,Michael Pittman Jr.,WR,25.00%,0
9,4079167973,RWING1,1122,4.6000004,QB Trevor Lawrence RB Joe Mixon RB Christian McCaffrey WR Jordan Addison WR Jaylen Waddle WR Chris Olave TE Dalton Schultz FLEX Miles Sanders BN Tua Tagovailoa BN Michael Thomas BN Alexander Mattison BN Greg Dulcich BN Romeo Doubs BN Nico Collins BN Jonathan Mingo BN Tank Bigsby BN Jake Ferguson BN Cordarrelle Patterson BN Ryan Tannehill BN Luke Schoonmaker,,Brian Robinson Jr.,BN,25.00%,0
10,4079186706,DeepSeaMike,1174,2.9,QB Lamar Jackson RB Nick Chubb RB Breece Hall WR Jordan Addison WR A.J. Brown WR DK Metcalf TE Evan Engram FLEX Brandon Aiyuk BN David Montgomery BN AJ Dillon BN Antonio Gibson BN Jaylen Warren BN Jonathan Mingo BN Brock Purdy BN Isaiah Likely BN Darius Slayton BN DeVante Parker BN Justin Watson BN Justice Hill BN Salvon Ahmed,,Hunter Henry,BN,25.00%,0
