Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079188835,tayty92,1054,28.88,QB Josh Allen RB Christian McCaffrey RB Brian Robinson Jr. WR Jakobi Meyers WR Quentin Johnston WR Jordan Addison TE George Kittle FLEX Chris Olave BN Justin Fields BN Terry McLaurin BN Rashid Shaheed BN Jaylen Warren BN Josh Downs BN Curtis Samuel BN Jake Ferguson BN Isaiah Hodgins BN Jerick McKinnon BN Deuce Vaughn BN Justyn Ross BN Puka Nacua,,Jared Goff,BN,41.67%,0
2,4079200439,fishy22,1140,24.3,QB Lamar Jackson RB Tony Pollard RB Najee Harris WR Joshua Palmer WR Tyreek Hill WR Christian Watson TE Darren Waller FLEX D'Andre Swift BN Javonte Williams BN Odell Beckham Jr. BN Zay Flowers BN Cole Kmet BN Chig Okonkwo BN D'Onta Foreman BN Bryce Young BN Taysom Hill BN Trey Lance BN Kenny Pickett BN Robert Woods BN Jerome Ford,,Rashid Shaheed,BN,41.67%,0
3,4079188836,BETFORZ,1080,18.48,QB Daniel Jones RB Joshua Kelley RB Rhamondre Stevenson WR Jakobi Meyers WR Garrett Wilson WR Amon-Ra St. Brown TE Mark Andrews FLEX Chris Godwin BN Rachaad White BN Diontae Johnson BN Javonte Williams BN Jared Goff BN Tyler Allgeier BN De'Von Achane BN Rashid Shaheed BN Nico Collins BN Jake Ferguson BN Tank Dell BN Darius Slayton BN Mack Hollins,,CeeDee Lamb,WR,41.67%,0
4,4079209669,CJRebs,1148,3,QB Dak Prescott RB Joe Mixon RB Travis Etienne Jr. WR K.J. Osborn WR CeeDee Lamb WR Amon-Ra St. Brown TE George Kittle FLEX Terry McLaurin BN Brandin Cooks BN Pat Freiermuth BN AJ Dillon BN Rashid Shaheed BN Kenneth Gainwell BN Michael Gallup BN Kenny Pickett BN Khalil Shakir BN Chuba Hubbard BN Noah Fant BN Baker Mayfield BN Deuce Vaughn,,Amon-Ra St. Brown,WR,33.33%,0
4,4079194083,McCarefree,1028,3,QB Dak Prescott RB Joe Mixon RB Saquon Barkley WR K.J. Osborn WR CeeDee Lamb WR Keenan Allen TE George Kittle FLEX Dameon Pierce BN Alvin Kamara BN Zay Flowers BN Khalil Herbert BN Dawson Knox BN Jalin Hyatt BN Jordan Love BN Rashee Rice BN Mac Jones BN Gus Edwards BN Deuce Vaughn BN Darnell Washington BN Charleston Rambo,,Jordan Love,BN,33.33%,0
6,4079194084,leiber320,1080,2.8,QB Dak Prescott RB Joshua Kelley RB Tony Pollard WR CeeDee Lamb WR Christian Watson WR Brandon Aiyuk TE David Njoku FLEX Rhamondre Stevenson BN Chris Godwin BN Brandin Cooks BN Jamaal Williams BN De'Von Achane BN Chig Okonkwo BN D'Onta Foreman BN Jordan Love BN Hunter Renfrow BN John Metchie III BN Chuba Hubbard BN Jayden Reed BN Cole Turner,,George Kittle,TE,33.33%,0
7,4079188834,Tnob,1200,0,QB Tua Tagovailoa RB Bijan Robinson RB Dalvin Cook WR Amon-Ra St. Brown WR DK Metcalf WR Deebo Samuel TE Cole Kmet FLEX J.K. Dobbins BN Isiah Pacheco BN Marquise Brown BN Jared Goff BN Samaje Perine BN Russell Wilson BN Jordan Love BN Juwan Johnson BN Ezekiel Elliott BN Khalil Shakir BN Jayden Reed BN Noah Fant BN Tank Dell,,Chris Godwin,FLEX,33.33%,0
7,4079194082,TurfScholar,1174,0,QB Tua Tagovailoa RB Saquon Barkley RB Travis Etienne Jr. WR Tyreek Hill WR Christian Kirk WR Brandon Aiyuk TE Dawson Knox FLEX Chris Godwin BN Tyler Lockett BN Marquise Brown BN Geno Smith BN Elijah Mitchell BN Antonio Gibson BN Roschon Johnson BN Juwan Johnson BN Jake Ferguson BN Isaiah Likely BN Tyler Conklin BN DeWayne McBride BN Allen Robinson II,,De'Von Achane,BN,33.33%,0
7,4079209668,nateturner,1174,0,QB Patrick Mahomes RB Dalvin Cook RB James Cook WR CeeDee Lamb WR DK Metcalf WR Amari Cooper TE Trey McBride FLEX Chris Godwin BN Alexander Mattison BN Damien Harris BN AJ Dillon BN Jared Goff BN De'Von Achane BN Jordan Love BN Alec Pierce BN Rashid Shaheed BN Rashee Rice BN Desmond Ridder BN Hunter Henry BN Cade Otton,,Saquon Barkley,RB,33.33%,0
7,4079200442,codyallison1026,1140,0,QB Daniel Jones RB Saquon Barkley RB Travis Etienne Jr. WR CeeDee Lamb WR Drake London WR Mike Evans TE Mark Andrews FLEX David Montgomery BN Diontae Johnson BN Rashod Bateman BN Jared Goff BN Tyler Allgeier BN Tyjae Spears BN Wan'Dale Robinson BN Sam LaPorta BN Parris Campbell BN Richie James Jr. BN Marvin Jones Jr. BN Deon Jackson BN Kalif Raymond,,Terry McLaurin,WR,25.00%,0
