Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079271248,TheSapSupplier,1028,42.8,QB Josh Allen RB Joe Mixon RB Jahmyr Gibbs WR Joshua Palmer WR Jordan Addison WR Tyler Lockett TE Michael Mayer FLEX Travis Kelce BN Courtland Sutton BN Brian Robinson Jr. BN Russell Wilson BN Antonio Gibson BN Taysom Hill BN Tyjae Spears BN Rashee Rice BN Khalil Shakir BN Michael Carter BN Chase Claypool BN Deon Jackson BN Zack Moss,,Tyler Lockett,WR,50.00%,0
2,4079271247,lak8ers24,1114,25.599998,QB Jalen Hurts RB Kenneth Walker III RB Travis Etienne Jr. WR Joshua Palmer WR K.J. Osborn WR A.J. Brown TE Evan Engram FLEX Dameon Pierce BN Brandon Aiyuk BN Brandin Cooks BN Odell Beckham Jr. BN Brian Robinson Jr. BN Tyler Allgeier BN Cole Kmet BN Jalin Hyatt BN C.J. Stroud BN Sam Howell BN Tyler Conklin BN Will Levis BN Luke Musgrave,,Rashee Rice,BN,33.33%,0
3,4079266320,JTope311,994,24.3,QB Justin Herbert RB Tony Pollard RB Alvin Kamara WR Joshua Palmer WR Keenan Allen WR Brandon Aiyuk TE Travis Kelce FLEX Treylon Burks BN Courtland Sutton BN Alexander Mattison BN Jamaal Williams BN Derek Carr BN Darnell Mooney BN Adam Thielen BN Juwan Johnson BN Rondale Moore BN Isaiah Likely BN Richie James Jr. BN Deuce Vaughn BN Keith Kirkwood,,Brian Robinson Jr.,RB,33.33%,0
4,4079256620,snakeboutte,1080,13.9,QB Jalen Hurts RB Alvin Kamara RB Rashaad Penny WR A.J. Brown WR Keenan Allen WR Christian Kirk TE Michael Mayer FLEX Terry McLaurin BN Kyle Pitts BN Tyler Lockett BN Brian Robinson Jr. BN Samaje Perine BN Bryce Young BN DJ Chark Jr. BN Jaylen Warren BN Jonathan Mingo BN Chuba Hubbard BN Isaiah Likely BN Desmond Ridder BN Richie James Jr.,,Josh Allen,QB,25.00%,0
5,4079271249,thatboyfromthecreek,1088,7.8,QB Trevor Lawrence RB Najee Harris RB David Montgomery WR K.J. Osborn WR Stefon Diggs WR Amon-Ra St. Brown TE T.J. Hockenson FLEX Deebo Samuel BN Daniel Jones BN James Conner BN Anthony Richardson BN Dalton Schultz BN Raheem Mostert BN Donovan Peoples-Jones BN Alec Pierce BN Hunter Renfrow BN Isaiah Hodgins BN Hayden Hurst BN Hunter Henry BN Mack Hollins,,Taysom Hill,BN,25.00%,0
6,4079246893,sgilbertson,1096,5.3999996,QB Dak Prescott RB Tony Pollard RB Rhamondre Stevenson WR Justin Jefferson WR K.J. Osborn WR Christian Watson TE Irv Smith Jr. FLEX Michael Pittman Jr. BN Tyler Lockett BN Rashaad Penny BN Zay Flowers BN Alexander Mattison BN Taysom Hill BN Curtis Samuel BN Jake Ferguson BN Chuba Hubbard BN Jayden Reed BN Desmond Ridder BN Jerick McKinnon BN Greg Dortch,,Ezekiel Elliott,FLEX,25.00%,0
7,4079246891,AlphaAshga,1114,1.7,QB Josh Allen RB Joe Mixon RB Christian McCaffrey WR DeVonta Smith WR DJ Moore WR Tyler Lockett TE Darren Waller FLEX Khalil Herbert BN JuJu Smith-Schuster BN Adam Thielen BN Taysom Hill BN Jeff Wilson Jr. BN Ezekiel Elliott BN Marquez Valdes-Scantling BN Chuba Hubbard BN Tyler Conklin BN Mac Jones BN Gus Edwards BN Marvin Jones Jr. BN Nelson Agholor,,Chuba Hubbard,BN,25.00%,0
8,4079246894,DeepSeaMike,1200,0,QB Josh Allen RB Rhamondre Stevenson RB David Montgomery WR Stefon Diggs WR Garrett Wilson WR Christian Watson TE Dalton Kincaid FLEX Courtland Sutton BN James Cook BN Tyler Allgeier BN Antonio Gibson BN Ezekiel Elliott BN Jaylen Warren BN Rashee Rice BN Mac Jones BN Hunter Henry BN Luke Musgrave BN Kendrick Bourne BN Dyami Brown BN Demario Douglas,,Tyler Conklin,BN,25.00%,0
8,4079266318,cyclonefury,1200,0,QB Trevor Lawrence RB Christian McCaffrey RB Zach Charbonnet WR Tyler Lockett WR Treylon Burks WR Darnell Mooney TE Mark Andrews FLEX George Kittle BN Alvin Kamara BN Pat Freiermuth BN Jared Goff BN Brian Robinson Jr. BN Bryce Young BN Raheem Mostert BN Ezekiel Elliott BN Rashee Rice BN Curtis Samuel BN Robert Woods BN Will Levis BN Darius Slayton,,Mac Jones,BN,25.00%,0
8,4079256621,afridge23,1174,0,QB Lamar Jackson RB Rhamondre Stevenson RB Alexander Mattison WR A.J. Brown WR CeeDee Lamb WR Tyler Lockett TE Kyle Pitts FLEX Marquise Brown BN Dak Prescott BN AJ Dillon BN Dalton Schultz BN Cole Kmet BN Alec Pierce BN DJ Chark Jr. BN Kenneth Gainwell BN Michael Gallup BN Cordarrelle Patterson BN Tyler Conklin BN Desmond Ridder BN Evan Hull,,Rhamondre Stevenson,RB,25.00%,0
