Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079365041,DeepSeaMike,1112.47,28.4,QB Lamar Jackson RB Travis Etienne Jr. RB David Montgomery WR Davante Adams WR K.J. Osborn WR A.J. Brown TE George Kittle FLEX Brandon Aiyuk BN Zay Flowers BN Elijah Mitchell BN Antonio Gibson BN Dawson Knox BN D'Onta Foreman BN Nico Collins BN Chuba Hubbard BN Brock Purdy BN Isaiah Likely BN Justyn Ross BN Pierre Strong Jr. BN Justin Watson,,Brandon Aiyuk,FLEX,33.33%,0
2,4079384660,rlfsw04,1053.3,27.8,QB Kirk Cousins RB Zamir White RB Nick Chubb WR Quentin Johnston WR Amon-Ra St. Brown WR DK Metcalf TE David Njoku FLEX DJ Moore BN D'Andre Swift BN Brandon Aiyuk BN James Cook BN Dawson Knox BN Curtis Samuel BN Isaiah Hodgins BN Khalil Shakir BN Brock Purdy BN Sam LaPorta BN Baker Mayfield BN Justyn Ross BN Deonte Harty,,Khalil Shakir,BN,33.33%,0
3,4079384659,melvincali,1080,27.1,QB Tua Tagovailoa RB Rashaad Penny RB Damien Harris WR Davante Adams WR Stefon Diggs WR Calvin Ridley TE David Njoku FLEX Keenan Allen BN Michael Pittman Jr. BN Mike Evans BN Treylon Burks BN Geno Smith BN Tyler Allgeier BN D'Onta Foreman BN C.J. Stroud BN Kenneth Gainwell BN Tyler Conklin BN Gus Edwards BN Jelani Woods BN Ryan Tannehill,,Brock Purdy,BN,33.33%,0
4,4079374476,Danerwaner04,964.94,26.58,QB Justin Fields RB Rhamondre Stevenson RB Travis Etienne Jr. WR Jakobi Meyers WR Ja'Marr Chase WR Treylon Burks TE T.J. Hockenson FLEX D'Andre Swift BN Courtland Sutton BN Jamaal Williams BN Dalton Schultz BN Raheem Mostert BN Romeo Doubs BN Mike Gesicki BN Jimmy Garoppolo BN Hunter Renfrow BN Michael Carter BN Baker Mayfield BN Darius Slayton BN Latavius Murray,,D'Andre Swift,RB,33.33%,0
5,4079374478,Jestyn15,999.07,24.3,QB Joe Burrow RB Najee Harris RB Isiah Pacheco WR Joshua Palmer WR A.J. Brown WR Michael Pittman Jr. TE Travis Kelce FLEX Jahan Dotson BN David Njoku BN James Cook BN Kyler Murray BN Tyler Boyd BN Raheem Mostert BN Jeff Wilson Jr. BN Michael Gallup BN Curtis Samuel BN Jimmy Garoppolo BN Jerick McKinnon BN Noah Gray BN Joshua Dobbs,,Raheem Mostert,BN,33.33%,0
6,4079365042,CaMedrano99,1020,15.68,QB Justin Herbert RB Derrick Henry RB D'Andre Swift WR Jakobi Meyers WR Jerry Jeudy WR Keenan Allen TE Travis Kelce FLEX Michael Pittman Jr. BN Elijah Moore BN Brian Robinson Jr. BN Allen Lazard BN De'Von Achane BN Devin Singletary BN Mike Gesicki BN Khalil Shakir BN Chuba Hubbard BN Brock Purdy BN Robert Woods BN Kyren Williams BN Dyami Brown,,David Njoku,BN,33.33%,0
7,4079389573,cgrimm13,964.93994,7.3999996,QB Justin Herbert RB Chase Brown RB Dalvin Cook WR K.J. Osborn WR A.J. Brown WR Jaylen Waddle TE Evan Engram FLEX Keenan Allen BN D'Andre Swift BN Tua Tagovailoa BN David Njoku BN De'Von Achane BN Zay Jones BN Roschon Johnson BN C.J. Stroud BN Jonathan Mingo BN Marvin Mims Jr. BN Zach Ertz BN Deuce Vaughn BN Greg Dortch,,Travis Etienne Jr.,RB,25.00%,0
8,4079384661,jbcowboy804,1112.47,6.5,QB Jordan Love RB Isiah Pacheco RB Javonte Williams WR Calvin Ridley WR Amari Cooper WR DeAndre Hopkins TE T.J. Hockenson FLEX Travis Kelce BN Alvin Kamara BN Odell Beckham Jr. BN JuJu Smith-Schuster BN Raheem Mostert BN Matthew Stafford BN Hunter Renfrow BN Sam Howell BN Robert Woods BN Deuce Vaughn BN Rico Dowdle BN Randall Cobb BN Michael Wilson,,De'Von Achane,BN,25.00%,0
9,4079374477,Cal1992,1118.24,4.3,QB Kirk Cousins RB Christian McCaffrey RB Breece Hall WR Jordan Addison WR Jaylen Waddle WR Chris Olave TE Irv Smith Jr. FLEX Christian Kirk BN Mike Evans BN Brian Robinson Jr. BN JuJu Smith-Schuster BN Juwan Johnson BN Jaylen Warren BN Khalil Shakir BN Cordarrelle Patterson BN Brock Purdy BN Van Jefferson BN Mac Jones BN Hunter Henry BN Michael Wilson,,Mike Gesicki,BN,25.00%,0
10,4079365040,montgomeryj88,1200,0,QB Trevor Lawrence RB Travis Etienne Jr. RB J.K. Dobbins WR Stefon Diggs WR Garrett Wilson WR DJ Moore TE Pat Freiermuth FLEX Brandon Aiyuk BN Jahan Dotson BN Rashaad Penny BN De'Von Achane BN Adam Thielen BN Matthew Stafford BN Nico Collins BN Mike Gesicki BN Jake Ferguson BN Khalil Shakir BN Sam Howell BN Cedric Tillman BN Jerome Ford,,A.J. Brown,WR,25.00%,0
10,4079389576,PaulIlluzzi,1200,0,QB Dak Prescott RB Saquon Barkley RB Jahmyr Gibbs WR CeeDee Lamb WR Amari Cooper WR Jaxon Smith-Njigba TE Chig Okonkwo FLEX Brandon Aiyuk BN Chris Godwin BN Brandin Cooks BN Daniel Jones BN Tyler Higbee BN Kendre Miller BN Wan'Dale Robinson BN Tank Bigsby BN Isaiah Hodgins BN Chuba Hubbard BN Hunter Henry BN Kyren Williams BN Puka Nacua,,Chuba Hubbard,BN,25.00%,0
10,4079389575,irishfitz,1173.3,0,QB Joe Burrow RB Derrick Henry RB James Cook WR Tyreek Hill WR Terry McLaurin WR Mike Evans TE Mark Andrews FLEX Pat Freiermuth BN Tua Tagovailoa BN Raheem Mostert BN DJ Chark Jr. BN Marquez Valdes-Scantling BN Jonathan Mingo BN Jake Ferguson BN Chase Claypool BN Cedric Tillman BN Baker Mayfield BN Jerome Ford BN Jalen Tolbert BN Latavius Murray,,Travis Kelce,TE,25.00%,0
,,,,,,,Keenan Allen,WR,25.00%,0
,,,,,,,Michael Pittman Jr.,WR,25.00%,0
,,,,,,,Baker Mayfield,BN,25.00%,0
,,,,,,,Mike Evans,BN,25.00%,0
,,,,,,,James Cook,RB,25.00%,0
,,,,,,,Tua Tagovailoa,QB,25.00%,0
,,,,,,,Stefon Diggs,WR,16.67%,0
,,,,,,,DJ Moore,WR,16.67%,0
,,,,,,,Jahan Dotson,BN,16.67%,0
,,,,,,,Pat Freiermuth,TE,16.67%,0
,,,,,,,Rashaad Penny,BN,16.67%,0
,,,,,,,Matthew Stafford,BN,16.67%,0
,,,,,,,Nico Collins,BN,16.67%,0
,,,,,,,Jake Ferguson,BN,16.67%,0
,,,,,,,Sam Howell,BN,16.67%,0
,,,,,,,Cedric Tillman,BN,16.67%,0
,,,,,,,Jerome Ford,BN,16.67%,0
,,,,,,,Davante Adams,WR,16.67%,27.1
,,,,,,,K.J. Osborn,BN,16.67%,1.3
,,,,,,,Dawson Knox,BN,16.67%,0
,,,,,,,D'Onta Foreman,BN,16.67%,0
,,,,,,,Justyn Ross,BN,16.67%,0
,,,,,,,Derrick Henry,RB,16.67%,0
,,,,,,,Justin Herbert,QB,16.67%,0
,,,,,,,Brian Robinson Jr.,FLEX,16.67%,0
,,,,,,,Jakobi Meyers,BN,16.67%,15.68
,,,,,,,Robert Woods,BN,16.67%,0
,,,,,,,Kyren Williams,BN,16.67%,0
