Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4079576971,Tymaco,872,62.1,QB Tua Tagovailoa RB Joe Mixon RB James Conner WR Davante Adams WR Joshua Palmer WR Stefon Diggs TE Gerald Everett FLEX Keenan Allen BN Brandon Aiyuk BN Evan Engram BN Geno Smith BN De'Von Achane BN Adam Thielen BN Alec Pierce BN DJ Chark Jr. BN Josh Downs BN Jimmy Garoppolo BN Cordarrelle Patterson BN Richie James Jr. BN Terrace Marshall Jr.,,Sam Howell,BN,58.33%,0
2,4079566518,DeepSeaMike,1084,28.5,QB Joe Burrow RB Travis Etienne Jr. RB Dalvin Cook WR Davante Adams WR Tyreek Hill WR DeVonta Smith TE Irv Smith Jr. FLEX Terry McLaurin BN Jaxon Smith-Njigba BN Tyler Lockett BN Zach Charbonnet BN Damien Harris BN Samaje Perine BN Antonio Gibson BN Raheem Mostert BN Taysom Hill BN Rashid Shaheed BN Sam Howell BN Isaiah Likely BN Mac Jones,,Adam Thielen,BN,41.67%,0
3,4079590193,ecugrad03,1024,27.199999,QB Trevor Lawrence RB Saquon Barkley RB Rhamondre Stevenson WR Joshua Palmer WR Jordan Addison WR A.J. Brown TE George Kittle FLEX Deebo Samuel BN Evan Engram BN Khalil Herbert BN Jared Goff BN Tyler Boyd BN Roschon Johnson BN Taysom Hill BN DJ Chark Jr. BN Nico Collins BN Hunter Renfrow BN Sam Howell BN Clyde Edwards-Helaire BN Latavius Murray,,Cole Kmet,TE,33.33%,0
4,4079576973,lionsjunkie1,1080,24.2,QB Josh Allen RB Christian McCaffrey RB Kenneth Walker III WR Quentin Johnston WR Chris Olave WR DJ Moore TE Michael Mayer FLEX Mike Evans BN Brandin Cooks BN James Cook BN Russell Wilson BN Elijah Mitchell BN Dawson Knox BN Adam Thielen BN Juwan Johnson BN C.J. Stroud BN Chase Claypool BN Robert Woods BN Jerick McKinnon BN Michael Wilson,,Nico Collins,BN,33.33%,0
5,4079566516,nathaniswright,1112,21.900002,QB Justin Fields RB Ty Chandler RB Rhamondre Stevenson WR Tyreek Hill WR DK Metcalf WR Brandin Cooks TE Gerald Everett FLEX Aaron Jones BN Courtland Sutton BN James Cook BN Rashod Bateman BN De'Von Achane BN Cole Kmet BN Nico Collins BN Curtis Samuel BN Jake Ferguson BN Sam Howell BN Justyn Ross BN Greg Dortch BN Tyrion Davis-Price,,Dawson Knox,BN,33.33%,0
6,4079585767,Yo-Lido,1112,15.68,QB Jared Goff RB Jahmyr Gibbs RB Cam Akers WR Jakobi Meyers WR Stefon Diggs WR Amon-Ra St. Brown TE Darren Waller FLEX Jerry Jeudy BN Courtland Sutton BN Alvin Kamara BN Chig Okonkwo BN Romeo Doubs BN Jonathan Mingo BN Tank Bigsby BN Khalil Shakir BN Sam Howell BN Chuba Hubbard BN Gus Edwards BN Kyren Williams BN Teddy Bridgewater,,Justin Fields,QB,25.00%,0
6,4079590192,kbhawks3,1080,15.68,QB Daniel Jones RB Nick Chubb RB Travis Etienne Jr. WR Jakobi Meyers WR CeeDee Lamb WR Jerry Jeudy TE Dawson Knox FLEX Miles Sanders BN Brandon Aiyuk BN Isiah Pacheco BN Aaron Rodgers BN Samaje Perine BN Adam Thielen BN Jalin Hyatt BN Tyler Higbee BN Jimmy Garoppolo BN Sam Howell BN Noah Fant BN Tank Dell BN Evan Hull,,Rhamondre Stevenson,RB,25.00%,0
8,4079585765,dirtydeeds30,1112,13.9,QB Jalen Hurts RB Austin Ekeler RB Chase Brown WR DJ Moore WR Brandon Aiyuk WR Mike Evans TE Cole Kmet FLEX Rhamondre Stevenson BN Javonte Williams BN Zay Flowers BN Khalil Herbert BN Samaje Perine BN Dawson Knox BN Adam Thielen BN D'Onta Foreman BN C.J. Stroud BN Rashid Shaheed BN Darius Slayton BN Pierre Strong Jr. BN Logan Thomas,,A.J. Brown,WR,25.00%,0
9,4079590191,TheShackGod,1112,12.8,QB Justin Fields RB Ty Chandler RB Christian McCaffrey WR DK Metcalf WR Mike Williams WR Michael Pittman Jr. TE Dalton Schultz FLEX Saquon Barkley BN Treylon Burks BN Gabe Davis BN Rashaad Penny BN Cole Kmet BN Dawson Knox BN D'Onta Foreman BN C.J. Stroud BN Nico Collins BN Isaiah Hodgins BN Tank Dell BN Darius Slayton BN Pierre Strong Jr.,,DJ Moore,WR,25.00%,0
10,4079576974,werepanther,1172,2.7,QB Josh Allen RB Derrick Henry RB J.K. Dobbins WR Justin Jefferson WR George Pickens WR Jahan Dotson TE George Kittle FLEX Brian Robinson Jr. BN Russell Wilson BN Adam Thielen BN Dalton Kincaid BN Tyjae Spears BN Josh Downs BN Rashee Rice BN Sam Howell BN Deuce Vaughn BN Kayshon Boutte BN Puka Nacua BN Cole Turner BN Demario Douglas,,Samaje Perine,BN,25.00%,0
11,4079576972,pjkelley66,1200,0,QB Jalen Hurts RB Kenneth Walker III RB D'Andre Swift WR A.J. Brown WR Deebo Samuel WR DeAndre Hopkins TE Evan Engram FLEX Zay Flowers BN Daniel Jones BN AJ Dillon BN Cole Kmet BN Jalin Hyatt BN D'Onta Foreman BN Greg Dulcich BN Mecole Hardman Jr. BN Michael Carter BN Gus Edwards BN Darius Slayton BN DeVante Parker BN Trey Sermon,,Brandon Aiyuk,FLEX,25.00%,0
11,4079566517,mynameisdustin,1140,0,QB Justin Fields RB J.K. Dobbins RB David Montgomery WR A.J. Brown WR Amon-Ra St. Brown WR DJ Moore TE Darren Waller FLEX Diontae Johnson BN Elijah Moore BN Antonio Gibson BN Roschon Johnson BN Raheem Mostert BN Nico Collins BN Jake Ferguson BN Sam Howell BN Brock Purdy BN Corey Davis BN Cade Otton BN DeVante Parker BN Demario Douglas,,Evan Engram,TE,25.00%,0
,,,,,,,D'Onta Foreman,BN,25.00%,0
,,,,,,,Darius Slayton,BN,25.00%,0
,,,,,,,C.J. Stroud,BN,25.00%,0
,,,,,,,Tyreek Hill,WR,16.67%,0
,,,,,,,DK Metcalf,WR,16.67%,0
,,,,,,,Brandin Cooks,WR,16.67%,0
,,,,,,,Courtland Sutton,BN,16.67%,0
,,,,,,,James Cook,FLEX,16.67%,0
,,,,,,,De'Von Achane,BN,16.67%,0
,,,,,,,Gerald Everett,BN,16.67%,9.1
,,,,,,,Jake Ferguson,BN,16.67%,0
,,,,,,,Ty Chandler,BN,16.67%,12.8
,,,,,,,Amon-Ra St. Brown,WR,16.67%,0
,,,,,,,J.K. Dobbins,RB,16.67%,0
,,,,,,,Darren Waller,TE,16.67%,0
,,,,,,,Antonio Gibson,BN,16.67%,0
,,,,,,,Roschon Johnson,BN,16.67%,0
,,,,,,,Raheem Mostert,BN,16.67%,0
,,,,,,,DeVante Parker,BN,16.67%,0
,,,,,,,Demario Douglas,BN,16.67%,0
