player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Tashaun Gipson Sr.,7288,S,SF,6,0,28,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,217,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.T. Gray,51495,S,NO,5,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Antonio Hamilton,11353,CB,ARZ,2,0,1,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,3.8,1,26,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Oren Burks,50203,LB,SF,2,0,28,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,50.0,1,1,100.0,1,0,0,1,0,0
Demetrius Flannigan-Fowles,49231,LB,SF,4,0,28,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,11.8,2,17,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Nate Hobbs,55948,CB,LV,5,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,176,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Logan Ryan,7864,S,TB,4,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Harrison Smith,7641,S,MIN,5,0,18,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,190,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Sauce Gardner,100903,CB,NYJ,6,0,22,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.5,1,214,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
