player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Gavin Hardison,100827,QB,UTEP,3,65.1,106,118,11.8,3.09,2,8,6.4,50.0,59,0,41,14.5,133,10,38,330,41.4,69.0,69.8,54.3,1,0,140,0,22.0,73.8,6.8,9,5,1,8,2,5,3.6,690,5.8
Kyle Vantrease,55029,QB,GA SOUTHRN,2,74.0,96,102,8.8,2.14,2,5,4.7,64.7,66,0,18,7.0,102,5,36,174,72.8,72.9,71.4,64.6,0,3,107,0,0.0,92.0,0.0,0,0,0,4,5,2,1.9,782,7.7
Ryan Hilinski,71295,QB,NWESTERN,2,73.1,93,98,8.0,2.65,3,2,1.9,64.3,63,1,21,7.4,100,5,35,256,73.6,63.1,60.4,70.5,1,1,106,2,4.8,96.9,1.0,1,0,0,1,4,5,4.7,749,7.6
Drake Maye,143969,QB,N CAROLINA,3,81.5,92,98,9.8,2.68,0,6,5.9,73.5,72,0,44,4.0,116,3,49,245,58.9,88.4,85.3,71.8,1,1,122,0,13.6,135.8,5.2,6,12,1,4,11,1,0.8,924,9.4
Casey Thompson,77677,QB,NEBRASKA,3,78.5,93,98,11.6,2.73,0,7,6.9,63.3,62,0,32,15.1,108,11,43,238,56.9,90.6,86.8,80.2,1,3,113,2,18.8,92.5,5.6,6,4,0,4,4,3,2.7,866,8.8
Tommy DeVito,60545,QB,ILLINOIS,3,79.3,92,97,7.2,2.51,0,5,5.0,67.0,65,0,19,11.0,111,8,34,187,74.4,81.2,79.1,68.1,0,2,115,0,31.6,96.7,5.4,6,7,0,5,6,4,3.5,622,6.4
Will Rogers,124184,QB,MISS STATE,2,84.8,92,96,5.1,2.36,2,3,2.9,79.2,76,0,17,2.6,102,2,42,227,72.4,81.5,82.2,51.4,0,2,110,0,17.6,122.3,2.9,3,2,0,2,9,0,0.0,761,7.9
N'Kosi Perry,60446,QB,FAU,3,67.0,91,94,12.3,2.51,0,10,10.0,61.7,58,0,21,4.9,104,3,48,165,56.2,83.8,84.6,61.0,0,2,110,1,14.3,115.5,2.9,3,7,0,3,9,4,3.6,879,9.4
Daniel Richardson,97103,QB,C MICHIGAN,2,66.7,93,94,8.6,2.25,0,2,1.9,60.6,57,0,23,8.1,102,5,36,134,72.6,65.9,64.3,65.3,0,1,114,0,21.7,96.5,4.9,5,3,0,1,5,2,1.8,691,7.4
Frank Harris,60586,QB,UTSA,2,72.9,85,90,9.3,2.38,1,5,5.2,66.7,60,0,34,3.2,103,2,40,331,73.7,84.4,76.3,85.8,0,1,110,0,20.6,107.5,6.8,7,6,2,2,6,1,0.9,696,7.7
Jake Haener,60596,QB,FRESNO ST,2,82.1,84,89,5.9,2.59,0,2,2.1,73.0,65,0,29,5.8,99,4,33,169,72.4,73.6,75.7,52.7,0,0,107,1,13.8,108.7,4.0,4,5,2,3,3,2,1.9,737,8.3
Davis Brin,77642,QB,TULSA,2,65.1,83,84,13.3,2.64,0,5,5.5,58.3,49,0,28,9.3,98,5,35,320,54.4,79.4,76.9,68.3,1,1,105,0,28.6,112.3,8.2,8,6,0,0,7,1,1.0,782,9.3
John Paddock,77689,QB,BALL ST,2,68.4,76,83,6.8,1.9,4,7,8.0,61.4,51,0,24,1.9,83,1,26,117,71.7,82.7,81.7,60.0,1,2,87,0,0.0,83.9,0.0,0,0,0,2,3,2,2.3,570,6.9
Layne Hatcher,82068,QB,TEXAS ST,2,66.3,80,82,11.5,2.75,0,4,4.7,59.8,49,0,21,7.5,90,4,21,314,31.7,48.3,49.1,54.2,0,3,94,2,28.6,83.8,6.7,6,2,0,2,5,6,6.4,528,6.4
Holton Ahlers,77651,QB,E CAROLINA,2,71.4,77,81,8.3,2.44,2,2,2.3,61.7,50,0,26,9.1,92,5,32,156,72.8,76.4,72.1,72.6,0,2,99,0,15.4,87.2,4.3,4,7,0,2,4,2,2.0,535,6.6
Connor Bazelak,99135,QB,INDIANA,2,65.4,78,81,9.9,2.45,0,4,4.7,54.3,44,0,22,13.7,83,7,25,190,72.5,70.5,69.8,59.4,0,2,88,1,4.5,76.5,1.2,1,1,0,3,3,4,4.5,527,6.5
Taylor Powell,60459,QB,E MICHIGAN,2,78.2,78,81,8.3,2.75,0,8,9.0,65.4,53,0,27,13.1,92,8,24,160,73.3,70.4,70.6,58.1,0,4,100,0,22.2,82.3,6.5,6,5,0,3,4,4,4.0,580,7.2
Gunnar Watson,83570,QB,TROY,2,82.7,75,81,8.3,2.6,3,3,3.6,70.4,57,0,28,8.1,90,5,29,318,24.0,76.2,80.0,34.8,1,3,92,0,25.0,98.4,7.8,7,2,0,2,5,5,5.4,633,7.8
Jayden de Laura,131928,QB,ARIZONA,2,69.7,76,80,8.8,2.83,0,3,3.8,56.3,45,0,30,15.1,83,8,28,109,71.5,52.8,53.9,59.7,1,4,83,4,10.0,76.0,3.6,3,0,0,3,5,6,7.2,519,6.5
Andrew Peasley,83581,QB,WYOMING,3,64.9,77,80,8.9,2.81,0,2,2.4,55.0,44,0,17,12.0,86,6,19,351,56.8,47.7,41.7,65.6,1,1,89,0,11.8,73.4,2.3,2,4,0,2,2,6,6.7,430,5.4
JT Daniels,83578,QB,W VIRGINIA,2,72.7,77,80,8.4,2.45,0,3,3.6,63.8,51,0,23,8.9,85,5,30,343,50.0,70.6,71.4,56.2,3,2,89,2,13.0,95.7,3.5,3,2,0,0,5,4,4.5,578,7.2
Spencer Sanders,77660,QB,OKLA STATE,2,71.1,76,79,9.1,2.53,1,2,2.3,62.0,49,0,19,9.3,86,5,33,262,76.1,78.6,76.1,68.0,1,1,95,0,10.5,109.4,2.3,2,5,0,1,6,1,1.1,674,8.5
Aidan O'Connell,60516,QB,PURDUE,2,68.0,75,79,9.1,2.23,1,3,3.6,59.5,47,0,17,7.8,81,4,27,273,71.4,71.4,71.4,,2,0,86,1,11.8,103.1,2.5,2,0,0,1,5,3,3.5,576,7.3
Grayson James,145214,QB,FIU,2,69.3,75,79,6.0,2.3,1,1,1.2,59.5,47,0,32,9.6,87,5,25,166,72.2,58.3,56.9,68.2,0,2,95,1,9.4,79.0,3.4,3,4,0,3,4,5,5.3,398,5.0
Jack Salopek,130662,QB,W MICHIGAN,2,62.7,75,79,11.2,2.82,1,3,3.7,58.2,46,0,34,2.1,93,1,27,347,53.1,64.2,64.7,57.2,1,1,95,1,20.6,71.9,7.5,7,7,0,2,1,5,5.3,423,5.4
Spencer Rattler,97408,QB,S CAROLINA,2,72.9,70,77,8.5,3.04,0,3,3.6,61.0,47,0,35,7.8,93,4,24,289,32.8,46.8,43.3,65.5,1,3,101,1,22.9,78.3,8.6,8,7,0,6,2,8,7.9,609,7.9
Austin Aune,83528,QB,N TEXAS,3,67.1,73,76,13.2,2.7,1,3,3.7,53.9,41,0,15,16.3,79,8,31,251,52.3,70.4,73.4,51.0,0,2,85,1,0.0,101.9,0.0,0,3,0,2,7,2,2.4,640,8.4
Donovan Smith,73929,QB,TEXAS TECH,2,74.6,71,75,8.6,2.58,0,1,1.3,66.7,50,0,27,5.7,84,3,30,315,72.4,68.5,62.1,68.3,1,3,85,1,18.5,99.4,6.0,5,4,0,3,6,3,3.5,572,7.6
Jack Plummer,83543,QB,CAL,2,77.5,71,74,9.1,2.6,1,3,3.7,68.9,51,0,24,7.3,83,4,30,130,50.1,64.7,62.3,67.6,0,2,91,0,25.0,97.0,7.2,6,3,0,2,4,3,3.3,546,7.4
Matt McDonald,60350,QB,BOWL GREEN,2,68.3,63,74,7.4,2.73,6,4,4.7,54.1,40,0,28,7.0,80,3,23,122,72.8,86.8,85.7,66.5,3,0,91,0,7.1,97.1,2.5,2,4,0,2,6,1,1.1,408,5.5
Jaren Hall,82094,QB,BYU,2,79.0,62,71,7.6,2.71,2,3,3.9,67.6,48,0,22,2.0,78,1,29,128,54.0,73.4,71.7,64.9,0,1,86,0,13.6,97.3,3.8,3,4,0,7,3,3,3.5,522,7.4
Clayton Tune,77652,QB,HOUSTON,2,76.2,63,71,6.9,3.16,1,2,2.7,59.2,42,0,37,12.5,83,6,23,182,54.4,69.8,62.9,73.8,0,1,89,0,18.9,91.6,8.4,7,5,0,7,4,5,5.6,466,6.6
Chase Cunningham,78533,QB,MIDDLE TN,2,79.1,67,70,6.6,2.33,1,3,3.9,68.6,48,0,26,9.4,81,5,18,224,73.6,58.2,61.8,51.4,0,1,88,0,23.1,85.2,7.4,6,5,0,2,2,3,3.4,376,5.4
Chevan Cordeiro,75886,QB,S JOSE ST,2,69.2,65,70,9.6,2.71,1,7,9.2,55.7,39,0,29,13.3,94,6,27,285,72.6,69.2,66.9,65.4,0,0,101,0,37.9,83.9,11.7,11,13,0,4,1,2,2.0,514,7.3
Phil Jurkovec,83533,QB,BOSTON COL,2,66.7,63,70,10.4,3.02,1,2,2.7,54.3,38,0,38,9.5,86,4,19,121,72.5,55.5,54.1,60.6,3,3,91,1,23.7,73.4,10.5,9,7,0,3,4,4,4.4,418,6.0
Bo Nix,97790,QB,OREGON,2,87.1,62,70,4.4,2.6,1,0,0.0,70.0,49,0,10,9.3,75,5,24,264,72.7,71.5,68.5,69.8,0,2,79,2,0.0,99.1,0.0,0,5,0,7,5,3,3.8,450,6.4
Cole Snyder,97617,QB,BUFFALO,2,63.6,66,70,10.4,2.37,3,5,6.7,60.0,42,0,22,0.0,79,0,24,126,60.7,81.3,73.5,80.0,0,0,84,0,22.7,94.4,6.3,5,4,0,1,3,3,3.6,471,6.7
Zion Turner,158636,QB,UCONN,3,70.3,64,70,6.3,2.58,2,2,2.8,57.1,40,0,24,11.1,79,5,20,146,30.7,57.7,50.6,73.1,1,3,82,1,20.8,73.1,6.3,5,4,0,3,4,6,7.3,373,5.3
Logan Bonner,39990,QB,UTAH ST,3,59.7,67,69,10.4,2.32,0,7,9.2,50.7,35,0,11,12.5,73,5,22,329,50.7,77.6,84.4,37.1,0,3,81,0,9.1,66.5,1.4,1,3,0,2,3,2,2.5,426,6.2
Cameron Ward,133244,QB,WASH STATE,2,73.4,64,69,6.0,2.69,0,1,1.4,62.3,43,0,26,8.5,78,4,20,341,72.3,65.2,62.8,65.9,0,2,81,1,19.2,87.1,6.4,5,3,0,5,4,2,2.5,428,6.2
Hunter Dekkers,122511,QB,IOWA STATE,2,77.9,68,69,6.9,2.44,0,4,5.6,72.5,50,0,19,5.7,72,3,26,193,73.6,69.1,70.5,56.1,0,3,75,0,5.3,97.3,1.4,1,2,0,1,5,3,4.0,477,6.9
Brayden Schager,146078,QB,HAWAII,2,73.4,64,68,7.6,2.61,0,2,2.9,58.8,40,0,18,14.9,72,7,19,180,71.2,65.9,63.7,65.6,0,4,74,0,5.6,50.6,1.4,1,1,0,4,0,2,2.7,391,5.8
Joey Yellen,71430,QB,HAWAII,3,49.2,59,67,9.6,2.34,3,0,0.0,40.3,27,0,23,6.9,72,2,11,180,70.9,31.7,31.9,,1,1,74,1,21.7,44.2,6.9,5,0,0,4,0,3,4.1,238,3.6
Bryce Young,123943,QB,ALABAMA,2,75.8,62,67,7.2,2.78,0,1,1.4,67.2,45,0,23,4.3,79,2,33,103,71.2,72.5,64.7,83.6,2,0,82,1,13.0,113.3,3.8,3,9,0,3,6,2,2.4,408,6.1
