player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,7,0,,,5.0,,,0,0,1,,3,58.9,72.7,85.8,68.2,68.8,37.1,0,,100.0,4,0,0,0.0,0,11,218,3,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,7,2,-1.5,100.0,5.3,3.5,3.5,0,0,0,0.0,24,72.3,90.2,85.7,86.3,73.2,67.0,0,2,0.0,0,0,0,79.2,2,7,131,4,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,5,0,1.0,100.0,3.2,3.0,3.0,1,0,0,0.0,3,55.7,46.8,58.4,53.2,46.0,59.4,0,8,0.0,0,0,1,100.0,1,5,158,2,3,1,0,8,7,2.7,8.0
Kareem Jackson,5545,S,DEN,8,2,9.6,64.3,100.0,35.6,22.9,0,0,3,21.4,10,68.7,69.1,56.6,,66.7,61.8,0,22,14.3,3,2,1,119.0,9,346,346,3,16,14,2,80,22,0.3,8.9
Devin McCourty,5552,S,NE,8,2,23.3,66.7,99.7,47.7,31.8,0,0,1,11.1,19,59.7,63.1,83.3,58.3,68.9,82.8,2,54,4.0,1,1,0,109.7,6,294,295,0,22,9,2,132,22,0.5,22.0
Jerry Hughes,5556,ED,HST,7,0,,,1.2,,,1,0,0,,13,68.2,73.8,50.2,66.7,63.6,29.2,1,,80.0,4,0,2,0.0,0,2,169,6,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,7,1,8.0,100.0,9.0,13.0,13.0,0,0,0,0.0,16,56.5,64.3,86.9,59.5,69.6,46.4,0,8,25.0,1,0,0,100.0,1,13,145,3,2,1,0,8,0,0.6,8.0
Von Miller,6154,ED,BUF,7,0,,,1.0,,,0,0,0,,4,90.2,89.8,36.2,78.9,88.4,59.0,0,,33.3,1,0,2,0.0,0,2,195,8,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,7,2,13.3,48.5,99.7,18.2,8.8,0,0,9,27.3,18,77.2,77.9,45.0,60.0,81.3,75.1,1,38,8.3,2,8,3,68.0,16,316,317,6,20,33,1,222,99,0.8,13.9
Robert Quinn,6166,ED,PHI,8,0,3.0,100.0,2.6,4.0,4.0,2,0,0,0.0,24,60.4,41.9,22.6,57.2,37.7,50.8,0,13,0.0,0,0,4,118.8,1,5,192,2,1,1,0,13,10,3.3,13.0
Cameron Jordan,6176,ED,NO,8,1,,,2.1,,,0,0,0,,20,81.8,72.8,71.7,58.6,78.0,54.0,0,,0.0,0,0,1,0.0,0,5,238,5,2,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,5,0,,,6.1,,,0,0,0,,3,67.8,82.1,82.9,76.8,65.6,50.9,0,,60.0,3,0,0,0.0,0,8,131,6,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,4,0,4.7,84.2,91.9,6.5,5.5,0,0,0,0.0,20,57.9,63.3,81.0,70.4,76.3,85.9,0,21,0.0,0,0,2,96.3,16,113,123,4,11,19,0,135,60,1.3,8.4
Josh Bynes,6503,LB,BLT,7,3,3.9,58.3,84.4,17.0,9.9,0,0,1,8.3,3,69.9,54.2,80.9,58.5,38.1,62.3,1,22,14.3,2,1,0,72.6,7,124,147,3,9,12,1,83,56,0.7,11.9
Nick Bellore,6515,FB,SEA,1,0,,,50.0,,,0,0,0,,29,60.0,80.8,65.9,60.0,74.9,71.7,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mario Addison,6558,ED,HST,3,0,-3.0,0.0,1.7,,1.0,0,0,0,0.0,13,60.0,56.5,82.9,52.9,55.8,46.3,0,,,0,0,0,39.6,0,1,59,0,0,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,8,0,10.3,59.6,100.0,9.7,5.8,0,1,6,12.8,14,71.3,72.3,85.4,,69.7,72.2,1,53,3.8,1,3,2,75.0,28,284,284,6,25,47,0,363,130,1.3,13.0
Bruce Irvin,7021,ED,SEA,2,0,-3.0,100.0,14.3,7.0,7.0,0,0,0,0.0,29,64.4,62.0,11.7,51.3,84.3,36.8,0,6,66.7,2,0,1,91.7,1,7,49,0,1,1,0,6,9,0.9,6.0
Melvin Ingram III,7024,ED,MIA,8,0,1.9,100.0,19.7,4.7,4.7,1,0,0,0.0,17,38.4,64.7,0.0,78.4,73.1,34.7,0,19,50.0,2,0,5,107.1,7,36,183,4,2,7,0,68,55,2.1,9.7
Chandler Jones,7027,ED,LV,7,2,5.0,100.0,7.9,8.5,8.5,1,0,1,50.0,23,72.4,59.3,67.6,60.3,53.1,29.7,0,11,25.0,1,0,1,97.9,2,19,239,0,1,2,0,15,5,0.9,7.5
Bobby Wagner,7050,LB,LA,7,4,2.8,91.7,77.4,16.1,14.8,0,0,2,16.7,26,68.8,83.8,84.2,78.3,83.1,88.3,0,49,5.3,1,2,0,114.6,11,181,234,6,14,12,0,138,112,0.8,12.5
Lavonte David,7060,LB,TB,8,5,5.4,86.5,93.8,9.0,7.8,0,0,3,8.1,30,85.7,79.6,48.6,67.9,64.3,89.1,0,36,0.0,0,3,1,105.1,32,302,322,16,27,37,1,261,108,0.9,8.2
Casey Hayward Jr.,7064,CB,ATL,6,1,12.0,57.1,100.0,14.1,8.0,0,0,3,10.7,2,65.6,64.7,83.4,,55.2,33.7,1,40,23.5,4,2,0,80.2,16,236,236,1,12,28,1,225,68,1.0,14.1
Demario Davis,7079,LB,NO,8,4,2.6,68.4,88.4,19.8,13.5,0,0,3,15.8,20,79.3,86.0,51.4,90.4,75.5,59.5,0,23,15.8,3,2,1,84.5,13,274,310,11,12,19,0,116,92,0.5,8.9
Rodney McLeod,7271,S,IND,8,1,4.8,68.4,96.1,16.2,11.1,0,0,2,10.5,14,75.8,71.4,79.0,63.2,56.4,72.3,1,22,10.5,2,2,2,80.4,13,221,230,6,16,19,1,117,82,0.6,9.0
Tashaun Gipson Sr.,7288,S,SF,8,0,10.8,53.3,99.4,36.0,19.2,0,3,2,13.3,28,62.2,70.1,85.8,70.8,84.3,90.7,1,40,0.0,0,1,0,62.4,8,308,310,2,17,15,0,157,54,0.5,19.6
Harrison Smith,7641,S,MIN,6,1,10.0,81.0,99.6,14.4,11.6,1,0,2,9.5,18,60.6,62.0,85.8,66.9,61.0,82.8,3,33,6.3,2,1,1,82.2,17,267,268,4,29,21,1,198,83,0.8,11.6
Justin Bethel,7654,CB,MIA,3,0,4.6,63.6,100.0,8.7,5.5,0,0,0,0.0,17,53.4,54.0,77.7,,58.1,62.9,1,12,0.0,0,0,1,37.7,7,67,67,1,7,11,0,54,34,0.9,7.7
Darius Slay,7817,CB,PHI,7,2,12.0,47.2,100.0,15.4,7.3,0,4,2,5.6,24,80.8,77.2,84.3,,45.8,48.8,3,29,11.1,2,2,1,37.2,17,276,276,4,14,36,1,183,69,0.7,10.8
Johnathan Hankins,7830,DI,DAL,6,0,,,1.3,,,0,0,0,,9,60.0,53.6,82.3,51.1,56.2,47.1,0,,,0,0,0,0.0,0,1,76,0,0,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,3,0,-2.0,100.0,88.9,6.0,6.0,0,0,0,0.0,32,50.9,60.1,70.6,59.1,68.1,77.1,0,24,,0,0,0,118.8,1,8,9,0,0,1,0,24,26,4.0,24.0
Jamie Collins Sr.,7833,LB,NE,1,0,6.0,100.0,66.7,4.0,4.0,0,0,0,0.0,19,43.8,58.0,75.8,57.9,68.7,70.5,0,11,,0,0,0,112.5,1,4,6,0,0,1,0,11,5,2.8,11.0
Tyrann Mathieu,7850,S,NO,8,3,3.8,58.3,98.1,40.6,23.7,0,1,1,8.3,20,80.4,77.9,84.1,60.9,62.5,60.4,2,10,18.2,4,1,1,25.3,7,304,310,3,15,12,0,41,36,0.1,5.9
