player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,CB,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Sauce Gardner,100903,CB,NYJ,8,0,22,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.3,1,306,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Damone Clark,81282,LB,DAL,1,0,9,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,7.1,1,14,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Dane Jackson,32989,CB,BUF,6,0,4,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,210,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Nate Hobbs,55948,CB,LV,5,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,176,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Kerby Joseph,83239,S,DET,4,0,11,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,1.7,2,121,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
A.J. Klein,7930,LB,BLT,2,0,3,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Deion Jones,10686,LB,CLV,2,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,4.8,2,42,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Martin Emerson,97872,CB,CLV,8,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.9,2,220,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
J.T. Gray,51495,S,NO,5,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Logan Ryan,7864,S,TB,4,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Rasul Douglas,11854,CB,GB,8,0,12,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,1.0,2,205,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Justin Simmons,10732,S,DEN,4,0,10,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,1,159,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Harrison Smith,7641,S,MIN,6,0,18,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,243,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,6,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.4,1,72,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tashaun Gipson Sr.,7288,S,SF,8,0,28,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,290,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Anthony Walker,11916,LB,CLV,3,0,8,0,7,0,0,4,0,44.4,4,4,50.0,0,1,1,0,12.3,9,73,7,38.9,0,0,3,0,55.6,5,3,30.0,0,0,0,0,1,1
Benjamin St-Juste,56061,CB,WAS,8,0,32,1,1,0,1,0,0,66.7,2,1,25.0,0,0,0,0,1.1,3,266,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Demetrius Flannigan-Fowles,49231,LB,SF,5,0,28,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,9.1,3,33,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Joshua Williams,156083,CB,KC,4,0,16,0,2,0,0,1,1,66.7,2,1,25.0,0,0,0,1,3.3,3,92,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Adrian Amos,9575,S,GB,8,0,12,2,2,0,2,1,0,50.0,3,3,50.0,0,0,0,0,2.7,6,219,4,33.3,0,0,1,0,50.0,3,1,16.7,0,0,0,0,0,0
Damien Wilson,9560,LB,CAR,8,0,5,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,12.3,8,65,3,31.3,0,0,0,0,33.3,2,1,50.0,1,1,0,2,2,0
Tracy Walker,51266,S,DET,3,0,11,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,5.4,5,93,2,30.0,0,0,1,0,40.0,2,1,25.0,0,0,0,1,1,0
Rashad Fenton,49329,CB,KC,5,0,16,0,3,0,0,0,0,0.0,0,0,,0,0,0,1,2.4,5,207,3,30.0,0,0,3,1,100.0,5,3,30.0,0,0,0,0,0,0
Desmond King II,11906,CB,HST,7,0,13,1,2,0,1,0,0,20.0,1,1,50.0,0,0,0,0,2.8,5,180,3,30.0,0,0,2,0,80.0,4,2,25.0,0,0,0,0,0,0
Coby Bryant,55088,CB,SEA,8,0,29,1,1,0,1,0,0,71.4,5,2,30.0,1,1,0,0,3.2,7,220,3,28.6,0,0,1,0,28.6,2,1,25.0,0,0,0,1,1,0
Derwin James,51368,S,LAC,7,0,27,1,3,0,0,2,0,33.3,5,2,20.0,0,0,0,0,5.8,15,258,6,26.7,0,1,1,0,66.7,10,4,30.0,2,2,0,2,2,0
Nik Needham,50356,CB,MIA,6,0,17,0,2,0,0,2,0,100.0,4,2,25.0,0,0,0,0,2.3,4,177,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
John Johnson III,11847,S,CLV,8,0,8,0,0,0,0,0,0,100.0,4,1,25.0,1,1,0,0,1.5,4,268,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Michael Jackson,50437,CB,SEA,8,0,29,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.7,2,279,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Antonio Hamilton,11353,CB,ARZ,4,0,1,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,2.7,2,73,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Josh Jones,11816,S,SEA,8,0,29,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.1,4,189,2,25.0,0,1,1,0,100.0,4,2,25.0,0,0,0,0,0,0
Chauncey Gardner-Johnson,49371,S,PHI,7,0,24,0,1,0,0,0,0,33.3,2,1,50.0,1,1,0,0,2.0,6,296,2,25.0,0,0,1,0,66.7,4,1,12.5,0,0,0,1,1,0
Kevin Pierre-Louis,8767,LB,HST,2,0,13,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,10.5,2,19,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Jaquan Brisker,101665,S,CHI,8,0,6,0,0,0,0,0,0,50.0,6,1,16.7,1,1,0,0,4.9,12,247,3,25.0,0,0,0,0,50.0,6,2,33.3,2,2,0,3,3,0
Jalen Ramsey,10639,CB,LA,7,0,26,0,2,0,0,1,0,58.3,7,1,7.1,0,0,0,0,5.2,12,231,4,25.0,0,0,1,0,41.7,5,3,50.0,2,2,0,2,2,0
Geno Stone,55967,S,BLT,7,0,3,0,2,0,0,2,1,75.0,3,2,33.3,0,0,0,1,2.9,4,139,2,25.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Will Harris,51336,CB,DET,6,0,11,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.0,2,102,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Josiah Scott,55634,CB,PHI,3,0,24,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,2.7,2,75,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Siran Neal,27130,CB,BUF,4,0,4,1,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,5.7,2,35,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Patrick Surtain II,83119,CB,DEN,8,0,10,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,294,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
T.J. Edwards,30737,LB,PHI,7,1,24,2,5,0,1,3,0,55.6,10,5,30.0,1,1,0,0,6.3,18,287,8,25.0,1,1,2,0,44.4,8,3,18.8,0,0,0,1,1,0
K'Waun Williams,9332,CB,DEN,8,0,10,0,4,0,0,3,0,61.5,8,4,31.3,1,1,0,0,5.0,13,258,5,23.1,0,0,1,0,38.5,5,1,10.0,0,0,0,1,1,0
Donovan Wilson,49408,S,DAL,8,0,9,2,2,0,2,2,1,61.1,11,6,36.4,2,2,0,1,6.4,18,283,6,22.2,0,0,0,0,38.9,7,0,0.0,0,0,0,2,2,0
Tyrel Dodson,51045,LB,BUF,3,0,4,0,1,0,0,1,0,50.0,3,2,50.0,1,1,0,0,14.3,7,49,2,21.4,0,0,0,0,50.0,3,0,0.0,0,0,0,1,1,0
Jeremy Chinn,43179,S,CAR,4,0,5,0,1,0,0,0,0,57.1,4,1,25.0,1,1,0,0,5.6,7,124,2,21.4,0,0,1,0,42.9,3,1,16.7,0,0,0,1,1,0
Jevon Holland,83873,S,MIA,8,0,17,0,2,0,0,0,0,28.6,4,0,0.0,0,0,0,1,4.4,14,315,4,21.4,0,0,2,1,71.4,10,4,30.0,2,2,0,2,2,0
Marco Wilson,55592,CB,ARZ,8,0,1,1,2,0,1,1,0,42.9,3,2,33.3,0,0,0,0,2.3,7,308,3,21.4,0,0,1,0,57.1,4,1,12.5,0,0,0,0,0,0
L'Jarius Sneed,40588,CB,KC,7,0,16,1,4,0,1,1,0,51.6,16,5,25.0,3,3,0,0,10.2,31,304,9,21.0,0,0,3,0,48.4,15,4,16.7,1,0,0,4,3,0
Elandon Roberts,10848,LB,MIA,8,0,17,0,1,0,0,0,0,45.5,5,1,20.0,1,1,0,0,8.2,12,146,3,20.8,0,0,1,0,54.5,6,1,8.3,0,0,0,2,1,0
Chris Harris Jr.,6457,CB,NO,4,0,20,0,4,0,0,2,0,40.0,4,2,25.0,0,0,0,0,8.8,10,114,4,20.0,0,0,2,0,60.0,6,2,16.7,0,0,0,0,0,0
Damar Hamlin,43291,S,BUF,7,0,4,0,0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,2.6,5,189,1,20.0,0,0,0,0,60.0,3,1,33.3,1,1,0,1,1,0
