player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,7,1,0,3,68.2,5,10,193,95.0,14.5,28,0,5.4,3,218,207,18,1,77.9,4,7,89,97.9,24.7,22,9.6,3,96,94,14
Tyson Alualu,5535,DI,PIT,8,0,0,25,52.3,1,4,97,100.0,5.2,5,2,2.6,0,101,101,5,0,52.0,1,3,47,100.0,6.4,3,4.3,0,47,47,4
Brandon Graham,5538,ED,PHI,7,1,0,24,86.3,3,11,117,94.7,23.9,28,0,9.4,4,131,124,18,0,83.9,1,7,52,96.7,32.7,17,13.5,3,60,58,11
Jason Pierre-Paul,5540,ED,BLT,5,3,1,3,53.2,0,6,144,96.8,6.9,10,1,2.8,1,158,153,7,1,48.2,0,4,67,95.9,7.5,5,4.5,1,73,70,5
Devin McCourty,5552,S,NE,8,0,0,19,58.3,0,0,1,0.3,0.0,0,0,0.0,0,295,1,0,0,58.3,0,0,1,0.8,0.0,0,0.0,0,133,1,0
Jerry Hughes,5556,ED,HST,7,0,1,13,66.7,0,16,162,98.8,16.7,27,2,8.0,5,169,167,21,0,61.6,0,5,68,97.2,19.1,13,6.6,2,72,70,7
Carlos Dunlap,5579,ED,KC,7,2,0,16,59.5,1,7,122,91.0,9.8,12,0,4.9,2,145,132,10,1,55.6,1,3,55,85.7,9.1,5,5.5,1,70,60,5
Corey Peters,5607,DI,JAX,4,0,0,15,61.5,1,3,51,100.0,9.8,5,0,3.9,0,56,56,4,0,67.6,1,2,20,100.0,20.0,4,7.5,0,21,21,3
Al Woods,5646,DI,SEA,7,1,0,29,67.3,0,4,70,98.7,10.0,7,1,5.7,2,75,74,6,0,77.3,0,2,14,93.8,28.6,4,14.3,1,16,15,3
Von Miller,6154,ED,BUF,7,0,0,4,78.9,2,19,174,99.0,17.2,30,2,9.5,6,195,193,27,0,82.4,2,10,79,98.9,24.1,19,13.9,5,87,86,17
Patrick Peterson,6157,CB,MIN,7,0,0,18,60.0,0,0,1,0.3,0.0,0,3,0.0,0,317,1,0,0,,0,0,0,0.0,,0,,0,138,0,0
J.J. Watt,6163,DI,ARZ,7,3,0,1,67.6,3,15,222,100.0,13.1,29,2,6.3,5,228,228,23,1,72.4,1,12,106,100.0,19.8,21,9.9,4,108,108,17
Robert Quinn,6166,ED,PHI,8,0,2,24,57.2,3,12,174,97.4,10.3,18,4,4.9,1,192,187,16,0,57.9,2,7,87,95.9,12.6,11,6.3,1,98,94,10
Cameron Jordan,6176,ED,NO,8,0,0,20,58.6,3,9,218,97.9,9.6,21,1,5.5,6,238,233,18,0,55.1,1,6,95,98.1,14.7,14,8.9,5,107,105,12
Cameron Heyward,6183,DI,PIT,8,0,0,25,68.7,4,14,235,100.0,16.2,38,1,5.1,3,249,249,21,0,68.9,3,12,126,100.0,18.3,23,7.5,2,134,134,17
Justin Houston,6222,ED,BLT,5,0,0,3,76.8,1,12,113,93.9,23.0,26,0,11.1,6,131,123,19,0,71.3,0,7,56,94.1,26.8,15,11.6,3,68,64,10
Lawrence Guy,6385,DI,NE,5,0,0,19,57.8,0,4,77,100.0,9.1,7,0,3.9,1,78,78,5,0,57.2,0,2,24,100.0,16.7,4,8.3,1,25,25,3
Chris Harris Jr.,6457,CB,NO,4,0,0,20,70.4,0,4,10,8.1,20.0,2,2,20.0,0,123,10,4,0,79.3,0,3,6,10.0,33.3,2,25.0,0,60,6,3
Josh Bynes,6503,LB,BLT,7,0,0,3,58.5,0,1,20,15.6,5.0,1,0,7.5,1,147,23,2,0,67.1,0,0,4,11.9,0.0,0,25.0,1,42,5,1
Nick Bellore,6515,FB,SEA,1,0,0,29,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Mario Addison,6558,ED,HST,3,0,0,13,52.9,0,4,56,98.3,7.1,4,0,3.6,0,59,58,4,0,52.0,0,1,29,100.0,6.9,2,1.7,0,30,30,1
Fletcher Cox,7018,DI,PHI,7,0,0,24,65.7,4,10,195,100.0,12.3,24,1,5.6,4,204,204,18,0,71.1,2,7,97,100.0,16.5,16,7.7,3,103,103,12
Michael Brockers,7020,DI,DET,5,1,0,11,55.8,1,1,55,100.0,5.5,3,0,1.8,0,56,56,2,0,48.0,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Bruce Irvin,7021,ED,SEA,2,0,0,29,51.3,0,4,40,85.7,10.0,4,1,5.0,0,49,42,4,0,57.3,0,2,25,100.0,12.0,3,4.0,0,25,25,2
Melvin Ingram III,7024,ED,MIA,8,1,1,17,78.4,2,13,138,80.3,15.9,22,5,6.9,2,183,147,17,0,90.2,2,8,62,86.5,29.0,18,11.3,2,74,64,12
Chandler Jones,7027,ED,LV,7,0,1,23,60.3,5,10,205,92.1,12.2,25,1,4.1,1,239,220,16,0,63.0,2,6,80,94.6,20.0,16,6.3,1,93,88,9
Bobby Wagner,7050,LB,LA,7,0,0,26,78.3,1,2,53,22.6,17.0,9,0,6.6,2,234,53,5,0,88.7,1,2,15,19.5,33.3,5,16.7,1,77,15,4
Lavonte David,7060,LB,TB,8,0,0,30,67.9,0,2,19,6.2,15.8,3,1,10.5,1,322,20,3,0,76.9,0,2,11,8.5,27.3,3,18.2,1,130,11,3
