player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,8,74.2,318,340,7.8,2.26,4,18,5.0,65.9,224,0,70,5.1,356,12,110,30,74.1,75.0,75.0,39.9,1,1,379,0,18.6,92.4,3.7,13,2,2,15,9,7,1.8,2267,6.7
Kyler Murray,38334,QB,ARZ,8,76.4,297,325,7.2,2.53,9,8,2.3,66.2,215,0,97,5.3,363,12,106,1,68.9,68.8,63.9,77.9,2,6,391,1,19.6,85.3,5.2,19,17,3,14,10,12,3.1,1993,6.1
Justin Herbert,28237,QB,LAC,7,76.2,281,308,6.8,2.77,10,7,2.2,65.9,203,1,118,5.1,328,11,98,27,83.2,69.7,68.4,61.4,6,4,344,1,8.5,91.8,3.0,10,10,0,11,12,6,1.7,2009,6.5
Joe Burrow,28022,QB,CIN,8,78.7,282,305,7.5,2.47,10,11,3.4,69.2,211,0,95,5.0,348,11,115,7,62.7,77.1,74.7,73.7,5,6,370,2,30.5,101.9,8.3,29,13,0,8,17,10,2.7,2329,7.6
Matt Ryan,4317,QB,IND,7,79.8,267,297,6.3,2.62,8,2,0.6,68.4,203,0,111,4.7,327,10,105,14,26.4,57.2,58.7,43.0,3,9,344,3,21.6,84.7,7.3,24,6,1,18,9,14,4.1,2008,6.8
Trevor Lawrence,77632,QB,JAX,8,73.5,260,277,8.3,2.53,5,9,3.1,62.5,173,0,83,9.4,299,18,99,15,43.1,58.0,54.5,74.3,2,6,320,3,14.5,84.9,4.0,12,8,1,9,10,12,3.8,1846,6.7
Aaron Rodgers,2241,QB,GB,8,77.4,252,274,7.2,2.45,4,18,6.2,66.4,182,0,76,6.7,295,13,85,12,80.9,77.9,76.7,59.6,3,4,313,2,22.4,94.5,5.8,17,3,1,14,13,5,1.6,1800,6.6
Josh Allen,46601,QB,BUF,7,76.9,238,264,8.9,2.71,11,20,7.3,65.5,173,0,97,5.5,302,10,122,4,82.5,90.8,82.8,92.5,2,6,313,2,11.3,105.9,3.6,11,26,1,12,19,13,4.2,2198,8.3
Kirk Cousins,7102,QB,MIN,7,78.6,234,264,6.5,2.64,3,8,2.8,66.3,175,0,97,4.9,284,9,96,18,68.3,74.4,72.1,77.2,5,5,305,3,14.4,90.7,4.9,14,6,2,20,11,9,3.0,1734,6.6
Patrick Mahomes,11765,QB,KC,7,78.5,237,263,7.8,2.71,4,15,5.2,66.9,176,0,104,5.4,292,10,123,16,81.6,87.4,83.8,79.3,4,5,317,1,11.5,109.5,4.1,12,15,0,18,20,9,2.8,2159,8.2
