player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,MIA,17,13,0,17,0,,,7.6,,,0,0,,59.0,0,,,0,0,0.0,0,8,61.5,105,1,0,0,0,0,0,0.0,,0,1,,,1.6,,,0,0,,64.4,0,,57.1,4,0,0.0,0,4,30.8,246,5,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,15,0,24,0,,,3.5,,,0,0,,63.4,0,,,0,0,0.0,0,2,13.3,57,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,12.6,12.0,12.0,0,0,0.0,47.4,0,5,75.0,3,0,87.5,1,12,80.0,95,4,1,1,0,5,8,0.4,5.0
Kareem Jackson,5545,S,BUF,1,29,0,4,1,,,80.0,,,0,0,,62.0,0,,0.0,0,0,0.0,0,4,13.8,5,0,0,0,0,0,0,0.0,,0,0,,,95.0,,,0,0,,63.8,0,,0.0,0,0,0.0,0,19,65.5,20,0,1,0,0,0,0,0.0,
Jerry Hughes,5556,ED,HST,7,3,0,13,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,13,0,1,0,0,0,0,,,0,0,,,8.3,,,0,0,,60.5,0,,,0,0,0.0,0,3,100.0,36,0,0,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,13,10,0,4,0,,,8.3,,,0,0,,63.8,0,,0.0,0,0,0.0,0,4,40.0,48,0,1,0,0,0,0,0.0,,0,0,,,3.3,,,0,0,,65.2,0,,0.0,0,0,0.0,0,4,40.0,122,6,1,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,17,8,0,20,0,,,3.9,,,0,0,,62.6,0,,,0,0,0.0,0,4,50.0,103,1,0,0,0,0,0,0.0,,0,2,,,1.5,,,0,0,,69.2,1,,14.3,1,0,0.0,0,3,37.5,202,5,4,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,4,4,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-3.5,100.0,100.0,1.5,1.5,0,0,0.0,79.4,0,2,0.0,0,0,79.2,2,3,75.0,3,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,15,585,0,18,0,11.4,47.1,100.0,13.8,6.5,0,2,11.8,46.3,0,25,0.0,0,2,65.1,8,117,20.0,117,0,6,17,0,97,36,0.9,12.1,0,7,7.3,70.6,100.0,10.6,7.5,0,6,11.8,69.2,0,25,10.8,4,6,99.7,36,402,68.7,402,11,26,51,2,315,127,0.8,8.8
Bobby Wagner,7050,LB,WAS,17,517,0,32,2,3.0,50.0,76.0,37.8,18.9,0,1,12.5,72.3,0,13,0.0,0,1,56.3,4,165,31.9,217,3,5,8,0,22,18,0.1,5.5,0,3,5.3,73.9,85.0,15.8,11.7,0,2,8.7,58.6,0,32,5.6,1,2,99.4,17,284,54.9,334,9,14,23,0,197,137,0.7,11.6
Lavonte David,7060,LB,TB,17,583,0,30,0,8.8,55.6,77.5,16.2,9.0,0,1,11.1,47.0,0,30,0.0,0,1,84.0,5,93,16.0,120,2,3,9,0,77,43,1.0,15.4,0,9,3.9,89.2,80.5,6.4,5.7,0,3,4.1,65.9,1,49,15.9,10,3,99.2,66,443,76.0,550,20,44,74,1,597,348,1.4,9.0
