player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Justin Jefferson,61398,WR,MIN,16,10.8,11,72.5,56.4,22,39,1,5.3,7,78,18,0,79.8,85.4,90.6,,90.7,0.0,0,5,64,0.0,0,716,4,124,93.6,670,29.5,211,109.1,171,8,69.6,498,1771,614,5.0,14.3,2.64
Tyreek Hill,10799,WR,MIA,16,12.6,12,72.2,54.2,13,24,1,3.3,4,75,17,1,90.1,65.0,92.3,,92.4,1.3,7,6,64,0.0,0,541,5,117,93.9,508,42.1,228,104.6,162,7,54.2,293,1687,486,4.2,14.4,3.32
Davante Adams,8688,WR,LV,16,12.7,16,59.4,46.9,15,32,0,5.0,5,61,23,1,79.6,57.8,90.1,66.1,90.6,0.0,0,6,60,0.2,1,611,2,95,94.1,575,30.4,186,102.7,160,14,69.1,422,1443,491,5.2,15.2,2.51
Travis Kelce,7844,TE,KC,16,7.8,24,72.7,36.8,7,19,0,5.5,6,75,16,1,78.5,59.6,91.2,69.0,91.5,25.8,164,3,52,3.6,23,636,4,104,90.1,573,44.7,284,119.8,143,12,29.1,185,1300,651,6.3,12.5,2.27
CeeDee Lamb,61570,WR,DAL,16,10.5,13,72.3,46.2,12,26,1,3.8,4,65,9,0,86.7,84.8,87.6,,88.9,0.4,2,4,39,0.0,0,561,4,102,94.7,531,61.9,347,108.1,141,8,36.7,206,1307,478,4.7,12.8,2.46
Stefon Diggs,9579,WR,BUF,15,11.5,15,72.7,47.6,10,21,2,8.2,9,68,4,1,62.9,58.1,89.9,,89.9,0.0,0,1,53,0.0,0,575,5,101,94.1,541,34.4,198,123.3,139,10,65.6,377,1325,415,4.1,13.1,2.45
Michael Pittman Jr.,29049,WR,IND,15,7.3,5,72.2,51.7,15,29,0,4.0,4,49,14,2,85.2,32.6,72.4,,71.9,0.2,1,3,28,0.0,0,632,1,96,95.1,601,26.9,170,88.4,133,3,72.9,461,895,320,3.3,9.3,1.49
Diontae Johnson,33441,WR,PIT,16,10.7,12,63.2,42.1,8,19,1,7.7,7,44,25,1,61.2,56.6,69.9,,70.5,0.0,0,6,37,0.0,0,627,6,84,93.8,588,12.9,81,62.4,133,0,87.1,546,844,223,2.7,10.0,1.44
D.K. Metcalf,47864,WR,SEA,16,12.0,6,66.4,50.0,20,40,1,4.4,4,46,29,2,82.0,29.2,76.8,,78.1,0.0,0,2,54,0.0,0,579,8,87,94.0,544,16.8,97,98.4,131,6,83.2,482,1008,229,2.6,11.6,1.85
Amon-Ra St. Brown,84470,WR,DET,15,6.7,9,76.9,38.5,5,13,0,3.8,4,64,11,0,86.1,84.5,90.7,64.9,90.3,0.4,2,1,49,0.2,1,475,0,100,94.3,448,60.2,286,114.0,130,6,38.3,182,1112,518,5.2,11.1,2.48
Chris Godwin,11839,WR,TB,14,6.0,11,75.4,60.0,15,25,0,4.9,5,51,30,1,81.0,58.3,74.6,73.9,76.0,0.2,1,1,44,0.3,2,607,4,98,93.4,567,73.0,443,100.4,130,3,26.7,162,968,492,5.0,9.9,1.71
A.J. Brown,48327,WR,PHI,16,12.6,15,65.6,50.0,14,28,0,5.6,5,55,24,2,71.5,29.4,87.9,,89.1,0.0,0,3,78,0.0,0,572,2,84,94.4,540,25.9,148,121.3,128,11,74.0,423,1401,527,6.3,16.7,2.59
Amari Cooper,9437,WR,CLV,16,13.2,7,61.3,55.6,15,27,0,7.3,6,60,8,0,66.5,81.9,81.8,,84.3,0.0,0,3,55,0.0,0,560,5,76,93.8,525,25.5,143,104.5,124,9,74.3,416,1109,281,3.7,14.6,2.11
DeVonta Smith,61100,WR,PHI,16,10.3,10,71.0,42.3,11,26,0,5.4,5,53,24,1,76.4,83.3,79.5,,80.5,0.0,0,0,45,0.0,0,594,2,88,94.4,561,23.9,142,118.0,124,7,76.1,452,1129,439,5.0,12.8,2.01
Mike Evans,8642,WR,TB,15,14.2,5,62.6,65.4,17,26,1,4.9,4,54,30,0,72.4,81.9,74.0,,75.6,0.0,0,7,63,0.0,0,665,4,77,94.1,626,26.6,177,85.2,123,6,73.4,488,1133,227,2.9,14.7,1.81
T.J. Hockenson,40912,TE,MIN,16,7.9,8,69.7,51.7,15,29,0,6.6,6,42,18,1,71.3,82.7,70.4,50.3,73.5,48.8,320,4,81,9.9,65,656,5,85,85.1,558,34.1,224,93.5,122,6,17.1,112,898,415,4.9,10.6,1.61
Garrett Wilson,97405,WR,NYJ,16,11.0,18,60.7,39.4,13,33,1,2.6,2,51,22,1,88.0,27.1,79.4,35.6,82.8,1.4,8,1,60,0.3,2,582,5,74,96.9,564,36.8,214,94.8,122,4,61.9,360,1014,366,4.9,13.7,1.8
Austin Ekeler,12164,HB,LAC,16,-0.8,25,86.6,40.0,2,5,0,4.6,5,35,27,2,82.5,55.0,82.8,39.1,79.2,0.0,0,0,23,10.8,52,483,0,103,86.1,416,9.5,46,104.2,119,5,3.3,16,673,803,7.8,6.5,1.62
Christian Kirk,47546,WR,JAX,16,9.5,7,67.2,25.0,4,16,0,9.3,8,51,15,1,61.7,83.9,72.6,62.3,74.6,0.3,2,4,49,0.2,1,620,1,78,94.8,588,75.8,470,100.1,116,7,23.1,143,1009,371,4.8,12.9,1.72
Ja'Marr Chase,84270,WR,CIN,11,9.6,11,68.7,36.4,8,22,0,6.0,5,54,7,2,73.6,29.0,81.9,,83.1,0.2,1,4,60,0.0,0,513,3,79,92.6,475,22.6,116,102.8,115,8,76.4,392,960,397,5.0,12.2,2.02
Zay Jones,11792,WR,JAX,15,9.5,8,70.3,41.7,5,12,0,9.3,8,44,15,0,56.3,82.4,68.7,75.6,69.0,0.0,0,2,59,0.5,3,573,0,78,94.1,539,33.9,194,98.3,111,5,66.1,379,802,291,3.7,10.3,1.49
Mark Andrews,47436,TE,BLT,15,10.2,3,65.8,47.4,9,19,0,5.2,4,48,3,1,76.7,51.0,80.3,67.1,78.9,12.7,58,3,36,0.2,1,457,1,73,95.2,435,66.3,303,92.4,111,5,21.0,96,847,259,3.5,11.6,1.95
Jaylen Waddle,84088,WR,MIA,16,12.5,7,64.2,25.0,5,20,0,10.3,8,57,17,1,52.0,49.3,83.6,65.7,85.0,0.0,0,2,84,0.2,1,527,1,70,93.5,493,24.5,129,122.6,109,8,74.2,391,1312,505,7.2,18.7,2.66
Terry McLaurin,48229,WR,WAS,16,13.1,11,67.9,64.0,16,25,0,2.6,2,53,32,0,87.7,51.7,79.7,,82.8,0.0,0,2,51,0.0,0,596,2,74,94.1,561,21.0,125,105.9,109,4,78.9,470,1117,380,5.1,15.1,1.99
Brandon Aiyuk,84109,WR,SF,16,10.2,15,69.2,40.9,9,22,0,6.3,5,44,28,1,71.9,51.3,79.3,,80.1,0.0,0,1,54,0.0,0,541,3,74,93.7,507,24.8,134,118.0,107,8,75.2,407,956,359,4.9,12.9,1.89
Drake London,86519,WR,ATL,16,10.7,8,62.3,54.2,13,24,1,2.9,2,42,2,3,86.0,22.6,81.0,,83.2,0.0,0,3,37,0.0,0,415,2,66,95.2,395,19.8,82,84.1,106,4,80.2,333,746,204,3.1,11.3,1.89
D.J. Moore,48267,WR,CAR,16,13.4,9,59.0,56.5,13,23,1,4.6,3,43,5,0,77.5,82.0,74.2,,76.5,0.6,3,3,62,0.0,0,520,5,62,94.4,491,28.3,147,96.4,105,7,71.0,369,878,190,3.1,14.2,1.79
Tyler Lockett,9502,WR,SEA,15,11.3,5,77.7,40.0,4,10,0,2.4,2,47,29,1,89.8,29.6,78.3,65.3,78.1,0.8,4,5,40,0.2,1,531,1,80,94.0,499,42.7,227,111.9,103,8,55.7,296,979,264,3.3,12.2,1.96
Chris Olave,84355,WR,NO,14,14.9,2,65.0,34.8,8,23,2,2.9,2,46,20,1,86.1,46.8,83.9,,84.7,0.2,1,5,53,0.0,0,427,3,67,95.8,409,33.0,141,85.5,103,3,66.7,285,982,189,2.8,14.7,2.4
Adam Thielen,8288,WR,MIN,16,10.4,1,68.0,21.1,4,19,0,1.4,1,44,18,0,90.3,81.2,65.2,56.2,65.7,0.0,0,3,36,0.4,3,697,1,68,93.8,654,33.3,232,92.4,100,5,66.7,465,708,161,2.4,10.4,1.08
