player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Joel Bitonio,8670,G,CLV,13,100.0,0,8,62.1,63.9,60.9,4,23,594,100.0,100.0,97.4,7,29,2,912,0,885,27,912,635,635,0,0,277,0
Joe Thuney,10712,G,KC,13,100.0,0,16,84.6,90.2,76.5,3,8,534,100.0,100.0,99.0,1,11,0,901,1,893,7,901,571,571,0,0,330,0
Jawaan Taylor,41665,T,KC,13,100.0,2,16,61.6,73.6,56.9,6,18,534,100.0,100.0,96.4,13,31,7,901,0,0,0,901,571,571,0,899,330,2
Creed Humphrey,59996,C,KC,13,100.0,0,16,93.6,89.2,92.2,2,5,534,100.0,100.0,99.3,1,7,0,901,900,1,0,901,571,571,0,0,330,0
Trey Smith,62960,G,KC,13,100.0,1,16,76.7,66.2,79.8,5,18,534,100.0,100.0,97.8,6,23,0,901,0,0,0,901,571,571,901,0,330,0
Terence Steele,39461,T,DAL,13,100.0,0,9,65.3,55.4,76.9,6,20,553,100.0,100.0,96.0,4,35,9,896,0,0,0,896,602,602,0,896,294,0
Greg Van Roten,7746,G,NYG,13,100.0,0,21,70.8,65.6,72.5,4,19,533,100.0,100.0,96.9,4,28,5,886,29,0,1,886,578,578,856,0,308,0
Dan Moore Jr.,60120,T,PIT,13,100.0,1,25,70.2,70.3,64.3,3,17,433,100.0,100.0,96.1,4,27,7,879,0,0,878,879,465,465,0,0,414,1
Shaq Mason,9564,G,HST,13,100.0,0,13,61.5,66.3,56.3,5,19,519,100.0,100.0,96.1,3,32,8,877,0,0,0,877,550,550,877,0,327,0
Liam Eichenberg,41851,G,MIA,13,100.0,1,17,54.6,53.2,59.0,3,16,503,100.0,100.0,97.7,7,21,2,875,0,0,0,875,536,536,874,0,339,0
Aaron Brewer,46014,C,MIA,13,100.0,1,17,76.2,72.1,76.5,0,8,503,100.0,100.0,98.8,5,10,2,874,874,0,0,874,536,536,0,0,338,0
Sam Cosmi,60114,G,WAS,13,100.0,1,32,66.0,74.4,62.4,4,12,475,100.0,100.0,98.1,6,17,1,871,0,0,0,871,508,508,871,0,363,0
Coleman Shelton,39316,C,CHI,13,100.0,0,6,69.3,68.6,70.5,2,13,525,100.0,100.0,98.0,3,18,3,870,870,0,0,870,577,577,0,0,293,0
Laken Tomlinson,9461,G,SEA,13,100.0,1,29,63.9,66.8,60.9,6,17,525,100.0,100.0,97.0,4,27,4,868,0,868,0,868,574,574,0,0,294,0
Charles Cross,98401,T,SEA,13,100.0,2,29,82.0,81.2,75.9,4,28,525,100.0,100.0,96.0,6,37,5,868,0,0,866,868,574,574,0,2,294,0
Graham Glasgow,10729,G,DET,13,100.0,1,11,59.3,61.5,58.0,5,15,431,100.0,100.0,97.2,5,22,2,862,52,809,1,862,445,445,0,0,417,0
Penei Sewell,81788,T,DET,13,99.9,1,11,88.5,74.5,90.9,3,17,430,99.8,99.8,97.7,4,20,0,861,0,0,0,862,444,445,0,861,417,0
Nick Allegretti,39268,G,WAS,13,100.0,1,32,61.7,61.9,61.8,1,23,471,100.0,100.0,96.8,5,27,3,860,0,860,0,860,504,504,0,0,356,0
Cooper Beebe,99434,C,DAL,13,100.0,0,9,64.4,61.1,64.7,5,7,531,100.0,100.0,98.3,3,15,3,859,859,0,0,859,579,579,0,0,280,0
John Michael Schmitz Jr.,55238,C,NYG,13,100.0,0,21,61.5,46.5,66.5,4,16,509,100.0,100.0,96.9,2,26,6,857,857,0,0,857,552,552,0,0,305,0
Daniel Faalele,81734,G,BLT,13,100.0,1,3,56.7,66.3,53.2,2,21,432,100.0,100.0,97.1,6,24,1,856,0,0,0,856,469,469,856,0,387,0
Jake Matthews,8641,T,ATL,13,100.0,2,2,73.7,82.3,62.4,4,15,461,100.0,100.0,96.9,7,24,5,856,0,0,855,856,501,501,0,0,355,0
Cody Mauch,66637,G,TB,13,100.0,0,30,73.6,76.1,68.0,1,11,500,100.0,100.0,98.4,2,14,2,852,0,0,0,852,530,530,851,0,322,1
Tyler Biadasz,41178,C,WAS,13,100.0,1,32,70.6,66.6,70.2,0,9,467,100.0,100.0,98.8,2,10,1,852,852,0,0,852,500,500,0,0,352,0
Ben Bredeson,27305,G,TB,13,100.0,0,30,56.5,59.1,53.8,2,21,500,100.0,100.0,97.5,3,24,1,852,0,851,0,852,530,530,0,0,322,1
Mike Onwenu,27357,G,NE,13,100.0,0,19,64.2,70.0,57.7,6,21,503,100.0,100.0,97.1,5,28,1,851,0,0,0,851,545,545,522,329,306,0
Tyler Linderbaum,82291,C,BLT,13,100.0,0,3,80.4,67.7,85.1,2,8,432,100.0,100.0,98.8,7,10,0,850,850,0,0,850,469,469,0,0,381,0
Kevin Dotson,46735,G,LA,13,100.0,0,26,78.2,64.5,79.9,6,10,468,100.0,100.0,97.6,2,19,3,849,0,0,0,849,502,502,849,0,347,0
Cam Jurgens,84014,C,PHI,13,100.0,2,24,69.9,58.8,71.3,0,15,392,100.0,100.0,97.1,6,19,4,848,848,0,0,848,415,415,0,0,433,0
Ronnie Stanley,10640,T,BLT,13,100.0,1,3,71.3,80.6,63.3,4,25,430,100.0,100.0,96.6,11,29,0,848,0,0,825,848,467,467,0,0,381,22
Alex Cappa,66578,G,CIN,13,100.0,1,7,53.9,47.8,55.4,4,26,543,100.0,100.0,96.5,2,34,4,847,0,0,0,847,581,581,847,0,266,0
Ted Karras,10855,C,CIN,13,100.0,1,7,59.7,76.2,48.8,6,11,543,100.0,100.0,98.1,2,19,2,847,847,0,0,847,581,581,0,0,266,0
Trevor Penning,59963,T,NO,13,100.0,1,20,63.1,55.0,69.8,2,26,460,100.0,100.0,96.3,10,31,3,845,0,0,0,845,489,489,0,844,356,1
Jon Runyan,36661,G,NYG,13,100.0,2,21,56.1,62.6,52.3,4,23,500,100.0,100.0,96.9,5,29,2,842,0,841,0,842,541,541,0,0,301,1
Quinn Meinerz,112915,G,DEN,13,100.0,1,10,85.0,80.6,81.7,4,4,495,100.0,100.0,99.0,3,9,1,841,0,0,0,841,528,528,840,0,313,0
Ben Powers,41482,G,DEN,13,100.0,1,10,62.6,66.9,57.1,3,10,495,100.0,100.0,98.3,4,15,2,839,0,838,0,839,528,528,0,0,311,0
Matthew Bergeron,99658,G,ATL,13,100.0,1,2,66.7,70.9,65.3,9,13,444,100.0,100.0,97.1,8,24,2,838,0,837,0,838,482,482,0,0,356,0
Garrett Bradbury,46013,C,MIN,13,100.0,0,18,68.0,51.9,78.0,4,22,455,100.0,100.0,96.5,6,29,3,837,837,0,0,837,494,494,0,0,343,0
