player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,MIA,13,12,0,17,0,,,8.0,,,0,0,,60.8,0,,,0,0,0.0,0,7,58.3,87,0,0,0,0,0,0,0.0,,0,0,,,2.2,,,0,0,,61.3,0,,50.0,2,0,0.0,0,4,33.3,179,5,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,15,0,24,0,,,3.5,,,0,0,,63.4,0,,,0,0,0.0,0,2,13.3,57,0,0,0,0,0,0,0.0,,0,0,-3.0,100.0,12.6,12.0,12.0,0,0,0.0,47.4,0,5,75.0,3,0,87.5,1,12,80.0,95,4,1,1,0,5,8,0.4,5.0
Jerry Hughes,5556,ED,HST,6,3,0,13,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,9,0,1,0,0,0,0,,,0,0,,,10.7,,,0,0,,60.5,0,,,0,0,0.0,0,3,100.0,28,0,0,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,9,6,0,4,0,,,8.8,,,0,0,,62.7,0,,0.0,0,0,0.0,0,3,50.0,34,0,1,0,0,0,0,0.0,,0,0,,,2.4,,,0,0,,63.5,0,,0.0,0,0,0.0,0,2,33.3,83,4,1,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,13,6,0,20,0,,,4.1,,,0,0,,61.9,0,,,0,0,0.0,0,3,50.0,73,0,0,0,0,0,0,0.0,,0,2,,,1.9,,,0,0,,66.2,1,,16.7,1,0,0.0,0,3,50.0,159,3,3,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,3,3,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-3.5,100.0,100.0,1.5,1.5,0,0,0.0,79.4,0,2,0.0,0,0,79.2,2,3,100.0,3,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,12,467,0,18,0,11.7,41.7,100.0,15.8,6.6,0,1,8.3,48.2,0,25,0.0,0,1,62.5,5,83,17.8,83,0,3,12,0,74,29,0.9,14.8,0,7,7.1,72.1,100.0,10.1,7.3,0,5,11.6,70.5,0,22,11.8,4,5,86.7,31,331,70.9,331,11,23,43,0,253,94,0.8,8.2
Bobby Wagner,7050,LB,WAS,13,382,0,32,1,1.3,50.0,76.0,33.7,16.8,0,0,0.0,65.7,0,13,0.0,0,0,58.3,3,111,29.1,146,3,5,6,0,21,12,0.2,7.0,0,2,5.1,73.7,84.4,14.6,10.8,0,1,5.3,54.8,0,32,6.7,1,1,98.8,14,217,56.8,257,8,12,19,0,161,120,0.8,11.5
Lavonte David,7060,LB,TB,13,470,0,30,0,10.3,42.9,75.5,20.3,8.7,0,1,14.3,42.0,0,30,0.0,0,1,68.2,3,71,15.1,94,1,1,7,0,51,24,0.8,17.0,0,7,3.6,88.9,83.5,7.3,6.4,0,2,3.7,68.0,1,49,17.0,8,2,100.1,48,360,76.6,431,15,32,54,1,453,287,1.3,9.4
Demario Davis,7079,LB,NO,12,454,0,20,1,-0.1,62.5,72.6,19.8,12.4,0,0,0.0,43.4,0,15,25.0,1,0,85.4,5,106,23.3,146,2,2,8,0,60,75,0.6,12.0,0,10,6.9,79.2,98.0,14.5,11.5,0,1,4.2,72.5,1,23,10.0,3,1,83.9,19,292,64.3,298,7,17,24,0,199,91,0.7,10.5
Rodney McLeod,7271,S,CLV,13,255,0,8,1,5.8,60.0,99.0,14.8,8.9,0,2,20.0,56.9,0,17,0.0,0,2,73.8,6,99,38.8,100,1,5,10,0,52,29,0.6,8.7,0,0,9.0,53.8,93.9,17.0,9.2,0,2,15.4,43.1,0,14,30.0,3,2,61.4,7,124,48.6,132,2,7,13,0,45,47,0.4,6.4
Tashaun Gipson Sr.,7288,S,SF,2,5,0,28,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,13,515,0,18,0,9.5,50.0,82.0,85.0,42.5,0,1,50.0,59.9,0,19,66.7,2,1,83.3,1,91,17.7,111,1,1,2,0,19,3,0.2,19.0,0,9,9.8,75.7,94.1,12.5,9.5,0,1,2.7,60.6,1,42,7.1,3,1,111.1,28,368,71.5,391,6,30,37,2,348,180,1.0,12.4
Darius Slay,7817,CB,PHI,11,348,0,24,0,11.0,46.7,100.0,12.9,6.0,0,4,26.7,64.9,0,19,0.0,0,3,79.9,7,99,28.4,99,2,6,15,1,60,18,0.7,8.6,0,1,13.2,52.2,100.0,14.0,7.3,0,5,21.7,61.7,0,41,12.5,2,5,87.8,12,176,50.6,176,4,13,23,1,153,40,0.9,12.8
Tyrann Mathieu,7850,S,NO,13,472,0,20,0,4.2,100.0,97.2,26.4,26.4,1,1,20.0,50.6,1,50,40.0,4,1,79.2,5,139,29.4,143,1,6,5,0,117,96,0.9,23.4,0,0,18.7,63.6,98.3,37.7,24.0,0,1,9.1,59.0,1,45,15.0,3,0,69.3,7,282,59.7,287,3,17,11,0,156,27,0.6,22.3
John Jenkins,7863,DI,LV,13,1,0,23,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,65,1,0,0,0,0,0,,,0,0,,,0.7,,,0,0,,56.2,0,,100.0,1,0,0.0,0,1,100.0,138,0,0,0,0,0,0,0.0,
Jordan Poyer,8000,S,MIA,12,440,0,17,2,8.3,55.6,94.4,18.6,10.3,0,0,0.0,52.1,0,23,16.7,1,0,116.9,5,102,23.2,108,0,3,9,1,68,45,0.7,13.6,0,8,10.7,80.0,98.6,21.9,17.5,1,2,13.3,65.6,0,27,7.1,2,2,131.7,12,274,62.3,278,5,18,15,1,154,58,0.6,12.8
Tony Jefferson,8361,S,LAC,2,25,0,27,0,5.0,100.0,100.0,3.0,3.0,0,0,0.0,63.2,0,8,0.0,0,0,100.0,1,3,12.0,3,0,1,1,0,8,3,2.7,8.0,0,0,-3.0,100.0,100.0,20.0,20.0,0,0,0.0,70.6,0,1,0.0,0,0,79.2,1,21,84.0,21,1,2,1,0,1,4,0.1,1.0
Jadeveon Clowney,8636,ED,CAR,10,32,0,5,0,7.0,100.0,4.4,3.0,3.0,0,0,0.0,60.4,0,15,33.3,1,0,118.8,1,3,9.4,68,3,2,1,0,15,8,5.0,15.0,0,1,4.0,100.0,13.2,20.0,20.0,0,0,0.0,60.5,0,15,40.0,2,0,118.8,1,23,71.9,174,4,2,1,0,15,11,0.8,15.0
