player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,13,266,47,19,41.0,665,0,1623,2,12,47,898,67.5,37,64,24,2,115,74.7,84.4,60.9,,60.3,69.2,84.3,56.4,72,1,267,29,240,339,0,0,34,295,11,1623,898,3.38,6.1,1.11,145
Kyren Williams,97118,HB,LA,13,251,43,5,10.8,109,0,1012,1,4,43,677,45.4,22,69,26,5,117,41.5,65.3,87.8,,35.2,54.3,70.5,56.9,30,0,155,28,297,285,0,0,32,279,12,1012,677,2.7,4.0,0.52,128
Derrick Henry,10679,HB,BLT,13,240,51,18,44.0,619,0,1407,0,2,51,848,74.0,29,64,3,3,106,59.6,91.9,20.0,,88.2,68.1,91.1,56.5,87,2,125,13,131,294,0,0,14,253,13,1407,848,3.53,5.9,0.95,133
Josh Jacobs,45953,HB,GB,13,239,58,9,23.1,243,0,1053,0,14,58,824,93.3,27,56,12,2,117,72.7,90.7,55.7,,44.0,80.0,90.4,55.1,38,1,260,27,206,270,0,0,32,266,11,1053,824,3.45,4.4,1.26,120
Najee Harris,57121,HB,PIT,13,223,59,10,26.9,236,0,877,4,11,59,642,80.0,24,42,25,0,66,91.0,80.2,85.4,,62.0,60.2,80.1,67.1,36,0,249,29,173,260,0,0,35,252,5,877,642,2.88,3.9,1.44,156
Alvin Kamara,11822,HB,NO,13,223,41,10,19.3,181,0,938,7,6,41,620,45.5,25,52,20,1,46,84.8,72.8,87.3,,44.5,59.5,77.3,58.1,24,0,485,64,295,258,0,0,82,287,6,938,620,2.78,4.2,1.64,164
Bijan Robinson,123126,HB,ATL,13,215,47,9,19.2,188,1,977,1,18,47,642,72.4,19,48,2,0,45,91.0,91.4,88.0,,49.3,88.7,90.9,81.3,37,3,401,53,293,239,0,0,57,268,8,977,642,2.99,4.5,1.37,168
Chuba Hubbard,57373,HB,CAR,13,215,43,13,28.5,288,0,1011,1,8,43,730,69.3,21,52,5,4,69,45.4,72.7,88.2,,54.7,38.8,83.5,54.0,38,0,141,35,287,235,0,0,43,250,8,1011,730,3.4,4.7,0.49,140
Tony Pollard,27126,HB,TEN,13,213,33,11,26.7,250,1,937,6,4,33,766,52.8,27,45,31,1,118,83.4,72.3,30.1,,51.0,58.4,76.1,76.2,41,2,233,39,264,255,0,0,51,252,4,937,766,3.6,4.4,0.88,87
Joe Mixon,11803,HB,HST,10,205,32,10,32.2,286,0,887,3,9,32,599,51.6,25,46,13,0,57,90.8,75.3,46.1,54.9,60.3,66.4,74.8,74.5,59,2,244,27,184,225,0,0,37,232,11,887,599,2.92,4.3,1.33,146
James Conner,11860,HB,ARZ,13,201,56,12,24.6,212,0,863,2,16,56,677,102.3,29,56,1,4,138,57.2,85.7,88.2,,75.1,63.0,87.3,67.7,23,0,333,36,227,237,0,0,41,237,5,863,677,3.37,4.3,1.47,60
Aaron Jones,11937,HB,MIN,13,197,35,9,24.3,217,0,893,1,5,35,598,51.9,21,37,18,5,81,29.4,73.8,52.0,,66.6,70.9,72.7,50.4,41,1,302,37,227,233,0,0,42,234,4,893,598,3.04,4.5,1.33,114
D'Andre Swift,57212,HB,CHI,13,193,31,8,30.6,227,0,742,1,6,31,467,39.4,14,31,6,2,92,67.5,61.4,57.4,,29.1,59.1,65.8,34.7,56,4,315,34,272,223,0,0,39,227,5,742,467,2.42,3.8,1.16,90
Jonathan Taylor,57488,HB,IND,10,186,21,11,34.5,277,0,804,2,6,21,500,36.3,21,42,14,3,78,51.4,47.6,52.1,,36.3,38.4,54.5,44.0,58,2,118,14,191,238,0,0,22,200,5,804,500,2.69,4.3,0.62,108
Rhamondre Stevenson,98689,HB,NE,12,180,37,6,19.7,132,1,671,1,10,37,510,63.1,16,33,19,6,106,29.1,68.4,55.2,,69.3,61.8,68.3,72.6,33,3,139,31,232,194,0,0,37,211,6,671,510,2.83,3.7,0.6,70
David Montgomery,45719,HB,DET,13,180,38,5,11.5,89,0,771,0,17,38,568,81.9,17,50,11,2,60,66.0,84.8,36.7,69.5,40.7,90.6,79.3,60.0,21,1,310,32,137,188,0,0,33,212,12,771,568,3.16,4.3,2.26,116
Jahmyr Gibbs,122474,HB,DET,13,178,44,20,44.5,452,0,1016,0,4,44,618,78.6,30,47,11,1,61,79.3,80.5,2.7,,27.0,66.8,85.5,73.4,70,3,312,34,214,196,0,0,42,212,10,1016,618,3.47,5.7,1.46,112
Kareem Hunt,11841,HB,KC,10,167,20,2,5.3,32,0,608,0,7,20,388,33.5,8,31,16,0,60,90.5,69.7,86.7,,72.4,65.5,68.4,60.6,17,0,148,20,169,185,0,0,23,187,5,608,388,2.32,3.6,0.88,100
Chase Brown,77787,HB,CIN,13,166,32,8,26.1,192,0,735,3,14,32,510,67.3,18,32,7,2,63,65.9,75.3,88.2,,48.0,75.8,74.0,60.7,40,0,302,44,247,183,0,0,53,210,6,735,510,3.07,4.4,1.22,99
Breece Hall,97636,HB,NYJ,12,164,27,8,25.7,178,0,692,6,10,27,523,56.2,20,26,22,6,64,27.2,56.5,28.3,,55.8,50.2,61.0,56.2,42,2,401,46,296,185,0,0,61,210,4,692,523,3.19,4.2,1.35,98
J.K. Dobbins,57366,HB,LAC,11,158,33,10,38.6,296,0,766,2,4,33,497,62.6,24,39,27,0,84,90.4,67.3,86.5,,69.9,56.7,67.3,69.8,61,0,134,28,177,177,0,0,32,186,8,766,497,3.15,4.8,0.76,71
James Cook,83666,HB,BUF,12,157,28,7,27.8,201,0,723,3,3,28,492,52.5,17,37,4,0,65,90.4,75.1,85.5,,73.4,52.6,80.4,27.1,65,0,204,28,191,178,0,0,34,185,11,723,492,3.13,4.6,1.07,91
De'Von Achane,124305,HB,MIA,13,153,23,6,23.3,140,1,600,1,14,23,429,48.0,16,27,17,0,55,90.5,78.2,59.0,,19.2,79.5,78.0,37.9,47,1,474,63,298,195,0,0,69,216,4,600,429,2.8,3.9,1.59,91
Jordan Mason,62946,HB,SF,12,153,37,12,36.9,291,0,789,0,3,37,512,81.6,23,38,28,3,42,43.4,72.7,85.7,,44.5,53.4,76.1,67.3,38,0,91,11,170,175,0,0,14,164,3,789,512,3.35,5.2,0.54,109
