player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,MIA,13,7,2.1,0,0,17,61.3,82.1,88.2,69.1,82.3,29.0,19.0,8,0,151,155,13.9,21,27
Brandon Graham,5538,ED,PHI,11,4,1.9,0,1,24,50.9,78.6,63.9,71.8,80.1,34.0,11.8,2,1,123,127,5.7,7,11
Jerry Hughes,5556,ED,HST,6,2,1.0,0,0,13,60.9,46.8,82.5,45.9,51.9,73.8,0.0,0,0,24,24,4.2,1,1
Linval Joseph,5571,DI,DAL,13,4,7.2,0,0,9,79.3,47.6,57.5,82.7,30.1,55.5,9.1,1,1,117,121,1.7,2,6
Von Miller,6154,ED,BUF,9,1,1.5,0,0,4,66.7,75.6,27.3,75.7,66.8,66.0,16.7,1,2,49,49,8.2,4,4
Cameron Jordan,6176,ED,NO,13,6,3.1,0,0,20,67.8,54.6,88.3,55.7,48.4,40.1,21.1,4,0,140,144,4.3,6,9
Cameron Heyward,6183,DI,PIT,13,7,2.8,0,0,25,58.2,90.3,85.8,88.4,79.4,65.7,4.7,2,0,208,216,13.5,28,34
Lawrence Guy Sr.,6385,DI,CIN,4,2,,0,0,7,,51.1,80.2,52.5,52.7,25.2,33.3,1,0,48,49,0.0,0,0
Nick Bellore,6515,LB,WAS,2,0,,0,0,32,79.4,87.9,68.9,60.0,63.2,73.2,,0,0,3,3,0.0,0,0
Stephon Gilmore,7016,CB,MIN,12,2,6.3,0,1,18,62.7,66.6,86.6,,82.4,69.5,20.0,2,3,203,209,1.0,2,6
Bobby Wagner,7050,LB,WAS,13,21,4.3,0,0,32,61.7,83.3,60.3,85.9,90.3,80.5,7.4,6,2,337,343,7.4,25,54
