player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Spencer Burford,81920,G,SF,5,0,28,67.2,100.0,55,32.2,55,66.9,1,100.0,171,171,60.5,100.0,94,55.0,94
Lane Johnson,7786,T,PHI,5,0,24,60.4,100.0,39,23.2,39,73.0,0,100.0,168,168,76.6,100.0,101,60.1,101
Jason Kelce,6343,C,PHI,5,0,24,69.0,100.0,39,23.2,39,72.9,0,100.0,168,168,72.3,100.0,101,60.1,101
Jordan Mailata,66916,T,PHI,5,1,24,52.1,100.0,39,23.2,39,85.7,1,100.0,168,168,92.8,100.0,101,60.1,101
Colton McKivitz,29314,T,SF,5,1,28,62.3,100.0,54,32.3,54,56.9,1,100.0,167,167,54.1,100.0,92,55.1,92
Frank Ragnow,39137,C,DET,5,0,11,74.4,100.0,74,44.6,74,86.9,1,100.0,166,166,88.1,100.0,73,44.0,73
Penei Sewell,81788,T,DET,5,1,11,78.4,100.0,74,44.6,74,73.5,1,100.0,166,166,65.8,100.0,73,44.0,73
Jonah Jackson,37070,G,DET,5,0,11,61.1,100.0,74,45.4,74,62.3,1,100.0,163,163,64.1,100.0,72,44.2,72
DeVonta Smith,61100,WR,PHI,5,0,24,60.7,100.0,34,21.0,34,48.1,0,100.0,162,162,69.4,100.0,101,62.3,101
Dallas Goedert,47272,TE,PHI,5,0,24,56.9,100.0,36,22.6,36,79.8,0,100.0,159,159,83.2,100.0,95,59.7,95
Jake Brendel,11117,C,SF,5,0,28,61.7,100.0,50,31.8,50,68.8,0,100.0,157,157,67.9,100.0,87,55.4,87
A.J. Brown,48327,WR,PHI,5,0,24,59.6,100.0,34,21.9,34,65.6,0,100.0,155,155,63.2,100.0,96,61.9,96
Landon Dickerson,41712,G,PHI,5,1,24,76.3,100.0,36,23.4,36,78.5,3,100.0,154,154,77.3,100.0,91,59.1,91
Trent Williams,5529,T,SF,5,1,28,72.7,100.0,50,32.7,50,86.7,2,100.0,153,153,79.9,100.0,86,56.2,86
Terence Steele,39461,T,DAL,5,0,9,62.0,100.0,74,48.4,74,67.0,0,100.0,153,153,75.8,100.0,62,40.5,62
Jared Goff,10635,QB,DET,5,0,11,60.2,100.0,74,48.7,74,60.2,0,93.3,152,163,60.0,98.6,71,46.7,72
Aaron Banks,59983,G,SF,5,0,28,51.4,100.0,47,31.3,47,55.1,1,100.0,150,150,58.5,100.0,82,54.7,82
Trey Smith,62960,G,KC,6,0,16,52.4,100.0,61,41.5,61,60.5,0,100.0,147,147,59.2,100.0,63,42.9,63
John Simpson,41715,G,BLT,5,0,3,68.9,100.0,82,56.2,82,59.2,0,100.0,146,146,57.5,100.0,46,31.5,46
Joe Thuney,10712,G,KC,6,0,16,52.4,100.0,61,41.8,61,70.9,0,100.0,146,146,65.2,100.0,63,43.2,63
Kevin Zeitler,7032,G,BLT,5,0,3,54.2,100.0,80,55.6,80,59.9,0,100.0,144,144,65.5,100.0,46,31.9,46
Brock Purdy,77672,QB,SF,5,0,28,60.0,100.0,50,34.7,50,60.0,0,93.5,144,154,60.0,100.0,87,60.4,87
Erik McCoy,37347,C,NO,5,1,20,76.4,100.0,40,28.0,40,90.7,1,100.0,143,143,91.3,100.0,81,56.6,81
Trevor Penning,59963,T,NO,5,0,20,60.6,100.0,40,28.0,40,50.5,2,100.0,143,143,47.8,100.0,81,56.6,81
Matthew Bergeron,99658,G,ATL,5,0,2,48.3,100.0,44,31.0,44,50.1,0,100.0,142,142,54.9,100.0,89,62.7,89
Chris Lindstrom,46692,G,ATL,5,0,2,60.0,100.0,44,31.0,44,78.2,1,100.0,142,142,83.0,100.0,89,62.7,89
Drew Dalman,52270,C,ATL,5,1,2,75.2,100.0,44,31.0,44,88.1,1,100.0,142,142,86.9,100.0,89,62.7,89
Braden Smith,46794,T,IND,5,0,14,64.7,100.0,38,26.8,38,85.0,0,100.0,142,142,89.4,100.0,98,69.0,98
Jake Matthews,8641,T,ATL,5,0,2,67.0,100.0,44,31.0,44,68.5,1,100.0,142,142,62.8,100.0,89,62.7,89
Jawaan Taylor,41665,T,KC,6,0,16,51.9,100.0,59,42.1,59,40.8,1,100.0,140,140,51.1,100.0,59,42.1,59
Creed Humphrey,59996,C,KC,6,0,16,75.0,100.0,59,42.1,59,65.9,0,100.0,140,140,62.0,100.0,60,42.9,60
Quenton Nelson,12954,G,IND,5,0,14,58.4,100.0,37,26.4,37,64.4,0,100.0,140,140,67.1,100.0,97,69.3,97
Donovan Smith,9467,T,KC,6,0,16,41.8,100.0,59,42.1,59,40.6,0,100.0,140,140,42.7,100.0,60,42.9,60
Michael Pittman Jr.,29049,WR,IND,5,0,14,62.4,100.0,36,25.9,36,50.8,1,100.0,139,139,58.8,100.0,98,70.5,98
Alec Pierce,78038,WR,IND,5,0,14,72.7,100.0,37,26.8,37,65.9,0,100.0,138,138,60.7,100.0,96,69.6,96
Luke Fortner,42028,C,JAX,5,0,15,57.1,100.0,63,46.3,63,52.9,0,100.0,136,136,51.3,100.0,60,44.1,60
Ryan Ramczyk,11787,T,NO,5,0,20,55.3,100.0,39,28.7,39,65.2,0,100.0,136,136,67.3,100.0,78,57.4,78
James Hurst,9001,G,NO,5,0,20,62.7,100.0,39,28.7,39,56.5,1,100.0,136,136,53.4,100.0,78,57.4,78
Will Fries,41530,G,IND,5,0,14,72.5,100.0,36,26.9,36,67.2,2,100.0,134,134,66.4,100.0,92,68.7,92
Isaiah Wynn,46048,G,MIA,5,0,17,45.3,100.0,43,32.3,43,43.4,1,100.0,133,133,45.7,100.0,71,53.4,71
Austin Jackson,60816,T,MIA,5,0,17,47.3,100.0,43,32.3,43,57.6,1,100.0,133,133,64.5,100.0,71,53.4,71
Anton Harrison,122929,T,JAX,5,0,15,40.2,100.0,62,46.6,62,54.8,1,100.0,133,133,74.8,100.0,58,43.6,58
Desmond Ridder,55086,QB,ATL,5,0,2,60.0,95.5,42,31.8,44,60.2,0,93.0,132,142,60.3,96.6,86,65.2,89
Jarrett Patterson,81775,C,HST,5,0,13,58.2,100.0,43,33.3,43,60.4,0,100.0,129,129,55.7,100.0,77,59.7,77
George Fant,11282,T,HST,5,0,13,72.6,100.0,43,33.3,43,65.8,0,100.0,129,129,64.0,100.0,77,59.7,77
Shaq Mason,9564,G,HST,5,0,13,65.6,100.0,43,33.3,43,64.5,0,100.0,129,129,59.9,100.0,77,59.7,77
Dak Prescott,10769,QB,DAL,5,0,9,60.0,100.0,67,52.8,67,60.0,0,94.1,127,135,60.0,98.2,54,42.5,55
Wyatt Teller,46131,G,CLV,4,0,8,62.9,100.0,59,46.8,59,63.3,0,100.0,126,126,65.3,100.0,55,43.7,55
George Kittle,11901,TE,SF,5,0,28,64.0,100.0,37,29.4,37,76.4,0,100.0,126,126,72.2,100.0,76,60.3,76
Jalen Hurts,40291,QB,PHI,5,0,24,60.0,79.5,31,24.6,39,60.0,0,75.0,126,168,60.0,93.1,94,74.6,101
Joel Bitonio,8670,G,CLV,4,0,8,55.3,100.0,59,46.8,59,59.0,1,100.0,126,126,68.4,100.0,55,43.7,55
Jedrick Wills Jr.,58467,T,CLV,4,0,8,56.4,100.0,59,46.8,59,44.0,1,100.0,126,126,36.1,100.0,55,43.7,55
Will Hernandez,46180,G,ARZ,5,0,1,72.3,100.0,56,44.8,56,70.7,0,100.0,125,125,63.6,100.0,53,42.4,53
Paris Johnson Jr.,129749,T,ARZ,5,1,1,37.5,100.0,56,44.8,56,48.4,2,100.0,125,125,58.3,100.0,53,42.4,53
D.J. Humphries,9457,T,ARZ,5,0,1,58.9,100.0,56,44.8,56,56.7,0,100.0,125,125,62.8,100.0,53,42.4,53
David Andrews,9948,C,NE,5,0,19,79.0,100.0,58,46.8,58,71.2,0,100.0,124,124,71.2,100.0,46,37.1,46
Hjalte Froholdt,44959,C,ARZ,5,0,1,65.9,100.0,55,44.4,55,61.5,0,100.0,124,124,59.7,100.0,53,42.7,53
Kaleb McGary,46912,T,ATL,5,1,2,75.4,100.0,41,33.1,41,77.2,1,100.0,124,124,77.9,100.0,78,62.9,78
Sam LaPorta,101690,TE,DET,5,0,11,60.3,100.0,55,44.4,55,64.4,0,100.0,124,124,70.5,100.0,51,41.1,51
O'Cyrus Torrence,102821,G,BUF,5,0,4,56.1,100.0,70,56.9,70,57.6,0,100.0,123,123,52.5,100.0,29,23.6,29
Spencer Brown,42296,T,BUF,5,0,4,62.7,100.0,70,56.9,70,67.0,0,100.0,123,123,60.3,100.0,29,23.6,29
Andre Dillard,29250,T,TEN,5,0,31,53.0,100.0,65,53.3,65,64.0,0,100.0,122,122,74.6,100.0,52,42.6,52
Chris Hubbard,8051,T,TEN,5,0,31,70.6,100.0,65,53.3,65,71.7,0,100.0,122,122,69.0,100.0,52,42.6,52
Aaron Brewer,46014,C,TEN,5,0,31,78.8,100.0,65,53.3,65,75.6,2,100.0,122,122,58.9,100.0,52,42.6,52
Daniel Brunskill,34807,G,TEN,5,0,31,65.9,100.0,65,53.3,65,66.2,0,100.0,122,122,64.3,100.0,52,42.6,52
C.J. Stroud,129759,QB,HST,5,0,13,60.0,100.0,43,35.2,43,60.0,0,94.6,122,129,60.0,100.0,77,63.1,77
Robert Hunt,46139,G,MIA,5,0,17,53.3,100.0,43,35.2,43,72.2,0,100.0,122,122,77.4,100.0,61,50.0,61
Patrick Mahomes,11765,QB,KC,6,0,16,60.6,100.0,57,47.1,57,60.7,0,92.4,121,131,60.4,98.2,54,44.6,55
Garett Bolles,11775,T,DEN,6,0,10,84.8,100.0,51,42.5,51,61.9,0,100.0,120,120,54.2,100.0,52,43.3,52
Trevor Lawrence,77632,QB,JAX,5,0,15,60.0,98.4,61,50.8,62,60.0,0,90.2,120,133,60.0,94.8,55,45.8,58
Ben Powers,41482,G,DEN,6,0,10,51.6,100.0,51,42.5,51,57.3,1,100.0,120,120,72.0,100.0,52,43.3,52
Darnell Wright,98480,T,CHI,5,0,6,76.3,100.0,44,36.7,44,79.1,2,100.0,120,120,75.1,100.0,58,48.3,58
Quinn Meinerz,112915,G,DEN,6,0,10,84.7,100.0,51,42.5,51,80.8,0,100.0,120,120,75.4,100.0,52,43.3,52
Lloyd Cushenberry III,41924,C,DEN,6,0,10,61.5,100.0,51,42.5,51,61.7,0,100.0,120,120,66.6,100.0,52,43.3,52
Mike McGlinchey,46275,T,DEN,6,0,10,73.2,100.0,51,42.5,51,69.6,0,100.0,120,120,69.7,100.0,52,43.3,52
Steve Avila,77319,G,LA,5,0,26,70.9,100.0,88,73.9,88,64.6,0,100.0,119,119,51.3,100.0,25,21.0,25
Dawand Jones,101550,T,CLV,4,0,8,36.0,100.0,54,45.4,54,41.4,1,100.0,119,119,53.4,100.0,53,44.5,53
Rob Havenstein,9490,T,LA,5,0,26,60.3,100.0,88,74.6,88,70.5,0,100.0,118,118,81.9,100.0,24,20.3,24
Matthew Stafford,4924,QB,LA,5,0,26,60.0,100.0,88,75.2,88,60.0,0,98.3,117,119,60.0,100.0,25,21.4,25
Drake London,86519,WR,ATL,5,0,2,56.9,100.0,38,32.5,38,63.8,0,100.0,117,117,61.2,100.0,74,63.2,74
Cody Whitehair,10690,G,CHI,5,0,6,49.3,100.0,44,37.6,44,46.0,0,100.0,117,117,41.7,100.0,55,47.0,55
Coleman Shelton,39316,C,LA,5,0,26,63.1,100.0,86,73.5,86,69.5,1,100.0,117,117,79.8,100.0,25,21.4,25
Patrick Mekari,46219,T,BLT,5,0,3,68.0,100.0,67,57.3,67,63.3,0,100.0,117,117,56.6,100.0,36,30.8,36
Donovan Peoples-Jones,61439,WR,CLV,4,0,8,44.1,100.0,52,44.4,52,45.8,0,100.0,117,117,52.5,100.0,54,46.2,54
Cam Jurgens,84014,G,PHI,4,0,24,66.9,100.0,24,20.9,24,64.3,0,100.0,115,115,73.5,100.0,74,64.3,74
Brandon Scherff,9438,G,JAX,5,0,15,60.2,100.0,55,47.8,55,64.0,0,100.0,115,115,65.5,100.0,54,47.0,54
Deebo Samuel,48274,WR,SF,5,0,28,58.1,92.5,37,32.2,40,58.2,1,89.8,115,128,61.5,90.9,70,60.9,77
Ryan Tannehill,7014,QB,TEN,5,0,31,60.3,96.9,63,54.8,65,60.3,0,95.8,115,120,60.0,98.0,49,42.6,50
Lamar Jackson,46416,QB,BLT,5,0,3,60.0,82.5,66,57.4,80,60.0,0,79.9,115,144,60.0,91.3,42,36.5,46
Zay Flowers,97268,WR,BLT,5,1,3,55.3,92.4,61,53.0,66,61.2,1,95.8,115,120,68.8,100.0,40,34.8,40
Chukwuma Okorafor,46302,T,PIT,5,1,25,53.1,100.0,30,26.5,30,54.3,1,100.0,113,113,57.3,100.0,62,54.9,62
Mason Cole,45547,C,PIT,5,0,25,60.6,100.0,30,26.5,30,58.4,0,100.0,113,113,53.0,100.0,62,54.9,62
Isaac Seumalo,10713,G,PIT,5,0,25,44.9,100.0,30,26.5,30,57.4,0,100.0,113,113,68.9,100.0,62,54.9,62
Russell Wilson,7077,QB,DEN,6,0,10,60.0,100.0,51,45.1,51,60.0,0,94.2,113,120,60.0,98.1,51,45.1,52
Greg Van Roten,7746,G,LV,5,0,23,65.2,100.0,61,55.0,61,62.9,0,100.0,111,111,64.7,100.0,19,17.1,19
Dylan Parham,60953,G,LV,5,0,23,61.1,100.0,61,55.0,61,61.8,0,100.0,111,111,58.4,100.0,19,17.1,19
Tua Tagovailoa,60326,QB,MIA,5,0,17,60.0,100.0,42,37.8,42,60.1,0,92.5,111,120,60.0,96.7,58,52.3,60
Andre James,47058,C,LV,5,0,23,59.8,100.0,61,55.0,61,65.3,0,100.0,111,111,67.9,100.0,19,17.1,19
Kolton Miller,47013,T,LV,5,0,23,65.8,100.0,61,55.0,61,73.9,0,100.0,111,111,61.8,100.0,19,17.1,19
Amon-Ra St. Brown,84470,WR,DET,4,0,11,72.4,100.0,53,47.7,53,69.1,0,99.1,111,112,62.3,100.0,49,44.1,49
Ikem Ekwonu,98286,T,CAR,5,0,5,65.6,100.0,44,39.6,44,74.8,0,100.0,111,111,71.2,100.0,61,55.0,61
Ethan Pocic,11813,C,CLV,4,0,8,71.4,100.0,55,49.5,55,71.8,1,100.0,111,111,68.9,100.0,47,42.3,47
Taylor Moton,11819,T,CAR,5,0,5,57.0,100.0,44,39.6,44,60.3,0,100.0,111,111,67.6,100.0,61,55.0,61
Josh Reynolds,11872,WR,DET,5,1,11,72.4,100.0,55,49.5,55,71.3,1,100.0,111,111,69.1,100.0,50,45.0,50
Bradley Bozeman,27934,C,CAR,5,0,5,67.8,100.0,44,39.6,44,62.5,1,100.0,111,111,58.4,100.0,61,55.0,61
Graham Glasgow,10729,G,DET,4,0,11,69.0,100.0,43,39.1,43,83.5,0,100.0,110,110,82.8,100.0,53,48.2,53
Josh Myers,59992,C,GB,5,0,12,64.4,100.0,49,44.5,49,52.5,0,100.0,110,110,45.5,100.0,53,48.2,53
Morgan Moses,8701,T,BLT,4,0,3,85.9,100.0,62,56.4,62,80.2,0,100.0,110,110,69.1,100.0,34,30.9,34
Cesar Ruiz,59857,G,NO,4,0,20,42.0,100.0,35,31.8,35,47.4,0,100.0,110,110,54.4,100.0,59,53.6,59
Elijah Wilkinson,46238,G,ARZ,5,0,1,46.0,100.0,49,44.5,49,47.5,0,100.0,110,110,57.1,100.0,45,40.9,45
Jon Runyan,36661,G,GB,5,0,12,42.5,100.0,49,44.5,49,44.6,1,100.0,110,110,43.6,100.0,53,48.2,53
Hunter Henry,10669,TE,NE,5,0,19,53.4,100.0,49,45.0,49,52.3,1,100.0,109,109,68.0,100.0,42,38.5,42
Marquise Brown,61568,WR,ARZ,5,0,1,73.0,100.0,47,43.1,47,47.0,0,99.1,109,110,60.2,100.0,47,43.1,47
Tyler Higbee,10744,TE,LA,5,0,26,52.1,100.0,80,73.4,80,63.0,0,100.0,109,109,88.8,100.0,23,21.1,23
Luke Goedeke,77548,T,TB,4,0,30,59.3,100.0,42,38.9,42,66.3,0,100.0,108,108,69.6,100.0,52,48.1,52
Matt Feiler,9289,G,TB,4,0,30,39.3,100.0,42,38.9,42,50.0,0,100.0,108,108,61.4,100.0,52,48.1,52
Robert Hainsey,59980,C,TB,4,0,30,57.9,100.0,42,38.9,42,61.4,0,100.0,108,108,67.6,100.0,52,48.1,52
Cody Mauch,66637,G,TB,4,0,30,59.2,100.0,42,38.9,42,36.3,1,100.0,108,108,29.3,100.0,52,48.1,52
Tristan Wirfs,64818,T,TB,4,0,30,81.1,100.0,42,38.9,42,75.2,0,100.0,108,108,62.7,100.0,52,48.1,52
Chuma Edoga,46232,T,DAL,5,0,9,59.6,100.0,50,46.3,50,59.7,0,100.0,108,108,60.1,100.0,52,48.1,52
Walker Little,52287,T,JAX,5,0,15,68.8,100.0,48,44.9,48,68.2,0,100.0,107,107,66.3,100.0,50,46.7,50
Cade Otton,61071,TE,TB,4,0,30,56.6,100.0,42,39.3,42,49.6,0,100.0,107,107,41.3,100.0,51,47.7,51
Taylor Decker,10650,T,DET,3,0,11,50.5,100.0,44,41.5,44,58.0,0,100.0,106,106,64.0,100.0,50,47.2,50
Connor McGovern,41714,G,BUF,5,0,4,51.3,100.0,66,62.3,66,49.4,0,100.0,106,106,62.9,100.0,23,21.7,23
DJ Moore,48267,WR,CHI,5,0,6,60.6,100.0,36,34.3,36,59.0,0,100.0,105,105,61.2,100.0,53,50.5,53
Laken Tomlinson,9461,G,NYJ,5,0,22,49.0,100.0,47,44.8,47,55.5,0,100.0,105,105,65.4,100.0,49,46.7,49
Connor McGovern,10778,C,NYJ,5,0,22,64.8,100.0,47,44.8,47,61.6,1,100.0,105,105,57.5,100.0,49,46.7,49
Cordell Volson,30614,G,CIN,5,0,7,60.5,100.0,47,45.2,47,65.5,0,100.0,104,104,64.9,100.0,49,47.1,49
Vederian Lowe,59741,T,NE,4,0,19,52.2,100.0,51,49.0,51,60.4,0,100.0,104,104,68.6,100.0,34,32.7,34
