player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Alex Singleton,9994,LB,DEN,6,18,,18.0,10,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,3,7,,7.0,23,0,39.6,0,1,0,0,0,0.0
Roquan Smith,50892,LB,BLT,5,14,,14.0,3,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,PIT,5,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Xavier Woods,11946,S,CAR,3,17,,17.0,5,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,4,8,,8.0,25,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,4,7,,7.0,11,0,39.6,0,1,0,0,0,0.0
Terrell Edmunds,51334,S,PHI,4,12,,12.0,24,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,2,8,,4.0,20,0,39.6,0,2,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,3,5,,2.5,9,0,39.6,0,2,0,0,0,0.0
Andrew Van Ginkel,30267,ED,MIA,4,13,,13.0,17,0,39.6,0,1,0,0,0,0.0
Jamin Davis,57905,LB,WAS,5,13,,13.0,32,0,39.6,0,1,0,0,0,0.0
Jack Gibbens,57662,LB,TEN,3,6,,6.0,31,0,39.6,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,5,25,,25.0,6,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,3,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,5,9,,9.0,20,0,39.6,0,1,0,0,0,0.0
Jessie Bates III,49162,S,ATL,5,21,,10.5,2,1,0.0,0,2,0,0,0,0.0
Nick Niemann,43500,LB,LAC,3,2,,2.0,27,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Alex Highsmith,43507,ED,PIT,5,13,,13.0,25,1,0.0,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,2,6,,6.0,1,0,39.6,0,1,0,0,0,0.0
Cam Taylor-Britt,83326,CB,CIN,4,14,,7.0,7,0,39.6,0,2,0,0,0,0.0
Innis Gaines,44443,CB,GB,1,5,,2.5,12,0,39.6,0,2,0,0,0,0.0
Paulson Adebo,52280,CB,NO,2,6,,6.0,20,0,39.6,0,1,0,0,0,0.0
Arthur Maulet,12224,CB,BLT,3,44,44.0,14.7,3,0,42.4,1,3,0,6,1,0.14
Jordan Poyer,8000,S,BUF,4,29,29.0,29.0,4,0,118.8,1,1,0,21,3,0.72
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Justin Reid,49048,S,KC,6,53,26.5,10.6,16,1,12.5,2,5,0,20,19,0.38
Patrick Queen,57941,LB,BLT,5,25,25.0,12.5,3,0,58.3,1,2,0,7,4,0.28
De'Vondre Campbell,10749,LB,GB,3,23,23.0,11.5,12,0,56.3,1,2,0,5,5,0.22
Derwin James Jr.,51368,S,LAC,3,23,23.0,23.0,27,0,118.8,1,1,0,15,2,0.65
Justin Simmons,10732,S,DEN,4,21,21.0,10.5,10,0,95.8,1,2,1,4,0,0.19
Kerby Joseph,83239,S,DET,3,41,20.5,6.8,11,0,59.7,2,6,0,43,22,1.05
Tashaun Gipson Sr.,7288,S,SF,5,41,20.5,13.7,28,0,70.1,2,3,0,6,1,0.15
Michael Carter II,60644,CB,NYJ,5,141,20.1,11.8,22,0,99.7,7,12,1,61,24,0.43
E.J. Speed,94351,LB,IND,5,20,20.0,10.0,14,0,56.3,1,2,0,0,2,0.0
Andre Chachere,51194,S,ARZ,4,20,20.0,10.0,1,0,83.3,1,2,0,19,8,0.95
