player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1694,,,G,Ben Taylor,33.86,0.25,0.53,33.41,58,18,0,0,7000,,35024,1694
1496,,,G,Scottie Scheffler,76.24,22.8,21.48,98.2,94.5,58.5,0,0,11200,,35127,1496
2024,,,G,Max Homa,61.27,7.3,13.09,81.67,79.5,26,0,0,8700,,36137,2024
2046,,,G,Jason Dufner,,0,,,,,0,0,6200,,34756,2046
2167,,,G,J.J. Spaun,41.76,0.8,1.73,55.08,65,20,0,0,7000,,36093,2167
690250,,,G,David Micheluzzi,32.46,0.33,3.30,48.95,56.5,17.5,0,0,6000,,4705283,690250
772442,,,G,Russell Grove,23.14,0.01,0.17,,29.2,13.86,0,0,6200,,4742830,772442
377498,,,G,Kenny Pigman,29.66,0.03,1.70,5.22,53,16.5,0,0,6100,,36290,377498
1760,,,G,Tom Hoge,42.67,3.9,2.76,56.78,66.5,20,0,0,6900,,34888,1760
300102,,,G,Collin Morikawa,61.46,7.4,8.13,77.86,80,26,0,0,10300,,36083,300102
1156,,,G,Thriston Lawrence,36.79,0.27,1.60,37.94,61,19,0,0,6400,,3600388,1156
772443,,,G,Chris French,23.02,0.01,0.17,5.62,29.05,13.79,0,0,6200,,4742831,772443
1860,,,G,Corey Conners,52.75,6.3,7.49,72.43,73,23,0,0,7900,,37123,1860
1135,,,G,Phil Mickelson,39.61,3.6,1.90,36.47,63.5,19.5,0,0,7000,,34795,1135
2125,,,G,Tony Finau,67.87,19.5,17.52,89.32,85,51,0,0,9500,,34873,2125
700009,,,G,Tom Kim,54.39,4.8,9.82,72.44,74.5,23.5,0,0,8000,,2203377,700009
696566,,,G,Brandon Wu,40.08,1.4,1.43,47.76,63.5,20,0,0,6700,,1074861,696566
1663,,,G,Chez Reavie,34.32,0.21,1.43,34.88,59,18,0,0,6300,,34927,1663
1356,,,G,Tyrrell Hatton,63.58,16.2,19.95,84.49,81.5,28.5,0,0,8500,,35279,1356
1125,,,G,Adrian Otaegui,39.27,0.41,2.03,47.11,62.5,19.5,0,0,6400,,36688,1125
404847,,,G,Sahith Theegala,50.21,5.5,5.03,71.07,71.5,22,0,0,8100,,37149,404847
1048,,,G,Ryan Fox,42.87,3.7,2.86,51.52,66,20.5,0,0,6500,,36650,1048
2049,,,G,Zach Johnson,28.61,0.19,0.77,28.2,51.5,16,0,0,6500,,34772,2049
