team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
N DAK ST,250,3,53,0,0,53,100.0,0,0
STTMFL,1477,1,38,0,1,38,98.7,1,0
MINNESOTA,225,3,72,0,3,72,97.9,3,0
GEORGETOWN,172,2,74,1,3,74,97.3,4,0
DAVIDSON,149,2,18,0,1,18,97.2,1,0
MONTANA ST,233,3,78,0,3,78,96.8,4,1
GEORGIA,173,3,112,0,8,112,96.4,8,0
OREGON,264,3,106,2,6,106,96.2,8,0
TULANE,319,3,92,1,4,92,96.2,6,1
USF,327,3,90,3,4,90,96.1,7,0
WISCONSIN,349,3,77,0,0,77,96.1,3,3
FLORIDA,163,3,88,2,5,88,96.0,7,0
NC STATE,248,3,104,1,4,104,95.7,7,2
W OREGON,411,1,35,1,2,35,95.7,3,0
WEBER ST,342,3,102,4,5,102,95.6,9,0
ALABAMA,103,3,116,2,9,116,95.3,11,0
W KENTUCKY,346,3,116,1,10,116,95.3,11,0
N ILLINOIS,254,3,84,2,6,84,95.2,8,0
UCONN,146,4,110,2,7,110,95.0,10,1
WAKE,339,3,117,2,8,117,94.9,11,1
NWESTERN,256,3,147,2,12,147,94.6,15,1
OHIO STATE,260,3,100,2,7,100,94.5,10,1
N TEXAS,251,4,119,6,7,119,94.5,13,0
MONTANA,232,2,71,1,7,71,94.4,8,0
BYU,128,3,124,4,10,124,94.4,14,0
TENNESSEE,307,3,115,3,10,115,94.3,13,0
UTAH ST,329,3,104,2,6,104,94.2,10,2
S ALABAMA,288,3,125,3,6,125,94.0,12,3
GA SOUTHRN,174,3,156,9,10,156,93.9,19,0
CHATTNOOGA,137,3,82,4,6,82,93.9,10,0
INCAR WORD,189,2,63,0,6,63,93.7,7,1
PURDUE,273,3,151,8,11,151,93.7,19,0
FURMAN,170,2,71,1,6,71,93.7,8,1
MARYLAND,215,3,104,0,11,104,93.7,12,1
SMU,287,3,133,3,8,133,93.6,14,3
UCLA,324,3,123,3,13,123,93.5,16,0
DUKE,154,3,85,3,6,85,93.5,10,1
WM & MARY,348,3,77,4,6,77,93.5,10,0
ROB MORRIS,277,2,84,3,6,84,93.5,10,1
MIAMI OH,221,3,100,4,9,100,93.5,13,0
SO UTAH,298,3,91,5,7,92,93.4,12,0
BALL ST,117,3,128,3,14,128,93.4,17,0
WYOMING,351,4,114,0,13,114,93.4,14,1
