player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Damontae Kazee,11904,S,PIT,3,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,3,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,3,6,,6.0,20,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,3,7,,7.0,23,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,1,5,,2.5,12,0,39.6,0,2,0,0,0,0.0
Josh Woods,49023,LB,ARZ,1,3,,3.0,1,0,39.6,0,1,0,0,0,0.0
Alex Highsmith,43507,ED,PIT,3,7,,7.0,25,1,0.0,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,3,14,,14.0,6,0,39.6,0,1,0,0,0,0.0
Jessie Bates III,49162,S,ATL,3,11,,11.0,2,1,0.0,0,1,0,0,0,0.0
Blake Cashman,35413,LB,HST,1,8,,8.0,13,0,39.6,0,1,0,0,0,0.0
Carlton Davis III,49335,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,1,3,,3.0,20,0,39.6,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,2,2,,2.0,27,0,39.6,0,1,0,0,0,0.0
Andrew Van Ginkel,30267,ED,MIA,3,11,,11.0,17,0,39.6,0,1,0,0,0,0.0
Jalen Davis,50431,CB,CIN,1,3,,3.0,7,0,39.6,0,1,0,0,0,0.0
Roquan Smith,50892,LB,BLT,3,9,,9.0,3,0,39.6,0,1,0,0,0,0.0
Cam Taylor-Britt,83326,CB,CIN,2,10,,10.0,7,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Terrell Edmunds,51334,S,PHI,3,3,,3.0,24,0,39.6,0,1,0,0,0,0.0
Pat Surtain II,83119,CB,DEN,1,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,2,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Xavier Woods,11946,S,CAR,3,17,,17.0,5,0,39.6,0,1,0,0,0,0.0
Paulson Adebo,52280,CB,NO,2,6,,6.0,20,0,39.6,0,1,0,0,0,0.0
Jamin Davis,57905,LB,WAS,3,11,,11.0,32,0,39.6,0,1,0,0,0,0.0
Jalen Mills,10867,S,NE,3,9,,9.0,19,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,3,5,,5.0,11,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Alex Singleton,9994,LB,DEN,3,8,,8.0,10,0,39.6,0,1,0,0,0,0.0
Dre Greenlaw,51503,LB,SF,3,13,,6.5,28,0,39.6,0,2,0,0,0,0.0
Willie Gay,57987,LB,KC,3,6,,6.0,16,0,39.6,0,1,0,0,0,0.0
Sam Franklin Jr.,43580,S,CAR,1,4,,4.0,5,0,39.6,0,1,0,0,0,0.0
Kevin Byard,10698,S,TEN,3,24,24.0,8.0,31,0,45.1,1,3,0,11,2,0.46
Derwin James Jr.,51368,S,LAC,3,23,23.0,23.0,27,0,118.8,1,1,0,15,2,0.65
De'Vondre Campbell,10749,LB,GB,3,23,23.0,11.5,12,0,56.3,1,2,0,5,5,0.22
Michael Carter II,60644,CB,NYJ,3,84,21.0,10.5,22,0,97.4,4,8,1,27,6,0.32
Kenny Moore II,51596,CB,IND,3,84,21.0,16.8,14,0,98.3,4,5,0,38,17,0.45
Jalen Thompson,49116,S,ARZ,3,100,20.0,11.1,1,0,71.1,5,9,0,49,25,0.49
Jordan Poyer,8000,S,BUF,3,20,20.0,20.0,4,0,118.8,1,1,0,21,3,1.05
Patrick Queen,57941,LB,BLT,3,20,20.0,20.0,3,0,95.8,1,1,0,7,4,0.35
Jeremy Chinn,43179,S,CAR,3,37,18.5,18.5,5,0,118.8,2,2,0,25,23,0.68
Justin Reid,49048,S,KC,3,37,18.5,9.3,16,0,64.6,2,4,0,20,19,0.54
Ja'Sir Taylor,55426,CB,LAC,3,71,17.8,6.5,27,0,57.8,4,11,0,67,22,0.94
Taron Johnson,49511,CB,BUF,3,67,16.8,16.8,4,0,118.8,4,4,0,51,19,0.76
Jordan Whitehead,49196,S,NYJ,3,33,16.5,6.6,22,1,17.5,2,5,0,26,15,0.79
Jordan Fuller,45326,S,LA,3,15,15.0,15.0,26,0,104.2,1,1,0,9,13,0.6
Patrick Peterson,6157,CB,PIT,3,30,15.0,10.0,25,0,109.7,2,3,0,45,28,1.5
Greg Newsome II,83341,CB,CLV,2,44,14.7,8.8,8,0,76.3,3,5,0,29,18,0.66
Kerby Joseph,83239,S,DET,2,29,14.5,7.3,11,0,88.5,2,4,0,43,22,1.48
Cameron Mitchell,97340,CB,CLV,3,29,14.5,14.5,8,0,118.8,2,2,0,39,16,1.34
Kyler Gordon,83451,CB,CHI,1,14,14.0,7.0,6,0,77.1,1,2,0,16,3,1.14
Jevon Holland,83873,S,MIA,3,28,14.0,7.0,17,0,56.3,2,4,0,9,2,0.32
DeShon Elliott,28854,S,MIA,3,14,14.0,7.0,17,0,95.8,1,2,1,1,0,0.07
Daryl Worley,10711,S,BLT,1,14,14.0,7.0,3,0,68.8,1,2,0,12,2,0.86
DaRon Bland,56158,CB,DAL,3,53,13.3,6.6,9,1,16.7,4,8,0,16,22,0.3
Nick Scott,49012,S,CIN,3,13,13.0,13.0,7,0,118.8,1,1,1,1,0,0.08
DJ Turner II,101376,CB,CIN,3,13,13.0,3.3,7,0,39.6,1,4,0,4,2,0.31
Jason Pinnock,56144,S,NYG,3,12,12.0,4.0,21,0,42.4,1,3,0,9,8,0.75
Tashaun Gipson Sr.,7288,S,SF,3,24,12.0,12.0,28,0,79.2,2,2,0,6,1,0.25
Jayron Kearse,10878,S,DAL,3,23,11.5,11.5,9,0,89.6,2,2,0,11,2,0.48
Geno Stone,55967,S,BLT,3,23,11.5,7.7,3,0,79.9,2,3,0,16,6,0.7
Grayland Arnold,43528,CB,HST,2,34,11.3,11.3,13,0,91.7,3,3,0,18,8,0.53
Kenneth Murray Jr.,58099,LB,LAC,3,11,11.0,11.0,27,0,87.5,1,1,0,5,2,0.45
Zach Cunningham,11812,LB,PHI,3,11,11.0,3.7,24,0,45.1,1,3,0,11,7,1.0
Justin Bethel,7654,CB,MIA,3,33,11.0,11.0,17,0,79.2,3,3,0,3,2,0.09
Lavonte David,7060,LB,TB,3,11,11.0,11.0,30,0,87.5,1,1,0,5,1,0.45
Kyle Hamilton,102684,S,BLT,3,42,10.5,7.0,3,0,70.1,4,6,0,15,11,0.36
Cole Holcomb,49753,LB,PIT,3,10,10.0,10.0,25,0,108.3,1,1,0,10,4,1.0
Justin Simmons,10732,S,DEN,2,10,10.0,5.0,10,0,95.8,1,2,1,4,0,0.4
Isaiah McDuffie,57754,LB,GB,2,10,10.0,10.0,12,0,87.5,1,1,0,5,0,0.5
Antoine Winfield Jr.,42475,S,TB,3,10,10.0,5.0,30,0,81.3,1,2,0,18,22,1.8
Kamren Curl,55800,S,WAS,3,30,10.0,10.0,32,0,94.4,3,3,0,20,12,0.67
Jourdan Lewis,11846,CB,DAL,2,20,10.0,5.0,9,0,56.3,2,4,0,5,3,0.25
Richie Grant,43196,S,ATL,3,10,10.0,5.0,2,0,60.4,1,2,0,8,2,0.8
Jerome Baker,28091,LB,MIA,3,10,10.0,10.0,17,0,95.8,1,1,0,7,10,0.7
Kareem Jackson,5545,S,DEN,3,10,10.0,10.0,10,0,118.8,1,1,0,18,0,1.8
Rudy Ford,11963,S,GB,3,30,10.0,4.3,12,0,55.7,3,7,0,30,17,1.0
Trent McDuffie,72191,CB,KC,3,59,9.8,7.4,16,0,81.3,6,8,0,32,29,0.54
Minkah Fitzpatrick,51206,S,PIT,3,29,9.7,5.8,25,0,67.9,3,5,0,19,21,0.66
Deommodore Lenoir,55686,CB,SF,3,29,9.7,5.8,28,0,71.3,3,5,0,23,10,0.79
Mike Hilton,10898,S,CIN,3,68,9.7,5.7,7,0,93.8,7,12,0,124,44,1.82
Myles Bryant,43336,CB,NE,3,56,9.3,8.0,19,0,98.8,6,7,0,54,46,0.96
Bryan Cook,55940,S,KC,3,28,9.3,5.6,16,0,68.8,3,5,0,20,22,0.71
Elijah Molden,56290,S,TEN,3,28,9.3,7.0,31,0,81.3,3,4,0,16,10,0.57
Kader Kohou,156070,CB,MIA,2,72,9.0,9.0,17,0,92.2,8,8,0,49,35,0.68
Jimmie Ward,8665,S,HST,1,9,9.0,9.0,13,0,91.7,1,1,0,6,4,0.67
James Bradberry,10696,CB,PHI,2,18,9.0,4.5,24,0,70.8,2,4,0,26,9,1.44
Chandon Sullivan,49349,CB,PIT,3,36,9.0,7.2,25,0,130.4,4,5,1,29,5,0.81
Pete Werner,58093,LB,NO,3,18,9.0,4.5,20,0,61.5,2,4,0,17,8,0.94
Talanoa Hufanga,83903,S,SF,3,9,9.0,9.0,28,0,116.7,1,1,0,12,5,1.33
Kyle Dugger,90621,S,NE,3,27,9.0,6.8,19,0,127.1,3,4,1,22,3,0.81
Benjamin St-Juste,56061,CB,WAS,3,70,8.8,7.8,32,0,90.3,8,9,0,51,36,0.73
Tre Herndon,50380,CB,JAX,3,77,8.6,7.0,15,0,149.1,9,11,1,142,83,1.84
Isaiah Oliver,50393,CB,SF,3,85,8.5,7.1,28,1,50.7,10,12,0,54,18,0.64
Vonn Bell,10695,S,CAR,3,17,8.5,4.3,5,0,70.8,2,4,0,26,23,1.53
Dax Hill,97519,S,CIN,3,25,8.3,4.2,7,0,100.0,3,6,1,24,15,0.96
Brian Branch,123907,CB,DET,3,91,8.3,6.5,11,1,100.0,11,14,2,79,29,0.87
Tony Adams,55953,S,NYJ,2,25,8.3,8.3,22,0,113.9,3,3,0,34,8,1.36
Keisean Nixon,56167,CB,GB,3,83,8.3,7.5,12,0,130.7,10,11,1,89,61,1.07
Cobie Durant,79126,CB,LA,3,74,8.2,5.7,26,0,97.6,9,13,0,118,40,1.59
Matt Milano,11918,LB,BUF,3,8,8.0,8.0,4,0,118.8,1,1,0,15,3,1.88
Kyzir White,44485,LB,ARZ,3,8,8.0,8.0,1,0,95.8,1,1,0,7,9,0.88
Dee Alford,110542,CB,ATL,3,72,8.0,6.0,2,0,119.8,9,12,1,79,48,1.1
E.J. Speed,94351,LB,IND,3,8,8.0,8.0,14,0,79.2,1,1,0,0,2,0.0
Sydney Brown,83241,CB,PHI,1,8,8.0,4.0,24,0,56.3,1,2,0,1,3,0.13
Asante Samuel Jr.,76625,CB,LAC,1,16,8.0,8.0,27,0,118.8,2,2,0,43,18,2.69
Christian Rozeboom,49862,LB,LA,2,8,8.0,4.0,26,0,56.3,1,2,0,4,7,0.5
Dennis Gardeck,66928,ED,ARZ,3,8,8.0,8.0,1,0,79.2,1,1,0,1,5,0.13
Zyon McCollum,66769,CB,TB,1,8,8.0,8.0,30,0,118.8,1,1,0,28,24,3.5
Theo Jackson,62919,S,MIN,1,8,8.0,8.0,18,0,100.0,1,1,0,8,0,1.0
Grant Delpit,60685,S,CLV,3,24,8.0,6.0,8,0,77.1,3,4,0,11,9,0.46
Tremaine Edmunds,50905,LB,CHI,2,8,8.0,8.0,6,0,87.5,1,1,0,5,0,0.63
Rayshawn Jenkins,11868,S,JAX,3,24,8.0,6.0,15,0,77.1,3,4,0,11,5,0.46
Shaun Wade,55673,CB,NE,2,8,8.0,8.0,19,0,91.7,1,1,0,6,1,0.75
Christian Izien,83360,CB,TB,3,62,7.8,6.9,30,2,91.4,8,9,1,59,32,0.95
K'Von Wallace,42467,S,ARZ,3,31,7.8,4.4,1,0,78.9,4,7,0,49,29,1.58
Ryan Neal,49132,S,TB,3,23,7.7,7.7,30,0,158.3,3,3,1,56,6,2.43
Alex Anzalone,11831,LB,DET,3,15,7.5,5.0,11,0,70.1,2,3,0,7,5,0.47
C.J. Gardner-Johnson,49371,S,DET,2,15,7.5,7.5,11,0,97.9,2,2,0,15,2,1.0
Amani Hooker,51378,S,TEN,2,29,7.3,4.8,31,1,70.1,4,6,0,80,49,2.76
Adoree' Jackson,11773,CB,NYG,3,44,7.3,6.3,21,0,118.8,6,7,0,117,80,2.66
Artie Burns,10659,CB,SEA,3,73,7.3,5.2,29,0,94.6,10,14,0,111,63,1.52
Roger McCreary,83176,CB,TEN,3,80,7.3,5.3,31,0,94.0,11,15,0,111,47,1.39
Essang Bassey,45258,CB,DEN,3,65,7.2,7.2,10,0,98.6,9,9,0,69,42,1.06
Andre Cisco,76641,S,JAX,3,14,7.0,2.8,15,0,67.9,2,5,0,39,35,2.79
Keanu Neal,10651,S,PIT,3,21,7.0,3.5,25,0,64.6,3,6,0,30,20,1.43
Justin Evans,11805,S,PHI,2,14,7.0,3.5,24,0,113.5,2,4,1,29,16,2.07
Micah Hyde,7941,S,BUF,3,14,7.0,7.0,4,0,100.0,2,2,0,16,1,1.14
Tavierre Thomas,66931,CB,HST,2,42,7.0,7.0,13,0,88.9,6,6,0,32,22,0.76
Shaquille Leonard,49684,LB,IND,3,7,7.0,7.0,14,0,104.2,1,1,0,9,6,1.29
Nicholas Morrow,51674,LB,PHI,2,7,7.0,7.0,24,0,116.7,1,1,0,12,8,1.71
Darnay Holmes,56247,CB,NYG,2,7,7.0,3.5,21,0,56.3,1,2,0,-5,3,-0.71
Zaire Franklin,49834,LB,IND,3,7,7.0,7.0,14,0,79.2,1,1,0,3,9,0.43
Deonte Banks,101384,CB,NYG,3,7,7.0,7.0,21,0,143.8,1,1,1,9,0,1.29
Julian Blackmon,49434,S,IND,3,35,7.0,5.8,14,0,102.8,5,6,0,52,29,1.49
T.J. Edwards,30737,LB,CHI,3,7,7.0,7.0,6,0,104.2,1,1,0,9,6,1.29
Tre'von Moehrig,77847,S,LV,3,7,7.0,7.0,23,0,127.1,1,1,1,5,0,0.71
Chamarri Conner,76662,S,KC,3,7,7.0,7.0,16,0,118.8,1,1,0,15,0,2.14
Julian Love,51081,S,SEA,3,40,6.7,4.4,29,0,140.5,6,9,1,99,29,2.48
Ar'Darius Washington,77848,CB,BLT,2,74,6.7,5.3,3,0,114.6,11,14,1,81,57,1.09
Brandin Echols,98900,CB,NYJ,2,13,6.5,6.5,22,0,110.4,2,2,0,21,13,1.62
Logan Wilson,29623,LB,CIN,3,13,6.5,4.3,7,0,70.1,2,3,0,9,7,0.69
Harrison Smith,7641,S,MIN,3,26,6.5,5.2,18,0,95.8,4,5,0,35,17,1.35
Coby Bryant,55088,S,SEA,2,36,6.0,5.1,29,0,102.4,6,7,0,60,19,1.67
Tracy Walker III,51266,S,DET,1,6,6.0,6.0,11,0,87.5,1,1,0,5,1,0.83
Elijah Hicks,55584,S,CHI,2,6,6.0,6.0,6,0,118.8,1,1,1,3,0,0.5
Akayleb Evans,65033,CB,MIN,2,6,6.0,6.0,18,0,118.8,1,1,0,14,7,2.33
Foyesade Oluokun,24904,LB,JAX,3,6,6.0,6.0,15,0,118.8,1,1,0,14,6,2.33
