player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Tony Pollard,27126,HB,DAL,3,62,5,3,29.9,79,0,264,0,1,5,168,22.0,4,16,9,1,40,55.3,67.7,82.1,,86.1,53.8,69.4,60.0,31,0,48,12,73,70,0,0,13,74,2,264,168,2.71,4.3,0.66,22
Christian McCaffrey,11763,HB,SF,3,60,16,3,37.7,133,0,353,0,1,16,269,107.3,9,15,28,1,23,55.8,74.4,83.6,,23.0,71.4,76.4,37.4,65,0,70,11,73,76,0,0,12,71,3,353,269,4.48,5.9,0.96,37
Derrick Henry,10679,HB,TEN,3,51,5,2,25.2,41,0,163,0,0,5,139,24.3,2,9,31,0,27,83.3,72.7,78.0,,83.4,74.4,68.7,59.5,23,0,71,5,27,55,0,0,5,56,1,163,139,2.73,3.2,2.63,24
James Conner,11860,HB,ARZ,3,51,14,5,39.8,106,0,266,0,1,14,161,81.6,8,14,1,0,25,83.4,82.4,81.2,,90.1,62.2,81.1,68.1,26,0,26,7,49,62,0,0,7,58,2,266,161,3.16,5.2,0.53,25
Travis Etienne Jr.,57185,HB,JAX,3,49,15,2,20.5,42,0,205,0,5,15,150,102.0,3,9,15,0,25,83.2,72.0,11.2,,59.9,70.1,72.1,72.5,26,1,79,11,83,56,0,0,12,60,1,205,150,3.06,4.2,0.95,23
Rachaad White,131633,HB,TB,3,48,11,0,0.0,0,0,150,0,4,11,111,59.8,2,8,30,1,24,47.6,72.3,82.5,,59.7,55.0,77.4,60.5,13,0,64,10,72,59,0,0,10,58,1,150,111,2.31,3.1,0.89,23
Zack Moss,40341,HB,IND,2,48,16,2,22.9,48,0,210,1,0,16,115,71.0,6,14,14,0,9,82.8,62.3,83.4,,30.0,49.7,68.1,60.0,24,0,42,6,50,51,0,0,7,54,1,210,115,2.4,4.4,0.84,39
Kenneth Walker III,97199,HB,SEA,3,47,14,2,25.0,51,0,204,0,5,14,145,106.6,6,13,29,0,10,82.9,75.0,81.9,,84.6,72.8,71.1,60.0,36,0,73,8,41,52,0,0,8,55,4,204,145,3.09,4.3,1.78,34
Brian Robinson,57120,HB,WAS,3,47,12,3,30.1,65,0,216,1,1,12,154,85.2,7,16,32,0,16,82.6,80.9,82.5,,23.3,63.5,81.6,60.0,27,0,49,3,40,48,0,0,4,50,2,216,154,3.28,4.6,1.23,30
Rhamondre Stevenson,98689,HB,NE,3,46,6,0,0.0,0,0,134,1,3,6,83,29.0,2,8,19,0,25,83.0,66.1,84.3,,88.8,51.8,69.4,59.4,12,0,77,10,82,56,0,0,12,56,1,134,83,1.8,2.9,0.94,18
D'Andre Swift,57212,HB,PHI,3,45,15,3,31.8,98,0,308,1,2,15,151,114.1,7,16,24,0,3,82.5,71.8,0.6,,22.0,47.5,82.1,59.1,43,1,14,5,50,55,0,0,7,50,1,308,151,3.36,6.8,0.28,41
Josh Jacobs,45953,HB,LV,3,45,6,0,0.0,0,0,108,0,2,6,99,32.0,1,6,23,0,28,82.9,62.2,80.3,,62.1,71.0,59.0,60.0,10,0,92,10,57,53,0,0,14,55,0,108,99,2.2,2.4,1.61,11
Joe Mixon,11803,HB,CIN,3,45,9,1,12.2,22,0,180,1,2,9,130,60.0,5,11,7,0,22,82.7,63.4,6.1,,46.4,52.4,69.3,60.0,22,1,58,8,70,51,0,0,11,53,1,180,130,2.89,4.0,0.83,23
James Cook,83666,HB,BUF,3,44,9,3,32.2,86,0,267,0,1,9,167,70.3,8,12,4,0,27,82.7,76.5,82.0,,65.2,59.6,81.1,59.8,36,0,67,10,67,50,0,0,12,54,0,267,167,3.8,6.1,1.0,9
Raheem Mostert,9783,HB,MIA,3,41,12,4,39.8,96,0,241,0,7,12,135,122.7,8,13,17,0,14,82.2,89.4,81.1,,83.7,69.2,90.9,58.0,43,0,79,10,70,55,0,0,10,51,6,241,135,3.29,5.9,1.13,27
Miles Sanders,40555,HB,CAR,3,41,3,1,10.8,15,0,139,1,3,3,91,25.1,4,6,5,1,19,46.0,60.6,82.3,,26.7,74.8,55.3,60.0,15,0,68,12,73,46,0,0,18,53,1,139,91,2.22,3.4,0.93,21
Jerome Ford,83601,HB,CLV,3,41,9,2,53.8,86,0,160,2,0,9,169,80.6,2,5,8,1,23,40.3,65.2,81.3,,86.2,53.3,67.8,57.8,69,0,58,5,52,48,0,0,7,46,1,160,169,4.12,3.9,1.12,16
Joshua Kelley,13750,HB,LAC,3,40,3,1,10.6,15,0,142,1,0,3,90,16.5,4,12,27,0,20,81.5,52.6,84.4,,40.9,38.0,61.1,60.0,15,0,5,1,57,45,0,0,3,41,1,142,90,2.25,3.6,0.09,18
Dameon Pierce,83659,HB,HST,3,40,6,0,0.0,0,0,100,0,1,6,95,35.4,2,3,13,0,11,82.0,65.5,79.1,,82.0,64.7,63.6,60.0,10,0,41,7,48,45,0,0,9,47,1,100,95,2.38,2.5,0.85,29
AJ Dillon,57165,HB,GB,3,39,3,0,0.0,0,0,107,1,1,3,93,22.7,1,5,12,0,19,81.4,62.3,80.1,,33.2,57.6,64.8,60.0,14,0,25,3,46,45,0,0,4,42,0,107,93,2.38,2.7,0.54,19
Bijan Robinson,123126,HB,ATL,3,39,9,2,18.8,40,0,213,2,4,9,149,93.7,8,13,2,0,8,44.1,76.3,81.6,,28.4,66.8,84.5,35.0,21,0,102,14,80,52,0,0,17,53,0,213,149,3.82,5.5,1.28,29
Kyren Williams,97118,HB,LA,3,39,6,0,0.0,0,0,142,3,2,6,101,44.1,0,9,26,0,33,84.0,66.3,85.2,,71.2,39.0,79.1,58.6,9,0,81,8,109,46,0,0,18,47,3,142,101,2.59,3.6,0.74,6
Alexander Mattison,45817,HB,MIN,3,39,3,1,9.7,15,0,154,2,2,3,99,25.4,4,7,18,1,14,25.9,58.5,82.6,,70.7,42.8,64.0,60.0,15,0,53,11,82,43,0,0,15,50,0,154,99,2.54,3.9,0.65,25
Tyler Allgeier,83639,HB,ATL,3,38,9,2,30.4,41,0,135,0,3,9,121,88.9,4,9,2,0,13,81.4,70.4,76.9,,84.2,73.2,66.8,60.0,22,0,36,5,30,41,0,0,6,43,2,135,121,3.18,3.6,1.2,25
