player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Lane Johnson,7786,T,PHI,3,0,24,62.5,100.0,22,20.6,22,78.6,0,100.0,107,107,80.1,100.0,70,65.4,70
Jason Kelce,6343,C,PHI,3,0,24,65.7,100.0,22,20.6,22,66.0,0,100.0,107,107,62.1,100.0,70,65.4,70
Cam Jurgens,84014,G,PHI,3,0,24,68.9,100.0,22,20.6,22,63.1,0,100.0,107,107,67.3,100.0,70,65.4,70
Jordan Mailata,66916,T,PHI,3,1,24,46.2,100.0,22,20.6,22,88.0,1,100.0,107,107,94.0,100.0,70,65.4,70
DeVonta Smith,61100,WR,PHI,3,0,24,61.5,100.0,21,19.8,21,56.9,0,100.0,106,106,71.2,100.0,70,66.0,70
Jedrick Wills Jr.,58467,T,CLV,3,0,8,52.6,100.0,53,51.5,53,42.2,0,100.0,103,103,36.3,100.0,41,39.8,41
Wyatt Teller,46131,G,CLV,3,0,8,64.1,100.0,53,51.5,53,65.3,0,100.0,103,103,67.9,100.0,41,39.8,41
Terence Steele,39461,T,DAL,3,0,9,65.8,100.0,56,54.4,56,67.8,0,100.0,103,103,74.5,100.0,40,38.8,40
Ethan Pocic,11813,C,CLV,3,0,8,71.5,100.0,53,51.5,53,70.5,1,100.0,103,103,66.4,100.0,41,39.8,41
Joel Bitonio,8670,G,CLV,3,0,8,53.7,100.0,53,51.5,53,58.5,1,100.0,103,103,71.0,100.0,41,39.8,41
Aaron Banks,59983,G,SF,3,0,28,35.7,100.0,32,31.7,32,49.2,0,100.0,101,101,57.2,100.0,55,54.5,55
Spencer Burford,81920,G,SF,3,0,28,52.8,100.0,32,31.7,32,56.6,1,100.0,101,101,52.3,100.0,55,54.5,55
Dallas Goedert,47272,TE,PHI,3,0,24,65.8,100.0,20,20.2,20,90.0,0,100.0,99,99,90.8,100.0,64,64.6,64
Colton McKivitz,29314,T,SF,3,1,28,57.7,100.0,31,32.0,31,47.8,1,100.0,97,97,45.0,100.0,53,54.6,53
Jake Brendel,11117,C,SF,3,0,28,60.3,100.0,31,32.0,31,61.4,0,100.0,97,97,66.3,100.0,53,54.6,53
Dawand Jones,101550,T,CLV,3,0,8,34.4,100.0,48,50.0,48,36.7,1,100.0,96,96,48.8,100.0,39,40.6,39
Morgan Moses,8701,T,BLT,3,0,3,90.7,100.0,51,53.7,51,81.7,0,100.0,95,95,60.5,100.0,31,32.6,31
John Simpson,41715,G,BLT,3,0,3,68.9,100.0,51,53.7,51,62.3,0,100.0,95,95,59.9,100.0,31,32.6,31
Kevin Zeitler,7032,G,BLT,3,0,3,60.4,100.0,51,53.7,51,64.2,0,100.0,95,95,62.5,100.0,31,32.6,31
Donovan Peoples-Jones,61439,WR,CLV,3,0,8,47.4,100.0,47,49.5,47,49.0,0,100.0,95,95,54.9,100.0,40,42.1,40
Trent Williams,5529,T,SF,3,1,28,70.3,100.0,31,33.0,31,75.7,2,100.0,94,94,63.2,100.0,52,55.3,52
A.J. Brown,48327,WR,PHI,3,0,24,58.2,100.0,17,18.1,17,60.3,0,100.0,94,94,62.2,100.0,65,69.1,65
Landon Dickerson,41712,G,PHI,3,0,24,55.9,100.0,19,20.4,19,73.9,1,100.0,93,93,79.9,100.0,60,64.5,60
Frank Ragnow,39137,C,DET,3,0,11,72.3,100.0,47,50.5,47,86.0,1,100.0,93,93,90.4,100.0,34,36.6,34
Penei Sewell,81788,T,DET,3,1,11,84.3,100.0,47,50.5,47,71.3,1,100.0,93,93,52.6,100.0,34,36.6,34
Austin Jackson,60816,T,MIA,3,0,17,44.1,100.0,29,31.2,29,52.0,1,100.0,93,93,62.6,100.0,51,54.8,51
Isaiah Wynn,46048,G,MIA,3,0,17,47.1,100.0,29,31.2,29,50.1,1,100.0,93,93,54.4,100.0,51,54.8,51
Jonah Jackson,37070,G,DET,3,0,11,65.6,100.0,47,50.5,47,70.5,0,100.0,93,93,68.9,100.0,34,36.6,34
Dak Prescott,10769,QB,DAL,3,0,9,60.0,100.0,51,56.0,51,60.0,0,93.8,91,97,60.0,97.4,38,41.8,39
Deshaun Watson,11767,QB,CLV,3,0,8,60.0,92.0,46,51.7,50,60.2,1,90.8,89,98,60.0,92.3,36,40.4,39
Brock Purdy,77672,QB,SF,3,0,28,60.0,100.0,31,35.6,31,60.0,0,91.6,87,95,60.0,100.0,53,60.9,53
Matthew Bergeron,99658,G,ATL,3,0,2,53.7,100.0,23,27.1,23,55.1,0,100.0,85,85,55.5,100.0,57,67.1,57
Kaleb McGary,46912,T,ATL,3,0,2,77.6,100.0,23,27.1,23,83.1,0,100.0,85,85,85.8,100.0,57,67.1,57
Jared Goff,10635,QB,DET,3,0,11,60.3,100.0,47,55.3,47,60.2,0,91.4,85,93,60.0,97.1,33,38.8,34
Drew Dalman,52270,C,ATL,3,0,2,60.4,100.0,23,27.1,23,79.9,0,100.0,85,85,82.1,100.0,57,67.1,57
Chris Lindstrom,46692,G,ATL,3,0,2,59.3,100.0,23,27.1,23,76.7,1,100.0,85,85,78.6,100.0,57,67.1,57
Jake Matthews,8641,T,ATL,3,0,2,70.2,100.0,23,27.1,23,73.5,0,100.0,85,85,72.1,100.0,57,67.1,57
David Andrews,9948,C,NE,3,0,19,78.4,100.0,35,41.7,35,68.5,0,100.0,84,84,63.8,100.0,33,39.3,33
O'Cyrus Torrence,102821,G,BUF,3,0,4,52.8,100.0,48,57.1,48,55.6,0,100.0,84,84,50.9,100.0,18,21.4,18
Spencer Brown,42296,T,BUF,3,0,4,62.2,100.0,48,57.1,48,67.8,0,100.0,84,84,59.6,100.0,18,21.4,18
James Hurst,9001,G,NO,3,0,20,64.0,100.0,29,34.9,29,60.3,1,100.0,83,83,58.8,100.0,40,48.2,40
Trevor Penning,59963,T,NO,3,0,20,63.2,100.0,29,34.9,29,39.6,0,100.0,83,83,29.6,100.0,40,48.2,40
Jalen Hurts,40291,QB,PHI,3,0,24,60.0,77.3,17,20.5,22,60.0,0,77.6,83,107,60.0,92.9,65,78.3,70
Erik McCoy,37347,C,NO,3,1,20,69.0,100.0,29,34.9,29,72.4,1,100.0,83,83,73.7,100.0,40,48.2,40
Ryan Ramczyk,11787,T,NO,3,0,20,56.4,100.0,29,34.9,29,60.6,0,100.0,83,83,64.0,100.0,40,48.2,40
Will Hernandez,46180,G,ARZ,3,0,1,74.0,100.0,35,42.7,35,72.1,0,100.0,82,82,62.7,100.0,37,45.1,37
D.J. Humphries,9457,T,ARZ,3,0,1,57.5,100.0,35,42.7,35,51.3,0,100.0,82,82,55.8,100.0,37,45.1,37
Robert Hunt,46139,G,MIA,3,0,17,55.2,100.0,29,35.4,29,70.4,0,100.0,82,82,75.0,100.0,41,50.0,41
Paris Johnson Jr.,129749,T,ARZ,3,1,1,43.6,100.0,35,42.7,35,49.0,2,100.0,82,82,51.3,100.0,37,45.1,37
Hjalte Froholdt,44959,C,ARZ,3,0,1,68.6,100.0,35,42.7,35,64.6,0,100.0,82,82,60.3,100.0,37,45.1,37
Matt Feiler,9289,G,TB,3,0,30,36.9,100.0,33,41.8,33,50.7,0,100.0,79,79,66.0,100.0,36,45.6,36
Robert Hainsey,59980,C,TB,3,0,30,54.0,100.0,33,41.8,33,53.1,0,100.0,79,79,59.5,100.0,36,45.6,36
Cody Mauch,66637,G,TB,3,0,30,58.8,100.0,33,41.8,33,38.0,1,100.0,79,79,28.9,100.0,36,45.6,36
Luke Goedeke,77548,T,TB,3,0,30,56.4,100.0,33,41.8,33,71.4,0,100.0,79,79,80.3,100.0,36,45.6,36
Bernhard Raimann,77948,T,IND,3,0,14,57.1,100.0,17,21.5,17,64.5,0,100.0,79,79,63.3,100.0,59,74.7,59
Alec Pierce,78038,WR,IND,3,0,14,76.8,100.0,17,21.5,17,65.9,0,100.0,79,79,59.1,100.0,59,74.7,59
Braden Smith,46794,T,IND,3,0,14,55.5,100.0,17,21.5,17,72.6,0,100.0,79,79,76.9,100.0,59,74.7,59
Tristan Wirfs,64818,T,TB,3,0,30,84.3,100.0,33,41.8,33,77.0,0,100.0,79,79,61.1,100.0,36,45.6,36
Cade Otton,61071,TE,TB,3,0,30,53.0,100.0,33,42.3,33,50.3,0,100.0,78,78,43.8,100.0,35,44.9,35
Michael Pittman Jr.,29049,WR,IND,3,0,14,45.2,100.0,16,20.5,16,41.0,1,100.0,78,78,57.9,100.0,59,75.6,59
Desmond Ridder,55086,QB,ATL,3,0,2,60.0,91.3,21,26.9,23,60.0,0,91.8,78,85,60.0,96.5,55,70.5,57
Hunter Henry,10669,TE,NE,3,0,19,52.6,100.0,33,42.3,33,50.4,1,100.0,78,78,68.7,100.0,30,38.5,30
Mac Jones,60323,QB,NE,3,0,19,60.0,100.0,35,45.5,35,60.0,0,91.7,77,84,60.0,100.0,33,42.9,33
Amon-Ra St. Brown,84470,WR,DET,3,0,11,67.2,100.0,39,50.6,39,55.9,0,98.7,77,78,54.3,100.0,31,40.3,31
Quenton Nelson,12954,G,IND,3,0,14,43.0,100.0,16,20.8,16,53.4,0,100.0,77,77,59.5,100.0,58,75.3,58
Elijah Wilkinson,46238,G,ARZ,3,0,1,43.9,100.0,33,42.9,33,42.6,0,100.0,77,77,51.9,100.0,34,44.2,34
Lamar Jackson,46416,QB,BLT,3,0,3,60.0,82.4,42,56.0,51,60.0,0,78.9,75,95,60.0,93.5,29,38.7,31
Josh Myers,59992,C,GB,3,0,12,57.9,100.0,34,45.3,34,47.5,0,100.0,75,75,47.7,100.0,34,45.3,34
Chuma Edoga,46232,G,DAL,3,0,9,57.6,100.0,39,52.0,39,58.4,0,100.0,75,75,60.0,100.0,34,45.3,34
Jon Runyan,36661,G,GB,3,0,12,39.4,100.0,34,45.3,34,46.3,1,100.0,75,75,47.3,100.0,34,45.3,34
Connor McGovern,41714,G,BUF,3,0,4,52.0,100.0,46,61.3,46,47.7,0,100.0,75,75,60.5,100.0,15,20.0,15
Jake Ferguson,61081,TE,DAL,3,0,9,82.7,100.0,43,58.9,43,80.0,0,100.0,73,73,63.1,100.0,26,35.6,26
Drake London,86519,WR,ATL,3,0,2,55.5,100.0,22,30.1,22,65.3,0,100.0,73,73,62.0,100.0,48,65.8,48
Walker Little,52287,T,JAX,3,0,15,67.8,100.0,37,51.4,37,68.1,0,100.0,72,72,67.4,100.0,30,41.7,30
Ben Bartch,84236,G,JAX,3,0,15,44.9,100.0,37,51.4,37,57.9,0,100.0,72,72,70.9,100.0,30,41.7,30
Tua Tagovailoa,60326,QB,MIA,3,0,17,60.0,100.0,28,38.9,28,60.1,0,90.0,72,80,60.0,95.0,38,52.8,40
Mitch Morse,9482,C,BUF,3,0,4,59.4,100.0,44,61.1,44,59.3,0,100.0,72,72,53.5,100.0,14,19.4,14
Patrick Mekari,46219,T,BLT,3,0,3,62.5,100.0,38,52.8,38,61.0,0,100.0,72,72,59.5,100.0,24,33.3,24
Connor Williams,46216,C,MIA,3,0,17,60.2,100.0,21,29.2,21,84.1,2,100.0,72,72,88.9,100.0,39,54.2,39
Luke Fortner,42028,C,JAX,3,0,15,59.1,100.0,37,51.4,37,59.7,0,100.0,72,72,60.9,100.0,30,41.7,30
Coleman Shelton,39316,C,LA,3,0,26,58.0,100.0,55,77.5,55,73.8,0,100.0,71,71,94.3,100.0,10,14.1,10
Rob Havenstein,9490,T,LA,3,0,26,59.8,100.0,55,77.5,55,63.0,0,100.0,71,71,70.5,100.0,10,14.1,10
Steve Avila,77319,G,LA,3,0,26,59.0,100.0,55,77.5,55,54.9,0,100.0,71,71,48.5,100.0,10,14.1,10
Baker Mayfield,46518,QB,TB,3,0,30,60.0,100.0,33,46.5,33,60.0,0,89.9,71,79,60.0,97.2,35,49.3,36
Will Fries,41530,G,IND,3,0,14,60.0,100.0,15,21.1,15,66.7,1,100.0,71,71,73.1,100.0,53,74.6,53
Dion Dawkins,11818,T,BUF,3,0,4,73.9,100.0,44,62.0,44,72.7,0,100.0,71,71,79.2,100.0,13,18.3,13
Joshua Dobbs,11890,QB,ARZ,3,0,1,60.3,94.3,33,46.5,35,60.3,0,86.6,71,82,60.0,94.6,35,49.3,37
George Kittle,11901,TE,SF,3,0,28,57.4,100.0,20,28.2,20,75.0,0,100.0,71,71,72.7,100.0,43,60.6,43
Zion Johnson,99681,G,LAC,3,0,27,65.8,100.0,30,42.9,30,66.4,0,100.0,70,70,52.1,100.0,32,45.7,32
Jarrett Patterson,81775,C,HST,3,0,13,63.6,100.0,23,32.9,23,62.7,0,100.0,70,70,52.0,100.0,41,58.6,41
Trey Smith,62960,G,KC,3,0,16,54.6,100.0,26,37.1,26,49.6,0,100.0,70,70,45.8,100.0,30,42.9,30
Marquise Brown,61568,WR,ARZ,3,0,1,75.8,100.0,27,38.6,27,44.8,0,98.6,70,71,60.5,100.0,34,48.6,34
Rashawn Slater,59971,T,LAC,3,0,27,53.0,100.0,30,42.9,30,68.1,1,100.0,70,70,74.6,100.0,32,45.7,32
Corey Linsley,8796,C,LAC,3,0,27,59.9,100.0,30,42.9,30,65.9,0,100.0,70,70,67.9,100.0,32,45.7,32
Shaq Mason,9564,G,HST,3,0,13,69.8,100.0,23,32.9,23,69.1,0,100.0,70,70,65.7,100.0,41,58.6,41
Trey Pipkins III,91462,T,LAC,3,0,27,38.2,100.0,30,42.9,30,50.9,0,100.0,70,70,77.0,100.0,32,45.7,32
Damien Lewis,81532,G,SEA,3,0,29,64.2,100.0,16,22.9,16,67.3,0,100.0,70,70,68.7,100.0,46,65.7,46
Evan Brown,38709,C,SEA,3,0,29,63.9,100.0,16,22.9,16,62.3,1,100.0,70,70,61.4,100.0,46,65.7,46
Joe Thuney,10712,G,KC,3,0,16,53.9,100.0,26,37.1,26,65.2,0,100.0,70,70,57.7,100.0,30,42.9,30
Josh Jones,26634,T,HST,3,0,13,59.8,100.0,23,32.9,23,52.2,0,100.0,70,70,50.1,100.0,41,58.6,41
George Fant,11282,T,HST,3,0,13,75.9,100.0,23,32.9,23,71.6,0,100.0,70,70,72.0,100.0,41,58.6,41
Jamaree Salyer,81656,G,LAC,3,0,27,62.3,100.0,30,42.9,30,54.0,0,100.0,70,70,51.0,100.0,32,45.7,32
Chris Hubbard,8051,T,TEN,3,0,31,62.0,100.0,36,52.2,36,65.2,0,100.0,69,69,66.3,100.0,32,46.4,32
Andre Dillard,29250,T,TEN,3,0,31,58.6,100.0,36,52.2,36,75.7,0,100.0,69,69,87.1,100.0,32,46.4,32
Daniel Brunskill,34807,G,TEN,3,0,31,58.3,100.0,36,52.2,36,60.3,0,100.0,69,69,62.2,100.0,32,46.4,32
Matthew Stafford,4924,QB,LA,3,0,26,60.0,100.0,55,79.7,55,60.0,0,97.2,69,71,60.0,100.0,10,14.5,10
Geno Smith,7820,QB,SEA,3,0,29,60.1,100.0,16,23.2,16,60.6,0,94.5,69,73,60.0,100.0,49,71.0,49
Anton Harrison,122929,T,JAX,3,0,15,55.1,100.0,36,52.2,36,58.5,0,100.0,69,69,64.0,100.0,28,40.6,28
David Njoku,11784,TE,CLV,3,0,8,57.7,100.0,38,55.1,38,53.0,0,100.0,69,69,52.4,100.0,23,33.3,23
Aaron Brewer,46014,C,TEN,3,0,31,76.1,100.0,36,52.2,36,61.6,1,100.0,69,69,48.1,100.0,32,46.4,32
Cesar Ruiz,59857,G,NO,3,0,20,41.4,100.0,26,38.2,26,35.0,0,100.0,68,68,37.2,100.0,30,44.1,30
Tyler Biadasz,41178,C,DAL,2,0,9,58.3,100.0,34,50.0,34,52.5,0,100.0,68,68,49.7,100.0,28,41.2,28
Sam Mustipher,13026,C,BLT,3,0,3,62.8,100.0,36,52.9,36,65.1,1,100.0,68,68,80.7,100.0,22,32.4,22
Deebo Samuel,48274,WR,SF,3,0,28,58.7,95.7,22,32.4,23,54.6,1,91.9,68,74,68.5,93.3,42,61.8,45
Tyron Smith,6161,T,DAL,2,0,9,77.5,100.0,34,50.0,34,68.6,1,100.0,68,68,55.4,100.0,28,41.2,28
Zay Flowers,97268,WR,BLT,3,1,3,54.7,89.2,33,49.3,37,63.4,1,94.4,67,71,74.7,100.0,25,37.3,25
Justin Herbert,28237,QB,LAC,3,0,27,60.0,100.0,30,44.8,30,60.0,0,95.7,67,70,60.0,100.0,32,47.8,32
Zach Tom,55443,T,GB,3,0,12,59.2,100.0,31,46.3,31,70.2,0,100.0,67,67,77.1,100.0,31,46.3,31
