player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Damien Wilson,9560,LB,CAR,2,0,5,0,0,0,0,0,0,,0,0,,0,0,0,0,6.7,1,15,1,100.0,0,0,0,0,,0,0,,0,0,0,1,1,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Minkah Fitzpatrick,51206,S,PIT,2,0,25,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.0,1,103,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nick Cross,97514,S,IND,2,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,65,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,2,0,5,0,1,0,0,0,0,66.7,2,1,50.0,1,0,0,0,3.8,3,78,2,50.0,0,0,1,0,33.3,1,1,50.0,0,0,0,1,0,0
Juju Hughes,49545,S,DET,1,0,11,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benjamin St-Juste,56061,CB,WAS,2,0,32,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,2.8,2,71,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Blake Cashman,35413,LB,HST,1,0,13,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,2,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,2.5,2,81,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Derwin James,51368,S,LAC,2,0,27,0,2,0,0,2,0,60.0,3,2,33.3,0,0,0,0,6.3,5,79,3,40.0,0,0,0,0,40.0,2,1,50.0,1,1,0,1,1,0
Arthur Maulet,12224,CB,PIT,2,0,25,0,2,0,0,1,1,20.0,1,1,50.0,0,0,0,1,11.1,5,45,3,40.0,0,0,1,0,80.0,4,2,37.5,1,1,0,1,1,0
