player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jarrell Jackson,22290,CB,ILL STATE,6,2,0,33.3,0,0,188,79.0,78.4,21.5,,74.5,67.5,0,0,2,27,11.1,2,4,1,3.8,7,0,12,356,178,369,1,0,0,1,0,0,368,0,191,0,4,14,21,0,0,68,7,9.7
Stefan Williams,22300,ED,CHARLES SO,2,0,0,,0,0,135,60.0,63.2,73.5,58.5,63.3,70.8,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,1,15,13,0,2,3,8,0,2,5,9,0,1,1,0,0,0,0,0,
Devin Taylor,22317,CB,BOWL GREEN,10,6,0,42.9,0,0,122,68.4,65.8,18.2,53.0,62.5,63.7,1,2,2,36,15.8,6,9,7,41.9,18,0,39,624,303,694,18,0,0,18,0,2,676,8,383,11,9,26,42,3,0,241,65,13.4
Jordan Jones,22379,CB,CHATTNOOGA,7,4,0,73.9,0,1,137,73.5,70.6,83.4,71.4,48.3,69.4,0,1,0,57,10.3,3,0,1,128.5,17,0,45,385,263,435,3,0,0,3,0,1,432,2,170,1,8,22,23,1,2,198,98,11.6
Jarrod Stanley,22430,CB,CHARLES SO,3,1,0,61.5,0,0,135,68.5,70.0,0.0,,80.2,61.3,0,0,1,60,18.8,3,2,3,113.0,8,0,22,109,67,134,0,0,0,0,0,0,134,0,67,3,6,12,13,0,2,188,73,23.5
Eli Shepherd,22469,DI,CHATTNOOGA,1,0,0,,0,0,137,,67.7,68.3,58.6,62.5,70.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,0,4,0,0,0,0,3,1,0,1,1,0,0,0,0,0,
Nick Salley,22617,ED,CHARLES SO,8,7,0,100.0,0,0,135,76.0,66.8,89.1,59.3,67.4,51.1,2,11,0,15,21.4,6,0,0,118.8,1,3,4,0,8,474,469,0,0,456,13,0,5,250,216,1,14,15,1,16,0,15,17,15.0
Raemo Trevino,22649,ED,IDAHO ST,9,5,0,,0,0,186,59.0,58.4,54.3,58.6,60.8,35.6,2,7,0,,20.8,5,0,1,0.0,0,0,2,0,0,286,284,25,59,70,130,0,2,152,134,0,11,14,0,9,0,0,0,
Edward King,22770,LB,CHARLES SO,2,0,0,100.0,0,0,135,63.8,71.4,75.7,82.4,64.3,60.7,1,0,0,24,14.3,1,0,0,104.2,2,1,39,0,20,42,0,0,0,0,0,1,42,1,21,2,3,6,2,2,0,18,4,9.0
Cortez Davis,22974,CB,HAWAII,10,6,0,53.1,0,1,180,59.6,60.4,87.5,59.9,60.7,61.5,1,2,1,44,13.0,6,13,4,83.7,43,0,44,707,456,813,32,0,0,32,0,1,781,15,342,28,8,34,81,3,4,507,221,11.8
Kelvin Broome Jr.,23025,LB,INDIANA ST,7,7,0,40.0,0,0,191,66.6,54.5,81.4,62.9,42.2,49.3,0,3,0,19,22.7,5,1,0,56.3,2,1,219,0,93,244,19,0,0,19,0,0,225,33,118,6,6,10,5,4,0,25,3,12.5
Dru Prox,23093,LB,UTSA,8,2,0,57.1,0,1,331,53.4,68.1,76.3,86.8,71.0,76.6,2,3,0,40,5.9,1,1,0,132.7,4,1,137,0,67,140,0,0,0,0,0,0,140,11,62,3,9,14,7,6,1,73,41,18.3
Reggie Stubblefield,23441,S,KANSAS ST,8,4,1,88.2,0,0,199,58.8,64.4,20.5,65.6,78.0,55.7,0,2,0,21,17.2,5,1,2,118.4,15,1,88,2,151,268,22,0,0,22,0,2,246,26,91,154,13,20,17,3,1,131,100,8.7
Mikel Horton,23509,DI,CHARLOTTE,4,4,0,,1,0,136,60.0,74.5,31.4,67.9,77.2,78.5,2,4,0,,0.0,0,0,1,0.0,0,0,0,0,0,145,145,39,105,0,1,0,0,81,64,0,7,8,0,6,0,0,0,
Najee Reams,23773,CB,NC A&T,3,4,0,75.0,0,0,246,47.3,53.8,83.9,,77.7,69.8,0,0,0,29,11.5,3,0,0,101.6,12,0,32,71,134,220,2,0,0,2,0,61,218,0,86,54,6,19,16,0,0,142,49,11.8
Matt Stevens,23774,LB,NC CENT,3,2,0,62.5,0,0,247,70.8,69.8,77.6,53.8,67.1,78.3,0,2,0,14,8.3,1,1,0,75.0,5,0,78,0,49,91,1,0,0,1,0,0,90,4,38,12,4,9,8,2,0,40,17,8.0
Jordan Canady,23841,S,N DAKOTA,5,5,0,80.0,0,0,249,51.9,60.4,83.0,58.6,74.6,79.6,0,0,1,39,8.3,2,0,1,112.1,8,0,56,3,75,182,6,0,0,6,0,68,176,3,104,49,3,17,10,0,1,124,22,15.5
Colby Burton,23898,CB,HAWAII,3,0,0,100.0,0,0,180,61.1,62.3,78.5,57.2,67.0,82.7,0,0,0,22,0.0,0,0,1,108.3,5,0,3,92,48,98,0,0,0,0,0,0,98,2,48,3,2,7,5,0,0,50,15,10.0
Kevin Johnson,23904,S,NICHOLLS,3,0,0,50.0,0,0,243,64.9,60.0,0.0,57.7,57.6,82.7,0,1,0,31,0.0,0,0,1,76.0,2,0,6,6,38,99,35,0,0,35,0,2,64,15,46,50,4,7,4,1,0,31,9,15.5
Darion Dunn,23963,CB,TEXAS,8,4,0,55.0,0,1,311,73.2,73.4,81.5,58.6,70.1,74.5,0,0,0,52,9.5,2,1,0,88.8,11,0,16,211,135,230,3,0,0,3,0,0,227,2,93,0,4,15,20,0,1,116,29,10.5
Harrison Poole,24102,S,MERCER,7,2,0,50.0,0,0,219,66.3,65.7,83.7,54.9,64.1,78.9,0,1,0,17,5.3,1,0,0,58.0,7,0,34,1,87,197,4,0,0,4,0,36,193,5,105,122,5,16,14,1,0,48,28,6.9
Ray Haas,24109,LB,N DAKOTA,1,0,0,50.0,0,0,249,75.9,80.1,78.8,65.5,75.1,76.5,0,0,1,11,0.0,0,1,0,27.1,1,0,1,0,15,31,8,0,0,8,0,0,23,3,13,22,1,2,2,0,0,11,6,11.0
Darren Evans,24171,CB,LSU,8,0,0,68.4,0,0,211,58.9,58.1,81.8,60.0,52.6,69.1,0,1,0,24,10.0,1,1,1,133.6,13,0,19,189,138,244,1,0,0,1,0,5,243,1,105,30,2,9,19,1,3,159,52,12.2
Alvinoski LaFleur,24504,S,E MICHIGAN,8,4,0,60.0,0,0,160,52.7,60.1,84.4,84.3,68.2,58.2,0,1,0,44,17.5,7,0,0,82.7,12,2,227,6,223,412,3,0,0,3,0,66,409,4,185,110,10,29,20,3,0,147,61,12.3
Jerome Brooks III,24531,S,LIUSHAR,3,2,0,83.3,0,0,1298,58.6,58.8,79.9,58.5,59.3,64.0,0,0,1,18,14.3,3,0,1,112.5,5,0,82,0,62,119,4,0,0,4,0,17,115,3,54,16,2,16,6,0,2,66,13,13.2
Brandon Brown,24535,LB,WOFFORD,3,7,0,66.7,0,0,350,46.2,54.0,77.8,54.4,63.0,77.4,2,0,0,13,6.7,1,0,0,89.6,2,0,135,0,61,143,7,0,0,7,0,0,136,5,77,1,3,7,3,2,0,23,8,11.5
Evan Holm,24702,CB,N DAKOTA,6,3,0,72.7,1,0,249,73.9,76.3,82.1,55.3,80.0,83.4,0,0,1,18,3.6,1,2,2,80.5,16,0,23,184,115,245,5,0,0,5,0,0,240,2,128,33,7,24,22,0,1,114,60,7.1
Wyatt Hjelm,24707,ED,SACRAMENTO,6,4,0,0.0,0,0,279,58.5,60.1,47.5,65.6,57.4,44.3,0,8,0,,21.4,3,0,1,39.6,0,0,0,0,1,225,225,0,10,128,87,0,0,125,99,0,5,7,1,8,0,0,0,
Deiontae Jones,24779,CB,WSRAMS,1,1,0,100.0,0,1,1206,53.7,68.1,79.6,60.0,90.3,28.4,0,0,0,17,38.5,5,0,0,106.3,6,0,14,0,31,62,8,0,0,8,0,1,54,1,30,39,4,7,6,0,0,57,53,9.5
Jaxson Turner,24955,ED,N DAKOTA,6,6,1,80.0,0,0,249,65.7,72.4,89.7,74.5,68.3,61.9,0,6,0,18,15.4,4,0,0,97.9,8,1,5,0,49,279,201,0,0,201,0,0,78,74,156,73,14,16,10,7,0,75,40,9.4
Josiah Erickson,25044,ED,SACRAMENTO,6,5,0,50.0,0,0,279,48.6,72.6,23.3,65.2,86.0,74.0,4,6,0,7,11.5,3,0,2,58.3,1,2,2,0,17,239,237,0,0,236,1,0,2,121,101,0,15,18,2,12,0,7,10,7.0
Jace Lewis,25213,LB,MONTANA,5,2,0,47.1,0,1,232,63.1,73.5,79.2,76.7,71.5,58.7,4,11,0,19,16.1,5,1,0,77.8,8,2,285,0,123,330,34,0,0,34,0,2,296,99,108,9,17,24,17,17,1,69,56,8.6
Luc Bequette,25776,DI,CAL,8,7,3,,0,0,130,55.2,61.5,82.6,68.1,57.4,48.5,2,10,0,,19.4,7,0,0,0.0,0,2,1,0,5,387,386,21,293,1,71,0,1,211,171,0,16,22,0,14,0,0,0,
Jeremiah Moon,26453,LB,FLORIDA,9,7,0,62.5,0,1,163,57.1,64.0,88.2,68.6,63.1,74.2,1,12,0,32,12.2,6,0,0,81.3,5,2,198,2,130,412,188,0,2,186,0,0,224,90,192,24,22,36,8,15,0,52,43,10.4
Jared Folks,26468,LB,E TENN ST,4,11,0,66.7,0,0,157,68.8,75.2,0.6,71.1,74.2,89.4,1,4,0,13,0.0,0,0,1,79.9,2,1,187,0,62,196,3,0,0,3,0,5,193,33,101,1,8,14,3,6,0,16,11,8.0
Javian Smith,26638,CB,MO STATE,4,1,0,25.0,0,0,230,71.6,72.7,77.8,,70.2,47.5,0,0,0,18,25.0,1,2,0,45.8,1,0,2,66,44,74,0,0,0,0,0,5,74,0,30,1,0,2,4,0,0,18,5,18.0
Demario McCall,28012,CB,OHIO STATE,4,3,0,60.0,0,0,260,72.7,73.7,77.5,,70.1,82.5,0,0,0,10,0.0,0,1,0,64.6,3,0,2,55,34,63,0,0,0,0,0,1,63,0,29,4,2,4,5,0,0,14,8,4.7
Brenden Schooler,28253,S,TEXAS,8,4,0,77.8,0,1,311,63.2,58.5,0.0,58.7,51.8,66.7,0,0,0,20,13.8,4,0,1,97.7,7,0,30,3,113,225,4,0,0,4,0,159,221,2,110,29,3,21,9,0,0,67,19,9.6
DeValon Whitcomb,28665,DI,S DAKOTA,6,4,0,,0,0,291,,69.1,84.5,52.7,78.9,44.2,0,4,0,,22.2,2,0,0,0.0,0,0,0,0,0,256,256,96,152,1,7,0,0,147,109,0,2,3,0,4,0,0,0,
Richard Moore,28853,LB,SMU,8,7,0,77.8,0,0,287,63.0,63.0,21.4,75.0,57.4,49.5,11,5,0,46,21.2,7,0,2,158.3,7,1,267,0,133,274,1,0,0,1,0,0,273,39,102,6,17,19,9,17,2,143,137,20.4
Mekhi Stevenson,28983,WR,IDAHO,1,0,0,,0,0,185,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jack Jones,29050,CB,ARIZONA ST,8,4,0,69.7,0,1,110,73.8,73.6,84.5,,66.9,57.7,0,0,2,28,15.0,6,5,1,90.3,23,0,29,425,261,490,1,0,0,1,0,2,489,0,229,33,9,30,33,0,2,279,68,12.1
Jerone Jackson,30281,S,N COLORADO,8,8,0,62.1,0,0,253,70.0,66.0,44.6,61.1,58.6,51.3,2,0,0,48,22.0,11,2,1,96.0,18,2,166,13,287,550,17,0,0,17,0,216,533,11,252,138,12,31,29,4,1,214,118,11.9
Colby Reeder,30285,LB,DELAWARE,3,3,0,80.0,0,0,151,69.3,74.5,80.5,81.1,66.2,49.2,4,1,1,21,23.5,4,0,0,62.1,4,1,140,0,89,155,13,1,0,12,0,2,142,16,50,0,3,10,5,6,0,42,42,10.5
Nijuel Hill,30346,CB,DELAWARE,3,2,0,62.5,0,1,151,70.6,71.7,78.6,,71.8,59.5,0,0,0,25,16.7,2,2,0,84.4,10,0,39,108,94,148,1,0,0,1,0,0,147,0,54,0,5,8,16,0,0,116,58,11.6
Kelvin Azanama,30425,LB,JAMES MAD,3,3,0,100.0,0,0,197,67.0,73.4,78.4,54.4,80.4,77.4,0,1,0,12,5.0,1,0,0,104.2,2,0,124,0,80,143,6,0,0,6,0,0,137,8,55,13,9,16,2,1,0,18,8,9.0
Adeeb Atariwa,30482,ED,VIRGINIA,2,2,0,,0,0,335,,68.5,76.2,63.1,67.7,53.7,0,1,0,,20.0,1,0,0,0.0,0,0,0,0,0,38,38,0,14,15,9,0,0,16,22,0,2,2,0,1,0,0,0,
Marshaun Cameron,30624,CB,COLO STATE,9,8,0,52.5,0,0,144,49.5,56.0,84.3,64.7,79.0,87.3,0,2,1,43,2.8,1,2,8,109.5,21,0,41,452,254,505,6,0,0,6,0,1,499,3,248,5,8,27,40,2,8,331,81,15.8
Jerome Dews,31869,LB,BOWIE ST,1,0,0,,0,0,365,60.0,59.5,66.0,60.0,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,0,1,3,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,
ShawnTrez Spates,33073,CB,W ILLINOIS,5,0,0,45.5,0,0,345,63.5,58.3,80.9,57.3,35.7,38.2,0,0,0,39,33.3,4,2,3,93.4,5,0,13,166,103,192,1,0,0,1,0,0,191,3,86,12,6,8,11,0,1,61,22,12.2
Nathan Grant,33166,ED,CENT ARK,5,3,0,,0,0,132,60.0,67.2,26.9,73.7,61.8,28.8,2,4,0,,40.0,4,0,1,0.0,0,1,0,0,0,123,123,2,16,79,26,0,0,74,49,0,3,3,0,7,0,0,0,
J.W. Jones,33251,ED,CENT ARK,5,1,0,,0,1,132,61.9,62.9,52.0,68.0,52.1,53.5,3,14,0,,23.1,3,0,1,0.0,0,2,0,0,0,231,231,1,8,202,20,0,0,155,76,0,10,9,0,19,0,0,0,
Tre' Hendon,33382,LB,LNDNWD,1,1,0,100.0,0,0,949,48.1,48.6,73.8,55.4,56.6,62.5,0,0,0,12,20.0,1,0,0,109.7,3,0,22,0,8,29,2,0,0,2,0,0,27,4,17,5,1,3,3,0,0,31,32,10.3
Brian Cavicante,33444,LB,MARSHALL,7,10,0,75.0,0,0,214,40.6,62.3,81.3,72.7,77.0,72.3,0,2,0,23,9.5,2,0,1,104.2,3,1,142,0,59,147,2,0,0,2,0,0,145,10,78,3,5,9,4,3,0,38,30,12.7
Eric Johnson,33698,DI,MO STATE,6,4,1,,0,0,230,66.6,76.9,57.4,69.1,78.3,53.8,1,14,0,,16.7,3,0,1,0.0,0,2,1,0,0,317,316,77,221,0,18,0,1,183,134,0,12,11,0,17,0,0,0,
Shea Campbell,33714,LB,WESTFL,1,1,0,25.0,0,0,1269,61.2,82.5,79.7,,94.3,60.5,0,0,0,7,12.5,1,0,0,39.6,1,0,71,0,41,72,0,0,0,0,0,0,72,0,31,0,5,6,4,0,0,7,10,7.0
Brock Nichols,33753,S,USF,7,1,0,33.3,0,0,327,75.4,74.0,80.3,60.0,68.0,84.9,0,0,1,5,0.0,0,0,0,2.8,2,0,61,3,74,144,0,0,0,0,0,55,144,1,69,25,3,6,6,0,0,9,3,4.5
Nick Harper Jr.,33892,CB,TENN STATE,2,1,0,50.0,0,0,308,64.8,65.9,79.4,58.2,69.2,81.6,0,0,0,25,0.0,0,0,0,85.4,2,0,3,114,63,120,2,0,0,2,0,0,118,1,56,1,1,5,4,0,0,40,4,20.0
Meiko Dotson,33902,CB,FLORIDA ST,6,0,0,63.6,0,1,167,63.5,63.2,79.8,55.2,62.0,71.2,0,0,0,59,8.3,1,0,0,133.9,7,0,6,127,66,141,0,0,0,0,0,3,141,2,73,5,4,11,11,0,1,128,38,18.3
Eryk Preston,33903,ED,W ILLINOIS,3,1,0,,0,0,345,61.9,60.0,3.1,59.4,64.6,78.0,0,1,0,,0.0,0,0,1,0.0,0,0,4,0,2,70,66,0,0,66,0,0,4,35,33,0,2,2,0,1,0,0,0,
Billy Nelson,33930,CB,W OREGON,1,1,0,66.7,0,0,411,62.2,60.3,0.0,,67.8,80.1,0,0,0,20,0.0,0,0,1,109.7,2,0,4,35,24,39,0,0,0,0,0,0,39,0,15,0,0,3,3,0,0,39,12,19.5
Omar Hicks,33988,CB,MONTANA,5,3,0,47.4,0,0,232,63.4,65.4,82.4,51.2,74.8,58.1,0,2,0,35,14.3,3,0,1,65.0,9,0,23,273,183,299,3,0,0,3,0,0,296,5,111,0,4,15,19,2,0,107,61,11.9
Tyler Lovelace,34086,LB,MO STATE,6,3,0,100.0,0,0,230,59.7,75.0,82.4,58.8,89.2,88.3,1,2,0,7,4.8,1,0,0,121.5,3,1,43,14,41,129,61,0,0,61,0,0,68,22,66,11,13,17,3,4,1,11,2,3.7
Jordan Williams,34541,ED,MERCER,7,1,0,60.0,0,0,219,51.0,67.5,37.1,81.5,66.8,48.9,3,3,0,18,22.2,4,0,1,87.9,3,1,19,1,33,180,146,0,0,145,1,0,34,47,100,13,9,13,5,7,0,43,14,14.3
Denzel Feaster,34561,LB,UTSA,9,7,0,60.0,0,0,331,41.9,52.9,79.5,54.0,68.1,66.7,0,0,0,16,12.0,3,0,0,85.4,3,0,183,0,104,190,0,0,0,0,0,0,190,7,79,7,7,15,5,0,0,40,4,13.3
Ferrod Gardner,34595,LB,LA LAFAYET,7,12,0,76.9,0,0,207,39.5,61.1,77.7,68.5,73.9,69.9,2,3,0,30,12.0,6,1,0,109.8,10,3,330,0,140,360,2,0,0,2,0,0,358,29,191,28,22,32,13,8,0,136,75,13.6
Alonzo Craighton,34672,S,N ALABAMA,4,4,0,100.0,0,1,389,72.3,73.5,6.1,,77.5,76.2,0,0,0,30,10.3,3,0,1,108.3,6,0,76,0,131,262,3,0,0,3,0,153,259,0,131,30,5,22,6,0,0,60,29,10.0
John Petrishen,35069,LB,PITTSBURGH,10,14,0,90.0,0,0,268,62.7,66.8,79.4,61.3,73.0,61.0,0,2,3,71,18.4,9,0,0,71.9,18,3,204,0,187,369,4,0,0,4,0,0,365,42,140,161,17,26,20,5,0,215,254,11.9
Eddie Gonzales III,35429,DI,N COLORADO,6,7,0,,0,0,253,58.1,79.1,82.6,61.8,88.0,74.7,1,8,0,,5.3,1,0,0,0.0,0,2,2,0,0,222,220,70,82,39,29,0,2,117,105,0,8,11,0,11,0,0,0,
Arsante Conners,35570,ED,LNDNWD,1,2,0,,0,0,949,,64.2,75.4,71.5,58.0,76.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,2,18,0,0,0,7,13,0,1,2,0,0,0,0,0,
Inoke Moala,35979,ED,INDIANA ST,8,2,0,100.0,0,2,191,60.7,86.9,84.0,83.6,79.4,55.2,5,21,0,5,21.7,5,0,0,87.5,1,9,16,0,3,334,318,4,34,138,142,0,16,200,131,0,20,16,1,35,0,5,9,5.0
Taylor Powell,35983,LB,SACRAMENTO,6,11,0,50.0,0,0,279,62.0,64.7,21.0,62.0,68.9,51.3,0,1,0,13,17.1,6,2,1,59.4,6,1,225,0,123,276,8,0,0,8,0,0,268,35,118,43,7,18,12,2,0,45,26,7.5
Stephon Williams,36017,LB,WESTFL,1,3,0,100.0,0,0,1269,66.5,80.5,75.7,56.9,91.2,82.0,0,1,0,7,0.0,0,0,0,95.8,1,0,32,0,23,47,0,0,0,0,0,0,47,2,22,14,2,3,1,1,0,7,10,7.0
Richie Kittles,36137,S,NC A&T,3,6,0,60.0,0,0,246,54.2,57.7,81.5,59.2,64.9,56.2,0,0,0,17,17.6,3,0,1,112.1,6,0,71,1,111,183,13,0,0,13,0,54,170,3,69,44,4,8,10,0,1,64,12,10.7
Cristian Williams,36151,S,TULSA,5,6,0,45.5,0,0,320,53.2,53.8,83.1,53.6,56.7,50.6,0,0,0,34,21.9,7,1,0,65.0,5,0,61,2,149,256,2,0,0,2,0,162,254,4,103,29,7,19,11,0,0,66,41,13.2
Brandon Lopez,36327,DI,STNY BROOK,3,2,1,,0,0,303,,60.1,0.0,65.6,61.4,59.8,0,1,0,,12.5,1,0,2,0.0,0,1,0,0,0,141,141,53,76,0,12,0,0,64,77,0,5,5,0,2,0,0,0,
Scott Patchan,36449,ED,COLO STATE,9,8,2,,0,3,144,66.5,86.5,31.0,91.6,72.4,52.1,6,24,0,,18.2,8,0,4,0.0,0,6,0,0,18,607,607,0,20,564,23,0,0,292,297,0,27,28,0,36,0,0,0,
Elijah Taylor,36723,ED,TULSA,8,3,0,,0,1,320,61.3,71.9,32.8,61.5,76.6,62.4,0,3,0,,14.3,2,0,1,0.0,0,2,0,0,0,145,145,0,58,65,22,0,0,75,70,0,10,9,0,5,0,0,0,
Thad Mangum,36819,DI,USF,9,5,0,,0,0,327,61.0,48.9,62.1,56.4,45.5,25.0,2,6,0,,33.3,12,0,1,0.0,0,0,0,0,2,421,421,21,176,49,175,0,0,207,212,0,12,19,0,8,0,0,0,
Micah Dew-Treadway,37050,DI,MINNESOTA,9,8,1,,0,0,225,66.6,66.4,84.9,63.2,63.8,66.4,0,4,0,,7.1,1,0,1,0.0,0,0,0,0,0,245,245,97,148,0,0,0,0,121,124,0,2,5,0,4,0,0,0,
Tony Fair,37101,DI,AUBURN,9,3,0,,0,0,115,,64.2,38.2,60.9,66.6,27.3,2,1,0,,25.0,2,0,1,0.0,0,0,1,0,0,173,172,67,105,0,0,0,1,82,91,0,3,3,0,3,0,0,0,
Cameron Goode,38410,ED,CAL,8,14,3,100.0,0,0,130,66.1,71.1,32.8,73.1,67.6,54.9,5,16,0,6,23.4,11,0,3,91.7,1,6,10,0,31,492,462,0,3,455,4,0,30,262,199,20,19,22,1,27,0,6,2,6.0
Josh Drayden,38498,CB,CAL,9,11,0,66.7,1,0,130,57.6,63.5,50.3,64.6,83.7,57.4,0,3,0,26,18.0,9,2,2,103.3,26,0,81,92,347,621,14,0,0,14,0,6,607,12,262,428,8,30,39,3,2,267,95,10.3
Viane Moala,38501,DI,UTAH,3,1,1,,0,0,328,,61.8,80.2,74.4,51.9,49.8,0,9,0,,20.0,1,0,0,0.0,0,0,0,0,0,132,132,20,111,0,1,0,0,59,73,0,3,3,0,9,0,0,0,
Demetris Robertson,38547,WR,AUBURN,2,0,0,,0,0,115,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Tristen Vance,39045,LB,N ARIZONA,8,22,0,89.5,0,1,252,71.5,66.2,46.1,55.2,63.7,90.3,0,6,0,23,3.1,2,1,1,135.1,17,1,435,0,250,504,27,0,0,27,0,5,477,42,212,37,22,41,19,7,2,152,107,8.9
Jack Sendelbach,39346,LB,E WASHGTON,7,21,0,81.0,0,0,161,66.6,76.3,83.8,68.8,78.5,56.2,3,7,0,30,16.1,14,0,0,92.9,17,1,435,0,224,453,3,0,0,3,0,6,450,31,198,9,41,52,21,11,0,132,95,7.8
De'Vante Cross,39851,CB,VIRGINIA,8,2,0,57.6,0,0,335,47.2,49.3,87.9,60.0,54.0,47.2,0,0,1,92,14.7,5,4,0,110.8,19,0,126,16,275,535,10,0,0,10,0,55,525,2,258,328,4,27,33,0,3,341,142,17.9
Jordan Carmouche,39951,LB,HOUSTON,5,3,0,62.5,0,0,182,54.0,57.7,76.3,,62.2,63.5,0,0,0,13,11.1,1,1,0,76.0,5,0,58,0,29,60,0,0,0,0,0,0,60,0,31,2,2,5,8,0,0,42,31,8.4
Derrion Rakestraw,39968,S,TULANE,8,6,0,88.9,0,0,319,62.4,64.3,83.1,63.9,65.8,65.4,1,1,1,14,14.3,5,0,0,93.5,8,0,77,2,125,234,1,0,0,1,0,127,233,3,106,27,8,24,9,2,3,58,34,7.3
Tyrell Alexander,39986,WR,VANDERBILT,1,0,0,,0,0,333,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
