Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2023-08-06 23:19:58 UTC,70,e6702b91-fbd1-403a-bfaf-1c956d182167,Trevor,Lawrence,JAX,QB,b28e31ca-e0e4-4b5f-ae52-5a82758f9fc2,3806bf5f-66e1-4bed-84ab-77ed2e1e6bec,,12,,The Slow Puppy,d86bffee-9a42-4344-8492-e033cb5ba084,5.0,500000.0,111780,,,,,,,,,,
2023-08-03 13:14:55 UTC,22,bb1733b2-595b-4b11-966d-2887691105cf,Patrick,Mahomes,KC,QB,b28e31ca-e0e4-4b5f-ae52-5a82758f9fc2,3806bf5f-66e1-4bed-84ab-77ed2e1e6bec,,12,,The Slow Puppy,d86bffee-9a42-4344-8492-e033cb5ba084,5.0,500000.0,111780,,,,,,,,,,
2023-05-08 18:49:53 UTC,179,4526aca9-a5ba-4ba1-9778-e4b19de4c832,C.J.,Stroud,HOU,QB,b3354fdb-90db-4699-bbd1-9742b86ce044,3bf02402-f847-49da-945f-9cc64dd16e78,,12,,The Puppy,d8e7ff26-dbfd-4adf-983c-da06d32c8f26,5.0,500000.0,111780,,,,,,,,,,
2023-05-08 18:17:53 UTC,14,101fc039-c9c3-4b4f-ace9-07aac10a238e,Josh,Allen,BUF,QB,b3354fdb-90db-4699-bbd1-9742b86ce044,3bf02402-f847-49da-945f-9cc64dd16e78,,12,,The Puppy,d8e7ff26-dbfd-4adf-983c-da06d32c8f26,5.0,500000.0,111780,,,,,,,,,,
2023-06-08 19:19:24 UTC,114,ac37bc17-06c1-4692-b402-5648f4f266ca,Anthony,Richardson,IND,QB,4bc0582f-f4fd-4089-9db4-69f277fbaf48,5af1cb20-9959-49f6-baa6-299225f21303,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-08 19:01:10 UTC,31,bb1733b2-595b-4b11-966d-2887691105cf,Patrick,Mahomes,KC,QB,4bc0582f-f4fd-4089-9db4-69f277fbaf48,5af1cb20-9959-49f6-baa6-299225f21303,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-12 22:12:15 UTC,192,4526aca9-a5ba-4ba1-9778-e4b19de4c832,C.J.,Stroud,HOU,QB,7adc5c9c-1ddc-4ecc-b2d4-4bfdd29a4330,9c8bd318-692c-4525-9772-2e05e7e85599,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-12 21:33:32 UTC,24,9625ce66-d923-4cba-b7bb-cb7287938712,Jalen,Hurts,PHI,QB,7adc5c9c-1ddc-4ecc-b2d4-4bfdd29a4330,9c8bd318-692c-4525-9772-2e05e7e85599,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-21 11:18:40 UTC,186,20c053e3-ace2-4da3-8e11-ee5885bf6e55,Brock,Purdy,SF,QB,a1a76325-ea25-44ad-96f5-9b27d5fcdf07,b71fe696-f433-4d03-9b81-128caaeeb41d,,12,,The Chihuahua,b474fa00-b229-45c4-a634-5b2cd066a64f,4.0,250000.0,70500,,,,,,,,,,
2023-06-21 11:16:43 UTC,175,4526aca9-a5ba-4ba1-9778-e4b19de4c832,C.J.,Stroud,HOU,QB,a1a76325-ea25-44ad-96f5-9b27d5fcdf07,b71fe696-f433-4d03-9b81-128caaeeb41d,,12,,The Chihuahua,b474fa00-b229-45c4-a634-5b2cd066a64f,4.0,250000.0,70500,,,,,,,,,,
2023-06-21 11:00:15 UTC,103,9ef91c3f-d46a-4549-8687-b6566d9de436,Geno,Smith,SEA,QB,a1a76325-ea25-44ad-96f5-9b27d5fcdf07,b71fe696-f433-4d03-9b81-128caaeeb41d,,12,,The Chihuahua,b474fa00-b229-45c4-a634-5b2cd066a64f,4.0,250000.0,70500,,,,,,,,,,
2023-06-09 19:53:41 UTC,149,30930002-043f-4dd6-9beb-83b1162315f7,Derek,Carr,NO,QB,993873e9-494d-48a3-a011-cc48a430b038,004d9d4e-f861-453f-9004-c84027d0c5c2,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-09 19:27:59 UTC,29,101fc039-c9c3-4b4f-ace9-07aac10a238e,Josh,Allen,BUF,QB,993873e9-494d-48a3-a011-cc48a430b038,004d9d4e-f861-453f-9004-c84027d0c5c2,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-14 21:56:47 UTC,168,8772221a-f4e8-4489-ac46-eba16556dd62,Kenny,Pickett,PIT,QB,5a469c9a-1382-478a-b63a-217e9b8f71c2,7b80700a-84ce-4a44-a4fb-3c622d644c9a,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-14 21:23:38 UTC,24,bb1733b2-595b-4b11-966d-2887691105cf,Patrick,Mahomes,KC,QB,5a469c9a-1382-478a-b63a-217e9b8f71c2,7b80700a-84ce-4a44-a4fb-3c622d644c9a,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-15 12:07:59 UTC,118,a92b5436-6ebf-42b5-8198-66c15c25b6c5,Daniel,Jones,NYG,QB,2103ae47-8d1c-4922-9c1a-ccafd81acb57,d8483564-4f5d-4be9-9207-44bd9db67f0e,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
2023-06-15 11:48:48 UTC,27,9625ce66-d923-4cba-b7bb-cb7287938712,Jalen,Hurts,PHI,QB,2103ae47-8d1c-4922-9c1a-ccafd81acb57,d8483564-4f5d-4be9-9207-44bd9db67f0e,,12,,The Puppy 2,4a24f75f-95b1-4cd4-bcea-ea957d5b2e73,5.0,1000000.0,225360,,,,,,,,,,
