player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,11,412,0,20,2,7.8,53.8,88.4,18.1,9.8,0,2,15.4,60.9,1,31,16.7,2,2,44.7,7,137,33.3,155,1,8,13,0,93,43,0.7,13.3,0,2,5.2,81.8,93.8,12.5,10.2,0,2,9.1,67.0,0,26,3.8,1,2,126.7,18,240,58.3,256,11,23,22,2,157,74,0.7,8.7
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.4,11.5,0,3,37.5,78.8,0,23,0.0,0,3,75.5,5,97,51.1,100,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,20.0,20.0,0,0,0.0,66.1,0,25,0.0,0,0,117.7,4,82,43.2,83,1,4,4,0,49,10,0.6,12.3
Steve McLendon,5232,DI,TB,7,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,1.7,,,0,0,,65.6,1,,0.0,0,0,0.0,0,1,50.0,59,0,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,10,7,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,72,0,0,0,0,0,0,,,0,0,3.0,100.0,1.6,3.0,3.0,1,0,0.0,57.9,0,5,0.0,0,0,87.5,1,3,42.9,191,4,2,1,0,5,2,1.7,5.0
Joe Haden,5532,CB,PIT,8,285,0,25,2,12.4,87.5,100.0,7.9,6.9,0,1,12.5,46.9,0,37,14.3,1,1,118.8,7,61,21.4,61,0,4,8,0,111,36,2.0,15.9,0,1,12.6,52.6,100.0,18.3,9.6,0,3,15.8,70.9,0,14,20.0,2,3,82.8,10,192,67.4,192,3,7,19,1,88,31,0.5,8.8
Jason Pierre-Paul,5540,ED,TB,8,34,0,30,0,,,1.6,,,0,0,,55.7,0,,100.0,1,0,0.0,0,1,2.9,63,0,0,0,0,0,0,0.0,,0,1,5.4,100.0,12.4,5.0,5.0,0,0,0.0,72.5,0,24,25.0,4,0,147.1,5,26,76.5,209,5,11,5,1,49,22,2.0,9.8
Kareem Jackson,5545,S,DEN,10,372,0,10,0,12.8,66.7,98.8,39.3,26.2,0,0,0.0,66.5,1,14,25.0,5,0,38.2,4,164,44.1,166,1,15,6,0,29,15,0.2,7.3,0,0,4.3,87.5,100.0,13.1,11.5,0,0,0.0,55.3,0,17,6.3,1,0,100.0,7,98,26.3,98,3,15,8,0,64,35,0.7,9.1
Devin McCourty,5552,S,NE,11,399,0,19,0,7.2,60.0,98.8,52.3,31.4,1,1,20.0,60.8,1,13,11.1,1,1,35.8,3,166,41.6,168,0,8,5,0,28,7,0.2,9.3,0,5,20.0,40.0,98.6,49.0,19.6,0,4,40.0,68.9,0,33,6.3,1,4,69.2,4,207,51.9,210,0,10,10,0,81,15,0.4,20.3
Jerry Hughes,5556,ED,BUF,11,14,0,4,0,14.0,0.0,5.3,,4.0,0,0,0.0,72.2,0,,0.0,0,0,39.6,0,4,28.6,76,1,1,1,0,0,0,0.0,,0,1,3.5,50.0,5.7,7.0,3.5,0,0,0.0,42.1,0,18,0.0,0,0,81.3,1,8,57.1,140,1,0,2,0,18,3,2.6,18.0
Carlos Dunlap,5579,ED,SEA,10,27,0,29,1,,,2.0,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,3.7,50,1,1,0,0,0,0,,,0,0,1.5,100.0,15.2,10.5,10.5,0,0,0.0,51.1,0,4,,0,0,79.2,2,22,81.5,145,0,0,2,0,5,2,0.2,2.5
