player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,12,246,43,17,42.2,632,0,1499,2,12,43,837,68.0,32,58,24,2,107,72.8,83.2,58.8,,56.7,70.5,83.3,56.6,72,1,267,29,227,313,0,0,33,275,11,1499,837,3.4,6.1,1.18,133
Derrick Henry,10679,HB,BLT,13,240,51,18,44.0,619,0,1407,0,2,51,848,74.0,29,64,3,3,106,59.6,91.9,20.0,,88.2,68.1,91.1,56.5,87,2,125,13,131,294,0,0,14,253,13,1407,848,3.53,5.9,0.95,133
Kyren Williams,97118,HB,LA,12,222,36,5,11.8,109,0,926,1,4,36,618,44.9,20,63,26,5,104,35.5,65.3,87.3,,31.8,55.4,70.8,57.7,30,0,145,26,277,251,0,0,30,248,10,926,618,2.78,4.2,0.52,112
Josh Jacobs,45953,HB,GB,12,221,54,8,22.7,224,0,987,0,14,54,776,96.3,26,51,12,2,106,70.6,90.7,53.3,,42.5,81.7,90.3,54.9,38,1,260,27,198,249,0,0,32,248,8,987,776,3.51,4.5,1.31,113
Najee Harris,57121,HB,PIT,12,207,55,9,26.2,216,0,824,4,11,55,609,82.3,23,39,25,0,60,90.8,79.8,85.1,,60.9,60.8,79.9,67.5,36,0,249,29,167,241,0,0,35,236,4,824,609,2.94,4.0,1.49,146
Alvin Kamara,11822,HB,NO,12,206,40,9,18.5,165,0,894,7,5,40,573,47.2,23,50,20,1,44,83.4,73.5,86.9,,43.6,58.8,78.4,57.6,24,0,450,59,272,238,0,0,77,265,6,894,573,2.78,4.3,1.65,152
Joe Mixon,11803,HB,HST,10,205,32,10,32.2,286,0,887,3,9,32,599,51.6,25,46,13,0,57,90.8,75.3,46.1,54.9,60.3,66.4,74.8,74.5,59,2,244,27,184,225,0,0,37,232,11,887,599,2.92,4.3,1.33,146
Bijan Robinson,123126,HB,ATL,12,193,42,9,21.2,188,0,885,1,18,42,592,75.4,16,43,2,0,43,90.8,91.4,87.5,,57.4,90.2,90.5,81.7,37,2,392,51,273,212,0,0,55,244,7,885,592,3.07,4.6,1.44,148
Tony Pollard,27126,HB,TEN,12,192,30,10,27.4,229,1,835,6,4,30,680,52.6,24,38,31,1,105,81.7,69.8,27.9,,51.4,55.0,74.6,76.0,41,2,211,37,252,231,0,0,49,229,4,835,680,3.54,4.3,0.84,79
Chuba Hubbard,57373,HB,CAR,12,189,38,12,29.7,273,0,919,1,7,38,668,72.3,20,47,5,4,58,39.3,73.7,87.7,,53.0,37.9,85.4,53.9,38,0,126,31,255,208,0,0,38,220,7,919,668,3.53,4.9,0.49,126
Jonathan Taylor,57488,HB,IND,10,186,21,11,34.5,277,0,804,2,6,21,500,36.3,21,42,14,2,78,65.1,49.4,52.1,,36.3,38.4,56.6,44.0,58,2,118,14,191,238,0,0,22,200,5,804,500,2.69,4.3,0.62,108
Aaron Jones,11937,HB,MIN,12,184,32,8,24.6,202,0,820,1,5,32,553,50.8,18,34,18,5,76,28.7,70.9,49.6,,74.0,70.2,69.1,50.1,41,1,291,35,214,216,0,0,40,219,3,820,553,3.01,4.5,1.36,107
James Conner,11860,HB,ARZ,12,183,54,10,22.4,173,0,773,2,16,54,630,112.1,25,52,1,3,127,53.4,85.4,87.7,,73.7,59.8,88.2,62.1,22,0,301,32,201,216,0,0,37,215,5,773,630,3.44,4.2,1.5,54
Rhamondre Stevenson,98689,HB,NE,12,180,37,6,19.7,132,1,671,1,10,37,510,63.1,16,33,19,6,106,29.1,68.4,55.2,,69.3,61.8,68.3,72.6,33,3,139,31,232,194,0,0,37,211,6,671,510,2.83,3.7,0.6,70
D'Andre Swift,57212,HB,CHI,12,179,29,8,32.2,227,0,704,1,6,29,441,40.7,14,28,6,2,85,65.6,62.0,55.2,,28.0,60.5,66.4,33.1,56,4,313,33,249,207,0,0,38,212,5,704,441,2.46,3.9,1.26,83
David Montgomery,45719,HB,DET,12,166,38,5,12.4,89,0,720,0,17,38,531,91.2,16,47,11,2,57,63.2,85.3,32.4,69.5,41.3,90.1,80.2,60.0,21,1,277,27,123,173,0,0,28,193,11,720,531,3.2,4.3,2.25,105
Breece Hall,97636,HB,NYJ,12,164,27,8,25.7,178,0,692,6,10,27,523,56.2,20,26,22,6,64,27.2,56.5,28.3,,55.8,50.2,61.0,56.2,42,2,401,46,296,185,0,0,61,210,4,692,523,3.19,4.2,1.35,98
Jahmyr Gibbs,122474,HB,DET,12,163,42,19,44.4,432,0,973,0,3,42,571,82.5,29,45,11,1,56,77.3,81.6,0.0,,28.9,63.9,87.3,74.2,70,3,282,28,192,176,0,0,36,191,10,973,571,3.5,6.0,1.47,103
Kareem Hunt,11841,HB,KC,9,162,20,2,5.4,32,0,592,0,7,20,377,34.7,8,31,16,0,59,90.4,69.5,86.5,,72.4,65.4,68.1,60.3,17,0,135,19,156,178,0,0,22,181,5,592,377,2.33,3.7,0.87,96
J.K. Dobbins,57366,HB,LAC,11,158,33,10,38.6,296,0,766,2,4,33,497,62.6,24,39,27,0,84,90.4,67.3,86.5,,69.9,56.7,67.3,69.8,61,0,134,28,177,177,0,0,32,186,8,766,497,3.15,4.8,0.76,71
Jordan Mason,62946,HB,SF,12,153,37,12,36.9,291,0,789,0,3,37,512,81.6,23,38,28,3,42,43.4,72.7,85.7,,44.5,53.4,76.1,67.3,38,0,91,11,170,175,0,0,14,164,3,789,512,3.35,5.2,0.54,109
Chase Brown,77787,HB,CIN,12,152,30,8,28.4,192,0,677,3,8,30,467,61.4,17,29,7,2,58,63.1,73.8,87.7,,40.6,69.5,74.9,60.1,40,0,237,38,216,166,0,0,45,190,6,677,467,3.07,4.5,1.1,90
James Cook,83666,HB,BUF,11,151,27,7,28.6,201,0,703,3,3,27,483,54.2,17,37,4,0,62,90.3,76.4,85.1,,73.4,52.8,81.7,29.4,65,0,195,26,174,168,0,0,32,177,11,703,483,3.2,4.7,1.12,88
Kenneth Walker III,97199,HB,SEA,10,145,58,6,24.0,130,1,542,1,12,58,447,117.9,12,26,29,1,65,76.3,88.5,19.7,,46.6,70.4,91.1,68.7,28,2,271,38,206,169,0,0,44,183,7,542,447,3.08,3.7,1.32,76
De'Von Achane,124305,HB,MIA,12,139,23,6,24.3,140,1,576,0,12,23,406,52.2,16,25,17,0,44,90.4,79.3,55.6,,18.7,81.1,78.9,37.9,47,1,429,57,259,179,0,0,62,196,3,576,406,2.92,4.1,1.66,88
Brian Robinson,57120,HB,WAS,10,138,23,9,34.1,218,0,640,1,6,23,465,65.1,14,36,32,0,65,90.0,79.2,88.0,,58.9,68.3,77.7,67.1,40,0,105,12,117,174,0,0,15,150,8,640,465,3.37,4.6,0.9,68
Rico Dowdle,40693,HB,DAL,11,134,26,5,15.2,91,0,600,3,7,26,427,63.3,13,31,9,2,41,58.0,67.8,87.1,,69.7,65.4,66.7,55.3,22,0,195,32,187,160,0,0,40,166,1,600,427,3.19,4.5,1.04,81
Bucky Irving,144970,HB,TB,12,132,38,9,34.9,254,0,727,1,18,38,550,139.7,18,35,30,2,75,59.2,88.9,85.9,,49.1,90.3,84.2,66.2,56,0,285,35,165,153,0,0,36,167,6,727,550,4.17,5.5,1.73,49
Tyrone Tracy,84226,HB,NYG,12,125,24,8,33.4,207,0,619,3,8,24,392,67.4,15,30,21,3,54,28.0,65.9,88.4,,60.0,46.1,75.5,39.3,45,0,178,24,206,161,0,0,29,149,4,619,392,3.14,5.0,0.86,62
Javonte Williams,77803,HB,DEN,13,124,20,3,11.9,53,0,446,4,7,20,297,39.9,11,26,10,2,60,57.3,60.4,47.7,,66.9,59.2,61.1,42.0,20,1,259,38,212,146,0,0,47,162,4,446,297,2.4,3.6,1.22,61
Jalen Hurts,40291,QB,PHI,12,124,14,1,3.7,18,0,212,0,0,8,111,10.3,13,51,24,8,17,53.8,75.9,74.8,66.4,,,87.4,60.1,24,1,0,0,0,391,273,31,0,93,12,485,219,1.77,3.9,,18
Lamar Jackson,46416,QB,BLT,13,111,35,7,22.4,151,0,378,0,0,16,152,41.0,28,35,3,8,25,43.6,91.7,62.8,90.4,,,81.6,60.5,39,4,0,0,0,376,295,34,0,77,3,673,341,3.07,6.1,,30
Jayden Daniels,97993,QB,WAS,13,108,22,3,13.4,79,1,182,0,0,6,102,21.0,18,36,32,4,20,65.0,87.9,88.9,83.1,,,81.4,60.4,46,1,0,0,0,328,408,54,0,54,6,590,380,3.52,5.5,,15
Rachaad White,131633,HB,TB,11,103,16,4,30.1,126,0,419,0,11,16,322,59.4,6,21,30,1,39,70.4,74.7,89.0,,65.8,76.6,71.6,67.7,56,0,303,39,220,135,0,0,42,142,2,419,322,3.13,4.1,1.38,60
Tank Bigsby,123974,HB,JAX,10,102,30,8,44.2,242,0,547,1,4,30,436,137.1,15,22,15,1,54,28.9,75.9,84.2,,37.2,42.5,81.4,59.6,65,0,43,4,94,119,0,0,5,106,4,547,436,4.27,5.4,0.46,45
Alexander Mattison,45817,HB,LV,10,97,13,3,18.1,58,0,320,1,12,13,244,51.5,5,20,23,0,37,88.7,67.1,85.8,,36.1,72.3,66.9,58.1,24,0,245,25,152,114,0,0,29,122,3,320,244,2.52,3.3,1.61,59
Travis Etienne Jr.,57185,HB,JAX,10,95,11,5,24.5,91,0,371,2,3,11,211,25.9,11,20,15,1,58,67.1,58.2,85.8,,18.3,60.4,63.1,57.9,22,0,114,25,159,107,0,0,33,120,2,371,211,2.22,3.9,0.72,35
Tyler Allgeier,83639,HB,ATL,12,93,21,6,26.1,116,0,445,0,4,21,341,89.0,13,28,2,0,23,87.8,80.4,80.4,,54.0,63.8,81.7,49.1,24,0,62,10,78,114,0,0,10,103,2,445,341,3.67,4.8,0.79,69
Devin Singletary,40485,HB,NYG,10,87,23,4,28.1,98,0,349,1,5,23,254,79.4,9,20,21,2,47,40.5,62.7,84.5,,76.6,55.6,62.8,51.8,43,0,99,16,118,113,0,0,19,103,3,349,254,2.92,4.0,0.84,38
Nick Chubb,45783,HB,CLV,6,82,16,1,6.2,15,0,243,1,1,16,215,51.2,4,14,8,0,29,86.5,61.5,80.8,,54.6,48.4,64.1,59.9,15,0,31,5,66,92,0,0,7,87,3,243,215,2.62,3.0,0.47,50
Ray Davis,101072,HB,BUF,12,80,21,3,15.5,53,1,342,0,1,21,231,69.8,10,20,4,0,47,87.2,75.2,11.8,,25.8,75.2,74.3,60.5,22,1,153,11,54,103,0,0,11,91,3,342,231,2.89,4.3,2.83,33
Jaleel McLaughlin,138346,HB,DEN,13,80,22,5,24.3,89,0,367,0,4,22,211,70.7,11,17,10,1,20,61.2,65.9,85.3,,21.8,49.3,73.6,61.0,21,0,47,17,118,104,0,0,18,97,1,367,211,2.64,4.6,0.4,54
