player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,10,75.2,399,427,7.6,2.27,5,22,4.9,66.0,282,0,82,6.0,445,18,140,30,79.7,78.1,77.9,43.2,1,2,472,1,17.1,91.9,3.1,14,2,3,19,12,10,2.1,2805,6.6
Justin Herbert,28237,QB,LAC,10,78.2,376,416,6.9,2.77,15,14,3.2,66.6,277,1,157,5.8,451,17,133,27,88.6,77.7,75.3,68.9,10,7,469,1,10.8,90.7,3.8,17,16,0,15,16,7,1.5,2730,6.6
Patrick Mahomes,11765,QB,KC,10,78.2,363,400,7.9,2.81,5,20,4.6,66.3,265,0,158,6.7,448,19,184,16,88.9,91.2,88.3,87.6,7,7,484,1,10.8,107.3,3.8,17,29,0,25,28,11,2.3,3265,8.2
Kirk Cousins,7102,QB,MIN,10,76.5,332,377,7.6,2.7,7,15,3.7,63.4,239,0,155,5.9,412,15,130,18,58.0,70.6,70.1,65.0,10,8,441,5,17.4,85.6,6.6,27,8,2,26,14,14,3.2,2460,6.5
Aaron Rodgers,2241,QB,GB,11,75.2,347,376,8.2,2.59,4,24,6.0,64.6,243,0,109,6.9,405,18,118,12,76.3,78.4,76.3,68.4,3,7,431,5,19.3,93.2,5.2,21,7,1,21,19,9,2.1,2542,6.8
Joe Burrow,28022,QB,CIN,10,78.8,340,372,7.5,2.48,15,15,3.8,69.1,257,0,110,4.1,419,11,142,7,69.0,84.6,82.4,72.1,5,8,443,2,29.1,102.8,7.6,32,14,0,12,22,10,2.3,2890,7.8
Josh Allen,46601,QB,BUF,10,75.6,336,368,9.2,2.79,12,26,6.8,64.7,238,0,141,6.3,424,16,165,4,63.2,90.7,80.6,93.9,2,10,440,2,14.2,96.9,4.7,20,35,1,17,21,19,4.3,2930,8.0
Kyler Murray,38334,QB,ARZ,9,77.3,330,360,7.0,2.56,9,8,2.1,66.7,240,0,110,5.9,407,15,116,1,43.8,65.2,62.8,66.6,2,6,437,1,21.8,86.8,5.9,24,21,3,16,12,16,3.7,2163,6.0
Matt Ryan,4317,QB,IND,9,79.6,324,357,6.3,2.58,8,3,0.8,69.2,247,0,130,4.3,393,11,125,14,28.7,62.4,62.1,57.9,3,9,415,3,22.3,87.2,7.4,29,7,1,21,10,15,3.6,2451,6.9
Trevor Lawrence,77632,QB,JAX,10,76.5,324,348,8.1,2.49,9,13,3.5,65.2,227,0,104,8.5,380,21,128,15,46.3,67.2,63.9,73.3,2,6,404,3,16.3,89.7,4.5,17,13,2,11,13,12,3.0,2340,6.7
Derek Carr,8671,QB,LV,10,72.2,316,347,9.2,2.74,5,14,3.8,62.2,216,0,130,5.3,375,12,116,23,64.3,65.3,64.2,67.0,8,5,400,4,15.4,91.5,5.3,20,7,0,18,15,14,3.5,2423,7.0
Jacoby Brissett,10725,QB,CLV,10,75.2,303,331,9.3,2.92,5,18,5.0,64.4,213,1,121,6.6,372,15,128,8,55.3,81.7,75.3,90.7,3,5,401,4,16.5,90.7,5.4,20,21,3,17,11,14,3.5,2398,7.2
Davis Mills,52269,QB,HST,10,70.8,308,329,7.6,2.52,7,11,3.2,62.0,204,0,143,6.4,365,14,93,13,85.0,63.3,62.9,62.3,7,11,386,4,19.6,78.1,7.7,28,7,0,7,11,8,2.1,2144,6.5
Jared Goff,10635,QB,DET,10,75.4,301,327,8.1,2.69,7,10,2.9,63.9,209,0,113,7.9,353,18,122,11,62.5,60.7,59.5,59.8,2,7,380,1,13.3,92.8,4.2,15,10,1,16,15,18,4.7,2442,7.5
Geno Smith,7820,QB,SEA,10,78.7,300,316,8.0,2.78,4,21,6.1,72.8,230,0,119,2.5,358,6,127,29,86.1,85.9,82.5,81.4,0,4,387,6,20.2,108.0,6.7,24,18,0,12,17,13,3.4,2475,7.8
Matthew Stafford,4924,QB,LA,9,74.7,288,303,7.0,2.58,3,15,4.8,68.0,206,0,107,4.2,338,9,108,26,47.6,67.0,67.6,52.1,0,8,347,4,27.1,87.5,8.6,29,5,0,12,10,12,3.5,2092,6.9
Russell Wilson,7077,QB,DEN,9,72.3,271,301,9.7,2.85,8,12,3.7,59.5,179,0,119,8.7,349,17,96,10,73.9,61.6,61.7,57.3,2,5,377,2,26.9,83.3,9.2,32,16,1,19,7,11,2.9,2228,7.4
Lamar Jackson,46416,QB,BLT,10,74.8,266,290,8.9,3.11,8,14,4.6,63.4,184,1,108,7.5,334,15,103,3,61.2,81.2,68.3,92.3,2,7,352,6,22.2,91.7,7.2,24,20,1,13,16,9,2.6,1977,6.8
Jalen Hurts,40291,QB,PHI,10,80.3,264,290,7.8,2.89,7,11,3.5,68.3,198,0,114,6.6,345,14,123,24,69.1,86.3,84.7,74.5,2,3,368,2,21.1,106.4,7.0,24,30,0,17,15,6,1.6,2402,8.3
Daniel Jones,39395,QB,NYG,10,79.4,253,281,6.9,3.15,7,3,1.0,65.1,183,0,154,9.0,347,18,115,21,55.3,68.5,64.9,74.7,3,4,377,6,18.8,89.9,8.4,29,37,0,18,9,12,3.2,1941,6.9
Jimmy Garoppolo,8697,QB,SF,9,75.0,248,266,7.4,2.49,12,12,4.3,66.9,178,0,78,4.3,285,8,100,28,59.9,70.6,68.9,66.6,2,4,303,2,20.5,104.2,5.6,16,3,0,4,15,8,2.6,2158,8.1
Marcus Mariota,9435,QB,ATL,11,67.5,237,251,10.5,3.04,3,7,2.6,62.2,156,0,108,2.5,303,4,101,2,39.1,67.7,64.4,67.9,0,7,322,0,24.1,90.7,8.6,26,26,4,7,13,14,4.3,1878,7.5
Tua Tagovailoa,60326,QB,MIA,8,80.1,236,248,9.5,2.51,2,13,5.0,71.0,176,1,59,6.9,263,13,110,17,66.6,91.5,91.6,44.2,2,3,278,2,13.6,118.4,3.0,8,6,0,8,18,10,3.6,2265,9.1
Andy Dalton,6187,QB,NO,8,78.1,219,242,8.5,2.54,4,9,3.6,66.9,162,0,72,5.3,261,9,88,20,79.0,83.9,82.6,64.1,5,7,271,1,18.1,96.4,5.0,13,6,0,14,14,6,2.2,1819,7.5
Kenny Pickett,60515,QB,PIT,7,74.5,220,237,7.9,2.89,2,7,2.7,65.4,155,1,86,5.5,275,9,79,25,68.0,61.1,58.7,74.9,1,8,300,3,23.3,71.8,7.3,20,18,1,13,3,10,3.3,1426,6.0
Carson Wentz,10636,QB,WAS,6,74.1,212,232,8.1,2.61,7,12,4.8,62.1,144,0,89,8.3,266,13,71,32,65.9,63.1,61.3,64.1,3,6,287,5,25.8,84.1,8.6,23,11,0,10,10,10,3.5,1489,6.4
Justin Fields,82118,QB,CHI,11,70.4,206,228,9.8,3.44,9,9,3.6,59.6,136,3,153,6.2,324,9,100,6,28.5,68.8,52.2,91.3,2,8,348,7,26.1,86.2,12.3,40,55,0,11,13,16,4.6,1642,7.2
Ryan Tannehill,7014,QB,TEN,8,78.5,191,209,8.0,2.63,5,9,4.0,65.1,136,0,89,9.3,233,14,81,31,78.6,71.7,70.3,64.7,5,4,250,2,20.2,97.9,7.7,18,5,1,7,10,8,3.2,1685,8.1
Baker Mayfield,46518,QB,CAR,7,69.0,184,206,6.7,2.72,10,3,1.4,57.8,119,0,68,6.3,236,8,52,5,61.3,52.2,53.7,47.6,2,6,250,1,27.9,74.4,8.1,19,8,0,10,6,7,2.8,1313,6.4
Mac Jones,60323,QB,NE,7,74.1,185,195,7.7,2.73,2,7,3.4,68.7,134,0,71,2.2,231,3,62,19,76.8,53.3,51.7,65.9,0,7,241,2,29.6,80.8,9.1,21,15,0,8,4,10,4.1,1386,7.1
Zach Wilson,82096,QB,NYJ,7,68.5,162,188,8.4,3.09,6,3,1.5,55.3,104,0,81,6.3,218,7,61,22,76.0,48.8,44.3,69.3,3,5,227,0,19.8,72.5,7.3,16,12,0,17,4,13,5.7,1278,6.8
Cooper Rush,12324,QB,DAL,7,69.9,143,161,8.8,2.42,7,3,1.8,58.4,94,0,54,6.0,171,6,52,9,71.2,57.3,56.7,54.8,3,3,181,1,13.0,80.5,4.1,7,2,1,7,5,8,4.4,1051,6.5
Joe Flacco,4332,QB,NYJ,3,74.6,134,155,8.3,2.63,4,3,1.9,58.7,91,0,61,9.0,165,9,49,22,29.7,55.0,54.5,61.5,7,3,173,1,14.8,77.9,5.5,9,1,0,10,5,6,3.5,901,5.8
Dak Prescott,10769,QB,DAL,5,75.9,141,152,8.0,2.59,1,6,3.8,67.8,103,0,45,3.7,163,4,54,9,89.7,73.9,69.5,78.1,4,4,172,1,15.6,96.2,4.3,7,4,0,6,8,6,3.5,1132,7.4
Taylor Heinicke,9896,QB,WAS,5,69.8,129,148,8.2,2.93,5,3,2.0,60.8,90,0,71,0.0,168,0,53,32,50.7,50.3,49.2,56.1,2,4,174,2,12.7,81.8,5.4,9,10,2,10,5,11,6.3,1031,7.0
Mitchell Trubisky,11757,QB,PIT,5,67.2,122,128,10.2,2.72,2,7,5.1,60.9,78,0,43,4.9,141,4,41,25,88.5,72.7,71.5,66.6,2,2,151,1,20.9,79.8,6.4,9,4,1,1,3,4,2.6,787,6.1
Jameis Winston,9434,QB,NO,3,71.7,106,115,12.0,2.64,2,7,5.7,63.5,73,0,40,3.9,129,3,35,20,39.6,65.3,66.9,37.5,1,5,137,1,27.5,79.5,8.5,11,3,2,4,4,7,5.1,858,7.5
P.J. Walker,12134,QB,CAR,6,66.0,103,106,8.4,2.27,2,9,8.2,59.4,63,0,22,7.4,119,5,31,5,86.8,64.4,60.3,76.6,0,3,124,1,27.3,78.0,5.0,6,3,0,1,3,6,4.8,731,6.9
