player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
D.J. Humphries,9457,T,ARZ,6,0,1,79.8,1,9,283,100.0,100.0,98.2,2,10,0,301,301,80.7,0,5,107,100.0,100.0,97.7,5,0,115,115
Quenton Nelson,12954,G,IND,6,0,14,71.9,1,5,278,100.0,100.0,98.2,1,8,2,296,296,57.5,1,5,143,100.0,100.0,96.5,8,2,151,151
Braden Smith,46794,T,IND,6,0,14,72.3,4,4,278,100.0,100.0,97.8,2,10,2,296,296,73.6,2,4,143,100.0,100.0,97.2,7,1,151,151
Kelvin Beachum,7229,T,ARZ,6,0,1,71.5,3,12,276,100.0,100.0,95.8,2,19,4,294,294,60.9,3,6,101,100.0,100.0,92.6,12,3,109,109
Will Hernandez,46180,G,ARZ,6,0,1,69.2,1,8,272,100.0,100.0,97.2,0,12,3,288,288,52.8,1,7,100,100.0,100.0,94.0,10,2,107,107
Charles Leno Jr.,8880,T,WAS,6,0,32,85.2,0,9,266,100.0,100.0,97.2,0,12,3,287,287,75.8,0,8,118,100.0,100.0,94.1,11,3,129,129
Zion Johnson,99681,G,LAC,6,0,27,44.1,3,10,272,100.0,100.0,97.2,1,14,1,286,286,26.6,3,8,127,100.0,100.0,94.9,12,1,136,136
Matt Feiler,9289,G,LAC,6,0,27,43.3,1,17,272,100.0,100.0,96.3,0,19,1,286,286,29.6,1,13,127,100.0,100.0,93.7,15,1,136,136
Andrew Norwell,9126,G,WAS,6,1,32,66.1,2,7,264,100.0,100.0,96.8,3,13,4,285,285,52.5,1,5,116,100.0,100.0,94.0,10,4,127,127
Cordell Volson,30614,G,CIN,6,1,7,54.4,5,7,265,100.0,100.0,96.6,2,15,3,282,282,68.3,2,3,108,100.0,100.0,96.8,6,1,119,119
Alex Cappa,66578,G,CIN,6,0,7,72.5,3,2,265,100.0,100.0,98.3,0,7,2,282,282,74.0,2,1,108,100.0,100.0,96.8,5,2,119,119
La'el Collins,9719,T,CIN,6,0,7,45.2,3,7,265,100.0,100.0,97.4,3,12,2,282,282,46.4,1,4,108,100.0,100.0,95.8,7,2,119,119
Ted Karras,10855,C,CIN,6,0,7,66.4,1,10,265,100.0,100.0,97.5,0,12,1,282,282,61.2,1,7,108,100.0,100.0,95.4,9,1,119,119
Rodger Saffold,5558,G,BUF,6,0,4,47.8,1,10,273,100.0,100.0,98.0,0,11,0,281,281,45.5,1,5,113,100.0,100.0,97.3,6,0,116,116
Dion Dawkins,11818,T,BUF,6,0,4,81.4,1,8,272,99.6,99.6,98.0,1,10,1,280,281,78.3,1,4,113,100.0,100.0,97.8,5,0,116,116
Matt Pryor,46647,T,IND,6,0,14,39.0,4,14,262,100.0,100.0,94.7,1,23,5,278,278,18.5,4,12,135,100.0,100.0,90.4,21,5,142,142
Orlando Brown Jr.,46227,T,KC,6,1,16,58.7,4,17,258,100.0,100.0,95.5,1,22,1,278,278,65.6,1,10,103,100.0,100.0,93.7,12,1,112,112
Creed Humphrey,59996,C,KC,6,0,16,78.4,2,5,258,100.0,100.0,98.6,2,7,0,278,278,71.2,1,3,103,100.0,100.0,98.1,4,0,112,112
Jonah Williams,41651,T,CIN,6,0,7,58.8,3,11,260,100.0,100.0,95.4,0,19,5,277,277,61.2,0,4,105,100.0,100.0,93.3,9,5,116,116
Joe Thuney,10712,G,KC,6,0,16,84.2,2,6,257,100.0,100.0,98.4,0,8,0,277,277,77.1,0,5,103,100.0,100.0,97.6,5,0,112,112
Andrew Wylie,12333,T,KC,6,1,16,55.2,2,12,256,100.0,100.0,94.9,2,20,6,276,276,53.9,1,7,103,100.0,100.0,92.2,12,4,112,112
Luke Goedeke,77548,G,TB,6,0,30,24.8,3,14,256,100.0,100.0,95.9,1,19,2,274,274,10.5,3,11,111,100.0,100.0,91.9,16,2,121,121
Shaq Mason,9564,G,TB,6,0,30,72.0,4,2,256,100.0,100.0,98.8,0,6,0,274,274,74.9,2,2,111,100.0,100.0,98.2,4,0,121,121
Robert Hainsey,59980,C,TB,6,0,30,67.3,1,6,256,100.0,100.0,98.6,0,7,0,274,274,61.2,1,3,111,100.0,100.0,98.2,4,0,121,121
Tristan Wirfs,64818,T,TB,6,0,30,87.8,1,2,256,100.0,100.0,99.4,1,3,0,274,274,89.0,0,1,111,100.0,100.0,99.5,1,0,121,121
Laken Tomlinson,9461,G,NYJ,6,1,22,58.6,0,16,251,100.0,100.0,96.8,1,16,0,265,265,48.7,0,13,115,100.0,100.0,94.3,13,0,121,121
Connor McGovern,10778,C,NYJ,6,0,22,71.0,2,3,251,100.0,100.0,98.6,2,6,1,265,265,67.6,1,2,115,100.0,100.0,97.8,4,1,121,121
Alijah Vera-Tucker,57107,G,NYJ,6,1,22,59.4,3,12,251,100.0,100.0,96.6,1,16,1,265,265,76.2,3,6,115,100.0,100.0,96.1,9,0,121,121
Ezra Cleveland,41973,G,MIN,6,1,18,57.3,5,6,241,100.0,100.0,96.9,1,13,2,262,262,48.4,2,5,101,100.0,100.0,95.5,8,1,109,109
Christian Darrisaw,77373,T,MIN,6,0,18,82.6,2,6,241,100.0,100.0,98.3,0,8,0,262,262,85.3,0,2,101,100.0,100.0,99.0,2,0,109,109
Brian O'Neill,46854,T,MIN,6,0,18,67.6,2,6,241,100.0,100.0,97.5,0,10,2,262,262,66.6,2,5,101,100.0,100.0,94.6,9,2,109,109
Ed Ingram,59819,G,MIN,6,0,18,39.1,7,10,241,100.0,100.0,94.8,0,21,4,262,262,36.8,5,7,101,100.0,100.0,91.1,15,3,109,109
Garrett Bradbury,46013,C,MIN,6,0,18,62.3,2,9,241,100.0,100.0,97.3,1,12,1,262,262,55.1,1,6,101,100.0,100.0,95.5,8,1,109,109
Ryan Bates,28300,G,BUF,6,1,4,47.6,1,9,253,100.0,100.0,97.6,1,11,1,260,260,33.7,0,5,102,100.0,100.0,96.6,6,1,104,104
Liam Eichenberg,41851,G,MIA,6,1,17,34.9,4,12,241,100.0,100.0,95.9,2,18,2,258,258,14.3,2,8,80,100.0,100.0,91.2,12,2,85,85
Connor Williams,46216,C,MIA,6,0,17,60.6,1,6,241,100.0,100.0,98.5,3,7,0,258,258,38.5,1,6,80,100.0,100.0,95.6,7,0,85,85
Trey Pipkins,91462,T,LAC,6,0,27,62.8,4,7,244,100.0,100.0,97.3,0,12,1,258,258,58.9,3,5,111,100.0,100.0,95.5,9,1,120,120
Robert Hunt,46139,G,MIA,6,1,17,69.9,1,7,240,100.0,100.0,97.5,2,10,2,257,257,52.7,0,6,79,100.0,100.0,93.7,8,2,84,84
Rob Havenstein,9490,T,LA,6,0,26,60.7,2,11,252,100.0,100.0,96.2,1,16,3,256,256,56.2,2,10,118,100.0,100.0,94.1,13,1,121,121
Ryan Kelly,10652,C,IND,6,0,14,70.1,1,6,242,100.0,100.0,98.1,0,8,1,256,256,78.4,0,2,118,100.0,100.0,98.3,3,1,125,125
Dalton Risner,47008,G,DEN,6,0,10,73.8,1,7,230,100.0,100.0,97.4,0,10,2,250,250,61.0,0,5,91,100.0,100.0,96.2,6,1,103,103
Chukwuma Okorafor,46302,T,PIT,6,1,25,70.5,0,11,233,100.0,100.0,97.2,2,12,1,250,250,65.8,0,9,115,100.0,100.0,96.1,9,0,120,120
James Daniels,45576,G,PIT,6,1,25,79.6,1,5,233,100.0,100.0,98.7,3,6,0,250,250,73.1,1,3,115,100.0,100.0,98.3,4,0,120,120
Kevin Dotson,46735,G,PIT,6,1,25,63.5,2,1,233,100.0,100.0,98.9,3,4,1,250,250,56.0,1,1,115,100.0,100.0,98.3,3,1,120,120
Lloyd Cushenberry III,41924,C,DEN,6,1,10,78.9,1,2,230,100.0,100.0,98.9,1,4,1,250,250,76.7,0,0,91,100.0,100.0,98.9,1,1,103,103
