player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Matt Feiler,9289,G,LAC,12,0,27,58.7,3,24,564,100.0,100.0,97.1,1,30,3,586,586,51.6,2,17,275,100.0,100.0,96.2,20,1,286,286
Robert Hainsey,59980,C,TB,12,1,30,66.3,3,12,544,100.0,100.0,98.6,1,15,0,581,581,55.6,2,7,241,100.0,100.0,98.1,9,0,262,262
Shaq Mason,9564,G,TB,12,0,30,73.3,4,11,544,100.0,100.0,98.4,0,16,1,581,581,72.8,2,8,241,100.0,100.0,97.5,11,1,262,262
Zion Johnson,99681,G,LAC,12,0,27,49.3,5,22,556,100.0,100.0,97.0,2,30,3,578,578,29.3,5,18,271,100.0,100.0,94.6,26,3,282,282
Quenton Nelson,12954,G,IND,13,1,14,75.2,4,17,541,100.0,100.0,97.5,4,24,3,573,573,64.3,3,16,281,100.0,100.0,95.9,21,2,297,297
Creed Humphrey,59996,C,KC,12,0,16,80.3,2,11,526,100.0,100.0,98.8,3,13,0,567,567,68.6,1,9,223,100.0,100.0,97.8,10,0,246,246
Orlando Brown Jr.,46227,T,KC,12,1,16,70.8,7,29,526,100.0,100.0,96.0,2,39,3,567,567,72.0,4,19,223,100.0,100.0,93.9,25,2,246,246
Kelvin Beachum,7229,T,ARZ,12,0,1,74.5,4,27,528,100.0,100.0,96.3,2,35,4,563,563,66.3,4,18,205,100.0,100.0,93.2,25,3,218,218
Andrew Wylie,12333,T,KC,12,3,16,59.8,4,26,501,100.0,100.0,95.6,8,37,7,541,541,61.5,1,16,215,100.0,100.0,93.7,22,5,238,238
Rodger Saffold,5558,G,BUF,12,0,4,57.0,2,21,514,100.0,100.0,97.8,2,23,0,537,537,50.0,2,15,224,100.0,100.0,96.2,17,0,240,240
Cordell Volson,30614,G,CIN,12,1,7,51.5,8,15,503,100.0,100.0,96.9,2,27,4,536,536,61.3,3,9,216,100.0,100.0,96.3,14,2,234,234
Alex Cappa,66578,G,CIN,12,0,7,75.6,4,8,502,100.0,100.0,98.2,0,15,3,535,535,75.4,2,6,216,100.0,100.0,96.8,11,3,234,234
Ted Karras,10855,C,CIN,12,0,7,76.3,1,11,502,100.0,100.0,98.4,0,14,2,535,535,70.4,1,8,216,100.0,100.0,97.0,11,2,234,234
Charles Leno Jr.,8880,T,WAS,13,0,32,85.3,6,16,502,100.0,100.0,96.8,0,27,5,533,533,78.2,3,13,215,100.0,100.0,94.0,21,5,232,232
Ed Ingram,59819,G,MIN,12,1,18,40.2,14,23,497,100.0,100.0,94.7,2,45,8,532,532,26.5,10,19,229,100.0,100.0,90.6,36,7,246,246
Brian O'Neill,46854,T,MIN,12,0,18,75.1,4,12,497,100.0,100.0,97.8,0,19,3,532,532,70.3,3,10,229,100.0,100.0,95.9,16,3,246,246
Ryan Kelly,10652,C,IND,13,0,14,63.1,2,11,504,100.0,100.0,97.7,1,18,5,532,532,64.6,1,7,255,100.0,100.0,96.9,12,4,270,270
Ezra Cleveland,41973,G,MIN,12,1,18,52.7,14,19,496,100.0,100.0,96.1,1,36,3,531,531,46.6,9,15,228,100.0,100.0,93.9,26,2,245,245
Braden Smith,46794,T,IND,12,2,14,76.7,6,11,501,100.0,100.0,97.5,5,21,4,531,531,76.2,3,9,259,100.0,100.0,96.9,14,2,274,274
Andrew Norwell,9126,G,WAS,13,1,32,58.0,3,18,500,100.0,100.0,97.1,3,25,4,531,531,51.5,1,10,213,100.0,100.0,95.5,15,4,230,230
Jonah Williams,41651,T,CIN,12,0,7,66.5,5,16,498,100.0,100.0,96.1,2,30,9,531,531,67.7,2,7,213,100.0,100.0,95.1,15,6,231,231
Garrett Bradbury,46013,C,MIN,12,0,18,68.1,4,18,495,100.0,100.0,97.4,1,24,2,530,530,59.2,2,15,227,100.0,100.0,95.4,19,2,244,244
Tristan Wirfs,64818,T,TB,11,0,30,90.0,1,2,488,100.0,100.0,99.5,1,4,1,521,521,90.3,0,1,215,100.0,100.0,99.8,1,0,232,232
Chukwuma Okorafor,46302,T,PIT,12,1,25,65.5,2,24,481,100.0,100.0,96.9,4,28,2,519,519,61.2,2,19,266,100.0,100.0,95.7,22,1,281,281
Dan Moore Jr.,60120,T,PIT,12,0,25,67.9,8,17,481,100.0,100.0,96.2,3,31,6,519,519,53.8,8,14,266,100.0,100.0,94.0,27,5,281,281
Kevin Dotson,46735,G,PIT,12,1,25,74.8,3,5,481,100.0,100.0,98.3,4,12,4,519,519,71.8,2,4,266,100.0,100.0,97.4,10,4,281,281
James Daniels,45576,G,PIT,12,2,25,72.0,3,13,481,100.0,100.0,98.3,5,16,0,519,519,61.9,3,10,266,100.0,100.0,97.6,13,0,281,281
Ryan Bates,28300,G,BUF,12,1,4,60.5,3,16,494,100.0,100.0,97.9,1,20,1,516,516,50.4,1,11,213,100.0,100.0,96.7,13,1,228,228
La'el Collins,9719,T,CIN,12,0,7,49.8,5,17,485,100.0,100.0,96.9,3,26,4,516,516,50.2,3,12,208,100.0,100.0,95.0,18,3,224,224
Rob Havenstein,9490,T,LA,13,2,26,66.4,6,21,499,100.0,100.0,96.3,4,32,5,515,515,58.0,5,19,219,100.0,100.0,93.2,27,3,226,226
Josh Myers,59992,C,GB,13,1,12,75.7,2,5,470,100.0,100.0,98.6,1,10,3,501,501,66.5,2,4,183,100.0,100.0,97.3,8,2,195,195
Dalton Risner,47008,G,DEN,12,0,10,70.2,5,16,462,100.0,100.0,97.1,0,24,3,497,497,65.8,1,12,208,100.0,100.0,96.4,14,1,231,231
Connor Williams,46216,C,MIA,12,0,17,67.4,1,6,468,100.0,100.0,98.8,3,9,2,496,496,44.8,1,6,136,100.0,100.0,96.0,9,2,142,142
Cesar Ruiz,59857,G,NO,13,0,20,62.9,2,9,470,100.0,100.0,98.4,1,13,2,495,495,52.5,2,7,239,100.0,100.0,97.3,11,2,254,254
Trey Smith,62960,G,KC,11,2,16,69.0,1,20,459,100.0,100.0,97.5,4,22,1,495,495,63.1,1,11,191,100.0,100.0,96.3,13,1,212,212
Robert Hunt,46139,G,MIA,12,1,17,77.6,2,10,467,100.0,100.0,98.3,2,14,2,495,495,63.4,1,6,135,100.0,100.0,95.9,9,2,141,141
Dylan Parham,60953,G,LV,13,0,23,52.1,7,30,466,100.0,100.0,95.4,0,40,3,494,494,39.3,5,22,237,100.0,100.0,93.5,29,2,249,249
Laken Tomlinson,9461,G,NYJ,12,1,22,67.8,2,22,475,100.0,100.0,97.5,1,24,0,494,494,60.5,1,17,211,100.0,100.0,95.7,18,0,220,220
Ryan Ramczyk,11787,T,NO,13,0,20,74.9,5,12,468,100.0,100.0,97.5,1,20,3,493,493,71.7,4,10,237,100.0,100.0,95.8,17,3,252,252
Connor McGovern,10778,C,NYJ,12,0,22,73.1,2,8,474,100.0,100.0,98.3,2,13,3,493,493,67.7,1,6,211,100.0,100.0,96.9,10,3,220,220
Luke Fortner,42028,C,JAX,12,0,15,59.7,5,17,460,100.0,100.0,97.4,1,23,1,489,489,47.4,2,14,191,100.0,100.0,95.8,16,0,202,202
Joe Thuney,10712,G,KC,10,0,16,84.6,4,9,450,100.0,100.0,98.3,0,14,1,486,486,76.4,2,8,193,100.0,100.0,96.9,11,1,213,213
Jawaan Taylor,41665,T,JAX,12,0,15,74.7,0,6,456,100.0,100.0,98.5,2,10,4,484,484,75.2,0,4,187,100.0,100.0,97.3,7,3,197,197
Mason Cole,45547,C,PIT,12,1,25,66.0,1,13,447,100.0,100.0,98.0,1,16,2,484,484,54.5,1,11,241,100.0,100.0,96.7,14,2,256,256
Brandon Scherff,9438,G,JAX,12,0,15,68.3,1,8,454,100.0,100.0,98.1,0,13,4,483,483,52.2,1,5,188,100.0,100.0,96.3,10,4,199,199
Cam Robinson,11789,T,JAX,12,1,15,73.0,3,16,453,99.8,99.6,97.0,2,23,4,481,483,54.5,3,14,188,100.0,100.0,93.9,20,3,199,199
Abraham Lucas,60218,T,SEA,12,0,29,68.7,7,10,446,100.0,100.0,96.7,1,23,6,479,479,61.8,6,8,197,100.0,100.0,93.9,19,5,212,212
Charles Cross,98401,T,SEA,12,0,29,71.1,3,26,446,100.0,100.0,95.6,3,34,5,479,479,67.8,1,19,197,100.0,100.0,93.4,23,3,212,212
Laremy Tunsil,10647,T,HST,12,0,13,91.2,2,6,451,100.0,99.8,98.9,2,9,1,476,477,86.2,2,5,184,100.0,100.0,98.1,7,0,196,196
Tytus Howard,25472,T,HST,12,2,13,66.4,5,23,449,100.0,100.0,96.7,2,29,1,475,475,63.3,3,14,182,100.0,100.0,95.3,17,0,194,194
Donovan Smith,9467,T,TB,10,0,30,67.0,6,12,445,100.0,100.0,96.6,5,24,6,475,475,56.6,3,10,205,100.0,100.0,94.9,17,4,221,221
Joel Bitonio,8670,G,CLV,12,0,8,76.5,5,10,437,100.0,100.0,98.1,2,16,1,472,472,76.1,3,6,212,100.0,100.0,97.4,10,1,229,229
Kolton Miller,47013,T,LV,12,1,23,82.9,3,18,447,100.0,100.0,97.0,1,24,3,472,472,83.2,1,14,237,100.0,100.0,96.0,17,2,247,247
Jon Runyan,36661,G,GB,13,0,12,78.6,1,8,442,100.0,100.0,98.5,0,11,2,471,471,67.9,1,6,173,100.0,100.0,97.4,8,1,185,185
Andrew Thomas,59701,T,NYG,12,0,21,89.8,1,10,428,100.0,100.0,98.2,0,13,2,468,468,82.9,1,8,173,100.0,100.0,96.8,10,1,181,181
Taylor Decker,10650,T,DET,12,0,11,70.1,6,18,434,100.0,100.0,96.5,1,27,3,466,466,56.9,3,15,200,100.0,100.0,94.0,21,3,219,219
Penei Sewell,81788,T,DET,12,0,11,74.4,4,12,434,100.0,99.8,97.7,3,18,2,465,466,71.6,2,8,200,100.0,100.0,97.0,11,1,219,219
Dion Dawkins,11818,T,BUF,11,2,4,78.6,2,17,448,99.8,99.8,97.2,4,22,3,465,466,70.2,2,13,199,100.0,100.0,95.2,17,2,210,210
Mark Glowinski,9567,G,NYG,12,0,21,52.5,3,19,424,100.0,100.0,96.2,3,27,5,463,463,28.0,1,13,173,100.0,100.0,93.1,19,5,181,181
Jedrick Wills Jr.,58467,T,CLV,12,1,8,65.7,9,19,426,100.0,100.0,95.8,5,32,4,460,460,62.8,4,13,205,100.0,100.0,93.9,21,4,221,221
James Hurst,9001,T,NO,12,0,20,76.1,4,15,426,100.0,100.0,97.1,1,22,3,450,450,67.2,2,12,221,100.0,100.0,95.5,17,3,235,235
Jamaree Salyer,81656,T,LAC,9,0,27,75.4,5,19,431,100.0,100.0,96.3,0,28,4,448,448,64.1,2,15,212,100.0,100.0,94.1,21,4,220,220
Austin Blythe,10882,C,SEA,12,1,29,67.0,4,5,414,100.0,100.0,98.2,1,12,3,447,447,54.1,4,4,184,100.0,100.0,96.2,11,3,199,199
Isaac Seumalo,10713,G,PHI,12,2,24,71.5,3,13,419,100.0,100.0,97.9,3,17,1,445,445,68.4,1,9,178,100.0,100.0,97.2,10,0,188,188
