player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,13,268,79,14,26.2,368,0,1401,2,5,79,1002,100.7,36,78,23,2,161,76.7,92.7,85.2,,50.6,65.4,93.0,68.6,86,0,346,44,252,298,1,1,50,312,11,1402,1004,3.73,5.2,1.37,69
Derrick Henry,10679,HB,TEN,12,258,47,12,28.3,305,0,1078,4,4,47,913,64.2,24,48,31,2,104,84.9,84.2,45.4,71.6,53.7,46.3,85.1,84.7,56,1,286,23,127,276,0,0,28,281,10,1078,913,3.54,4.2,2.25,153
Saquon Barkley,45791,HB,NYG,12,242,34,15,36.8,388,0,1055,4,5,34,665,38.0,26,45,21,1,143,84.6,75.4,89.2,,69.0,53.0,79.5,57.4,68,0,241,40,284,299,0,0,49,282,8,1055,665,2.75,4.4,0.85,91
Nick Chubb,45783,HB,CLV,12,217,65,19,39.3,440,0,1119,0,9,65,784,114.3,35,50,8,1,114,81.7,90.5,86.0,,74.4,59.9,90.5,57.6,41,0,152,17,162,239,0,0,21,234,12,1119,784,3.61,5.2,0.94,93
Dameon Pierce,83659,HB,HST,12,198,60,8,29.5,254,1,861,4,13,60,658,105.9,21,50,13,3,98,54.7,81.3,47.2,,31.2,55.7,88.1,46.2,75,1,165,31,187,217,0,0,37,229,3,861,658,3.32,4.3,0.88,95
Dalvin Cook,11796,HB,MIN,12,198,41,8,27.2,252,0,928,3,4,41,665,66.9,25,40,18,1,59,80.6,68.5,59.7,,36.3,55.0,74.8,57.8,81,1,157,28,280,221,0,0,37,226,7,928,665,3.36,4.7,0.56,132
Jonathan Taylor,57488,HB,IND,10,192,42,7,23.1,199,0,861,2,6,42,592,67.6,21,39,14,3,73,53.5,67.3,88.1,,28.5,56.3,71.5,58.3,66,0,130,27,255,214,0,0,33,219,4,861,592,3.08,4.5,0.51,114
Jamaal Williams,11889,HB,DET,12,188,22,6,18.6,143,0,768,3,2,22,498,32.3,17,53,11,3,120,49.9,70.9,31.4,,62.8,36.4,74.4,60.0,51,1,57,9,88,197,0,0,12,197,14,768,498,2.65,4.1,0.65,67
Miles Sanders,40555,HB,PHI,12,187,35,8,20.9,193,0,924,1,5,35,590,61.9,26,48,24,0,77,90.6,77.6,90.3,,44.4,48.9,82.9,55.0,35,0,74,17,201,258,0,0,20,204,9,924,590,3.16,4.9,0.37,106
Najee Harris,57121,HB,PIT,12,175,35,5,15.6,105,0,671,3,8,35,485,58.1,15,27,25,2,64,78.6,67.5,54.8,60.0,66.1,55.9,70.7,49.7,36,1,148,30,225,219,0,0,37,205,4,671,485,2.77,3.8,0.66,105
Aaron Jones,11937,HB,GB,13,164,47,9,24.6,207,0,840,4,8,47,524,82.9,23,41,12,3,56,51.1,87.8,91.1,,65.4,70.4,90.4,61.8,36,0,328,48,261,200,0,0,58,212,2,840,524,3.2,5.1,1.26,106
Rhamondre Stevenson,98689,HB,NE,12,162,31,9,30.4,224,0,736,2,19,31,586,83.0,21,39,19,1,86,79.6,85.2,88.6,,75.4,84.3,81.6,50.1,49,0,383,56,255,193,0,0,66,218,4,736,586,3.62,4.5,1.5,60
Christian McCaffrey,11763,HB,SF,12,160,25,8,28.9,202,0,700,2,16,25,476,54.0,16,35,28,1,71,80.0,85.9,89.8,87.1,45.1,92.2,74.2,60.2,49,0,559,66,296,205,0,0,80,226,4,700,476,2.98,4.4,1.89,88
David Montgomery,45719,HB,CHI,12,160,42,2,6.7,43,0,641,1,10,42,484,85.0,15,36,6,1,56,77.1,68.5,89.2,,52.9,62.8,68.7,66.4,28,0,244,25,207,231,0,0,30,185,4,641,484,3.03,4.0,1.18,102
Joe Mixon,11803,HB,CIN,10,158,17,4,16.0,97,0,605,3,9,17,379,31.3,12,36,7,0,88,90.4,76.2,88.2,,26.9,79.6,74.9,56.1,31,1,314,41,222,185,0,0,48,199,6,605,379,2.4,3.8,1.41,63
Ezekiel Elliott,10638,HB,DAL,10,157,19,6,18.3,120,0,654,2,1,19,443,33.6,14,40,9,0,65,90.3,75.7,85.3,,50.0,41.8,79.3,85.0,27,0,54,11,146,180,0,0,13,168,8,654,443,2.82,4.2,0.37,82
Tony Pollard,27126,HB,DAL,12,148,32,15,47.1,401,0,851,1,0,32,603,75.4,26,37,9,0,64,90.3,86.8,86.7,,74.4,68.6,87.6,59.0,57,0,259,25,163,193,0,0,31,173,8,851,603,4.07,5.8,1.59,74
Brian Robinson Jr.,57120,HB,WAS,9,147,24,4,13.7,77,0,563,1,3,24,381,45.1,11,38,32,1,73,74.4,86.4,83.4,,42.5,66.1,85.3,44.2,24,0,42,8,65,173,0,0,9,155,2,563,381,2.59,3.8,0.65,69
Travis Etienne,57185,HB,JAX,12,146,41,11,39.9,312,0,782,3,1,41,438,73.7,19,38,15,4,66,44.2,74.9,89.0,,42.9,45.9,85.5,56.7,49,0,214,25,223,172,0,0,33,171,4,782,438,3.0,5.4,0.96,73
Leonard Fournette,11759,HB,TB,11,145,13,2,6.7,34,0,511,3,16,13,332,34.2,12,31,30,0,99,90.4,66.1,51.7,34.2,28.9,73.6,69.0,46.2,17,1,347,49,296,162,0,0,54,194,3,511,332,2.29,3.5,1.17,43
Alvin Kamara,11822,HB,NO,11,143,21,4,15.1,83,0,549,4,14,21,355,44.8,13,26,20,4,42,31.9,65.9,87.2,,20.3,68.8,69.0,62.3,27,0,433,51,245,185,0,0,63,194,1,549,355,2.48,3.8,1.77,92
A.J. Dillon,57165,HB,GB,13,143,15,6,19.2,120,0,625,4,3,15,418,31.7,13,35,12,1,57,74.5,77.3,89.9,,82.9,51.5,82.7,61.4,27,0,159,23,194,172,0,0,30,166,3,625,418,2.92,4.4,0.82,84
Antonio Gibson,78050,HB,WAS,13,139,13,3,10.9,56,0,515,3,10,13,359,32.8,10,31,32,0,48,90.5,78.2,87.5,,72.2,81.1,73.4,57.7,20,0,326,42,202,176,0,0,50,181,3,515,359,2.58,3.7,1.61,86
Austin Ekeler,12164,HB,LAC,12,138,29,5,24.6,145,0,589,5,20,29,371,59.1,12,23,27,4,51,43.3,76.3,88.3,,37.6,77.5,77.5,60.1,71,0,551,85,329,157,0,0,100,223,7,589,371,2.69,4.3,1.67,74
Kenneth Walker III,97199,HB,SEA,11,138,35,11,51.0,331,0,649,1,5,35,424,78.3,20,32,29,0,39,90.1,72.8,85.6,,28.2,56.8,79.7,46.7,74,1,116,19,165,163,0,0,25,157,9,649,424,3.07,4.7,0.7,92
Devin Singletary,40485,HB,BUF,12,137,23,8,26.0,160,0,615,3,6,23,400,50.4,16,32,4,2,85,58.1,73.1,90.1,,74.5,58.3,77.8,60.2,30,0,226,31,310,182,0,0,37,168,4,615,400,2.92,4.5,0.73,47
Jalen Hurts,40291,QB,PHI,12,99,29,2,7.4,45,0,300,0,0,14,120,17.1,21,54,24,10,18,66.7,87.0,47.5,82.8,,,82.1,60.0,42,4,0,0,0,369,307,35,0,99,9,607,300,2.24,4.5,,26
Jeff Wilson Jr.,29413,HB,MIA,12,132,22,11,38.8,264,0,680,1,3,22,360,46.1,18,31,17,2,46,55.0,68.4,46.2,,36.9,51.2,76.8,44.7,41,1,149,16,187,172,0,0,26,148,4,680,360,2.73,5.2,0.8,84
Tyler Allgeier,83639,HB,ATL,12,131,27,6,27.2,164,0,604,0,1,27,421,63.8,10,28,2,0,28,90.0,76.4,83.7,,61.5,59.3,77.7,56.1,44,0,87,10,125,166,0,0,10,141,1,604,421,3.21,4.6,0.7,103
Justin Fields,82118,QB,CHI,12,69,33,6,17.8,161,3,337,0,0,7,72,10.6,27,57,6,13,20,29.4,72.8,59.5,56.4,,55.3,92.0,60.3,67,7,0,0,2,370,568,58,0,69,8,905,549,4.32,7.1,0.0,25
