player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Steven Nelson,9531,CB,HST,8,0,13,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,275,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
J.T. Gray,51495,S,NO,5,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Justin Simmons,10732,S,DEN,4,0,10,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,1,159,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nate Hobbs,55948,CB,LV,5,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,176,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Keion Crossen,49454,CB,MIA,7,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.2,1,86,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andrew Wingard,49268,S,JAX,3,0,15,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,13.3,2,15,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jake Hansen,43645,LB,HST,2,0,13,0,1,0,0,0,0,,0,0,,0,0,0,1,14.3,1,7,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Deion Jones,10686,LB,CLV,2,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,4.8,2,42,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Dane Jackson,32989,CB,BUF,7,0,4,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,238,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Rasul Douglas,11854,CB,GB,9,0,12,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.9,2,230,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
A.J. Klein,7930,LB,CHI,2,0,6,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Logan Ryan,7864,S,TB,4,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
