player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,13,275,52,14,31.5,376,0,1194,4,5,52,1016,70.0,27,54,31,4,113,65.1,83.1,49.0,71.6,61.5,40.4,85.1,84.7,56,1,320,26,149,293,0,0,32,301,11,1194,1016,3.69,4.3,2.15,160
Josh Jacobs,45953,HB,LV,13,268,79,14,26.2,368,0,1401,2,5,79,1002,100.7,36,78,23,2,161,76.7,92.7,85.2,,50.6,65.4,93.0,68.6,86,0,346,44,252,298,1,1,50,312,11,1402,1004,3.73,5.2,1.37,69
Saquon Barkley,45791,HB,NYG,13,251,35,15,35.8,388,0,1083,4,6,35,687,38.3,26,46,21,1,150,85.3,75.9,89.3,,69.6,54.3,79.5,57.3,68,0,261,42,291,310,0,0,51,293,8,1083,687,2.74,4.3,0.9,93
Nick Chubb,45783,HB,CLV,13,231,68,19,38.2,440,0,1153,0,9,68,808,107.3,36,51,8,1,122,82.9,89.8,86.7,,75.2,60.6,90.0,56.4,41,0,172,20,185,257,0,0,24,251,12,1153,808,3.5,5.0,0.93,98
Dameon Pierce,83659,HB,HST,13,220,62,9,29.6,278,1,939,4,13,62,722,98.1,22,54,13,4,107,46.0,78.9,49.8,,32.3,55.4,84.8,46.2,75,1,165,31,193,246,0,0,37,251,4,939,722,3.28,4.3,0.85,108
Dalvin Cook,11796,HB,MIN,13,213,43,8,26.5,252,0,951,3,4,43,694,63.3,25,42,18,2,62,69.5,66.1,62.7,60.0,40.2,54.7,73.8,57.8,81,1,170,29,302,236,0,0,39,242,8,951,694,3.26,4.5,0.56,142
Miles Sanders,40555,HB,PHI,13,204,37,11,25.3,270,0,1068,1,5,37,640,59.4,31,54,24,0,88,90.8,80.9,90.5,,48.6,46.5,86.8,58.7,40,0,85,18,219,280,0,0,23,222,11,1068,640,3.14,5.2,0.39,112
Jamaal Williams,11889,HB,DET,13,204,22,6,17.8,143,0,805,3,2,22,529,29.2,17,53,11,3,127,53.0,68.7,34.6,,64.4,36.2,72.2,58.5,51,1,57,9,95,214,0,0,13,213,14,805,529,2.59,3.9,0.6,75
Jonathan Taylor,57488,HB,IND,10,192,42,7,23.1,199,0,861,2,6,42,592,67.6,21,39,14,3,73,53.5,67.3,88.1,,28.5,56.3,71.5,58.3,66,0,130,27,255,214,0,0,33,219,4,861,592,3.08,4.5,0.51,114
Najee Harris,57121,HB,PIT,13,187,36,5,14.9,105,0,704,3,8,36,508,54.6,15,29,25,2,66,79.9,67.6,56.7,60.0,65.0,57.3,70.3,49.7,36,1,165,32,240,231,0,0,40,219,5,704,508,2.72,3.8,0.69,115
