player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Kelvin Beachum,7229,T,ARZ,8,0,1,71.2,3,15,360,100.0,100.0,96.4,2,22,4,391,391,65.0,3,8,137,100.0,100.0,93.8,14,3,149,149
Will Hernandez,46180,G,ARZ,8,1,1,72.7,1,9,356,100.0,100.0,97.8,1,13,3,385,385,58.4,1,8,136,100.0,100.0,95.2,11,2,147,147
Tristan Wirfs,64818,T,TB,8,0,30,89.7,1,2,354,100.0,100.0,99.6,1,3,0,379,379,89.8,0,1,158,100.0,100.0,99.7,1,0,172,172
Robert Hainsey,59980,C,TB,8,1,30,63.4,3,10,354,100.0,100.0,98.2,1,13,0,379,379,53.1,2,6,158,100.0,100.0,97.5,8,0,172,172
Shaq Mason,9564,G,TB,8,0,30,79.5,4,3,354,100.0,100.0,99.0,0,7,0,379,379,80.9,2,3,158,100.0,100.0,98.4,5,0,172,172
Quenton Nelson,12954,G,IND,8,1,14,76.0,1,9,354,100.0,100.0,98.0,3,12,2,375,375,62.8,1,9,183,100.0,100.0,96.2,12,2,193,193
Braden Smith,46794,T,IND,8,0,14,74.7,5,6,354,100.0,100.0,97.9,2,13,2,375,375,76.2,2,5,183,100.0,100.0,97.5,8,1,193,193
Ted Karras,10855,C,CIN,8,0,7,71.7,1,10,350,100.0,100.0,98.1,0,12,1,372,372,66.2,1,7,139,100.0,100.0,96.4,9,1,153,153
Alex Cappa,66578,G,CIN,8,0,7,74.5,3,4,350,100.0,100.0,98.1,0,10,3,372,372,75.0,2,2,139,100.0,100.0,96.4,7,3,153,153
Cordell Volson,30614,G,CIN,8,1,7,57.4,6,12,350,100.0,100.0,96.6,2,21,3,372,372,71.7,2,6,139,100.0,100.0,96.4,9,1,153,153
Jonah Williams,41651,T,CIN,8,0,7,59.0,4,12,345,100.0,100.0,95.4,0,24,8,367,367,60.5,1,5,136,100.0,100.0,93.4,12,6,150,150
Charles Leno Jr.,8880,T,WAS,8,0,32,86.2,2,12,340,100.0,100.0,97.1,0,17,3,362,362,76.5,1,11,157,100.0,100.0,94.3,15,3,169,169
Dan Moore Jr.,60120,T,PIT,8,0,25,62.8,6,11,332,100.0,100.0,96.5,2,20,3,360,360,44.2,6,10,175,100.0,100.0,93.7,19,3,184,184
Andrew Norwell,9126,G,WAS,8,1,32,64.4,2,11,338,100.0,100.0,96.9,3,17,4,360,360,49.0,1,7,155,100.0,100.0,94.8,12,4,167,167
Chukwuma Okorafor,46302,T,PIT,8,1,25,62.4,2,18,332,100.0,100.0,96.7,4,21,1,360,360,57.1,2,15,175,100.0,100.0,95.1,17,0,184,184
James Daniels,45576,G,PIT,8,1,25,76.6,1,8,332,100.0,100.0,98.6,4,9,0,360,360,69.2,1,6,175,100.0,100.0,98.0,7,0,184,184
Kevin Dotson,46735,G,PIT,8,1,25,68.3,3,3,332,100.0,100.0,98.2,4,9,3,360,360,65.6,2,2,175,100.0,100.0,97.1,7,3,184,184
Matt Pryor,46647,T,IND,8,0,14,40.1,5,19,336,100.0,100.0,94.9,2,29,5,355,355,19.2,5,15,174,100.0,100.0,91.4,25,5,183,183
Mason Cole,45547,C,PIT,8,0,25,59.1,1,11,327,100.0,100.0,97.6,0,14,2,355,355,44.8,1,9,173,100.0,100.0,96.0,12,2,182,182
La'el Collins,9719,T,CIN,8,0,7,45.9,4,9,333,100.0,100.0,97.4,3,15,2,354,354,48.6,2,5,131,100.0,100.0,95.8,9,2,144,144
Zion Johnson,99681,G,LAC,7,0,27,50.6,3,15,329,100.0,100.0,97.0,1,19,1,345,345,33.3,3,13,163,100.0,100.0,94.5,17,1,172,172
Matt Feiler,9289,G,LAC,7,0,27,49.9,1,18,329,100.0,100.0,96.8,0,20,1,345,345,40.1,1,13,163,100.0,100.0,95.1,15,1,172,172
