"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"f9e7aeff-d109-4bea-baa5-a367df61bb66","Desmond","Reid","1.9","244.9",,"RB","Pittsburgh Panthers",,
"dd8b57fb-1319-4990-9e74-ee7e112490ed","Cade","Klubnik","2.8","324.4",,"QB","Clemson Tigers",,
"d3fd9bae-fc12-48dc-b651-d334a8e7aeaa","Jeremiah","Smith","3.2","229.6",,"WR","Ohio State Buckeyes",,
"ba696562-3cd4-4a15-8bc6-20f4dab01fd7","Darius","Taylor","4.1","230.2",,"RB","Minnesota Golden Gophers",,
"ad45b884-0107-43ef-a370-daea119133d0","Bryson","Washington","5.4","251.4",,"RB","Baylor Bears",,
"3c1bee3d-512d-49d7-9c02-892535fd7ed1","LaNorris","Sellers","5.7","308.2",,"QB","South Carolina Gamecocks",,
"08365993-0502-439f-bf8f-28a3f5405a01","Arch","Manning","7.4","309.7",,"QB","Texas Longhorns",,
"0245f941-e5c5-4518-9cd1-2d7d2bc1d639","Jordyn","Tyson","7.5","226.8",,"WR","Arizona State Sun Devils",,
"445d1a6f-1c26-4751-9728-231bcbf76e55","Jeremiyah","Love","9.9","228.0",,"RB","Notre Dame Fighting Irish",,
"919ea8ec-5081-48b5-821f-64072567c986","Dylan","Edwards","10.9","197.5",,"RB","Kansas State Wildcats",,
"52779344-f9e8-4733-950e-e392d8db84a2","Isaac","Brown","11.7","228.5",,"RB","Louisville Cardinals",,
"38fa7c2d-5982-4b7c-af39-adc4a532c341","Makhi","Hughes","12.2","210.4",,"RB","Oregon Ducks",,
"b547f10a-fe59-428f-a8e0-d91e610776e9","Ryan","Williams","12.6","222.5",,"WR","Alabama Crimson Tide",,
"178f3ca2-993d-4bff-a878-fdbc294b4420","John","Mateer","14.1","310.3",,"QB","Oklahoma Sooners",,
"460c2f31-1bd6-4fa1-90c2-4d1673c3f3a2","Demond","Claiborne","14.5","199.9",,"RB","Wake Forest Demon Deacons",,
"7ed40098-d199-46c5-a3ac-8e8989aed0a0","Anthony","Hankerson","16.6","209.3",,"RB","Oregon State Beavers",,
"c824f71d-1e25-416f-a89a-16431878309b","Devon","Dampier","17.9","300.4",,"QB","Utah Utes",,
"fd1dab25-4528-42f3-b9cb-ba068f24054a","Demond","Williams","18.3","286.7",,"QB","Washington Huskies",,
"5387e3b3-af52-4968-ac21-10553df963cb","Nicholas","Singleton","19.0","208.3",,"RB","Penn State Nittany Lions",,
"bd7c7540-489d-4815-b95f-9d264992e98a","Avery","Johnson","20.0","262.5",,"QB","Kansas State Wildcats",,
"f0a96b6b-5296-479b-8480-d07c3d4aabe8","Garrett","Nussmeier","20.5","284.3",,"QB","LSU Tigers",,
"3a93b171-68c0-466a-abc0-a4698f2b81d6","Haynes","King","22.7","292.4",,"QB","Georgia Tech Yellow Jackets",,
"e6b52023-a841-4bbe-ba88-a6621f0d8463","Jahiem","White","22.8","207.5",,"RB","West Virginia Mountaineers",,
"2017af6f-821c-4698-a2c6-6f96e6842b7f","Antonio","Williams","25.1","183.4",,"WR","Clemson Tigers",,
"0f353eda-c1a6-46ec-ae14-7c7d35657e8b","Cam","Coleman","26.0","184.6",,"WR","Auburn Tigers",,
"9fd06934-a717-487c-9b50-afcbfa4ad50a","Ahmad","Hardy","27.6","190.4",,"RB","Missouri Tigers",,
"96885fd4-7efc-48bc-8196-8d765c34dae7","Eric","McAlister","28.6","176.6",,"WR","TCU Horned Frogs",,
"c264f598-fbba-4630-90cb-38830110b150","Quintrevion","Wisner","30.6","184.4",,"RB","Texas Longhorns",,
"54374283-71c8-4c0c-8020-aa5758ee2f20","Sawyer","Robertson","30.7","282.8",,"QB","Baylor Bears",,
"b66847c0-799a-453f-829f-7743ce1b69da","Sam","Leavitt","31.0","277.9",,"QB","Arizona State Sun Devils",,
"0c76b91e-721a-4e7b-852c-9207c5667278","Jonah","Coleman","31.4","186.4",,"RB","Washington Huskies",,
"6909de54-5b5b-4bb8-82c8-51a0555d7ba6","Josh","Hoover","32.5","251.9",,"QB","TCU Horned Frogs",,
