player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mekhi Becton,59818,G,PHI,2,100.0,0,24,74.4,73.8,70.2,0,3,73,100.0,100.0,96.6,0,4,1,148,0,0,0,148,79,79,148,0,69,0
Jordan Mailata,66916,T,PHI,2,100.0,0,24,84.5,88.9,76.1,0,3,73,100.0,100.0,97.9,0,3,0,148,0,0,148,148,79,79,0,0,69,0
Cam Jurgens,84014,C,PHI,2,100.0,1,24,70.8,62.4,71.0,0,4,73,100.0,100.0,97.3,3,4,0,148,148,0,0,148,79,79,0,0,69,0
Lane Johnson,7786,T,PHI,2,100.0,0,24,83.3,87.3,80.9,0,0,73,100.0,100.0,100.0,2,0,0,148,0,0,0,148,79,79,0,148,69,0
Austin Jackson,60816,T,MIA,2,100.0,0,17,49.5,38.7,64.8,0,6,89,100.0,100.0,94.4,2,8,2,148,0,0,0,148,93,93,0,148,55,0
Ethan Pocic,11813,C,CLV,2,100.0,0,8,61.0,46.6,74.5,2,8,94,100.0,100.0,94.7,2,10,0,148,148,0,0,148,102,102,0,0,46,0
Landon Dickerson,41712,G,PHI,2,100.0,0,24,73.5,60.0,73.8,2,5,73,100.0,100.0,95.2,1,7,0,148,0,148,0,148,79,79,0,0,69,0
Liam Eichenberg,41851,G,MIA,2,100.0,0,17,75.7,65.7,83.0,0,1,89,100.0,100.0,98.3,2,2,1,148,0,0,0,148,93,93,148,0,55,0
James Hudson III,59854,T,CLV,2,100.0,0,8,52.9,41.3,60.6,5,5,94,100.0,100.0,94.7,2,10,0,148,0,0,148,148,102,102,0,0,46,0
Wyatt Teller,46131,G,CLV,2,100.0,0,8,73.5,78.7,66.9,0,1,94,100.0,100.0,99.5,1,1,0,148,0,0,0,148,102,102,148,0,46,0
Joel Bitonio,8670,G,CLV,2,100.0,0,8,68.5,51.1,74.2,2,6,94,100.0,100.0,95.7,1,8,0,148,0,148,0,148,102,102,0,0,46,0
Aaron Brewer,46014,C,MIA,2,100.0,0,17,74.6,66.4,75.3,0,1,89,100.0,100.0,99.4,0,1,0,148,148,0,0,148,93,93,0,0,55,0
Graham Glasgow,10729,G,DET,2,100.0,0,11,73.9,52.8,79.1,2,6,89,100.0,100.0,95.5,1,8,0,146,0,146,0,146,92,92,0,0,54,0
