player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zhen Sotelo,146067,G,HAWAII,3,100.0,0,180,67.3,78.9,62.2,0,1,154,100.0,100.0,99.7,1,1,0,224,0,224,0,224,161,161,0,0,63,0
James Milovale,175703,T,HAWAII,3,100.0,0,180,65.3,67.0,64.3,0,3,154,100.0,100.0,99.0,3,3,0,224,0,0,0,224,161,161,0,224,63,0
Ethan Spencer,158188,C,HAWAII,3,100.0,0,180,60.2,69.4,56.6,0,2,152,100.0,100.0,97.4,1,5,3,222,222,0,0,222,159,159,0,0,63,0
Jacarrius Peak,157418,T,NC STATE,3,100.0,0,248,66.5,86.1,58.2,0,3,96,100.0,100.0,98.4,1,3,0,212,0,0,212,212,104,104,0,0,108,0
Anthony Carter Jr.,122856,G,NC STATE,3,100.0,1,248,48.4,64.2,46.6,0,4,96,100.0,100.0,97.9,3,4,0,211,0,211,0,211,104,104,0,0,107,0
Devon Smith,171564,T,W KENTUCKY,3,100.0,1,346,50.1,55.8,44.2,2,8,133,100.0,100.0,95.5,1,11,1,211,0,0,0,211,137,137,0,211,74,0
Jalen Grant,130364,C,NC STATE,3,100.0,0,248,56.7,62.4,56.2,0,2,95,100.0,100.0,98.9,1,2,0,211,211,0,0,211,103,103,0,0,108,0
Marshall Jackson,72689,T,W KENTUCKY,3,100.0,0,346,63.1,70.4,55.6,0,3,133,100.0,100.0,98.1,2,4,1,211,0,0,208,211,137,137,0,0,74,3
Quincy Jenkins,122299,G,W KENTUCKY,3,100.0,0,346,55.6,54.2,53.1,2,2,133,100.0,100.0,98.5,0,4,0,211,0,0,0,211,137,137,211,0,74,0
Elijah Williams,188242,C,W KENTUCKY,3,100.0,0,346,56.6,46.8,61.3,0,7,133,100.0,100.0,97.4,1,7,0,210,210,0,0,210,137,137,0,0,73,0
Teague Andersen,163424,T,NC STATE,3,100.0,0,248,69.9,71.4,68.6,3,3,95,100.0,100.0,96.8,1,6,0,207,0,0,2,207,103,103,0,205,104,0
Luke Eckardt,163282,T,SM HOUSTON,3,100.0,0,281,56.3,50.3,57.5,1,11,127,100.0,100.0,95.3,1,12,0,205,0,0,205,205,141,141,0,0,64,0
Rhett Larson,158273,G,SM HOUSTON,3,100.0,0,281,62.2,63.2,59.7,1,3,127,100.0,100.0,96.9,0,6,2,205,38,0,0,205,141,141,167,0,64,0
Kolt Dieterich,175612,T,SM HOUSTON,3,100.0,0,281,63.7,53.7,67.5,2,3,122,100.0,100.0,98.0,2,5,0,199,0,0,0,199,136,136,0,199,63,0
Jim Bonifas,144544,C,IOWA STATE,3,100.0,0,193,65.3,71.3,61.6,0,1,92,100.0,100.0,99.5,0,1,0,190,190,0,0,190,97,97,0,0,93,0
Reid Williams,129405,C,UNLV,3,100.0,0,325,73.8,76.3,69.7,1,1,84,100.0,100.0,98.8,0,2,0,190,190,0,0,190,94,94,0,0,96,0
Dean Briski,158172,T,HAWAII,3,100.0,0,180,43.3,46.5,45.7,0,5,129,100.0,100.0,96.5,2,7,2,189,0,0,189,189,136,136,0,0,53,0
George Sell,123401,G,WAKE,3,100.0,0,339,60.8,83.6,52.8,0,3,101,100.0,100.0,98.5,0,3,0,187,0,0,0,187,112,112,186,0,75,1
Melvin Siani,173280,T,WAKE,3,100.0,0,339,67.2,80.5,57.6,0,4,101,100.0,100.0,98.0,1,4,0,187,0,0,185,187,112,112,1,0,75,1
Devin Kylany,131938,C,WAKE,3,100.0,1,339,63.1,66.1,65.0,0,2,101,100.0,100.0,99.0,3,2,0,187,186,0,0,187,112,112,0,0,75,1
Malik McGowan,122842,G,UNLV,3,100.0,0,325,65.3,67.5,66.0,0,5,82,100.0,100.0,97.0,1,5,0,186,0,185,0,186,92,92,0,0,94,0
Fa'alili Fa'amoe,131930,T,WAKE,3,100.0,1,339,53.3,55.5,53.4,0,5,101,100.0,100.0,96.5,1,6,1,186,0,0,0,186,111,111,0,185,75,1
Laurence Seymore,143949,G,W KENTUCKY,3,100.0,0,346,63.0,88.6,53.1,0,1,119,100.0,100.0,99.6,0,1,0,185,0,185,0,185,123,123,0,0,62,0
Brendan Black,174658,G,IOWA STATE,3,100.0,0,193,59.2,39.0,61.7,0,2,85,100.0,100.0,97.6,0,3,1,182,8,0,0,182,89,89,174,0,93,0
