player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Elijah Klein,81912,G,UTEP,4,0,330,70.6,1,5,184,100.0,100.0,98.4,0,6,0,194,194,60.2,1,2,57,100.0,100.0,97.4,3,0,60,60
Jeremiah Byers,100806,T,UTEP,4,0,330,81.6,0,2,182,100.0,100.0,98.9,0,3,1,192,192,82.2,0,1,57,100.0,100.0,97.4,2,1,60,60
Justin Mayers,100808,G,UTEP,4,0,330,79.0,1,1,182,100.0,100.0,99.5,1,2,0,192,192,86.9,0,1,57,100.0,100.0,99.1,1,0,60,60
Andrew Meyer,81910,C,UTEP,4,0,330,65.6,1,3,171,100.0,100.0,98.2,0,5,1,181,181,71.0,1,1,53,100.0,100.0,96.2,3,1,56,56
Eliki Tanuvasa,79663,C,HAWAII,4,0,180,71.2,0,7,169,100.0,100.0,97.9,0,7,0,172,172,72.9,0,4,56,100.0,100.0,96.4,4,0,58,58
Austin Hopp,65055,T,HAWAII,4,1,180,55.0,1,9,168,99.4,99.4,96.4,1,11,1,171,172,51.1,0,7,56,100.0,100.0,93.7,7,0,58,58
Matt Rosso,81812,T,CHARLOTTE,4,1,136,61.3,0,5,158,100.0,100.0,97.2,4,7,2,170,170,59.2,0,3,50,100.0,100.0,93.0,5,2,54,54
Micah Vanterpool,52075,G,HAWAII,4,0,180,72.5,1,3,167,100.0,100.0,98.8,0,4,0,170,170,64.8,1,1,55,100.0,100.0,98.2,2,0,57,57
Ilm Manning,75852,T,HAWAII,4,0,180,70.0,0,3,166,100.0,100.0,97.3,1,6,3,169,169,47.2,0,3,55,100.0,100.0,91.8,6,3,57,57
Ahofitu Maka,100803,C,UTSA,3,0,331,64.8,0,9,151,100.0,100.0,97.0,0,9,0,167,167,50.4,0,3,38,100.0,100.0,96.1,3,0,46,46
Venly Tatafu,158830,T,UTSA,3,0,331,45.6,0,8,149,100.0,100.0,96.6,3,9,1,165,165,40.8,0,4,36,100.0,100.0,91.7,5,1,44,44
Ashton Gist,122182,C,CHARLOTTE,4,0,136,64.5,2,2,153,100.0,100.0,98.7,1,4,0,165,165,57.9,1,2,50,100.0,100.0,97.0,3,0,54,54
Logan Langemeier,108708,C,GA SOUTHRN,3,0,174,69.0,1,4,156,100.0,100.0,98.4,0,5,0,162,162,84.1,0,0,28,100.0,100.0,100.0,0,0,29,29
Khalil Crowder,78240,G,GA SOUTHRN,3,1,174,82.3,0,0,156,100.0,100.0,100.0,1,0,0,162,162,66.9,0,0,28,100.0,100.0,100.0,0,0,29,29
LaQuinston Sharp,99095,C,MISS STATE,3,0,227,76.1,0,5,152,100.0,100.0,98.4,0,5,0,160,160,73.4,0,2,35,100.0,100.0,97.1,2,0,36,36
Kwatrivous Johnson,81742,T,MISS STATE,3,0,227,39.8,2,6,152,100.0,100.0,96.1,1,10,2,160,160,11.8,1,4,35,100.0,100.0,90.0,6,1,36,36
Nick Jones,146837,G,MISS STATE,3,0,227,63.5,1,2,152,100.0,100.0,97.0,0,6,3,160,160,29.3,1,0,35,100.0,100.0,90.0,4,3,36,36
Cole Smith,99094,G,MISS STATE,3,0,227,77.0,1,1,152,100.0,100.0,99.3,0,2,0,160,160,65.0,1,0,35,100.0,100.0,98.6,1,0,36,36
Dennis Wilburn,157314,C,TEXAS TECH,3,0,315,67.7,0,8,154,100.0,100.0,97.4,0,8,0,158,158,72.1,0,1,61,100.0,100.0,99.2,1,0,63,63
Caleb Rogers,123157,T,TEXAS TECH,3,0,315,53.2,0,7,154,100.0,100.0,93.2,0,14,7,158,158,44.5,0,5,61,100.0,100.0,89.3,9,4,63,63
Monroe Mills,122977,T,TEXAS TECH,3,0,315,66.3,1,10,154,100.0,100.0,96.4,1,11,0,158,158,54.8,1,6,61,100.0,100.0,94.3,7,0,63,63
Panda Askew,122173,G,CHARLOTTE,4,0,136,63.7,0,6,148,100.0,100.0,98.0,0,6,0,158,158,76.0,0,0,44,100.0,100.0,100.0,0,0,48,48
Kameron Jones,81739,T,MISS STATE,3,1,227,69.1,3,5,149,100.0,100.0,97.3,2,8,0,157,157,71.2,1,3,34,100.0,100.0,94.1,4,0,35,35
Ethan Wiederkehr,59969,T,NWESTERN,3,0,256,58.9,2,2,147,100.0,100.0,98.6,0,4,0,155,155,54.1,1,2,60,100.0,100.0,97.5,3,0,65,65
Charlie Schmidt,81772,C,NWESTERN,3,0,256,60.9,0,3,147,100.0,100.0,99.0,0,3,0,155,155,40.9,0,2,60,100.0,100.0,98.3,2,0,65,65
Josh Priebe,129733,G,NWESTERN,3,0,256,77.8,0,3,147,100.0,100.0,98.3,0,4,1,155,155,64.9,0,3,60,100.0,100.0,95.8,4,1,65,65
Peter Skoronski,129737,T,NWESTERN,3,0,256,92.5,0,0,147,100.0,100.0,100.0,0,0,0,155,155,88.5,0,0,60,100.0,100.0,100.0,0,0,65,65
Mike Katic,101575,G,INDIANA,3,0,190,55.6,1,0,144,100.0,100.0,99.7,0,1,0,154,154,72.6,1,0,50,100.0,100.0,99.0,1,0,53,53
Bryce Benhart,98531,T,NEBRASKA,4,0,238,60.5,0,5,147,100.0,100.0,96.9,1,7,2,154,154,63.2,0,1,61,100.0,100.0,95.9,3,2,64,64
Trent Hixson,59905,C,NEBRASKA,4,0,238,77.5,0,2,147,100.0,100.0,99.3,0,2,0,154,154,70.1,0,1,61,100.0,100.0,99.2,1,0,64,64
Luke Haggard,129442,T,INDIANA,3,0,190,81.8,2,0,144,100.0,100.0,99.3,0,2,0,154,154,90.3,1,0,50,100.0,100.0,99.0,1,0,53,53
Turner Corcoran,129684,G,NEBRASKA,4,0,238,44.2,0,7,147,100.0,100.0,96.3,0,9,2,154,154,63.2,0,3,61,100.0,100.0,95.9,4,1,64,64
Gus Hartwig,129814,C,PURDUE,3,0,273,72.6,1,1,142,100.0,100.0,99.3,0,2,0,151,151,62.4,0,1,36,100.0,100.0,98.6,1,0,38,38
Spencer Holstege,101600,G,PURDUE,3,0,273,85.8,0,2,142,100.0,100.0,99.3,0,2,0,151,151,84.6,0,1,36,100.0,100.0,98.6,1,0,38,38
Jalen Grant,130364,C,BOWL GREEN,3,1,122,46.6,1,7,136,100.0,100.0,96.3,2,9,1,149,149,24.2,0,6,55,100.0,100.0,92.7,7,1,62,62
Alex Wollschlaeger,130396,T,BOWL GREEN,3,0,122,70.3,0,3,136,100.0,100.0,98.9,2,3,0,149,149,82.6,0,2,56,100.0,100.0,98.2,2,0,63,63
Kevin Davis,60199,G,UTSA,3,0,331,71.3,1,3,135,100.0,100.0,98.5,0,4,0,148,148,71.1,0,1,30,100.0,100.0,98.3,1,0,36,36
Bronson Warner,151181,G,BOWL GREEN,3,0,122,45.5,3,2,135,100.0,100.0,98.1,1,5,0,148,148,54.9,2,1,55,100.0,100.0,97.3,3,0,62,62
Austin Stidham,60135,T,TROY,3,0,318,57.8,1,5,142,100.0,100.0,97.2,0,7,1,147,147,66.1,0,2,41,100.0,100.0,95.1,3,1,43,43
Grant Betts,81870,T,TROY,3,0,318,45.5,3,6,142,100.0,100.0,95.4,0,11,2,147,147,66.5,1,2,41,100.0,100.0,96.3,3,0,43,43
Terrell Haynes,81913,G,UTSA,3,0,331,82.6,0,2,132,100.0,100.0,99.2,0,2,0,147,147,80.0,0,1,33,100.0,100.0,98.5,1,0,40,40
Dillon Wade,123265,T,TULSA,3,0,320,73.0,2,4,139,100.0,100.0,97.8,1,6,0,147,147,64.2,1,2,56,100.0,100.0,97.3,3,0,60,60
Bula Schmidt,97646,C,FRESNO ST,3,0,169,69.5,0,1,135,100.0,100.0,98.9,0,2,1,146,146,68.4,0,1,61,100.0,100.0,97.5,2,1,66,66
Davis Heinzen,145705,T,C MICHIGAN,3,1,134,57.6,2,3,134,99.3,99.3,97.4,2,6,1,146,147,62.4,0,0,44,100.0,100.0,97.7,1,1,50,50
Jamezz Kimbrough,55052,C,C MICHIGAN,3,0,134,72.0,1,2,134,100.0,100.0,98.9,0,3,0,146,146,54.3,0,2,44,100.0,100.0,97.7,2,0,50,50
Jake Andrews,81868,C,TROY,3,0,318,50.5,0,5,141,100.0,100.0,97.5,0,6,1,146,146,60.6,0,2,41,100.0,100.0,95.1,3,1,43,43
Deiyantei Powell-Woods,104183,G,C MICHIGAN,3,0,134,75.8,1,0,133,100.0,100.0,99.6,0,1,0,145,145,63.3,1,0,44,100.0,100.0,98.9,1,0,50,50
Brayden Swartout,145732,T,C MICHIGAN,3,0,134,59.2,3,3,132,100.0,100.0,96.2,1,8,2,144,144,42.8,2,1,42,100.0,100.0,94.0,4,1,48,48
Will Farniok,81750,C,TULSA,3,0,320,52.2,0,3,135,100.0,100.0,98.1,0,4,1,143,143,35.8,0,2,55,100.0,100.0,96.4,3,1,59,59
Grant Starck,128245,T,NEVADA,4,2,239,65.8,2,5,134,100.0,100.0,97.4,2,7,0,143,143,52.5,0,5,40,100.0,100.0,93.7,5,0,45,45
Isaiah Wright,129909,T,BUFFALO,3,0,126,50.1,2,10,137,100.0,100.0,94.9,0,13,1,143,143,40.9,1,2,29,100.0,100.0,91.4,4,1,32,32
Landon Peterson,99457,G,TEXAS TECH,3,0,315,63.4,1,6,139,100.0,100.0,97.5,0,7,0,143,143,38.0,1,5,55,100.0,100.0,94.5,6,0,57,57
Gabe Wallace,77535,G,BUFFALO,3,0,126,71.4,3,2,137,100.0,100.0,98.2,0,5,0,143,143,45.4,1,2,29,100.0,100.0,94.8,3,0,32,32
Desmond Bessent,60051,T,BUFFALO,3,1,126,61.9,1,2,137,100.0,100.0,98.2,1,4,1,143,143,34.9,1,1,29,100.0,100.0,96.6,2,0,32,32
Jack Hasz,145666,C,BUFFALO,3,0,126,68.5,0,1,137,100.0,100.0,98.2,1,3,2,143,143,30.8,0,1,29,100.0,100.0,91.4,3,2,32,32
Brendan Bordner,56812,T,FAU,4,0,165,86.2,1,2,135,100.0,100.0,98.9,0,3,0,143,143,77.7,1,2,50,100.0,100.0,97.0,3,0,55,55
Deandre Butler,108712,G,TROY,3,0,318,76.3,0,3,138,100.0,100.0,98.9,0,3,0,143,143,64.0,0,2,40,100.0,100.0,97.5,2,0,42,42
Nick Weber,59684,C,FAU,4,0,165,83.1,0,3,135,100.0,100.0,98.9,0,3,0,142,142,84.6,0,1,50,100.0,100.0,99.0,1,0,55,55
Max Banes,77433,G,AKRON,3,0,102,84.0,0,1,136,100.0,100.0,98.9,0,2,1,142,142,89.5,0,0,72,100.0,100.0,98.6,1,1,76,76
Chaz Neal,77325,T,FAU,4,0,165,61.3,2,6,135,100.0,100.0,97.0,0,8,0,142,142,58.4,1,3,50,100.0,100.0,96.0,4,0,55,55
Jaxon Hughes,98504,T,CHARLOTTE,3,0,136,48.5,0,5,133,100.0,100.0,98.1,1,5,0,141,141,67.0,0,1,38,100.0,100.0,98.7,1,0,40,40
Bryce Petersen,77557,C,NEVADA,4,0,239,60.4,1,4,132,100.0,100.0,97.3,0,6,1,141,141,65.5,1,2,40,100.0,100.0,96.2,3,0,45,45
Matthew Cindric,81604,C,CAL,3,0,130,65.8,1,2,131,100.0,100.0,97.3,2,5,2,141,141,60.6,0,2,50,100.0,100.0,94.0,4,2,57,57
Ben Coleman,100518,T,CAL,3,0,130,56.6,0,6,131,100.0,100.0,94.7,0,10,4,141,141,43.9,0,4,50,100.0,100.0,90.0,7,3,57,57
Brian Driscoll,100534,G,CAL,3,0,130,37.2,1,5,131,100.0,100.0,96.2,0,8,2,141,141,12.0,1,4,50,100.0,100.0,91.0,7,2,57,57
Dorian Hinton,98283,G,FAU,4,0,165,85.2,0,3,132,100.0,100.0,98.9,1,3,0,140,140,75.3,0,3,49,100.0,100.0,96.9,3,0,54,54
Caleb Kelly,59709,T,GA SOUTHRN,3,1,174,65.9,1,2,134,100.0,100.0,98.9,1,3,0,139,139,58.9,1,1,19,100.0,100.0,94.7,2,0,20,20
X'Zauvea Gadlin,77580,T,LIBERTY,3,0,206,85.3,0,2,129,100.0,100.0,99.2,0,2,0,139,139,86.1,0,2,53,100.0,100.0,98.1,2,0,55,55
Drew Kendall,143829,C,BOSTON COL,3,0,121,77.2,1,1,133,100.0,100.0,99.2,0,2,0,139,139,73.4,1,1,49,100.0,100.0,98.0,2,0,52,52
Tyden Ferris,77381,G,C MICHIGAN,3,0,134,64.7,0,1,127,100.0,100.0,98.8,0,2,1,139,139,89.2,0,0,37,100.0,100.0,100.0,0,0,43,43
Derek Devine,99664,G,VIRGINIA,3,0,335,85.8,1,1,127,100.0,100.0,99.2,0,2,0,137,137,74.8,1,1,50,100.0,100.0,98.0,2,0,55,55
Branson Hickman,121928,C,SMU,3,0,287,72.4,0,1,129,100.0,100.0,99.6,0,1,0,137,137,76.9,0,0,29,100.0,100.0,100.0,0,0,34,34
Owen Condon,81994,T,SMU,3,1,287,49.0,2,4,129,100.0,100.0,96.1,1,8,2,137,137,44.2,1,1,29,100.0,100.0,89.7,4,2,34,34
Logan Taylor,151098,T,VIRGINIA,3,0,335,33.9,3,6,127,100.0,100.0,94.9,2,11,2,137,137,17.8,2,3,50,100.0,100.0,91.0,7,2,55,55
Patrick Paul,101019,T,HOUSTON,3,0,182,73.5,1,6,127,100.0,100.0,97.2,4,7,0,136,136,75.7,1,2,50,100.0,100.0,97.0,3,0,53,53
Jack Freeman,77435,C,HOUSTON,3,0,182,66.5,0,3,127,100.0,100.0,98.0,1,4,1,136,136,55.5,0,1,50,100.0,100.0,97.0,2,1,53,53
Cam'Ron Johnson,101018,G,HOUSTON,3,0,182,74.9,0,2,127,100.0,100.0,98.4,0,3,1,136,136,67.0,0,0,50,100.0,100.0,98.0,1,1,53,53
Marcus Bryant,121917,T,SMU,3,0,287,83.1,1,0,127,100.0,100.0,99.6,0,1,0,135,135,77.6,0,0,29,100.0,100.0,100.0,0,0,34,34
Richard West,156038,T,TEXAS ST,3,0,314,73.8,1,3,131,100.0,100.0,98.5,2,4,0,135,135,82.9,0,0,53,100.0,100.0,100.0,0,0,54,54
Alex Costilla,121965,G,TEXAS ST,3,0,314,65.8,1,4,131,100.0,100.0,97.3,0,6,1,135,135,45.8,1,3,53,100.0,100.0,94.3,5,1,54,54
Connor Pay,122073,C,BYU,3,0,128,88.3,0,1,124,100.0,100.0,99.6,0,1,0,135,135,83.0,0,1,42,100.0,100.0,98.8,1,0,47,47
Clark Barrington,81598,G,BYU,3,0,128,82.9,1,0,124,100.0,100.0,99.6,0,1,0,135,135,68.5,1,0,42,100.0,100.0,98.8,1,0,47,47
Jack Conley,98524,T,BOSTON COL,3,0,121,58.7,4,3,130,100.0,100.0,96.5,2,8,1,135,135,23.1,3,3,48,100.0,100.0,91.7,7,1,51,51
Blake Freeland,102844,T,BYU,3,0,128,73.7,2,4,124,100.0,100.0,97.6,0,6,0,135,135,59.1,1,3,42,100.0,100.0,95.2,4,0,47,47
