player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,14,77.8,492,527,7.9,2.67,5,29,5.1,68.5,361,1,201,5.7,581,22,210,7,54.4,91.8,91.1,68.6,8,8,623,9,16.4,107.1,5.7,33,18,1,21,36,13,2.1,3977,7.5
Patrick Mahomes,11765,QB,KC,14,77.1,455,502,7.0,2.82,8,16,3.0,66.7,335,1,188,4.6,576,16,204,16,90.2,81.0,75.3,89.2,8,11,611,2,18.6,91.0,6.1,35,33,2,29,22,15,2.5,3348,6.7
Bo Nix,97790,QB,DEN,15,75.5,457,499,8.0,2.94,15,16,3.0,64.1,320,0,159,7.2,565,25,163,10,91.1,74.5,71.5,74.1,4,11,599,7,13.2,87.6,3.7,21,40,1,22,22,12,2.0,3185,6.4
Aaron Rodgers,2241,QB,NYJ,14,73.6,458,488,7.6,2.62,8,23,4.4,62.5,305,0,144,9.5,536,32,168,22,81.1,80.5,78.4,73.3,6,8,569,6,22.2,90.8,6.0,32,15,0,16,23,10,1.8,3255,6.7
Geno Smith,7820,QB,SEA,14,78.6,449,485,7.7,2.82,10,25,4.7,69.9,339,1,210,4.0,549,14,184,29,74.2,83.3,82.9,62.1,3,13,598,10,20.5,89.9,7.8,43,21,2,21,14,13,2.2,3623,7.5
Matthew Stafford,4924,QB,LA,14,72.7,440,466,8.3,2.62,7,21,4.2,66.3,309,0,159,3.4,497,11,164,26,64.8,74.1,72.2,63.4,6,7,530,1,17.6,95.6,5.6,28,2,1,12,19,17,3.2,3463,7.4
Caleb Williams,144622,QB,CHI,14,72.6,420,465,8.4,3.01,10,18,3.5,61.9,288,1,191,5.6,563,17,156,6,84.0,65.2,61.5,78.1,4,5,615,8,30.4,87.7,10.3,58,39,3,28,17,16,2.6,2937,6.3
Baker Mayfield,46518,QB,TB,14,78.7,441,463,6.8,2.71,10,17,3.5,70.8,328,0,127,5.5,530,19,196,30,43.8,77.9,75.9,68.4,5,14,564,3,26.0,104.1,6.2,33,31,1,6,32,22,3.9,3617,7.8
C.J. Stroud,129759,QB,HST,14,72.8,426,456,8.3,2.99,5,21,4.3,63.6,290,0,198,6.5,536,20,174,13,75.7,77.6,76.9,60.2,6,9,567,2,22.7,89.0,8.4,45,34,1,18,17,14,2.5,3248,7.1
Kirk Cousins,7102,QB,ATL,14,76.7,412,453,8.0,2.54,15,13,2.7,66.9,303,0,156,4.1,485,13,163,2,46.5,74.3,72.3,65.8,7,16,521,2,17.3,88.6,5.6,27,3,4,15,18,24,4.6,3508,7.7
