player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,14,285,51,20,40.7,687,0,1688,2,14,51,956,69.0,38,68,24,2,118,76.5,84.8,63.2,,62.7,67.0,85.2,56.3,72,1,276,31,262,361,0,0,36,316,11,1688,956,3.35,5.9,1.05,161
Kyren Williams,97118,HB,LA,14,280,47,5,9.7,109,0,1121,1,4,47,745,43.8,23,74,26,5,138,46.4,65.8,88.1,,36.9,53.7,70.8,56.3,30,0,159,30,316,318,0,0,34,310,12,1121,745,2.66,4.0,0.5,135
Josh Jacobs,45953,HB,GB,14,265,60,10,22.8,262,0,1147,0,17,60,904,88.7,28,61,12,3,125,64.9,90.2,58.2,,45.2,82.5,88.7,55.5,38,1,302,31,223,299,0,0,36,296,12,1147,904,3.41,4.3,1.35,138
Derrick Henry,10679,HB,BLT,14,254,56,18,42.0,619,0,1474,0,2,56,896,76.6,31,69,3,3,111,61.5,92.0,21.9,,88.2,66.8,91.3,56.1,87,2,125,13,141,311,0,0,14,267,13,1474,896,3.53,5.8,0.89,142
Bijan Robinson,123126,HB,ATL,14,237,53,10,19.7,217,1,1102,1,18,53,707,72.8,22,53,2,0,49,91.2,91.7,88.2,,50.6,90.0,91.0,78.6,37,3,411,54,306,263,0,0,58,291,8,1102,707,2.98,4.6,1.34,186
Tony Pollard,27126,HB,TEN,14,230,34,12,27.0,265,1,982,6,4,34,799,49.1,28,49,31,2,131,73.3,70.5,32.3,,52.6,58.0,73.8,75.8,41,2,233,39,271,274,0,0,51,269,5,982,799,3.47,4.3,0.86,91
Najee Harris,57121,HB,PIT,14,229,59,10,26.5,236,0,891,4,12,59,656,78.5,24,43,25,0,67,91.0,77.5,85.5,,62.5,60.1,77.4,66.0,36,0,256,30,178,268,0,0,36,259,5,891,656,2.86,3.9,1.44,161
Alvin Kamara,11822,HB,NO,14,228,41,10,19.1,181,0,950,7,8,41,629,45.7,25,52,20,1,47,85.3,73.7,87.6,,38.7,64.7,76.6,58.0,24,0,543,68,311,265,0,0,87,296,6,950,629,2.76,4.2,1.75,167
Chuba Hubbard,57373,HB,CAR,14,225,44,13,27.6,288,0,1043,1,8,44,756,66.2,22,54,5,4,71,47.7,71.2,89.0,,57.1,38.8,82.3,54.1,38,0,158,39,316,246,0,0,47,264,8,1043,756,3.36,4.6,0.5,148
James Conner,11860,HB,ARZ,14,217,61,14,29.0,282,0,973,2,17,61,725,101.0,31,60,1,4,150,60.1,88.1,88.8,,75.8,64.1,90.0,66.6,53,0,361,41,251,257,0,0,46,258,7,973,725,3.34,4.5,1.44,64
