playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478435,2021,Dan Vladar,CGY,G,other,7,468.0,1.48,2.0,19.0,0.78,1.0,2.14,2.0,10.66,12.0,0.18,0.0,5.43,1.0,4.76,9.0,1.4,8.0,5.0,2.0,0.23,0.56,0.69,1.0,0.0,1.0,4.0,0.0,0.0
8478435,2021,Dan Vladar,CGY,G,all,7,25748.0,17.56,15.0,402.0,14.53,14.0,48.42,61.0,209.99,206.0,7.52,6.0,118.5,93.0,86.85,104.0,17.09,213.0,69.0,11.0,6.5,8.17,2.88,6.0,5.0,4.0,109.0,0.0,0.0
8478435,2021,Dan Vladar,CGY,G,5on5,7,21144.0,12.01,9.0,315.0,10.72,11.0,38.19,55.0,160.27,156.0,6.02,5.0,91.03,73.0,66.6,72.0,11.75,169.0,49.0,6.0,4.87,5.76,1.39,3.0,5.0,1.0,91.0,0.0,0.0
8478435,2021,Dan Vladar,CGY,G,4on5,7,2373.0,3.15,3.0,54.0,2.47,1.0,6.64,3.0,30.48,29.0,0.36,0.0,18.71,17.0,10.04,16.0,3.03,27.0,14.0,1.0,1.13,1.73,0.28,2.0,0.0,1.0,12.0,0.0,0.0
8478435,2021,Dan Vladar,CGY,G,5on4,7,1763.0,0.64,1.0,10.0,0.42,0.0,0.94,0.0,6.36,6.0,0.9,1.0,2.41,2.0,4.37,6.0,0.64,7.0,1.0,1.0,0.24,0.12,0.28,0.0,0.0,1.0,1.0,0.0,0.0
8478039,2021,Kaapo Kahkonen,MIN,G,other,7,297.0,0.21,0.0,7.0,0.27,0.0,0.72,0.0,3.57,2.0,0.2,0.0,2.33,4.0,1.36,1.0,0.21,5.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8478039,2021,Kaapo Kahkonen,MIN,G,all,7,24843.0,19.32,19.0,382.0,15.11,18.0,48.83,49.0,211.21,199.0,6.96,10.0,118.45,87.0,83.53,110.0,18.55,215.0,61.0,16.0,6.03,7.8,5.49,5.0,7.0,7.0,90.0,2.0,1.0
8478039,2021,Kaapo Kahkonen,MIN,G,5on5,7,19627.0,14.62,16.0,295.0,11.3,12.0,38.91,43.0,164.84,159.0,5.77,7.0,90.52,65.0,65.43,82.0,13.99,160.0,53.0,13.0,4.38,6.69,3.55,5.0,6.0,5.0,69.0,2.0,1.0
8478039,2021,Kaapo Kahkonen,MIN,G,4on5,7,2592.0,3.82,3.0,71.0,3.2,6.0,8.25,5.0,35.96,32.0,0.1,0.0,23.51,17.0,11.99,20.0,3.72,43.0,7.0,2.0,1.21,0.98,1.62,0.0,1.0,2.0,19.0,0.0,0.0
8478039,2021,Kaapo Kahkonen,MIN,G,5on4,7,2327.0,0.67,0.0,9.0,0.35,0.0,0.95,1.0,6.85,6.0,0.89,3.0,2.1,1.0,4.75,7.0,0.63,7.0,1.0,1.0,0.22,0.13,0.32,0.0,0.0,0.0,0.0,0.0,0.0
8478916,2021,Joey Daccord,SEA,G,other,3,229.0,0.15,0.0,4.0,0.15,0.0,0.29,1.0,2.2,3.0,0.12,0.0,1.14,1.0,1.2,0.0,0.15,3.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8478916,2021,Joey Daccord,SEA,G,all,3,10395.0,9.49,11.0,142.0,6.03,5.0,17.44,21.0,81.39,82.0,2.8,3.0,43.29,36.0,31.18,33.0,9.19,64.0,34.0,12.0,2.1,4.21,3.18,2.0,5.0,4.0,32.0,0.0,0.0
8478916,2021,Joey Daccord,SEA,G,5on5,3,8720.0,7.69,10.0,111.0,4.7,5.0,14.5,16.0,65.32,65.0,2.26,2.0,33.66,23.0,24.44,31.0,7.51,50.0,25.0,12.0,1.52,3.0,3.18,2.0,4.0,4.0,24.0,0.0,0.0
8478916,2021,Joey Daccord,SEA,G,4on5,3,582.0,1.43,1.0,23.0,1.09,0.0,2.4,2.0,11.51,12.0,0.02,0.0,7.77,12.0,3.87,2.0,1.31,9.0,8.0,0.0,0.4,1.02,0.0,0.0,1.0,0.0,6.0,0.0,0.0
8478916,2021,Joey Daccord,SEA,G,5on4,3,864.0,0.22,0.0,4.0,0.1,0.0,0.25,2.0,2.36,2.0,0.4,1.0,0.72,0.0,1.67,0.0,0.22,2.0,1.0,0.0,0.03,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8473503,2021,James Reimer,SJS,G,other,15,1772.0,1.88,2.0,41.0,1.27,1.0,3.92,2.0,18.58,17.0,0.3,0.0,11.1,13.0,7.25,8.0,1.82,18.0,6.0,2.0,0.68,0.69,0.51,1.0,0.0,1.0,15.0,0.0,0.0
8473503,2021,James Reimer,SJS,G,all,15,49703.0,37.37,28.0,895.0,30.88,22.0,104.9,122.0,448.0,442.0,12.09,15.0,260.06,206.0,190.21,245.0,36.51,494.0,110.0,34.0,14.2,13.16,10.01,9.0,12.0,7.0,257.0,0.0,0.0
8473503,2021,James Reimer,SJS,G,5on5,15,42033.0,28.91,23.0,739.0,23.93,17.0,87.32,108.0,362.95,363.0,10.13,10.0,210.42,157.0,155.7,201.0,28.5,407.0,86.0,25.0,11.68,10.26,6.98,6.0,12.0,5.0,221.0,0.0,0.0
8473503,2021,James Reimer,SJS,G,4on5,15,3152.0,4.93,3.0,94.0,4.96,4.0,11.46,10.0,52.1,52.0,0.27,1.0,33.87,33.0,17.9,23.0,4.55,55.0,15.0,5.0,1.45,1.76,1.72,2.0,0.0,1.0,19.0,0.0,0.0
8473503,2021,James Reimer,SJS,G,5on4,15,2746.0,0.82,0.0,15.0,0.47,0.0,1.32,1.0,9.52,5.0,1.07,3.0,3.01,2.0,7.12,9.0,0.82,11.0,1.0,1.0,0.31,0.13,0.38,0.0,0.0,0.0,2.0,0.0,0.0
8473575,2021,Semyon Varlamov,NYI,G,other,7,223.0,0.14,0.0,4.0,0.08,0.0,0.24,0.0,1.41,2.0,0.04,1.0,0.72,1.0,0.77,1.0,0.14,1.0,1.0,0.0,0.06,0.08,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8473575,2021,Semyon Varlamov,NYI,G,all,7,24055.0,17.8,22.0,344.0,13.08,12.0,41.88,45.0,187.29,189.0,5.08,8.0,105.6,78.0,74.86,99.0,17.4,201.0,35.0,23.0,5.52,4.41,7.88,6.0,5.0,11.0,85.0,0.0,0.0
8473575,2021,Semyon Varlamov,NYI,G,5on5,7,19342.0,12.97,17.0,269.0,9.8,11.0,34.38,35.0,149.39,141.0,4.11,6.0,82.43,56.0,60.85,84.0,12.65,162.0,27.0,16.0,4.66,3.48,4.84,6.0,4.0,7.0,64.0,0.0,0.0
8473575,2021,Semyon Varlamov,NYI,G,4on5,7,2180.0,4.3,5.0,63.0,2.98,1.0,6.74,10.0,32.69,41.0,0.07,0.0,21.26,20.0,10.68,10.0,4.22,35.0,6.0,6.0,0.74,0.73,2.83,0.0,1.0,4.0,16.0,0.0,0.0
8473575,2021,Semyon Varlamov,NYI,G,5on4,7,2310.0,0.39,0.0,8.0,0.22,0.0,0.52,0.0,3.79,5.0,0.86,1.0,1.2,1.0,2.56,4.0,0.39,3.0,1.0,1.0,0.06,0.11,0.22,0.0,0.0,0.0,3.0,0.0,0.0
8479973,2021,Stuart Skinner,EDM,G,other,8,613.0,0.84,0.0,21.0,0.94,2.0,3.31,1.0,13.28,15.0,0.17,0.0,6.76,8.0,5.59,5.0,0.8,15.0,3.0,0.0,0.4,0.44,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8479973,2021,Stuart Skinner,EDM,G,all,8,26128.0,20.49,20.0,400.0,15.88,20.0,53.23,44.0,225.7,244.0,7.44,8.0,124.74,102.0,90.17,120.0,19.75,225.0,67.0,20.0,6.85,8.12,5.51,8.0,4.0,8.0,88.0,0.0,0.0
8479973,2021,Stuart Skinner,EDM,G,5on5,8,20910.0,14.95,16.0,320.0,11.75,14.0,42.95,36.0,178.77,197.0,6.02,6.0,98.42,79.0,73.18,99.0,14.56,184.0,51.0,12.0,5.63,6.09,3.23,7.0,3.0,6.0,73.0,0.0,0.0
