player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,11,200,26,4,14.7,97,0,661,3,8,26,419,30.8,8,30,23,3,102,55.5,64.7,22.7,60.0,46.6,57.7,68.4,55.7,40,2,265,31,205,236,0,0,44,231,5,661,419,2.1,3.3,1.29,83
Travis Etienne Jr.,57185,HB,JAX,10,174,40,7,24.3,163,0,670,2,13,40,499,73.8,15,36,15,0,96,90.5,71.5,56.7,,59.0,68.6,70.9,70.0,35,1,282,32,246,205,0,0,38,206,7,670,499,2.87,3.9,1.15,73
Christian McCaffrey,11763,HB,SF,10,174,41,9,29.5,244,0,826,0,4,41,563,67.1,22,48,28,3,66,52.8,88.4,88.2,,22.6,91.5,83.2,32.8,65,0,364,43,245,217,0,0,48,217,9,826,563,3.24,4.7,1.49,100
Derrick Henry,10679,HB,TEN,10,159,30,9,31.6,211,0,667,0,2,30,502,56.8,12,32,31,0,71,90.4,87.9,83.4,66.0,88.2,80.6,82.9,58.2,63,0,163,19,107,182,0,0,20,178,4,667,502,3.16,4.2,1.52,87
Saquon Barkley,45791,HB,NYG,8,153,20,9,36.0,235,0,652,1,4,20,455,39.7,15,29,21,1,67,76.1,70.0,87.8,,62.9,68.0,68.6,56.8,36,0,162,27,185,180,0,0,36,180,1,652,455,2.97,4.3,0.88,82
Joe Mixon,11803,HB,CIN,10,153,21,3,9.4,57,1,605,3,4,21,398,35.3,16,38,7,0,90,90.3,66.8,20.5,,35.7,60.2,71.4,61.2,22,2,188,31,239,173,0,0,36,184,4,605,398,2.6,4.0,0.79,61
Kenneth Walker III,97199,HB,SEA,10,149,33,7,30.8,189,0,613,1,12,33,425,77.3,12,28,29,0,38,90.2,74.9,12.0,,39.9,69.7,76.3,59.2,45,2,173,17,134,162,0,0,20,166,6,613,425,2.85,4.1,1.29,101
Alexander Mattison,45817,HB,MIN,11,148,27,5,14.9,81,0,542,5,3,27,380,44.5,12,21,18,2,53,45.1,58.6,87.5,,62.3,44.4,63.8,43.3,19,0,163,25,227,171,0,0,36,173,0,542,380,2.57,3.7,0.72,93
D'Andre Swift,57212,HB,PHI,10,147,31,7,27.4,189,0,690,1,8,31,389,57.3,12,34,24,3,44,44.8,64.1,50.2,,36.1,55.3,69.2,54.6,43,1,197,33,199,184,0,0,37,180,4,690,389,2.65,4.7,0.99,100
Tony Pollard,27126,HB,DAL,10,147,18,8,28.5,168,0,590,1,4,18,400,33.3,12,30,9,2,82,60.4,68.6,88.0,,87.8,58.5,68.8,45.8,31,0,209,33,231,174,0,0,39,180,3,590,400,2.72,4.0,0.9,60
Isiah Pacheco,83747,HB,KC,10,143,27,8,30.5,187,0,614,0,6,27,413,56.7,14,35,16,0,55,90.2,78.4,88.1,,53.0,66.6,79.7,60.6,48,0,162,25,172,159,0,0,29,168,3,614,413,2.89,4.3,0.94,84
Rachaad White,131633,HB,TB,10,141,24,2,6.8,31,0,459,0,18,24,333,54.5,10,26,30,1,59,75.9,72.7,88.8,,67.4,67.4,73.3,57.3,16,0,354,41,273,163,0,0,44,182,4,459,333,2.36,3.3,1.3,76
Brian Robinson,57120,HB,WAS,11,138,28,7,25.5,142,0,557,2,9,28,407,66.1,15,37,32,3,41,41.0,76.1,89.2,,57.4,71.3,75.2,66.8,29,0,314,27,184,153,0,0,30,165,5,557,407,2.95,4.0,1.71,93
James Cook,83666,HB,BUF,11,137,18,6,24.1,166,0,688,2,8,18,421,48.7,19,34,4,2,84,57.1,74.8,88.5,,24.0,56.2,83.5,58.1,42,0,252,27,206,150,0,0,31,164,1,688,421,3.07,5.0,1.22,42
Jerome Ford,83601,HB,CLV,10,136,27,5,36.4,205,0,563,6,4,27,418,59.9,13,22,8,1,73,73.7,67.7,87.9,,56.0,43.7,75.5,68.6,69,0,149,23,187,153,0,0,33,159,3,563,418,3.07,4.1,0.8,59
Gus Edwards,46027,HB,BLT,11,133,19,6,25.0,141,0,564,0,0,19,364,36.6,11,36,3,1,72,71.6,75.4,86.5,,63.8,46.9,78.7,60.3,42,1,119,9,120,170,0,0,9,142,10,564,364,2.74,4.2,0.99,57
Zack Moss,40341,HB,IND,9,133,27,6,30.1,186,0,617,3,4,27,411,64.3,15,31,14,0,34,90.0,67.7,88.3,,60.0,53.1,70.5,57.3,56,0,123,16,137,153,0,0,19,149,5,617,411,3.09,4.6,0.9,99
Raheem Mostert,9783,HB,MIA,10,131,35,10,35.7,247,0,691,1,11,35,474,110.2,21,38,17,4,41,28.3,83.9,86.7,,69.5,52.0,90.9,59.1,49,0,158,20,193,167,0,0,23,151,11,691,474,3.62,5.3,0.82,87
Najee Harris,57121,HB,PIT,10,128,27,9,36.7,183,0,499,2,9,27,371,71.0,12,24,25,1,47,54.2,65.4,85.2,,70.1,55.6,66.3,60.1,25,0,116,19,137,156,0,0,24,147,3,499,371,2.9,3.9,0.85,74
