player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,5,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,7,10,,10.0,11,0,39.6,0,1,0,0,0,0.0
Jeff Okudah,55674,CB,ATL,6,12,,12.0,2,0,39.6,0,1,0,0,0,0.0
Marcus Williams,11797,S,BLT,4,22,,11.0,3,0,39.6,0,2,0,0,0,0.0
Jaylon Jones,124328,CB,IND,2,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Mykal Walker,57834,LB,PIT,1,14,,14.0,25,0,39.6,0,1,0,0,0,0.0
Denzel Perryman,9481,LB,HST,4,4,,4.0,13,0,39.6,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,SF,3,4,,2.0,28,0,39.6,0,2,0,0,0,0.0
Josh Woods,49023,LB,ARZ,8,14,,14.0,1,0,39.6,0,1,0,0,0,0.0
Sione Takitaki,12666,LB,CLV,2,3,,3.0,8,1,0.0,0,1,0,0,0,0.0
Isaiah Pola-Mao,60781,S,LV,1,4,,4.0,23,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,2,6,,3.0,12,0,39.6,0,2,0,0,0,0.0
Ambry Thomas,56058,CB,SF,2,3,,3.0,28,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,4,14,,7.0,20,0,39.6,0,2,0,0,0,0.0
Ka'dar Hollman,49446,CB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Tyler Matakevich,10880,LB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Corey Ballentine,83833,CB,GB,2,3,,3.0,12,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,2,3,,3.0,6,0,39.6,0,1,0,0,0,0.0
P.J. Locke,51189,S,DEN,3,7,,7.0,10,0,39.6,0,1,0,0,0,0.0
Clark Phillips III,131871,CB,ATL,1,10,,5.0,2,0,39.6,0,2,0,0,0,0.0
Duron Harmon,7872,S,CHI,2,5,,5.0,6,0,39.6,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,8,23,,11.5,25,0,39.6,0,2,0,0,0,0.0
Ji'Ayir Brown,129767,S,SF,5,10,,5.0,28,1,0.0,0,2,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,4,8,,8.0,23,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,5,13,,13.0,6,0,39.6,0,1,0,0,0,0.0
Percy Butler,83271,S,WAS,10,51,51.0,25.5,32,0,56.3,1,2,0,3,0,0.06
Antoine Winfield Jr.,42475,S,TB,10,45,45.0,15.0,30,0,54.9,1,3,0,18,22,0.4
Parry Nickerson,50511,CB,MIA,3,42,42.0,14.0,17,0,42.4,1,3,0,6,1,0.14
Zach Cunningham,11812,LB,PHI,9,39,39.0,9.8,24,0,39.6,1,4,0,11,7,0.28
Eddie Jackson,11867,S,CHI,6,36,36.0,36.0,6,0,118.8,1,1,0,13,6,0.36
Andre Chachere,51194,S,ARZ,6,36,36.0,12.0,1,0,56.3,1,3,0,19,8,0.53
Terrell Edmunds,51334,S,TEN,9,34,34.0,11.3,31,0,56.3,1,3,0,19,0,0.56
Rodney Thomas II,108389,S,IND,8,34,34.0,34.0,14,0,118.8,1,1,0,48,23,1.41
Alex Singleton,9994,LB,DEN,10,32,32.0,10.7,10,0,42.4,1,3,0,8,5,0.25
Tashaun Gipson Sr.,7288,S,SF,10,82,27.3,13.7,28,0,56.3,3,6,0,9,7,0.11
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Germaine Pratt,29407,LB,CIN,9,27,27.0,27.0,7,0,100.0,1,1,0,8,7,0.3
Roquan Smith,50892,LB,BLT,11,27,27.0,13.5,3,0,66.7,1,2,0,11,14,0.41
Elijah Hicks,55584,S,CHI,7,25,25.0,12.5,6,0,95.8,1,2,1,3,0,0.12
Robert Spillane,50918,LB,LV,9,24,24.0,24.0,23,0,91.7,1,1,0,6,11,0.25
Fabian Moreau,11836,CB,DEN,7,23,23.0,23.0,10,0,104.2,1,1,0,9,12,0.39
Dee Delaney,31078,CB,TB,4,23,23.0,23.0,30,0,83.3,1,1,0,4,7,0.17
Justin Reid,49048,S,KC,10,87,21.8,8.7,16,1,12.1,4,10,0,39,23,0.45
Joey Porter Jr.,101364,CB,PIT,4,21,21.0,21.0,25,0,100.0,1,1,0,8,3,0.38
DeAndre Houston-Carson,10819,S,HST,5,21,21.0,10.5,13,0,56.3,1,2,0,2,1,0.1
Jessie Bates III,49162,S,ATL,10,41,20.5,10.3,2,1,36.5,2,4,0,31,12,0.76
Taylor Rapp,51172,S,BUF,7,20,20.0,10.0,4,0,58.3,1,2,0,7,11,0.35
Theo Jackson,62919,S,MIN,5,19,19.0,19.0,18,0,100.0,1,1,0,8,0,0.42
Jalen Mills,10867,S,NE,10,55,18.3,6.1,19,0,42.4,3,9,0,23,22,0.42
Alex Highsmith,43507,ED,PIT,8,18,18.0,9.0,25,1,16.7,1,2,0,0,3,0.0
Jordan Whitehead,49196,S,NYJ,10,90,18.0,11.3,22,1,106.3,5,8,1,130,94,1.44
Marcus Epps,51391,S,LV,10,52,17.3,13.0,23,0,105.2,3,4,0,39,16,0.75
Kendall Fuller,10718,CB,WAS,9,17,17.0,8.5,32,0,60.4,1,2,0,8,-1,0.47
Daryl Worley,10711,S,BLT,2,17,17.0,8.5,3,0,68.8,1,2,0,12,2,0.71
Leighton Vander Esch,50950,LB,DAL,5,17,17.0,17.0,9,0,104.2,1,1,0,9,2,0.53
Micah Hyde,7941,S,BUF,10,84,16.8,14.0,4,0,118.8,5,6,0,84,18,1.0
Jason Pinnock,56144,S,NYG,11,49,16.3,7.0,21,0,89.9,3,7,1,19,12,0.39
DaRon Bland,56158,CB,DAL,8,65,16.3,7.2,9,2,12.0,4,9,0,16,22,0.25
Michael Carter II,60644,CB,NYJ,9,227,16.2,10.3,22,0,88.8,14,22,1,98,52,0.43
Tyrique Stevenson,97562,CB,CHI,7,16,16.0,16.0,6,0,118.8,1,1,0,32,13,2.0
Andrew Van Ginkel,30267,ED,MIA,9,31,15.5,7.8,17,0,56.3,2,4,0,11,3,0.35
Patrick Peterson,6157,CB,PIT,10,91,15.2,9.1,25,0,94.2,6,10,0,101,56,1.11
Akayleb Evans,65033,CB,MIN,7,15,15.0,7.5,18,0,72.9,1,2,0,14,7,0.93
Azeez Al-Shaair,49792,LB,TEN,8,15,15.0,15.0,31,0,95.8,1,1,0,7,1,0.47
Bryan Cook,55940,S,KC,10,74,14.8,9.3,16,0,140.6,5,8,1,90,52,1.22
De'Vondre Campbell,10749,LB,GB,7,44,14.7,8.8,12,0,76.3,3,5,0,29,21,0.66
Budda Baker,11791,S,ARZ,6,29,14.5,7.3,1,0,116.7,2,4,1,32,10,1.1
Devon Witherspoon,101388,CB,SEA,7,184,14.2,8.8,29,1,72.5,13,21,1,115,66,0.63
Isaiah Simmons,42451,LB,NYG,9,28,14.0,14.0,21,0,118.8,2,2,0,25,24,0.89
Tyrel Dodson,51045,LB,BUF,6,14,14.0,14.0,4,0,87.5,1,1,0,5,-1,0.36
Talanoa Hufanga,83903,S,SF,10,42,14.0,14.0,28,0,90.3,3,3,0,17,12,0.4
Cam Lewis,49395,S,BUF,5,28,14.0,9.3,4,0,78.5,2,3,0,15,2,0.54
Tyson Campbell,83217,CB,JAX,5,14,14.0,14.0,15,0,118.8,1,1,0,14,7,1.0
Xavier Woods,11946,S,CAR,7,42,14.0,8.4,5,0,72.9,3,5,0,25,19,0.6
Tony Adams,55953,S,NYJ,8,84,14.0,10.5,22,0,109.9,6,8,0,87,18,1.04
Derrick Barnes,58120,LB,DET,7,14,14.0,14.0,11,0,118.8,1,1,0,80,77,5.71
Derwin James Jr.,51368,S,LAC,9,82,13.7,13.7,27,0,118.8,6,6,0,77,26,0.94
Jaquan Brisker,101665,S,CHI,9,41,13.7,8.2,6,0,99.6,3,5,0,57,7,1.39
Logan Wilson,29623,LB,CIN,10,41,13.7,8.2,7,0,76.3,3,5,0,29,8,0.71
Jalen Thompson,49116,S,ARZ,9,173,13.3,10.2,1,0,117.0,13,17,1,129,54,0.75
Justin Simmons,10732,S,DEN,7,40,13.3,8.0,10,0,128.3,3,5,2,44,0,1.1
Dax Hill,97519,S,CIN,10,79,13.2,5.6,7,0,104.2,6,14,2,90,52,1.14
Cam Taylor-Britt,83326,CB,CIN,8,26,13.0,6.5,7,0,109.4,2,4,1,25,4,0.96
Brandon Stephens,45644,CB,BLT,6,13,13.0,6.5,3,0,89.6,1,2,0,22,4,1.69
Kyle Hamilton,102684,S,BLT,11,181,12.9,7.2,3,0,74.6,14,25,1,71,53,0.39
Garrett Williams,99723,CB,ARZ,5,115,12.8,7.7,1,1,61.8,9,15,1,55,48,0.48
