player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,LAC,10,10.0,7,76.9,53.8,7,13,0,4.6,4,45,27,1,80.3,53.1,87.5,77.5,88.7,0.0,0,1,42,0.7,3,425,1,83,92.5,393,61.2,260,122.9,108,7,38.1,162,1011,336,4.0,12.2,2.57
Stefon Diggs,9579,WR,BUF,11,10.5,16,71.3,50.0,9,18,0,4.9,4,43,4,2,78.6,51.1,81.1,,81.4,0.0,0,2,55,0.0,0,426,3,77,93.4,398,37.3,159,109.9,108,7,61.3,261,895,289,3.8,11.6,2.25
Davante Adams,8688,WR,LV,11,11.9,5,59.8,30.0,6,20,0,5.9,4,39,23,0,78.4,80.8,77.2,,78.0,0.0,0,5,46,0.0,0,389,1,64,94.6,368,17.0,66,73.8,107,4,82.8,322,741,205,3.2,11.6,2.01
Tyreek Hill,10799,WR,MIA,10,11.4,19,75.2,50.0,6,12,0,7.1,6,56,17,1,68.3,52.7,93.6,,93.7,1.3,4,2,69,0.0,0,314,2,79,95.9,301,36.9,116,133.9,105,9,60.8,191,1221,449,5.7,15.5,4.06
Ja'Marr Chase,84270,WR,CIN,10,9.4,13,69.6,33.3,5,15,0,4.1,3,47,7,1,81.4,49.9,83.9,,84.6,0.0,0,1,64,0.0,0,433,1,71,95.4,413,25.2,109,109.6,102,6,74.1,321,833,390,5.5,11.7,2.02
T.J. Hockenson,40912,TE,MIN,11,7.2,6,75.8,28.6,6,21,0,6.3,5,40,18,1,72.2,50.4,79.7,67.3,82.9,52.5,224,1,29,5.2,22,427,2,75,90.2,385,36.3,155,105.5,99,4,11.2,48,737,286,3.8,9.8,1.91
Puka Nacua,100632,WR,LA,10,9.2,6,70.4,38.9,7,18,0,8.0,6,44,26,1,64.8,50.3,85.1,66.5,84.1,0.0,0,1,37,1.3,5,391,3,69,91.0,356,35.5,139,104.8,98,3,64.5,252,897,325,4.7,13.0,2.52
Garrett Wilson,97405,WR,NYJ,10,11.3,9,58.2,36.0,9,25,0,6.6,4,27,22,2,62.2,25.8,74.1,,73.7,0.0,0,4,68,0.0,0,409,1,57,94.6,387,30.8,126,68.0,98,2,69.2,283,651,206,3.6,11.4,1.68
Adam Thielen,8288,WR,CAR,10,7.2,3,79.2,44.4,4,9,0,1.3,1,43,5,1,90.5,50.4,79.5,43.8,82.0,0.0,0,0,31,0.7,3,442,3,76,93.2,412,70.4,311,112.1,96,4,28.5,126,726,274,3.6,9.6,1.76
CeeDee Lamb,61570,WR,DAL,10,10.7,12,77.9,53.8,7,13,0,1.3,1,44,9,2,90.4,51.6,90.3,,90.7,0.3,1,0,49,0.0,0,380,3,74,94.2,358,61.3,233,128.6,95,5,37.4,142,1013,355,4.8,13.7,2.83
Chris Olave,84355,WR,NO,10,14.7,1,59.6,37.5,6,16,0,3.4,2,34,20,0,81.6,80.0,78.3,,78.7,0.0,0,3,45,0.0,0,392,1,56,95.7,375,39.5,155,78.2,94,3,59.4,233,657,215,3.8,11.7,1.75
