player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Carson Wentz,10636,QB,WAS,6,74.1,212,232,8.1,2.61,7,12,4.8,62.1,144,0,89,8.3,266,13,71,32,65.9,63.1,61.3,64.1,3,6,287,5,25.8,84.1,8.6,23,11,0,10,10,10,3.5,1489,6.4
Kyler Murray,38334,QB,ARZ,5,76.8,194,215,6.6,2.46,5,5,2.2,65.6,141,0,62,5.4,231,8,68,1,67.9,69.3,64.3,79.4,1,3,247,1,11.3,84.3,3.0,7,8,2,13,6,6,2.4,1242,5.8
Tom Brady,698,QB,TB,5,75.3,198,207,7.8,2.21,1,9,4.1,68.1,141,0,38,5.4,215,8,72,30,60.4,77.2,77.3,42.0,1,1,229,0,18.4,96.5,3.3,7,0,0,7,7,3,1.3,1410,6.8
Justin Herbert,28237,QB,LAC,5,76.6,184,200,7.0,2.78,5,6,2.9,66.5,133,1,76,5.7,210,8,70,27,75.0,72.8,71.0,64.9,2,2,218,1,6.6,100.8,2.4,5,5,0,9,10,4,1.8,1478,7.4
Josh Allen,46601,QB,BUF,5,78.3,180,199,8.4,2.62,8,12,5.9,66.8,133,0,65,5.7,227,8,93,4,65.9,87.5,80.0,90.7,1,4,233,2,12.3,107.4,3.5,8,19,1,9,14,9,3.9,1651,8.3
Kirk Cousins,7102,QB,MIN,5,79.1,177,198,6.6,2.63,2,6,2.8,66.2,131,0,64,6.4,209,9,77,18,75.3,74.3,72.3,76.9,5,5,226,3,12.5,86.4,3.8,8,3,2,12,7,7,3.1,1327,6.7
Matt Ryan,4317,QB,IND,5,76.8,177,195,6.9,2.68,4,1,0.5,65.6,128,0,73,5.9,221,8,71,14,22.5,52.5,53.7,46.3,2,7,232,2,28.8,79.8,9.5,21,5,1,11,5,12,5.2,1379,7.1
Matthew Stafford,4924,QB,LA,5,76.9,182,192,6.9,2.61,3,7,3.6,69.8,134,0,75,4.3,217,6,67,26,40.8,58.2,57.7,63.1,0,7,220,1,28.0,82.4,9.7,21,3,0,7,5,10,4.5,1323,6.9
Joe Burrow,28022,QB,CIN,5,73.9,176,191,7.4,2.52,6,5,2.5,64.9,124,0,64,4.6,221,6,70,7,60.8,65.0,63.3,69.9,3,5,235,2,28.1,89.7,8.1,18,11,0,6,9,9,3.8,1316,6.9
Patrick Mahomes,11765,QB,KC,5,77.6,174,189,7.9,2.67,1,10,4.9,66.7,126,0,71,6.7,210,9,86,16,90.2,85.8,82.2,79.8,2,2,224,1,11.3,110.5,3.8,8,11,0,12,15,5,2.2,1398,7.4
Jared Goff,10635,QB,DET,5,70.3,175,186,9.2,2.72,0,6,3.1,59.7,111,0,65,9.8,199,12,66,11,73.5,62.8,62.4,55.2,0,4,212,0,10.8,92.9,3.5,7,6,1,10,11,10,4.7,1355,7.3
Derek Carr,8671,QB,LV,5,72.4,163,184,9.6,2.66,2,6,3.0,61.4,113,0,64,4.2,202,5,67,23,57.2,63.7,62.0,74.8,6,4,217,4,17.2,87.6,5.4,11,7,0,13,8,10,4.6,1277,6.9
Trevor Lawrence,77632,QB,JAX,5,75.1,169,181,8.4,2.55,4,7,3.7,62.4,113,0,56,11.0,193,14,69,15,34.4,61.7,60.2,63.4,2,4,203,2,10.7,88.1,3.1,6,5,1,5,8,8,3.9,1237,6.8
Russell Wilson,7077,QB,DEN,5,71.3,160,170,9.4,2.74,4,7,3.8,59.4,101,0,60,11.4,196,13,53,10,74.0,59.7,59.4,62.7,0,3,214,2,26.7,82.8,8.2,16,10,0,6,4,6,2.8,1254,7.4
Aaron Rodgers,2241,QB,GB,5,76.5,153,168,6.8,2.44,4,9,5.2,67.9,114,0,51,2.6,181,3,57,12,70.8,74.1,72.9,57.4,0,3,186,1,21.6,95.8,6.1,11,2,0,11,8,4,2.2,1157,6.9
Davis Mills,52269,QB,HST,5,73.7,156,166,7.5,2.39,4,2,1.1,62.7,104,0,58,9.6,178,11,44,13,71.1,70.0,70.1,57.5,3,4,189,3,20.7,80.6,6.7,12,0,0,3,5,3,1.6,1048,6.3
Jacoby Brissett,10725,QB,CLV,5,74.1,147,161,8.4,2.87,2,6,3.5,64.0,103,0,48,5.5,177,6,62,8,90.0,78.0,72.0,87.1,3,3,188,2,10.4,85.4,2.8,5,11,2,7,5,5,2.7,1060,6.6
Jalen Hurts,40291,QB,PHI,5,80.6,144,159,7.3,2.89,6,7,4.1,67.9,108,0,57,6.9,191,8,70,24,77.7,80.4,81.4,67.0,1,2,204,2,15.8,97.4,4.7,9,23,0,8,4,4,2.0,1359,8.5
Geno Smith,7820,QB,SEA,5,80.7,150,157,8.9,2.75,2,11,6.4,75.2,118,0,56,2.5,171,3,59,29,90.0,90.2,87.9,78.6,0,2,185,3,16.1,113.1,5.3,9,5,0,5,9,7,3.8,1304,8.3
Joe Flacco,4332,QB,NYJ,3,74.6,134,155,8.3,2.63,4,3,1.9,58.7,91,0,61,9.0,165,9,49,22,29.7,55.0,54.5,61.5,7,3,173,1,14.8,77.9,5.5,9,1,0,10,5,6,3.5,901,5.8
Baker Mayfield,46518,QB,CAR,5,65.9,135,154,7.0,2.71,9,3,1.8,54.5,84,0,54,5.6,178,5,36,5,52.0,51.0,53.3,45.0,2,4,188,1,27.8,71.4,8.4,15,6,0,8,4,5,2.7,962,6.2
Lamar Jackson,46416,QB,BLT,5,75.6,135,149,9.9,3.2,5,8,5.1,63.8,95,0,59,6.9,172,7,52,3,75.5,75.2,67.4,83.8,0,5,183,2,15.3,97.9,5.2,9,14,0,9,12,6,3.3,1067,7.2
Daniel Jones,39395,QB,NYG,5,80.3,117,132,6.2,3.18,4,2,1.4,66.7,88,0,81,6.4,168,6,54,21,72.8,66.6,65.4,68.1,1,2,184,4,17.3,85.7,8.3,14,22,0,10,3,5,2.7,848,6.4
Ryan Tannehill,7014,QB,TEN,5,79.6,113,126,8.1,2.67,3,4,2.9,65.1,82,0,58,8.9,143,8,49,31,68.6,68.4,67.5,62.8,4,3,155,2,20.7,94.2,8.4,12,4,1,5,6,4,2.6,965,7.7
Marcus Mariota,9435,QB,ATL,5,62.9,116,124,10.4,3.09,1,4,3.0,57.3,71,0,50,2.7,149,2,47,2,24.3,61.2,61.4,55.6,0,4,159,0,24.0,78.2,8.1,12,13,1,6,4,8,5.0,926,7.5
Cooper Rush,12324,QB,DAL,5,73.6,106,118,9.0,2.43,4,3,2.4,61.0,72,0,40,7.7,128,6,38,9,64.9,63.9,63.5,54.8,1,0,135,1,17.5,93.9,5.5,7,2,1,6,4,5,3.7,839,7.1
Mitchell Trubisky,11757,QB,PIT,4,65.8,111,116,10.1,2.72,1,7,5.6,59.5,69,0,39,5.5,128,4,35,25,87.5,69.9,69.5,61.8,2,2,138,1,20.5,73.7,6.3,8,4,1,1,2,4,2.9,653,5.6
Jameis Winston,9434,QB,NO,3,71.7,106,115,12.0,2.64,2,7,5.7,63.5,73,0,40,3.9,129,3,35,20,39.6,65.3,66.9,37.5,1,5,137,1,27.5,79.5,8.5,11,3,2,4,4,7,5.1,858,7.5
Tua Tagovailoa,60326,QB,MIA,4,78.4,111,115,9.0,2.53,1,5,4.1,69.6,80,0,32,8.0,122,7,48,17,63.5,79.7,78.8,54.3,1,3,130,0,18.8,109.9,4.9,6,0,0,2,8,7,5.4,1035,9.0
Justin Fields,82118,QB,CHI,6,65.1,106,115,10.1,3.42,4,3,2.5,54.8,63,3,86,8.7,171,6,50,6,53.9,57.1,46.3,79.7,2,5,180,6,26.7,72.7,13.5,23,33,0,3,4,9,5.0,869,7.6
Jimmy Garoppolo,8697,QB,SF,4,69.4,98,107,8.0,2.4,7,5,4.3,60.7,65,0,30,4.4,115,3,38,28,62.8,68.3,67.8,56.8,1,1,125,1,23.3,97.8,6.1,7,1,0,1,5,3,2.4,857,8.0
Mac Jones,60323,QB,NE,3,69.1,94,97,10.4,2.77,1,6,5.8,66.0,64,0,29,1.5,111,1,35,19,86.4,58.4,58.8,61.7,0,5,117,2,17.2,76.2,4.5,5,9,0,2,2,6,5.1,786,8.1
