player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,12,455,0,20,2,7.8,53.8,87.9,20.4,11.0,0,2,15.4,62.9,1,31,16.7,2,2,44.7,7,153,33.6,174,1,8,13,0,93,43,0.7,13.3,0,2,5.3,83.3,94.0,12.4,10.3,0,2,8.3,64.8,0,26,3.6,1,2,124.1,20,265,58.2,282,12,25,24,2,171,75,0.7,8.6
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.4,11.5,0,3,37.5,78.8,0,23,0.0,0,3,75.5,5,97,51.1,100,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,20.0,20.0,0,0,0.0,66.1,0,25,0.0,0,0,117.7,4,82,43.2,83,1,4,4,0,49,10,0.6,12.3
Steve McLendon,5232,DI,TB,8,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,1.4,,,0,0,,65.6,1,,0.0,0,0,0.0,0,1,50.0,72,0,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,12,7,0,30,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,83,1,1,0,0,0,0,,,0,0,3.0,100.0,1.3,3.0,3.0,1,0,0.0,57.9,0,5,0.0,0,0,87.5,1,3,42.9,235,6,2,1,0,5,2,1.7,5.0
Joe Haden,5532,CB,PIT,8,285,0,25,2,12.4,87.5,100.0,7.9,6.9,0,1,12.5,46.9,0,37,14.3,1,1,118.8,7,61,21.4,61,0,4,8,0,111,36,2.0,15.9,0,1,12.6,52.6,100.0,18.2,9.6,0,3,15.8,70.9,0,14,20.0,2,3,82.8,10,191,67.0,191,3,7,19,1,88,31,0.5,8.8
Jason Pierre-Paul,5540,ED,TB,10,44,0,30,0,,,1.4,,,0,0,,51.3,0,,33.3,1,0,0.0,0,1,2.3,73,2,2,0,0,0,0,0.0,,0,1,2.9,100.0,14.5,5.0,5.0,0,0,0.0,69.4,0,24,29.4,5,0,143.2,7,36,81.8,249,5,11,7,1,62,42,1.8,8.9
Kareem Jackson,5545,S,DEN,11,407,0,10,0,11.1,71.4,98.9,33.8,24.1,0,0,0.0,63.6,1,14,23.8,5,0,44.6,5,177,43.5,179,1,16,7,0,38,23,0.2,7.6,0,0,6.5,80.0,100.0,12.5,10.0,0,0,0.0,41.3,0,17,6.3,1,0,98.8,8,106,26.0,106,3,15,10,0,77,42,0.8,9.6
Devin McCourty,5552,S,NE,13,462,0,19,0,7.2,60.0,99.0,62.3,37.4,1,1,20.0,62.8,1,13,9.1,1,1,35.8,3,197,42.6,199,0,10,5,0,28,7,0.1,9.3,0,5,19.7,36.4,98.3,56.0,20.4,0,5,45.5,72.3,0,33,5.9,1,5,63.1,4,235,50.9,239,0,11,11,0,81,15,0.4,20.3
Jerry Hughes,5556,ED,BUF,12,14,0,4,0,14.0,0.0,5.2,,4.0,0,0,0.0,72.2,0,,0.0,0,0,39.6,0,4,28.6,77,1,1,1,0,0,0,0.0,,0,2,3.5,50.0,5.7,7.0,3.5,0,0,0.0,43.3,0,18,0.0,0,0,81.3,1,8,57.1,141,1,0,2,0,18,3,2.6,18.0
Carlos Dunlap,5579,ED,SEA,12,29,0,29,1,,,1.9,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,3.4,53,2,1,0,0,0,0,,,0,0,1.5,100.0,15.3,11.0,11.0,0,0,0.0,51.8,0,4,,0,0,79.2,2,23,79.3,150,0,0,2,0,5,2,0.2,2.5
Corey Peters,5607,DI,ARZ,9,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,,0,0,,,5.1,,,0,0,,57.2,0,,,0,0,0.0,0,3,100.0,59,0,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,9,8,0,18,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,102,1,0,0,0,0,0,,,0,0,3.0,100.0,5.0,7.0,7.0,0,0,0.0,65.1,0,5,0.0,0,0,87.5,1,8,100.0,159,3,1,1,0,5,2,0.7,5.0
Al Woods,5646,DI,SEA,12,3,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,0,0,0,0,0,0,,,0,2,,,1.7,,,0,0,,58.1,0,,0.0,0,0,0.0,0,3,100.0,177,1,0,0,0,0,0,0.0,
Andrew Sendejo,6118,S,IND,10,353,0,14,1,16.3,25.0,90.9,64.0,16.0,1,1,25.0,62.2,0,31,0.0,0,1,59.4,1,70,19.8,77,0,2,4,0,31,2,0.5,31.0,0,3,8.3,42.9,98.1,65.3,28.0,0,1,14.3,60.1,0,18,25.0,4,1,50.3,3,206,58.4,210,3,9,7,0,21,28,0.1,7.0
Von Miller,6154,ED,LA,10,30,0,26,0,,,5.2,,,0,0,,67.1,0,,0.0,0,0,0.0,0,6,20.0,115,2,1,0,0,0,0,0.0,,0,0,0.7,100.0,16.0,5.3,5.3,0,1,33.3,90.8,0,7,0.0,0,1,80.6,3,17,56.7,106,3,4,3,0,10,8,0.6,3.3
Patrick Peterson,6157,CB,MIN,8,307,0,18,1,4.2,80.0,100.0,15.8,12.6,0,0,0.0,48.2,0,18,0.0,0,0,110.8,4,71,23.1,71,0,1,5,0,53,35,0.8,13.3,0,0,11.6,68.2,100.0,10.7,7.3,0,2,9.1,59.2,0,77,20.0,2,1,128.0,15,172,56.0,172,2,8,22,2,205,133,1.3,13.7
J.J. Watt,6163,DI,ARZ,7,4,0,1,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,62,0,0,0,0,0,0,,,0,0,,,3.3,,,0,0,,59.1,0,,0.0,0,0,0.0,0,4,100.0,122,1,1,0,0,0,0,0.0,
Robert Quinn,6166,ED,CHI,11,33,0,6,0,,,3.3,,,0,0,,76.0,0,,50.0,1,0,0.0,0,3,9.1,91,5,1,0,0,0,0,0.0,,0,2,4.0,33.3,17.6,19.0,6.3,0,0,0.0,67.8,0,-4,0.0,0,0,42.4,1,24,72.7,136,5,1,3,0,-4,0,-0.2,-4.0
Ryan Kerrigan,6168,ED,PHI,13,2,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,1.0,,,0,0,,66.9,0,,0.0,0,0,0.0,0,1,50.0,97,1,1,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,12,7,0,20,0,,,2.1,,,0,0,,78.1,0,,0.0,0,0,0.0,0,3,42.9,142,4,2,0,0,0,0,0.0,,0,1,,,1.2,,,0,0,,82.7,0,,0.0,0,0,0.0,0,3,42.9,241,3,1,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,8,105,0,3,1,5.0,50.0,100.0,9.5,4.8,0,1,12.5,44.7,0,11,0.0,0,1,62.5,4,43,41.0,43,0,3,8,0,36,16,0.9,9.0,0,0,21.8,25.0,94.9,36.0,9.0,0,0,0.0,75.4,0,3,50.0,1,0,39.6,1,37,35.2,39,1,1,4,0,3,3,0.1,3.0
Justin Houston,6222,ED,BLT,11,22,0,3,1,,,5.2,,,0,0,,74.9,0,,0.0,0,0,0.0,0,7,31.8,134,2,0,0,0,0,0,0.0,,0,1,0.0,100.0,9.1,12.0,12.0,1,1,100.0,76.3,0,29,33.3,1,1,118.8,1,12,54.5,132,3,1,1,0,29,29,2.4,29.0
K.J. Wright,6251,LB,LV,12,112,0,23,0,12.0,100.0,100.0,9.0,9.0,0,0,0.0,49.5,0,14,,0,0,158.3,1,9,8.0,9,0,0,1,1,14,2,1.6,14.0,0,2,2.9,100.0,98.9,8.5,8.5,0,0,0.0,62.3,0,29,11.1,1,0,105.4,10,89,79.5,90,3,6,10,0,93,64,1.1,9.3
