player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Duke Riley,11830,LB,MIA,4,5,,5.0,17,0,39.6,0,1,0,0,0,0.0
Kamu Grugier-Hill,10842,LB,CAR,7,19,,19.0,5,1,0.0,0,1,0,0,0,0.0
Jeff Okudah,55674,CB,ATL,8,14,,7.0,2,0,39.6,0,2,0,0,0,0.0
Baron Browning,58095,ED,DEN,3,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,6,15,,15.0,6,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Sione Takitaki,12666,LB,CLV,4,8,,4.0,8,1,0.0,0,2,0,0,0,0.0
Clark Phillips III,131871,CB,ATL,3,14,,7.0,2,0,39.6,0,2,0,0,0,0.0
Denzel Perryman,9481,LB,HST,6,9,,9.0,13,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,6,11,,11.0,23,0,39.6,0,1,0,0,0,0.0
Jaylon Jones,124328,CB,IND,2,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,SF,4,5,,2.5,28,0,39.6,0,2,0,0,0,0.0
Ambry Thomas,56058,CB,SF,4,7,,7.0,28,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,9,13,,6.5,11,0,39.6,0,2,0,0,0,0.0
Nick Niemann,43500,LB,LAC,5,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,10,17,,17.0,1,0,39.6,0,1,0,0,0,0.0
Ka'dar Hollman,49446,CB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,3,4,,4.0,6,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,2,6,,3.0,12,0,39.6,0,2,0,0,0,0.0
Brian Burns,44522,ED,CAR,2,2,,2.0,5,0,39.6,0,1,0,0,0,0.0
Tyler Matakevich,10880,LB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Eddie Jackson,11867,S,CHI,9,44,44.0,22.0,6,0,70.8,1,2,0,13,6,0.3
Parry Nickerson,50511,CB,MIA,3,42,42.0,14.0,17,0,42.4,1,3,0,6,1,0.14
Percy Butler,83271,S,WAS,13,76,38.0,19.0,32,0,56.3,2,4,0,10,1,0.13
Andre Chachere,51194,S,ARZ,7,37,37.0,12.3,1,0,56.3,1,3,0,19,8,0.51
Terrell Edmunds,51334,S,TEN,10,34,34.0,11.3,31,0,56.3,1,3,0,19,0,0.56
Jessie Bates III,49162,S,ATL,14,60,30.0,12.0,2,1,21.7,2,5,0,31,12,0.52
P.J. Locke,51189,S,DEN,7,29,29.0,4.8,10,0,41.7,1,6,0,21,10,0.72
Ifeatu Melifonwu,56203,S,DET,6,29,29.0,14.5,11,0,75.0,1,2,0,15,8,0.52
DeAndre Houston-Carson,10819,S,HST,7,27,27.0,13.5,13,0,56.3,1,2,0,2,1,0.07
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Ji'Ayir Brown,129767,S,SF,8,26,26.0,8.7,28,1,42.4,1,3,1,8,0,0.31
Fabian Moreau,11836,CB,DEN,10,26,26.0,26.0,10,0,104.2,1,1,0,9,12,0.35
Elijah Hicks,55584,S,CHI,7,25,25.0,12.5,6,0,95.8,1,2,1,3,0,0.12
Antoine Winfield Jr.,42475,S,TB,14,70,23.3,14.0,30,0,89.6,3,5,0,45,37,0.64
Tashaun Gipson Sr.,7288,S,SF,14,109,21.8,13.6,28,0,66.7,5,8,0,22,19,0.2
Justin Simmons,10732,S,DEN,11,62,20.7,12.4,10,0,128.3,3,5,2,44,0,0.71
Rodney Thomas II,108389,S,IND,11,41,20.5,20.5,14,0,158.3,2,2,1,49,23,1.2
Marcus Epps,51391,S,LV,13,60,20.0,15.0,23,0,105.2,3,4,0,39,16,0.65
Tyrel Dodson,51045,LB,BUF,9,20,20.0,20.0,4,0,87.5,1,1,0,5,-1,0.25
Alex Highsmith,43507,ED,PIT,10,20,20.0,10.0,25,1,16.7,1,2,0,0,3,0.0
Cam Lewis,49395,S,BUF,8,39,19.5,9.8,4,0,59.4,2,4,0,15,2,0.38
Budda Baker,11791,S,ARZ,9,39,19.5,9.8,1,0,116.7,2,4,1,32,10,0.82
Taylor Rapp,51172,S,BUF,9,37,18.5,12.3,4,0,74.3,2,3,0,12,11,0.32
Tyrique Stevenson,97562,CB,CHI,8,18,18.0,18.0,6,0,118.8,1,1,0,32,13,1.78
DaRon Bland,56158,CB,DAL,11,72,18.0,6.5,9,2,5.3,4,11,0,16,22,0.22
Akayleb Evans,65033,CB,MIN,8,18,18.0,9.0,18,0,72.9,1,2,0,14,7,0.78
