player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Christian McCaffrey,11763,HB,SF,14,244,55,18,36.9,477,0,1292,0,4,55,847,68.0,38,74,28,3,81,64.6,91.3,90.0,,27.8,90.4,90.8,34.5,72,0,509,57,348,296,0,0,64,301,13,1292,847,3.47,5.3,1.46,153
Josh Jacobs,45953,HB,LV,13,233,28,5,19.9,160,0,805,5,9,28,547,32.2,9,33,23,3,110,61.0,65.0,26.9,60.0,50.9,51.0,70.1,55.3,63,2,296,37,238,271,0,0,52,270,6,805,547,2.35,3.5,1.24,106
Derrick Henry,10679,HB,TEN,14,231,45,12,30.0,266,0,888,1,2,45,698,55.3,16,50,31,0,106,91.0,90.1,84.8,66.0,86.1,77.5,85.7,58.1,63,0,199,26,147,263,0,0,28,257,10,888,698,3.02,3.8,1.35,123
Travis Etienne Jr.,57185,HB,JAX,14,229,54,9,23.8,199,0,837,5,20,54,640,74.7,19,46,15,0,133,91.0,73.5,66.2,,58.9,66.5,74.0,77.0,35,1,411,48,344,265,0,0,57,277,9,837,640,2.79,3.7,1.19,89
Rachaad White,131633,HB,TB,14,222,32,5,14.5,121,0,834,1,18,32,596,49.4,18,41,30,1,99,83.6,74.1,39.4,,71.6,64.4,77.0,51.7,38,2,469,50,380,255,0,0,55,272,5,834,596,2.68,3.8,1.23,115
Joe Mixon,11803,HB,CIN,14,211,24,5,11.4,93,1,815,3,15,24,519,37.5,19,48,7,0,126,90.9,68.5,31.0,,34.8,65.5,71.4,60.3,22,2,341,45,320,239,0,0,52,256,8,815,519,2.46,3.9,1.07,81
Kyren Williams,97118,HB,LA,11,208,50,8,20.8,220,0,1057,5,2,50,723,75.9,24,56,26,3,130,58.2,78.9,29.7,,47.1,37.4,90.6,59.0,56,2,192,30,310,226,0,0,45,238,9,1057,723,3.48,5.1,0.62,77
Tony Pollard,27126,HB,DAL,14,207,30,10,24.9,211,0,848,2,5,30,593,38.9,18,45,9,3,100,58.5,74.1,89.9,,80.8,54.4,77.6,67.2,31,0,290,51,334,244,0,0,60,258,5,848,593,2.86,4.1,0.87,99
Raheem Mostert,9783,HB,MIA,14,198,53,13,32.5,314,0,966,1,12,53,669,98.9,28,56,17,4,59,41.8,86.5,56.6,,65.5,49.5,91.6,59.1,49,1,171,24,250,242,0,0,28,222,18,966,669,3.38,4.9,0.68,134
D'Andre Swift,57212,HB,PHI,14,196,37,9,26.9,241,0,896,1,8,37,476,46.7,16,41,24,3,57,55.2,63.5,60.5,,41.9,53.4,68.6,54.3,43,1,209,38,262,252,0,0,46,234,4,896,476,2.43,4.6,0.8,134
Saquon Barkley,45791,HB,NYG,11,194,26,12,38.3,305,0,797,2,5,26,595,41.9,20,36,21,2,78,67.6,67.6,57.2,,66.9,66.2,66.5,57.0,36,1,206,33,236,234,0,0,44,227,3,797,595,3.07,4.1,0.87,111
James Cook,83666,HB,BUF,14,188,28,10,25.0,242,0,968,4,12,28,558,52.1,31,48,4,2,114,67.0,78.5,89.4,,23.9,59.7,85.9,57.5,42,0,434,40,254,207,0,0,46,228,2,968,558,2.97,5.1,1.71,63
Chuba Hubbard,57373,HB,CAR,14,188,31,8,20.9,153,0,731,0,7,31,540,49.6,17,46,5,1,70,84.2,75.4,88.2,,61.3,61.8,78.1,44.5,22,0,190,32,254,202,0,0,36,220,4,731,540,2.87,3.9,0.75,117
Najee Harris,57121,HB,PIT,14,183,36,12,33.2,240,0,723,2,9,36,531,63.1,18,32,25,2,66,51.3,68.3,87.0,,58.7,56.8,69.8,57.6,25,0,149,24,184,224,0,0,29,207,4,723,531,2.9,4.0,0.81,106
Javonte Williams,77803,HB,DEN,13,182,31,11,26.7,181,0,677,3,4,31,506,45.0,18,32,10,0,85,90.7,62.9,84.1,,25.4,65.2,64.2,58.1,21,1,173,34,136,225,0,0,40,216,1,677,506,2.78,3.7,1.27,92
Zack Moss,40341,HB,IND,13,178,33,7,26.5,202,0,763,5,6,33,498,53.2,18,41,14,0,46,90.6,66.0,90.1,,60.4,44.1,71.8,57.4,56,0,192,27,228,204,0,0,35,205,5,763,498,2.8,4.3,0.84,131
David Montgomery,45719,HB,DET,11,178,45,7,23.3,199,0,855,2,5,45,552,80.8,18,49,11,2,85,63.0,83.6,37.7,,58.0,53.7,86.2,60.0,75,1,103,14,134,190,0,0,19,192,10,855,552,3.1,4.8,0.77,93
