player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,LAC,13,10.0,7,74.3,50.0,10,20,0,5.3,6,56,27,2,78.6,35.3,86.3,77.5,87.4,0.0,0,2,42,0.5,3,561,1,107,93.9,527,59.0,331,110.4,144,7,40.3,226,1245,390,3.6,11.6,2.36
Puka Nacua,100632,WR,LA,15,9.7,9,69.1,43.5,10,23,0,8.6,9,62,26,1,61.6,60.7,89.4,72.0,86.9,0.0,0,2,70,1.6,9,565,5,96,91.9,519,31.5,178,105.4,139,5,68.5,387,1327,511,5.3,13.8,2.56
CeeDee Lamb,61570,WR,DAL,14,10.9,13,74.1,43.5,10,23,0,3.7,4,62,9,2,86.6,61.2,89.9,,90.2,0.2,1,0,49,0.0,0,554,6,103,93.1,516,58.8,326,122.2,139,8,40.3,223,1306,448,4.3,12.7,2.53
Michael Pittman Jr.,29049,WR,IND,14,8.2,5,72.3,50.0,13,26,0,3.9,4,49,14,1,90.1,58.1,78.5,75.1,80.6,2.2,12,6,75,0.5,3,551,7,99,93.5,515,26.1,144,86.1,137,4,71.7,395,1062,473,4.8,10.7,2.06
A.J. Brown,48327,WR,PHI,14,12.5,18,69.9,44.8,13,29,0,3.1,3,62,24,1,89.7,56.9,90.4,62.3,90.8,0.2,1,4,59,0.2,1,534,2,95,95.1,508,24.0,128,105.5,136,7,75.8,405,1314,451,4.7,13.8,2.59
Stefon Diggs,9579,WR,BUF,14,10.2,19,66.9,37.0,10,27,0,6.2,6,51,4,2,73.3,55.5,79.3,,79.6,0.0,0,3,55,0.0,0,541,3,91,93.5,506,35.1,190,100.2,136,8,63.6,344,1041,358,3.9,11.4,2.06
Davante Adams,8688,WR,LV,14,11.3,7,62.2,28.0,7,25,0,5.6,5,46,23,0,80.3,82.4,78.0,,78.6,0.0,0,6,46,0.0,0,498,1,84,95.8,477,16.5,82,77.6,135,5,82.9,413,968,299,3.6,11.5,2.03
Garrett Wilson,97405,WR,NYJ,14,11.3,13,59.4,35.5,11,31,0,6.0,5,39,22,2,62.1,28.6,73.1,,73.0,0.0,0,5,68,0.0,0,589,3,79,94.9,559,32.3,190,71.1,133,3,67.7,399,882,246,3.1,11.2,1.58
Chris Olave,84355,WR,NO,14,14.2,4,62.8,37.5,9,24,0,5.8,5,52,20,0,74.1,82.2,83.7,,84.1,0.0,0,3,51,0.0,0,506,1,81,96.2,487,39.7,201,88.7,129,4,59.3,300,1041,336,4.1,12.9,2.14
Ja'Marr Chase,84270,WR,CIN,14,9.2,17,72.7,47.8,11,23,0,4.1,4,60,7,1,83.5,57.1,86.9,,88.2,0.0,0,2,76,0.0,0,569,1,93,95.3,542,23.4,133,112.0,128,7,75.9,432,1156,531,5.7,12.4,2.13
