player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
CJ Henderson,55593,CB,CAR,10,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.6,3,190,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Marlon Humphrey,11771,CB,BLT,8,0,3,1,2,0,0,2,0,66.7,2,2,50.0,0,0,0,0,1.0,3,292,3,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
Josh Blackwell,55589,CB,CHI,3,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,8.3,1,12,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Divaad Wilson,83218,CB,ARZ,2,0,1,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.3,1,43,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Michael Davis,12040,CB,LAC,12,0,27,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,434,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Isaac Yiadom,49355,CB,NO,13,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,256,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jack Jones,29050,CB,LV,8,0,23,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.5,1,190,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Vonn Bell,10695,S,CAR,10,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,293,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Ugo Amadi,49352,CB,NO,7,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.5,1,22,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,5,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.6,1,180,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
