player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Joshua Pena,121864,G,NAVY,9,0,237,54.7,100.0,222,43.1,222,59.0,0,100.0,515,515,64.1,100.0,62,12.0,62
Kip Frankland,100901,T,NAVY,9,0,237,64.0,100.0,210,42.0,210,65.2,0,100.0,500,500,68.0,100.0,62,12.4,62
Isaac Cochran,101273,G,AIR FORCE,9,0,101,71.7,100.0,187,40.9,187,83.3,0,100.0,457,457,83.6,100.0,60,13.1,60
Everett Smalley,131512,T,AIR FORCE,9,0,101,64.6,100.0,187,41.0,187,72.1,1,100.0,456,456,64.6,100.0,60,13.2,60
Connor McMahon,144330,G,NAVY,8,0,237,65.4,100.0,189,45.2,189,76.1,1,100.0,418,418,67.6,100.0,53,12.7,53
Connor Bishop,102830,C,ARMY,8,0,114,53.5,100.0,131,32.8,131,61.7,1,100.0,399,399,75.3,100.0,90,22.6,90
Logan Zschernitz,100262,G,N ILLINOIS,10,0,254,55.5,100.0,212,54.4,212,60.0,1,100.0,390,390,65.6,100.0,161,41.3,161
Connor Finucane,121569,G,ARMY,8,0,114,56.5,100.0,126,32.4,126,77.3,0,100.0,389,389,91.0,100.0,87,22.4,87
Nick Broeker,99084,G,OLE MISS,9,0,226,58.4,100.0,159,41.3,159,65.4,0,100.0,385,385,70.5,100.0,202,52.5,202
Jack Bailey,98061,G,KENT STATE,10,0,201,57.1,100.0,189,49.5,189,58.5,0,100.0,382,382,59.3,100.0,175,45.8,175
Elijah Ratliff,76949,G,KENT STATE,10,0,201,49.2,100.0,187,49.1,187,51.9,2,100.0,381,381,58.9,100.0,174,45.7,174
Sam Glover,121844,T,NAVY,8,0,237,57.4,100.0,169,44.7,169,55.8,0,100.0,378,378,47.7,100.0,51,13.5,51
Beaux Limmer,99067,G,ARKANSAS,9,0,111,62.8,100.0,61,16.3,61,83.0,0,100.0,374,374,83.4,100.0,279,74.6,279
Pat Bartlett,55191,G,GA STATE,9,0,175,68.0,100.0,81,21.7,81,70.6,0,100.0,374,374,70.6,100.0,270,72.2,270
John Champe,130545,G,N ILLINOIS,10,0,254,58.0,100.0,203,54.3,203,65.7,1,100.0,374,374,70.6,100.0,155,41.4,155
Savion Washington,130505,T,KENT STATE,10,0,201,72.6,100.0,184,49.2,184,72.0,0,100.0,374,374,66.3,100.0,170,45.5,170
Marcellus Marshall,130496,T,KENT STATE,10,0,201,63.9,100.0,184,49.3,184,60.8,0,100.0,373,373,56.9,100.0,170,45.6,170
Ricky Stromberg,99066,C,ARKANSAS,9,0,111,60.5,100.0,62,16.6,62,79.6,0,100.0,373,373,81.3,100.0,277,74.3,277
Manase Mose,59950,C,N TEXAS,10,0,251,66.9,100.0,185,49.6,185,67.0,1,100.0,373,373,72.6,100.0,168,45.0,168
Brady Latham,99068,G,ARKANSAS,9,0,111,61.1,100.0,62,16.6,62,72.6,0,100.0,373,373,76.7,100.0,277,74.3,277
Malik Sumter,55194,C,GA STATE,9,0,175,57.2,100.0,81,21.8,81,58.0,1,100.0,372,372,59.4,100.0,268,72.0,268
Jayden Umbarger,121874,WR,NAVY,9,0,237,64.0,100.0,152,41.0,152,65.4,0,99.2,371,374,85.9,100.0,55,14.8,55
Luke Jones,81780,T,ARKANSAS,9,0,111,65.6,100.0,62,16.7,62,69.3,0,100.0,371,371,66.9,100.0,275,74.1,275
Alex Palczewski,59738,T,ILLINOIS,9,0,187,72.0,100.0,114,30.8,114,81.1,0,100.0,370,370,77.5,100.0,219,59.2,219
Isaiah Adams,158192,G,ILLINOIS,9,0,187,64.9,100.0,114,30.8,114,79.3,2,100.0,370,370,82.0,100.0,219,59.2,219
Alex Pihlstrom,60911,C,ILLINOIS,9,0,187,66.8,100.0,114,30.8,114,67.1,1,100.0,370,370,63.1,100.0,219,59.2,219
Gabe Blair,145323,G,N TEXAS,10,0,251,63.7,100.0,179,48.5,179,71.9,2,100.0,369,369,75.0,100.0,171,46.3,171
Jett Duncan,121886,T,N TEXAS,10,0,251,50.3,100.0,182,49.5,182,51.0,2,100.0,368,368,57.4,100.0,166,45.1,166
Pete Nygra,145875,C,N ILLINOIS,10,0,254,58.7,100.0,209,56.9,209,59.8,0,100.0,367,367,60.7,100.0,141,38.4,141
Jayden Williams,146815,T,OLE MISS,9,0,226,42.1,100.0,155,42.5,155,42.3,0,100.0,365,365,47.4,100.0,187,51.2,187
Sam Allan,59782,C,KENT STATE,10,0,201,58.7,100.0,180,49.5,180,53.2,0,100.0,364,364,57.1,100.0,165,45.3,165
Dalton Wagner,58493,T,ARKANSAS,9,0,111,69.4,100.0,59,16.2,59,76.0,0,100.0,364,364,74.5,100.0,272,74.7,272
Jamari Thrash,97399,WR,GA STATE,9,0,175,65.7,100.0,78,21.8,78,67.4,0,100.0,358,358,65.8,100.0,259,72.3,259
Travis Glover,81658,T,GA STATE,9,0,175,55.7,100.0,77,21.6,77,52.8,0,100.0,357,357,53.9,100.0,257,72.0,257
Jonny Hassard,128082,T,UMASS,9,0,216,56.2,100.0,251,70.5,251,55.9,0,100.0,356,356,55.6,100.0,93,26.1,93
Josh Atwood,128073,C,UMASS,9,0,216,58.3,100.0,251,70.5,251,56.2,1,100.0,356,356,57.8,100.0,93,26.1,93
Cole Garcia,75872,G,UMASS,9,0,216,54.7,100.0,251,70.5,251,53.7,0,100.0,356,356,55.2,100.0,93,26.1,93
Noel Ofori-Nyadu,77430,G,UCONN,10,0,146,60.4,100.0,118,33.2,118,81.9,1,100.0,355,355,89.3,100.0,202,56.9,202
Valentin Senn,100533,T,UCONN,10,0,146,67.2,100.0,118,33.2,118,72.2,0,100.0,355,355,71.9,100.0,202,56.9,202
Zeke Correll,53431,C,NOTRE DAME,9,0,258,67.9,100.0,193,54.5,193,64.1,0,100.0,354,354,59.6,100.0,130,36.7,130
Josh Lugg,59982,G,NOTRE DAME,9,0,258,70.6,100.0,193,54.5,193,71.9,1,100.0,354,354,70.4,100.0,130,36.7,130
Joe Alt,147481,T,NOTRE DAME,9,0,258,77.9,100.0,193,54.5,193,90.7,0,100.0,354,354,92.6,100.0,130,36.7,130
Micah Mazzccua,122273,G,BAYLOR,9,0,118,63.2,100.0,99,28.0,99,79.1,1,100.0,354,354,83.7,100.0,221,62.4,221
Jacob Gall,55024,C,BAYLOR,9,0,118,60.0,100.0,100,28.4,100,79.6,0,100.0,352,352,82.7,100.0,218,61.9,218
Connor Galvin,77450,T,BAYLOR,9,0,118,61.6,100.0,100,28.4,100,71.2,0,100.0,352,352,69.0,100.0,218,61.9,218
Christian Haynes,77339,G,UCONN,10,1,146,71.8,100.0,117,33.2,117,83.2,2,100.0,352,352,89.1,100.0,201,57.1,201
Jack Hasz,145666,C,BUFFALO,10,0,126,49.6,100.0,114,32.7,114,49.2,0,100.0,349,349,53.0,100.0,220,63.0,220
Isaiah Wright,129909,T,BUFFALO,10,0,126,41.1,100.0,118,33.9,118,44.7,0,100.0,348,348,50.9,100.0,215,61.8,215
Caleb Warren,99083,C,OLE MISS,9,0,226,59.4,100.0,144,41.4,144,58.2,0,99.7,348,349,58.3,100.0,182,52.3,182
Haaziq Daniels,125263,QB,AIR FORCE,9,0,101,60.1,75.1,133,38.2,177,60.1,1,78.7,348,442,60.0,96.6,57,16.4,59
Gabe Wallace,77535,G,BUFFALO,10,0,126,48.1,100.0,116,33.5,116,53.0,1,100.0,346,346,58.2,100.0,215,62.1,215
Ethan Crowe,130330,C,BALL ST,10,0,117,61.1,100.0,110,32.0,110,60.2,0,100.0,344,344,58.0,100.0,206,59.9,206
Quinn Carroll,98517,T,MINNESOTA,9,0,225,80.8,100.0,141,41.2,141,74.3,2,100.0,342,342,63.4,100.0,187,54.7,187
Blake Fisher,147479,T,NOTRE DAME,9,0,258,74.2,100.0,189,55.3,189,70.0,0,100.0,342,342,59.7,100.0,124,36.3,124
Aireontae Ersery,129649,T,MINNESOTA,9,0,225,68.4,100.0,141,41.2,141,64.3,2,100.0,342,342,61.2,100.0,187,54.7,187
Febechi Nwaiwu,145324,G,N TEXAS,10,0,251,54.0,100.0,170,49.7,170,64.7,0,100.0,342,342,74.3,100.0,155,45.3,155
Jonathan Mingo,97774,WR,OLE MISS,9,0,226,63.4,100.0,147,43.0,147,65.8,2,100.0,342,342,67.6,100.0,176,51.5,176
Tylan Grable,109425,T,UCF,9,1,323,71.1,100.0,132,38.7,132,71.1,1,100.0,341,341,64.1,100.0,159,46.6,159
Samuel Jackson,55403,G,UCF,9,0,323,68.2,100.0,132,38.7,132,66.8,0,100.0,341,341,66.7,100.0,159,46.6,159
Bryson Broadway,137997,T,GA STATE,8,0,175,47.4,100.0,78,22.9,78,58.0,1,100.0,341,341,65.0,100.0,245,71.8,245
Lokahi Pauole,98548,G,UCF,9,0,323,63.1,100.0,132,38.9,132,63.5,0,100.0,339,339,62.1,100.0,159,46.9,159
Matthew Lee,98544,C,UCF,9,0,323,65.7,100.0,131,38.9,131,67.0,0,100.0,337,337,68.1,100.0,159,47.2,159
Ryan Swoboda,77576,T,UCF,9,0,323,77.4,100.0,131,39.1,131,77.1,0,100.0,335,335,71.7,100.0,155,46.3,155
Desmond Bessent,60051,T,BUFFALO,10,0,126,49.9,100.0,114,34.0,114,56.7,0,100.0,335,335,61.6,100.0,206,61.5,206
Jake Guidone,106564,C,UCONN,10,0,146,59.5,100.0,112,33.5,112,66.4,1,100.0,334,334,68.3,100.0,190,56.9,190
Logan Osburn,53851,C,MARSHALL,9,0,214,63.9,100.0,67,20.1,67,62.1,0,99.7,333,334,61.6,100.0,239,71.8,239
John Michael Schmitz,55238,C,MINNESOTA,9,0,225,79.6,100.0,138,41.4,138,90.7,0,100.0,333,333,86.8,100.0,182,54.7,182
Sidney Wells,100797,T,UAB,9,0,321,49.9,100.0,93,28.0,93,61.2,0,100.0,332,332,66.3,100.0,230,69.3,230
John Paddock,77689,QB,BALL ST,10,0,117,60.1,100.0,113,34.0,113,60.1,0,95.4,332,348,60.1,98.6,204,61.4,207
Marcus Minor,59831,G,PITTSBURGH,9,0,268,64.2,100.0,82,24.8,82,74.4,0,100.0,331,331,75.8,100.0,217,65.6,217
Liam Soraghan,60986,TE,N ILLINOIS,10,0,254,70.5,100.0,183,55.5,183,64.6,3,100.0,330,330,54.5,100.0,136,41.2,136
Matthew Trehern,100796,G,UAB,9,0,321,52.7,100.0,93,28.2,93,62.3,4,100.0,330,330,68.1,100.0,228,69.1,228
Damon Kaylor,101573,G,BALL ST,10,0,117,67.9,100.0,105,31.8,105,66.9,0,100.0,330,330,63.1,100.0,197,59.7,197
Quincy McGee,145453,G,UAB,9,0,321,53.0,100.0,91,27.7,91,59.9,4,100.0,329,329,63.9,100.0,229,69.6,229
Marcellus Johnson,77529,T,E MICHIGAN,10,0,160,68.5,100.0,194,59.1,194,68.0,0,100.0,328,328,66.1,100.0,113,34.5,113
Vinny Sciury,130632,G,TOLEDO,10,0,316,68.8,100.0,233,71.0,233,72.0,1,100.0,328,328,68.0,100.0,64,19.5,64
Jake Kradel,77328,C,PITTSBURGH,9,0,268,67.5,100.0,83,25.3,83,63.9,0,100.0,328,328,61.9,100.0,215,65.5,215
Jeremy James,98423,G,OLE MISS,9,0,226,48.5,100.0,135,41.2,135,70.1,1,100.0,328,328,84.0,100.0,172,52.4,172
Zak Zinter,129605,G,MICHIGAN,9,0,222,67.1,100.0,190,57.9,190,71.3,1,100.0,328,328,72.4,100.0,122,37.2,122
Olusegun Oluwatimi,98581,C,MICHIGAN,9,0,222,71.8,100.0,190,57.9,190,76.2,0,100.0,328,328,71.9,100.0,122,37.2,122
Sidy Sow,59675,G,E MICHIGAN,10,0,160,75.9,100.0,194,59.1,194,75.8,0,100.0,328,328,67.2,100.0,113,34.5,113
Devontez Walker,145773,WR,KENT STATE,10,0,201,66.0,99.4,162,49.5,163,51.1,0,99.1,327,330,57.0,100.0,150,45.9,150
Brian Dooley,77531,T,E MICHIGAN,10,0,160,67.5,100.0,192,59.1,192,67.1,1,100.0,325,325,63.9,100.0,112,34.5,112
Wesley Ndago,145973,G,AIR FORCE,9,0,101,60.8,100.0,125,38.5,125,70.9,0,100.0,325,325,69.2,100.0,37,11.4,37
Ethan Driskell,98530,T,MARSHALL,9,0,214,51.0,100.0,63,19.4,63,53.3,2,99.7,325,326,57.6,100.0,233,71.7,233
Brandon Kipper,52054,G,OREGON ST,9,1,265,64.1,100.0,65,20.1,65,69.6,4,100.0,323,323,67.7,100.0,222,68.7,222
Joshua Gray,98252,T,OREGON ST,9,0,265,73.0,100.0,65,20.1,65,76.7,0,100.0,323,323,71.8,100.0,222,68.7,222
Mark Walker,101120,WR,NAVY,9,0,237,57.0,100.0,125,38.7,125,62.4,0,100.0,323,323,58.7,100.0,43,13.3,43
Davis Heinzen,145705,T,C MICHIGAN,10,0,134,62.4,100.0,158,48.9,158,54.0,0,100.0,323,323,51.5,100.0,142,44.0,142
Jake Levengood,81794,C,OREGON ST,9,0,265,66.9,100.0,65,20.1,65,75.0,1,100.0,323,323,73.6,100.0,222,68.7,222
Nick Rosi,77511,T,TOLEDO,10,0,316,76.0,100.0,231,71.7,231,77.1,0,100.0,322,322,71.9,100.0,61,18.9,61
Eric Abojei,60824,T,WYOMING,9,0,351,62.2,100.0,56,17.5,56,67.5,0,100.0,320,320,69.3,100.0,239,74.7,239
Taliese Fuaga,131732,T,OREGON ST,9,0,265,64.2,100.0,65,20.3,65,71.3,0,100.0,320,320,70.4,100.0,220,68.8,220
Jarrett Patterson,81775,G,NOTRE DAME,8,0,258,60.2,100.0,175,54.7,175,66.9,0,100.0,320,320,70.2,100.0,120,37.5,120
Nofoafia Tulafono,128438,C,WYOMING,9,0,351,57.7,100.0,55,17.2,55,62.7,1,100.0,319,319,63.1,100.0,239,74.9,239
Jamezz Kimbrough,55052,C,C MICHIGAN,10,0,134,64.1,100.0,158,49.5,158,65.7,3,100.0,319,319,59.8,100.0,138,43.3,138
Thor Paglialong,145955,C,AIR FORCE,9,0,101,59.1,100.0,129,40.4,129,69.9,0,100.0,319,319,70.4,100.0,38,11.9,38
Austin Aune,83528,QB,N TEXAS,10,0,251,60.6,95.7,157,49.2,164,60.4,0,94.4,319,338,60.2,95.5,150,47.0,157
Deiyantei Powell-Woods,104183,G,C MICHIGAN,10,0,134,64.0,100.0,158,49.5,158,63.2,2,100.0,319,319,56.6,100.0,138,43.3,138
Andrew Raym,122940,C,OKLAHOMA,9,0,261,65.2,100.0,157,49.4,157,69.8,0,100.0,318,318,69.3,100.0,146,45.9,146
Chuck Filiaga,59858,G,MINNESOTA,9,0,225,68.1,100.0,134,42.1,134,74.1,2,100.0,318,318,72.4,100.0,172,54.1,172
Brendan Bordner,56812,T,FAU,9,0,165,58.6,100.0,107,33.8,107,55.6,1,100.0,317,317,54.9,100.0,183,57.7,183
Chris Murray,81885,G,OKLAHOMA,9,0,261,54.5,100.0,156,49.4,156,59.6,1,100.0,316,316,65.1,100.0,146,46.2,146
Willie Lampkin,122344,C,COAST CAR,9,0,141,84.3,100.0,217,68.7,217,82.1,3,100.0,316,316,67.8,100.0,77,24.4,77
Bryan Hudson,98241,C,LOUISVILLE,9,0,210,71.4,100.0,67,21.2,67,73.4,0,100.0,316,316,69.4,100.0,224,70.9,224
Brayden Swartout,145732,T,C MICHIGAN,10,0,134,79.6,100.0,157,49.7,157,76.0,0,100.0,316,316,65.0,100.0,137,43.4,137
Elijah Klein,81912,G,UTEP,10,0,330,58.7,100.0,68,21.6,68,84.0,0,100.0,315,315,87.8,100.0,221,70.2,221
Michael Mayer,122906,TE,NOTRE DAME,9,1,258,76.1,100.0,174,55.2,174,77.2,2,100.0,315,315,66.9,100.0,116,36.8,116
Malik Heath,124173,WR,OLE MISS,9,0,226,61.1,100.0,134,42.5,134,62.4,0,100.0,315,315,62.8,100.0,164,52.1,164
Hayden Gillum,77508,C,KANSAS ST,9,0,199,60.0,100.0,185,58.9,185,60.0,2,100.0,314,314,60.9,100.0,107,34.1,107
